dates,satname,sar2179-0000,sar2179-0001,sar2179-0002,sar2179-0003,sar2179-0004,sar2179-0005,sar2179-0006
1984-05-06 09:33:03+00:00,L5,247.15,170.57,175.39,172.19,274.94,255.61,252.74
1984-07-18 09:28:46+00:00,L5,259.60,185.40,184.93,181.49,285.67,258.85,261.23
1984-08-03 09:29:20+00:00,L5,259.26,185.83,182.78,173.05,292.65,264.57,260.89
1984-09-11 09:35:50+00:00,L5,254.97,178.23,174.61,176.54,269.75,261.40,256.56
1984-10-22 09:30:00+00:00,L5,259.30,180.59,178.30,172.01,275.20,265.54,266.02
1984-11-07 09:29:53+00:00,L5,252.62,179.46,179.04,180.91,278.49,258.48,254.19
1985-02-02 09:36:32+00:00,L5,258.09,183.44,181.88,168.54,267.53,257.35,259.71
1985-02-11 09:30:23+00:00,L5,261.25,182.83,181.72,172.74,273.11,252.52,262.90
1985-04-23 09:35:59+00:00,L5,,,50.34,173.75,244.15,248.11,
1985-05-02 09:30:07+00:00,L5,256.90,180.05,179.22,181.17,279.77,261.16,258.51
1985-06-03 09:30:04+00:00,L5,,,62.14,169.76,274.56,,
1985-06-10 09:35:50+00:00,L5,246.85,175.48,178.01,176.61,247.07,253.37,250.36
1985-06-26 09:35:47+00:00,L5,246.28,176.19,175.93,174.80,246.71,253.94,251.64
1985-07-05 09:29:57+00:00,L5,234.46,147.03,142.70,166.95,291.96,281.39,248.05
1985-07-12 09:35:41+00:00,L5,242.28,180.42,177.53,177.78,255.62,251.54,247.18
1985-07-28 09:35:58+00:00,L5,309.80,428.14,395.93,224.49,409.42,254.92,302.93
1985-08-13 09:35:48+00:00,L5,246.47,177.08,175.09,173.28,259.87,260.10,251.37
1985-08-22 09:29:32+00:00,L5,257.82,187.24,183.96,182.67,275.95,263.29,259.44
1985-09-14 09:35:25+00:00,L5,255.40,187.79,182.96,172.80,251.60,253.56,256.99
1985-10-09 09:28:59+00:00,L5,271.30,186.73,184.19,174.78,285.26,263.98,273.05
1985-11-10 09:28:33+00:00,L5,260.71,181.48,185.89,173.95,272.07,253.93,262.36
1985-12-03 09:34:19+00:00,L5,255.99,180.88,182.76,182.47,284.05,254.47,257.59
1986-01-04 09:33:20+00:00,L5,421.87,207.66,169.56,157.65,159.74,115.11,105.62
1986-03-25 09:32:01+00:00,L5,255.36,178.47,179.54,176.81,272.54,255.62,256.95
1986-04-19 09:25:17+00:00,L5,256.86,174.59,177.80,177.92,284.83,259.58,258.47
1986-05-12 09:30:29+00:00,L5,264.41,178.55,179.53,177.37,291.44,259.26,266.50
1986-05-21 09:24:27+00:00,L5,,,53.20,174.87,248.00,,
1986-07-08 09:22:57+00:00,L5,261.19,184.51,183.80,179.61,271.60,258.58,262.84
1986-07-24 09:22:23+00:00,L5,,,49.08,164.71,247.73,,
1986-07-31 09:28:19+00:00,L5,253.11,178.29,176.33,167.35,266.74,257.78,254.68
1986-08-16 09:27:20+00:00,L5,260.52,179.12,181.42,173.61,281.04,263.64,262.16
1986-09-17 09:26:13+00:00,L5,255.09,182.53,179.85,177.69,271.77,259.64,256.68
1986-10-12 09:19:38+00:00,L5,257.31,46.59,,-1.74,,258.84,258.92
1986-12-22 09:25:09+00:00,L5,248.04,196.45,220.39,193.88,272.61,309.19,250.37
1987-01-16 09:19:41+00:00,L5,253.14,183.53,178.94,169.36,248.76,248.11,254.71
1987-02-08 09:26:31+00:00,L5,266.56,162.98,161.94,155.25,230.36,259.08,268.26
1987-02-17 09:20:35+00:00,L5,258.87,179.29,177.25,175.67,273.38,257.26,260.50
1987-03-21 09:22:02+00:00,L5,260.66,183.16,185.24,175.45,263.13,258.28,262.30
1987-04-06 09:22:36+00:00,L5,,,43.40,171.34,293.20,,
1987-04-29 09:29:30+00:00,L5,255.34,182.85,185.40,175.16,250.19,259.27,256.94
1987-05-08 09:23:35+00:00,L5,268.43,186.12,184.62,172.42,281.55,261.66,270.15
1987-06-09 09:24:23+00:00,L5,257.37,185.29,185.00,181.64,273.00,262.65,258.98
1987-06-25 09:24:44+00:00,L5,,,43.82,171.43,293.33,,
1987-07-11 09:25:03+00:00,L5,255.36,182.59,179.30,174.22,278.11,255.31,256.95
1987-07-18 09:30:57+00:00,L5,254.26,179.95,178.49,173.64,281.77,259.34,255.84
1987-07-27 09:25:25+00:00,L5,258.27,186.90,183.42,172.06,276.43,256.79,259.89
1987-08-03 09:31:25+00:00,L5,261.20,186.76,182.71,169.79,299.98,262.33,266.21
1987-08-19 09:31:54+00:00,L5,255.08,180.26,174.50,172.97,262.89,260.17,256.67
1987-08-28 09:26:22+00:00,L5,252.51,181.02,180.72,177.19,256.07,252.42,254.08
1987-09-13 09:26:45+00:00,L5,,,176.35,176.43,277.95,,
1987-09-20 09:33:05+00:00,L5,266.18,180.20,178.64,173.60,282.34,262.46,267.87
1987-10-06 09:33:26+00:00,L5,259.94,184.82,269.70,183.24,276.47,257.89,261.58
1987-10-22 09:33:17+00:00,L5,387.14,140.93,114.88,105.86,311.91,151.70,388.51
1987-10-31 09:27:40+00:00,L5,263.28,182.81,182.41,171.65,292.12,260.53,266.45
1987-11-07 09:34:02+00:00,L5,264.92,179.62,175.77,168.82,284.43,262.28,266.67
1988-02-11 09:35:17+00:00,L5,266.88,186.03,183.63,183.52,291.50,257.61,268.58
1988-03-14 09:35:39+00:00,L5,261.90,168.30,170.75,169.55,281.24,262.29,266.47
1988-04-15 09:36:14+00:00,L5,264.57,188.99,187.68,174.54,284.06,259.44,266.50
1988-05-01 09:35:57+00:00,L5,258.41,183.00,184.01,186.10,277.95,258.28,260.03
1988-05-17 09:36:08+00:00,L5,256.75,180.05,177.59,169.21,287.08,253.66,258.36
1988-06-02 09:36:38+00:00,L5,250.57,179.73,183.87,178.45,267.56,251.06,252.11
1988-06-11 09:30:29+00:00,L5,,,38.13,168.51,295.95,,
1988-06-18 09:36:19+00:00,L5,254.50,169.31,164.09,169.88,306.43,267.87,256.08
1988-07-04 09:36:24+00:00,L5,234.21,171.51,167.79,163.58,262.53,254.53,240.47
1988-07-13 09:30:39+00:00,L5,262.88,191.71,186.56,175.16,283.90,256.36,264.54
1988-07-20 09:36:27+00:00,L5,235.64,174.93,174.16,167.64,247.96,249.72,242.55
1988-07-29 09:30:42+00:00,L5,,,41.27,162.66,251.14,,
1988-08-05 09:36:52+00:00,L5,265.97,179.70,174.44,168.36,285.00,266.54,267.67
1988-08-14 09:30:40+00:00,L5,261.68,184.32,179.84,168.53,270.83,257.48,263.34
1988-08-21 09:36:53+00:00,L5,,,39.97,174.93,252.01,,
1988-09-06 09:36:55+00:00,L5,247.03,170.05,173.10,183.01,281.11,265.10,251.35
1988-10-08 09:36:21+00:00,L5,258.29,169.91,171.82,171.34,306.37,266.64,266.20
1988-12-04 09:30:29+00:00,L5,266.78,147.32,174.39,161.68,251.73,228.69,268.48
1989-01-28 09:35:43+00:00,L5,251.43,171.09,174.51,175.45,278.67,262.78,252.99
1989-03-17 09:34:52+00:00,L5,252.72,179.76,180.08,180.50,276.76,256.02,254.29
1989-03-26 09:28:53+00:00,L5,265.65,186.73,189.66,168.51,269.33,259.77,267.34
1989-04-02 09:34:48+00:00,L5,264.41,168.89,172.13,170.95,290.24,267.57,266.51
1989-04-27 09:28:45+00:00,L5,258.56,384.27,430.42,175.37,272.47,262.62,260.18
1989-05-20 09:34:09+00:00,L5,243.37,173.27,172.39,179.60,283.01,251.99,249.28
1989-05-29 09:28:17+00:00,L5,247.09,185.46,183.72,181.03,272.28,255.40,251.18
1989-06-14 09:27:46+00:00,L5,,,51.31,166.81,272.65,,
1989-06-21 09:33:31+00:00,L5,256.62,179.72,176.33,175.37,261.35,253.28,258.23
1989-06-30 09:27:39+00:00,L5,261.87,184.36,182.66,169.19,302.68,258.36,266.32
1989-07-16 09:27:19+00:00,L5,,,55.10,178.96,274.38,,
1989-07-23 09:33:21+00:00,L5,251.83,173.61,171.08,166.15,265.49,253.37,253.39
1989-08-01 09:26:59+00:00,L5,,,43.36,171.32,252.90,,
1989-08-24 09:32:39+00:00,L5,242.32,177.18,173.31,169.32,259.60,256.89,248.75
1989-09-18 09:25:44+00:00,L5,259.13,183.54,186.81,165.37,259.79,254.66,260.76
1989-09-25 09:31:52+00:00,L5,259.61,182.99,184.17,174.07,288.96,261.99,261.25
1989-10-04 09:25:36+00:00,L5,258.47,185.78,181.35,174.84,279.27,252.95,260.09
1989-10-11 09:31:29+00:00,L5,254.08,181.45,184.61,181.52,281.58,254.55,255.66
1989-10-20 09:24:51+00:00,L5,250.86,193.17,188.96,171.62,236.56,246.09,252.40
1989-10-27 09:30:27+00:00,L5,256.03,180.25,177.32,183.16,283.18,256.33,257.62
1989-11-28 09:30:04+00:00,L5,262.97,173.31,172.45,168.57,289.67,254.53,264.63
1989-12-14 09:29:14+00:00,L5,261.59,182.56,173.57,171.42,287.93,257.59,266.31
1989-12-30 09:29:08+00:00,L5,240.24,167.91,167.82,171.75,259.18,247.99,246.29
