dates,sar2179-0000,sar2179-0001,sar2179-0002,sar2179-0003,sar2179-0004,sar2179-0005,sar2179-0006,satname
1984-05-06 09:33:03+00:00,247.15,170.57,175.39,172.19,274.94,255.61,252.74,L5
1984-07-18 09:28:46+00:00,259.6,185.4,184.93,181.49,285.67,258.85,261.23,L5
1984-08-03 09:29:20+00:00,259.26,185.83,182.78,173.05,292.65,264.57,260.89,L5
1984-09-11 09:35:50+00:00,254.97,178.23,174.61,176.54,269.75,261.4,256.56,L5
1984-10-22 09:30:00+00:00,259.3,180.59,178.3,172.01,275.2,265.54,266.02,L5
1984-11-07 09:29:53+00:00,252.62,179.46,179.04,180.91,278.49,258.48,254.19,L5
1985-02-02 09:36:32+00:00,258.09,183.44,181.88,168.54,267.53,257.35,259.71,L5
1985-02-11 09:30:23+00:00,261.25,182.83,181.72,172.74,273.11,252.52,262.9,L5
1985-04-23 09:35:59+00:00,,,,173.75,244.15,248.11,,L5
1985-05-02 09:30:07+00:00,256.9,180.05,179.22,181.17,279.77,261.16,258.51,L5
1985-06-03 09:30:04+00:00,,,,169.76,274.56,,,L5
1985-06-10 09:35:50+00:00,246.85,175.48,178.01,176.61,247.07,253.37,250.36,L5
1985-06-26 09:35:47+00:00,246.28,176.19,175.93,174.8,246.71,253.94,251.64,L5
1985-07-05 09:29:57+00:00,234.46,147.03,142.7,166.95,291.96,281.39,248.05,L5
1985-07-12 09:35:41+00:00,242.28,180.42,177.53,177.78,255.62,251.54,247.18,L5
1985-07-28 09:35:58+00:00,,,,,,254.92,,L5
1985-08-13 09:35:48+00:00,246.47,177.08,175.09,173.28,259.87,260.1,251.37,L5
1985-08-22 09:29:32+00:00,257.82,187.24,183.96,182.67,275.95,263.29,259.44,L5
1985-09-14 09:35:25+00:00,255.4,187.79,182.96,172.8,251.6,253.56,256.99,L5
1985-10-09 09:28:59+00:00,271.3,186.73,184.19,174.78,285.26,263.98,273.05,L5
1985-11-10 09:28:33+00:00,260.71,181.48,185.89,173.95,272.07,253.93,262.36,L5
1985-12-03 09:34:19+00:00,255.99,180.88,182.76,182.47,284.05,254.47,257.59,L5
1986-01-04 09:33:20+00:00,,207.66,169.56,157.65,,,,L5
1986-03-25 09:32:01+00:00,255.36,178.47,179.54,176.81,272.54,255.62,256.95,L5
1986-04-19 09:25:17+00:00,256.86,174.59,177.8,177.92,284.83,259.58,258.47,L5
1986-05-12 09:30:29+00:00,264.41,178.55,179.53,177.37,291.44,259.26,266.5,L5
1986-05-21 09:24:27+00:00,,,,174.87,248.0,,,L5
1986-07-08 09:22:57+00:00,261.19,184.51,183.8,179.61,271.6,258.58,262.84,L5
1986-07-24 09:22:23+00:00,,,,164.71,247.73,,,L5
1986-07-31 09:28:19+00:00,253.11,178.29,176.33,167.35,266.74,257.78,254.68,L5
1986-08-16 09:27:20+00:00,260.52,179.12,181.42,173.61,281.04,263.64,262.16,L5
1986-09-17 09:26:13+00:00,255.09,182.53,179.85,177.69,271.77,259.64,256.68,L5
1986-10-12 09:19:38+00:00,257.31,,,,,258.84,258.92,L5
1986-12-22 09:25:09+00:00,248.04,196.45,,193.88,272.61,,250.37,L5
1987-01-16 09:19:41+00:00,253.14,183.53,178.94,169.36,248.76,248.11,254.71,L5
1987-02-08 09:26:31+00:00,266.56,162.98,161.94,155.25,230.36,259.08,268.26,L5
1987-02-17 09:20:35+00:00,258.87,179.29,177.25,175.67,273.38,257.26,260.5,L5
1987-03-21 09:22:02+00:00,260.66,183.16,185.24,175.45,263.13,258.28,262.3,L5
1987-04-06 09:22:36+00:00,,,,171.34,293.2,,,L5
