,dates,usa_HI_0015-0000,usa_HI_0015-0001,usa_HI_0015-0002,usa_HI_0015-0003,usa_HI_0015-0004,usa_HI_0015-0005,usa_HI_0015-0006,usa_HI_0015-0007,usa_HI_0015-0008,usa_HI_0015-0009,usa_HI_0015-0010,usa_HI_0015-0011
0,1990-08-19 20:14:00+00:00,,207.31153182383963,199.08380985801543,208.36683760510192,216.46751462835624,202.73020006223595,193.5089675123474,167.1135516158494,171.1081312586998,198.6984882737397,217.0910939991152,225.65794436717835
1,1990-09-20 20:13:50+00:00,,197.21648429514488,186.9487558735864,201.62104134794356,204.3368597519358,196.24823494000094,191.49585419138896,158.6252345667836,157.52347862711576,180.37345674211787,198.71902675256368,211.47962690339352
2,1991-10-09 20:18:07+00:00,193.25724890181704,192.9262716683801,193.98206510922986,194.47298862498627,199.5770879833947,193.10115198350894,181.60969980709763,157.73488194014988,175.46554462170715,189.06426996442713,201.46732418627568,207.4808133302107
3,1991-10-25 20:18:11+00:00,195.75790560440697,194.50247746763154,193.86017426397783,197.36265484817403,204.28372256769435,196.07139687541294,183.28290102626917,159.45854808655682,174.92968060751693,186.71705920880584,200.80437821880528,207.1086858785895
4,1991-12-03 20:24:42+00:00,191.441426977239,194.94429152906594,192.31735783597017,193.76627338073138,192.56075290619813,188.94105804676684,184.60638330091086,174.2458602401866,183.94852917305022,192.0816114262112,175.30079540077205,184.61872625148752
5,1991-12-12 20:18:31+00:00,182.0315863143404,191.19777399753465,188.78885992217772,192.72394519870315,202.9614700228813,201.14306887267327,188.34170421052733,178.9026180789685,181.2778804682924,186.49744749454206,188.6184622407377,188.73642977276648
6,1999-07-10 20:53:01+00:00,202.55730460015388,,,,,,,158.11610498284207,153.82625462715077,189.68804350864528,215.53329991402163,213.17045257742814
7,1999-07-26 20:53:05+00:00,186.01008377078284,207.19476913955938,198.09140986832597,204.0975620859044,212.2414625594821,185.0661848995076,202.09409775420116,167.62049387710613,158.08266279024406,190.02633208748912,211.29206297536783,213.0160199836585
8,1999-10-14 20:53:13+00:00,197.8434702207262,205.79827705280184,201.29222062061018,205.72252353331191,212.4938485801707,204.74346114688325,183.77774207629489,171.8384905386148,165.51463869645588,197.83260822654634,216.9566108341777,230.99923331420788
9,1999-11-15 20:53:07+00:00,203.19512389956074,209.51095770827718,207.84905620083353,211.68879677854176,219.33073935059943,208.90802325341463,194.0763931937286,166.41928600107605,179.6315034830024,199.40863268220195,210.45722600657558,218.12692549406657
10,1999-12-01 20:53:02+00:00,203.41054280060573,214.79779042571582,204.61848941734155,214.8823903401325,224.84798947756448,221.17347904839752,222.66010587391276,184.88351568237877,201.92727348723608,206.77534534238362,226.1772464553343,232.5235315873911
11,1999-12-17 20:53:11+00:00,,188.56144261417708,177.8241066173484,,194.03144692786745,,186.43416013788504,189.1742551034066,198.21316162170388,207.40115908836833,219.74252459243638,228.0934666414201
12,2000-01-02 20:53:03+00:00,200.08367360298647,213.81653998181682,201.16655900321646,210.29447243153365,214.40188809099817,202.28465996803212,206.32013116494866,191.46725844594872,196.33250228568392,204.2848992008355,207.5464809655873,214.40494737963635
13,2000-01-18 20:53:00+00:00,206.13640124588238,217.93162745647774,210.22295075085958,213.48885495546583,216.00698095071107,210.7258985735477,209.65843554445397,196.13616580986516,202.43701195817323,211.81278302481036,218.27805633776632,221.3412537142021
14,2000-02-19 20:52:54+00:00,197.99924245331098,209.29248300786867,201.30274709592592,195.63598786662322,207.81887388009034,203.18319213146648,198.6816681601661,203.76187936045224,201.52601942408523,203.27464991274246,201.310878666719,202.17189645752103
15,2000-03-06 20:52:49+00:00,199.22695268896427,209.9687951682942,205.8766888829007,204.47904869317543,204.45164342852476,195.07537408936366,198.97567273209484,191.46341798883546,202.28604197880293,191.33545701507194,,
16,2000-03-22 20:52:50+00:00,191.44061618409754,196.09609700212832,178.05802973044428,,,,200.23336420250493,194.71497609690795,178.9321493063348,200.866322805872,200.33883300898842,200.61279449871563
17,2000-04-07 20:52:39+00:00,191.96334940003885,204.9408308804355,197.3570474216448,192.37443991249597,207.09765178326103,199.56971772883392,199.55717740694712,177.8984643935321,190.09632479097525,195.8483084203881,187.87024038196859,191.3628923563787
18,2000-06-19 20:45:53+00:00,203.6982201621105,212.01550421373045,202.07144724693745,213.09223581163903,218.4903711070519,198.1355046681894,191.031717481621,166.00072335412247,168.0131819678297,,,
19,2000-06-26 20:51:56+00:00,184.98876450173964,188.32529546065453,185.55182488357235,200.4755203840826,202.56944425844458,182.745885339764,174.2868398799524,154.8702962958688,151.4968802867455,194.15349141298364,210.7218788017118,210.76562039634663
20,2000-07-05 20:45:39+00:00,,,,,,,,,,,,
21,2000-09-14 20:50:50+00:00,196.89062278867775,206.2245894346772,195.1290797847034,201.58801120372573,204.36276460097775,200.84927731339042,187.83336444656058,174.10245377758602,159.46459889940604,188.53131063492472,214.56313428430894,223.17217048648033
22,2000-09-30 20:50:41+00:00,199.5592311783559,203.15603674604995,189.06251087764213,189.19766986619516,199.17183899129225,181.23171685305888,175.67985343387053,147.2535897094806,164.25931394541323,188.54127793470843,202.84857183319775,215.64371825435327
23,2000-10-16 20:50:23+00:00,192.2950686750914,193.3835654304286,184.55837393131245,192.8109958330355,201.87698457304305,190.6265006728652,190.86099756691027,159.14750026640644,164.87972726662179,187.0432528390205,202.5898966248355,210.3180978901453
24,2000-11-17 20:50:34+00:00,,,,,,,189.12086936617663,166.26632363507696,193.15811376070425,205.24276554981353,213.3914254914858,206.83488187623027
25,2000-12-19 20:50:39+00:00,201.50971615158784,202.44564585203,200.56438275212304,196.27463304336183,204.14053005981816,194.86676371815514,195.55436842274554,193.25199275677662,200.00091222930027,204.06816059109423,212.75899838832805,209.9612239681959
26,2001-02-21 20:50:38+00:00,197.00171797092656,208.18358296791158,210.2739421382287,202.42316243641656,209.6267751509741,201.50305187588907,202.32538112156925,185.0900932642703,187.11536478507068,201.15532388041973,194.6621923710602,191.94840351212963
