,dates,chi0347-0000,chi0347-0001,chi0347-0002,chi0347-0003,chi0347-0004,chi0347-0005,chi0347-0006,chi0347-0007,chi0347-0008,chi0347-0009,chi0347-0010,chi0347-0011,chi0347-0012,chi0347-0013,chi0347-0014,chi0347-0015,chi0347-0016,chi0347-0017,chi0347-0018,chi0347-0019,chi0347-0020,chi0347-0021,chi0347-0022,chi0347-0023,chi0347-0024,chi0347-0025,chi0347-0026,chi0347-0027,chi0347-0028,chi0347-0029,chi0347-0030,chi0347-0031,chi0347-0032,chi0347-0033,chi0347-0034,chi0347-0035,chi0347-0036,chi0347-0037,chi0347-0038,chi0347-0039
0,1985-01-25 14:04:27+00:00,178.15021777418005,155.00192996291287,126.16530553135678,103.5130113342241,109.78084351073358,136.73231521011445,158.5757179121561,171.89669649845268,189.05907807917168,170.19797309473742,158.22539453868808,157.2272666882092,153.6814999654888,142.29480360857988,133.05365608449338,130.19040041850474,120.44679672321911,126.49729516201873,125.05538391995324,133.26846351363423,127.84474490980992,130.3496703088251,132.66243023355202,131.34899237352028,128.66805038217183,145.7625512105167,147.8771032133047,154.9690759515275,169.76952341944093,169.719456068866,168.46676902527332,184.67466190110477,188.6940681035976,199.25307175821305,203.3897609409811,190.29210313659877,176.43310193249891,170.28449552772582,169.41974016493938,175.38820046632802
1,1986-01-28 14:01:10+00:00,185.58762820591025,180.71979316563574,157.13300163725273,140.8321843226584,135.6190607238643,149.4382770337611,164.03084846879176,159.2411337060414,156.54388099341557,145.3237753648968,144.68054197033675,142.99301151856034,142.97522249739228,138.95869545810822,133.3257715617795,129.85214107721993,138.6337395713988,144.99813576497104,135.38917807726497,128.75291691762604,139.2518799394802,145.05791769521142,137.65917826415279,144.72004181890213,146.94003989594285,150.39891710937223,155.83061866654333,160.97197573010735,153.76537751458568,167.17318339187332,181.6747493092946,193.03947519870545,192.87888064988962,197.9879076682018,196.70465930135632,179.1152371504434,167.8214232544833,165.88517564618326,143.38594077414126,152.95162920482525
2,1986-03-17 14:00:06+00:00,178.05309226536312,119.42326288400908,,,126.26267903101473,148.9944997025548,166.92464153252112,164.52986772825108,,177.30158494951218,167.00475634790678,,,,,,,161.53376938555078,156.33756254726055,142.94137608380856,,,,162.15900176647486,168.11726746153477,150.31867950249026,166.61411168217538,169.6218902207835,172.91034648787743,171.0976440171428,203.48245009804594,204.27676652332548,193.6070536251908,206.46786699939454,199.6069764578204,177.51139617632938,163.02370956063743,,,119.57256207441584
3,1986-04-02 13:59:47+00:00,186.8281463540718,148.95893316643657,147.88066827324045,129.28064095167443,130.4108160524172,131.19945690379564,149.436628122551,172.98183631256245,164.28114415665007,149.90819913889231,136.06503581989386,152.76375332504045,148.41360244264493,123.79136987546839,110.59389770839739,109.94537296900548,112.03959558789315,119.27068490255417,130.9254176713843,137.53873166466906,143.84527448181174,145.74110699960997,153.37730261554447,143.0360546568383,114.90457580990558,108.10306328235615,112.07549352753112,110.55437933869436,,187.140474684169,209.70369899559205,225.58391925172666,226.00121868339917,,,,,,,
4,1986-05-04 13:59:02+00:00,,,,,,,154.91915886919304,149.68536787472,145.79318086155985,134.30731711484336,126.53065163782519,110.72898207026782,105.8977926439448,101.31871029546393,95.81876991696274,94.28487370695463,98.24588730532383,103.88930570899767,88.42780993460237,,104.58607160807142,114.0663399234756,109.91949282313266,109.27126543482274,103.91212684191474,107.95735939051539,111.56806231607641,114.83722176673783,,,,126.85458727598935,,,,,,,,97.45382840434017
5,1986-07-23 13:56:32+00:00,171.669601930897,136.39361774713586,114.53581274730541,107.81876702477449,101.64956065525617,122.48704483233016,150.5132863903388,140.7993476834887,149.60257473831763,133.19315246771686,128.6176907260047,120.95407316746304,120.66887936584509,102.58696539015337,99.79921249962352,85.37608667463888,89.81770352186791,87.52988480019752,96.55140376070051,104.69909169702436,,121.27652041161953,119.68173433629651,114.65827174002649,108.06961427999846,89.466759688189,91.85602827240506,84.9007426836167,,,,,,,,,,,,
6,1986-08-15 14:01:53+00:00,177.38200807972697,152.81618748674381,128.6615710048306,119.24852363317163,127.55058991622265,157.39925331181698,184.2950660435792,180.3012504477457,190.20236341607313,171.6595661817566,161.7098645406575,149.62259233114978,133.1041778240069,137.49860751278987,121.01059080659226,142.18344332787416,141.62785957331607,132.7357364922684,128.0535827555768,139.35084709302214,142.57441554725932,149.51103279450132,153.88337641945967,141.21584968304802,145.17473723029235,132.14722896737243,139.81831216772557,,135.77729623927985,150.27449512963022,147.78956192490008,153.23653935577144,,171.4537833373536,167.99636213680063,157.38392224814248,,,130.20089652107885,122.6891585919997
7,1986-08-31 14:01:16+00:00,,,,,,,,,,152.70725265528492,,,,,,,,,104.3682586854041,115.14913574110008,,,,,,,,,,,119.23406804129229,,,,,,,,,
8,1986-10-11 13:53:47+00:00,177.24745767963051,149.3471966581501,135.6763025988468,131.71946114055652,122.98146032751256,140.31777091686192,162.4898059509211,180.67396131557192,184.69560575761156,162.9161688936124,157.86223010919244,155.94686758675195,166.34708910491395,138.76752394541438,133.98384529247352,150.16028092077826,144.59198180271673,137.09293169059168,141.05055278865643,142.15096698958843,136.34665684569714,142.76311681271727,141.13823305004183,140.33660201337932,138.76480815798755,140.2892155451946,137.30686555697972,139.76412772673376,136.49332793150938,146.25985528329483,140.7680502073948,156.55901463765176,166.37251314706364,164.96445115124752,178.56529390333623,170.06173538452856,148.69861357208435,135.55435884702965,126.61867980359912,127.1614660336514
9,1986-11-03 13:59:10+00:00,185.23359589280824,163.91316177841355,149.96002842417045,137.2071759084969,130.98899938992648,143.99515486213835,159.24984421665704,162.42428437089106,178.5057180752515,170.026837853446,172.25046300756375,172.92381770369826,171.97439378914632,169.12776301099615,158.33646737703782,153.25874723788752,148.49237943098865,145.7979393620007,143.27563549212744,151.9741499020392,155.35944392088953,152.30177211042908,149.02620619064612,148.17632613854784,142.16883172976281,143.75836265076765,139.54110238983162,141.49891590506627,150.1250005394929,157.75058594017506,169.86873105883942,176.3907042655935,177.4919742473451,185.34119778441772,185.5511349047145,167.093990900039,145.61279423278967,138.54965469196918,135.13933684348407,137.59757186731972
10,1986-11-12 13:52:38+00:00,180.99893627748475,158.2105261562699,147.55279430928067,129.14538737071848,118.02206961754013,131.3492688989272,146.2621951190427,153.90106668011282,169.06993110031078,155.8152168543466,157.11659178562005,161.45330946108908,156.27996018943637,151.9906103690017,140.7080989331688,136.8879576167837,127.76092912674572,133.65146065208222,133.4568606609751,146.51217837964998,145.21573859419564,148.72935299305675,143.31578906453342,135.13122255874657,135.31978622944888,135.80673254348676,130.27146063524793,134.81596522307393,133.21792212990908,146.50428791242132,,165.176324332378,173.96577785280363,178.2706012658088,176.00299238531113,164.6262191239574,143.21643484530188,135.88363441045362,136.64921822982396,125.98219935727211
