,dates,usa_HI_0053-0000,usa_HI_0053-0001,usa_HI_0053-0002,usa_HI_0053-0003,usa_HI_0053-0004,usa_HI_0053-0005,usa_HI_0053-0006
0,1991-12-03 20:24:42+00:00,194.39836437220782,190.8159628034589,190.487152616875,186.41056006647392,194.17613909818868,189.47608854085465,199.6125512531143
1,1999-08-11 20:53:07+00:00,184.00852890872403,,,211.9760098157106,210.28147439805804,201.00083054353163,204.27142338392588
2,1999-09-12 20:53:05+00:00,191.6393300347557,196.82703429055798,192.2974802224484,195.89121138640917,208.2052760185483,203.43590212730106,202.34928813237838
3,1999-09-28 20:53:15+00:00,206.64519827651986,201.3835693135834,201.32311202801714,202.1021488735801,210.1956807545139,202.91718834374964,205.3530710398155
4,1999-10-30 20:53:07+00:00,198.0182067897418,193.76610777219332,189.9880050310138,196.96972390464768,202.95038064602176,204.22092682004825,
5,1999-11-15 20:53:07+00:00,196.2722017196657,195.23095048470861,197.53081584883046,193.6584997277998,199.42376262724497,195.3527020978044,202.10635261880847
6,1999-12-17 20:53:11+00:00,195.86739613150655,188.59692288457967,185.3619984851777,186.9107743740068,202.47902987270444,200.48297547487215,196.77713055584397
7,2000-04-07 20:52:39+00:00,188.03163833272114,196.0273964805767,194.83675333324314,193.5293035545317,198.24012561502425,195.61892005003781,190.27044148210007
8,2000-06-26 20:51:56+00:00,196.04274112923414,197.64336803558595,193.21049357309113,200.16479245169597,203.63560025412633,208.21210379587524,201.7669973793215
9,2000-07-28 20:51:26+00:00,195.4789139535112,193.57522114805153,190.75486110825835,194.69391653946312,200.11204730121057,201.22079753881394,198.62005078740978
10,2000-10-07 20:56:48+00:00,202.56703014071385,201.63212949745366,202.44125613188996,199.66585381832707,209.61607171586573,202.7638205319516,207.9622864447736
11,2000-11-17 20:50:34+00:00,194.9636259963677,189.41156107711515,188.1303899406183,187.81722520336388,194.3837564527646,191.7256408991816,188.8604962675386
12,2000-11-24 20:56:45+00:00,198.83115433384464,196.01591062115298,197.88348221034605,191.6938980490962,201.19169554628562,196.41533802558135,202.84122851071677
13,2000-12-03 20:50:34+00:00,194.35486024203135,,,,,202.0552267700219,200.36535298876265
14,2000-12-19 20:50:39+00:00,200.73486992600473,197.47389092476442,196.76246298727946,197.24764439020439,201.72200488621422,205.33856108834243,206.82532338525394
15,2000-12-26 20:56:52+00:00,189.5750606211882,188.89170538400774,189.30844765188644,188.44139519751968,193.45526758529934,192.28728892772412,196.10356278190955
16,2001-01-04 20:50:39+00:00,189.72314429348452,192.07995350814375,190.50687843585473,195.88374440173848,195.77948580204463,197.99644869339963,194.7008675674365
17,2001-01-11 20:56:53+00:00,192.8475424844539,195.86628635822515,196.70857208406505,197.95714654341435,198.6202397055939,198.41272228694282,196.2533834664456
18,2001-01-20 20:50:45+00:00,197.22583175561758,194.52913432399123,193.91655008773188,194.34110318866828,200.2611314064327,196.33363733824086,200.14156860802188
19,2001-02-05 20:50:39+00:00,211.3236062328624,207.9463151651111,202.4202592762463,203.17673871601673,207.69435730591474,206.2110049032159,206.65245494278108
20,2001-02-12 20:56:50+00:00,189.55667999590614,191.9886177906668,188.73532555402846,189.13245685191237,194.51763787088035,199.66884260438752,194.22772414291228
21,2001-02-21 20:50:38+00:00,195.0533508898703,196.66313568391112,191.0860144857456,194.6021267301045,198.95356690600784,200.10547393252426,198.35348461701014
22,2001-02-28 20:56:44+00:00,203.29085903444926,193.60985957698884,190.9544021075639,189.62856545827108,199.57695593847455,194.41790653492902,195.25208149728226
23,2001-03-25 20:50:25+00:00,193.39648606206072,196.73153464045583,193.41005139386263,189.8565918294302,198.49946100571208,195.3630050269624,200.36319966123364
24,2001-06-13 20:49:50+00:00,190.54983867800965,189.77306223261834,186.67118458684894,190.2221659596973,194.11781517163234,193.30857445714517,193.98363279791718
25,2001-07-15 20:49:35+00:00,192.5280547840165,190.3145991885292,186.8840683740529,200.7806633628916,204.0930082902487,198.16481196741552,199.2821996753093
26,2001-07-31 20:49:23+00:00,192.997934230386,197.75506893261723,190.74183759139692,193.3840845655518,199.6233195078883,201.2556895533309,199.04930989849376
27,2001-08-07 20:55:25+00:00,188.42412415997458,185.64145831813974,185.27458910056532,191.0989918520339,196.4006930616131,196.01682887924483,194.59175139322917
28,2001-10-19 20:48:32+00:00,190.00860997564604,188.9324291233083,187.39770593919837,193.49839007504505,197.0419436079016,,
29,2001-10-26 20:54:43+00:00,194.39565872504764,195.33367128322914,188.31200880946827,195.1784843549082,198.37640228608208,199.89083666523464,197.7978741879027
30,2001-11-11 20:54:53+00:00,193.94690993502562,195.45940272307058,192.92764946816632,195.61719470822143,197.82604029403043,198.5816993477086,197.2670315956721
31,2001-12-06 20:48:46+00:00,218.43546809693854,221.56193645779686,216.3173118354108,223.74820819961806,226.1193241098395,222.55749841242647,219.09433276737215
32,2001-12-22 20:48:56+00:00,196.84037450726265,193.86675454788764,192.44106072964317,194.03451679188612,199.09599023051186,202.54341938041514,206.86247289121155
33,2002-01-07 20:48:58+00:00,188.04450429645902,185.548616192626,179.5432427182676,180.6348522664004,187.44810123435133,185.946738086547,182.79388793938134
34,2002-01-14 20:55:11+00:00,197.05593787366277,196.8284263994949,197.10547125576144,189.87503559058763,199.61748733390095,193.82342324423203,204.7951278765593
35,2002-01-23 20:49:06+00:00,204.649685109278,200.61997298761335,196.51249444878218,190.20962195730593,198.99500152872926,194.38528760430148,201.60319099395127
36,2002-03-12 20:49:08+00:00,191.37247338512873,195.9583377559243,192.14119412429022,190.9588365967532,192.7104302866009,194.84445689215642,197.93622025347662
37,2002-03-28 20:49:03+00:00,194.42584939960392,192.66330326466036,195.62619346582295,190.64516461617822,201.4617842253428,196.62246801206777,201.032760766544
38,2002-04-13 20:49:02+00:00,195.74769622184832,212.0383611897809,218.97815460667601,203.59133707142468,208.03576788861648,205.3362939447613,202.1946483339788
