,dates,aus0155-0000,aus0155-0001,aus0155-0002,aus0155-0003,aus0155-0004,aus0155-0005,aus0155-0006,aus0155-0007,aus0155-0008,aus0155-0009,aus0155-0010,aus0155-0011,aus0155-0012,aus0155-0013
0,1987-05-22 23:07:20+00:00,197.22533544078883,222.50796283070076,222.73157475028515,225.79099803775213,224.62587374376096,230.0447898812263,231.74010616646046,242.67737137764277,233.69537612169438,236.2817470477031,227.8355841752679,233.25610716933724,240.19844732162,226.80939425124376
1,1987-09-27 23:10:27+00:00,209.94504891030994,233.53684345439063,235.38648665410454,232.93617236000168,233.2900601870192,230.37178178097517,232.9080184942897,231.60793675724966,227.41513830817652,223.31907694483772,227.45448750036883,230.81696896889693,232.47609190114645,218.6672664553692
2,1987-10-29 23:11:01+00:00,214.8264828607102,235.17696787227467,233.43519849764817,233.93093980077143,237.39921195685574,234.66090949299712,232.64887922366358,234.0942455912105,227.46389193178484,231.22311754806148,229.35636020541597,242.76776224292425,249.69191038286124,234.7418714702256
3,1987-11-14 23:11:23+00:00,218.5501878227876,222.71361060007627,216.02206434508622,216.09932038823572,212.81384191000768,219.65139694469772,218.5150503142145,221.06603711224838,211.34939606460424,219.72784121967732,214.33510500972795,221.4851709272074,231.61198952551905,216.801702371097
4,1987-12-16 23:11:53+00:00,219.5197049611179,224.43007348209346,226.73080219317598,231.38340262400254,237.24450757779607,225.89790576808713,235.06849121445703,232.92497976502855,225.8055361190131,226.0777288137715,219.6371195481748,225.87273478481256,230.4383076899297,216.66237302817547
5,1988-02-18 23:12:59+00:00,197.06505794988468,201.76510403942063,198.6902366839835,201.91530210683143,189.59309325098994,198.78119956835621,201.92580617932336,208.3069394499516,199.3403331549584,201.98698862243225,204.7909165153095,206.46703889934656,215.3080682692148,204.2764902185958
6,1988-03-21 23:13:17+00:00,198.9151522434379,208.9220810230487,208.09546645176488,203.46984075559703,217.124415629076,213.43497550499902,226.50176245825583,233.05558240442272,211.9399712800116,222.18311066702728,222.8775656227263,220.9284770033441,222.03725982306628,215.328517769099
7,1988-04-22 23:13:28+00:00,199.58826882986554,213.43287734543287,203.85925346673983,217.4240679461784,220.0070008331284,221.14100262671926,222.3113021631985,220.92630283921858,225.49693880932227,220.72867868505966,213.62801592002796,219.49538795876092,230.81239535061158,217.84696108890725
8,1988-05-08 23:13:38+00:00,185.25102606504058,205.95735035494369,207.77696817252422,212.306447095645,228.48912882159271,214.41727247716364,219.54601514802573,224.70475020252348,234.6372553796381,221.91515126652638,218.51236064634077,231.71786628997015,234.30335727743275,219.93413394719067
9,1988-06-09 23:13:51+00:00,178.9986992789556,215.97983791249416,212.09106852654426,214.19027314478262,224.42204270262266,223.80366704543587,229.66521704469824,230.94369700631574,222.12486213700447,219.28396893349998,219.92636021380736,226.31111413074788,229.35481181815345,
10,1988-06-18 23:07:44+00:00,192.1201924334554,224.3871834917416,228.86561898548246,227.1708046263708,232.94101367109215,238.7673964865626,237.8315120898684,250.4568911631162,238.64443118094394,234.2220630277239,228.31561580300394,226.0277838818,234.22672620138655,217.63681239957464
11,1988-06-25 23:13:57+00:00,188.45943753138212,220.47843930900268,222.68976580359356,219.94121321896478,227.69071877798999,235.13830138956084,229.38031049783748,248.52946922119332,234.0213629514602,225.7105186022335,218.01178942482386,225.42232876349502,226.40662962023958,217.43881642254246
12,1988-07-27 23:14:02+00:00,189.59944952876356,216.25138708170886,209.91463880854667,212.3844107069855,216.8487488369022,216.48825050840367,224.48815957753783,225.74737572974564,229.1584858990201,221.25721600034564,215.88215566971354,214.69715792548465,213.03949031571813,209.7844039919894
13,1988-08-28 23:14:06+00:00,196.4809729776041,210.41839387725068,209.18425456082227,211.19380088586456,214.28322996482007,217.00847014359476,227.44808809766218,227.33613615945808,218.98371470266633,218.37215542549873,213.39950878009552,212.94117880402075,217.1947644753398,206.17702726455116
14,1988-09-29 23:13:57+00:00,208.13013423716666,205.63468096855584,203.0560718324113,209.34121888120507,215.3319888930639,217.8988966221404,221.60933354864449,226.0755627646886,211.98088328556207,218.7793443260315,219.53160884070348,219.40495744817375,225.06542655059587,216.3087640268542
15,1988-10-15 23:13:52+00:00,202.2261104788949,205.88284817560844,196.52387164440822,202.01902228653955,211.68456145433805,216.09871199688232,215.76288119639202,223.91381017293722,214.64472477986777,217.35959529374418,215.0542970275692,226.02746742103227,233.06712721850357,218.39178831040343
16,1988-12-02 23:13:51+00:00,218.80152442996274,212.82388917037716,205.97614837324738,210.47538147118178,218.2627320185328,221.7551787243219,229.42850444698604,246.61529394359025,239.41209361784757,241.9926661875869,238.62703138423439,243.33475895993348,241.788063765841,221.63720595573506
17,1989-01-19 23:13:18+00:00,190.03937055219473,190.306382717915,193.5857035741601,186.53392927835893,202.04914881165777,208.18634552236983,215.06550254974715,230.14324152790394,228.97310814057954,227.14034170675453,223.92847045955028,224.6896984632258,230.779372296527,215.3605239097539
18,1989-03-08 23:12:51+00:00,189.94944402365667,187.82117055522002,182.4401973430804,186.79010061312766,183.32347060353794,202.9877942682339,203.28187035104867,216.8504688318801,217.42634748568608,223.44851369950908,216.1848125316933,215.89712828960648,220.79345258893773,201.76350160000527
19,1989-05-27 23:11:40+00:00,182.03482871014884,196.19174351866843,189.82830206292098,197.0214801425068,204.89284561727894,219.41416135975908,224.25253217150703,229.62578147710826,222.69422869495645,227.3443140648003,227.59554656893852,231.58298318795826,238.38004609738903,216.72899976920127
20,1989-06-12 23:11:17+00:00,197.25552777341738,203.58701010440825,199.80694081785492,197.26864186906167,216.72827588938839,212.62902784153937,226.18840241162096,228.65631938219974,228.92380454933905,235.51682214749238,230.40000224108707,237.10849138721258,237.30043012116343,220.19477271052818
21,1989-08-15 23:10:00+00:00,184.6419610875057,204.6758529347846,203.00428746471985,203.67805311098846,208.43032314931583,208.41130555427253,221.69416413977302,216.47448523310163,212.1769405582134,212.27144751920986,203.5238456052427,213.50170549456487,223.58719996314161,208.3484732189011
22,1989-09-16 23:09:08+00:00,188.22082306590897,203.17492549757577,207.53469386303604,204.84462763365212,219.84178104219916,214.04327139792014,225.02855930785867,221.00760640362842,219.36033261306127,216.60581931693213,206.01563502469224,217.4672484015784,226.1477929331123,206.16227205833925
23,1989-10-18 23:08:16+00:00,200.5186767329364,198.4650508231212,196.21527023235322,202.60555854380135,202.6338192755141,204.95551445638588,210.80723230004082,208.95735392480336,199.50082081241527,206.02025809099624,186.57233059673433,202.18532448918356,204.6991721915018,192.00691604850414
24,1989-11-03 23:07:59+00:00,189.7719654080728,197.69693099171542,204.41012071055158,203.42569729055725,209.75082337943113,211.3037763576849,224.68838876849193,221.7460673734286,218.1290538402048,221.21153673341132,206.0943142542829,216.57954240810443,221.35958220280975,211.1054790550391
25,1989-11-19 23:07:18+00:00,213.5689775515869,220.29359972615651,210.07356890794756,207.86480277249092,212.30423543329877,222.55070131846495,220.33099481020363,230.00712619077598,226.73642540578103,235.72209965276232,218.23020049094055,229.5644468429846,231.80654618126806,210.03748066162967
26,1990-02-23 23:04:33+00:00,184.53331520087028,185.96728996838476,179.23852394511263,181.9901662870007,188.91284638369902,206.33082310274744,211.97855405240415,217.7966629335998,207.44172992399487,215.46036094369623,204.96209412301567,208.81671933724684,213.85485384800572,193.30167916581797
27,1990-04-12 23:03:30+00:00,190.21344827225926,208.50675550945198,201.5267398679212,212.23786664553046,218.37150314845204,218.53898960708503,235.34207225684207,237.2714965505989,227.28012238566032,226.34167627469284,221.87526010543908,230.2668529429016,233.13049366721884,218.43227760075894
28,1990-04-21 22:57:23+00:00,197.6081242904936,209.73099129510263,200.00032087290873,204.89010361954976,213.5209913704308,219.76229378618527,230.5199814516377,232.85694259212687,219.9181843838133,227.8142828464832,221.57979892453045,232.9163933162174,231.00536591734522,214.95353512908875
29,1990-05-23 22:57:19+00:00,,,206.7393265785171,210.09134289695723,216.1434131515607,221.807769565836,230.14458149690694,233.7462677221436,225.05279267190778,227.072626640623,220.6973874285977,226.89805320299118,236.1116025643505,221.9609297283383
30,1990-05-30 23:03:29+00:00,170.5051772932938,200.00589244509197,194.45926243278925,187.9171640499441,201.71804076535005,201.85045218989796,205.24493834543478,210.6990834209904,203.3174635833536,210.27900432200923,206.55039536765818,217.04624585878287,219.46405175877632,204.9259631064378
31,1990-06-15 23:03:28+00:00,182.43801559665945,214.01501101379202,202.83942253596732,211.42165352719405,219.06885163567483,226.0409502263826,224.46151502795172,232.0954034830549,222.07836363796494,223.05119977818828,218.1100673073027,227.80955135291435,234.33033007326756,218.03639830077773
32,1990-07-01 23:03:28+00:00,197.11214943761286,224.8578961205485,223.02574797544443,209.3830887589661,224.24925177429833,226.44555931115335,227.5091815706765,231.66987482535396,227.66529399104593,229.75521238706176,222.75438879352916,224.94408264640703,228.40941487647007,218.93774498642435
33,1990-07-10 22:57:16+00:00,194.87032332550953,231.00400504286398,227.62215211300642,219.08120200002645,225.55666333962418,237.60864645976332,242.48868328993268,246.78736675434783,237.62967738156658,243.17718592972585,232.9828554348533,242.42473610556328,240.69482140673338,228.10294211274376
34,1990-08-11 22:57:07+00:00,213.04536463274135,238.47965211174443,243.0071825655473,237.0401221572478,247.48811407381731,248.52377546067922,251.67511619172495,256.2858757941704,253.30447409608917,254.60908709877444,245.75584144713736,248.4551870049474,256.4341120650031,240.9679555447409
35,1990-08-18 23:03:16+00:00,181.38927102479943,215.56852699673732,207.1138850509239,199.8121889909589,213.03091789759233,210.84961107773586,220.23218318818,218.68936901309002,216.68168155006052,214.70154068661057,203.66256604501714,213.76211024923634,220.05154031678097,211.63291411361215
36,1990-09-03 23:03:09+00:00,191.73856962640906,217.83764193371104,207.05735061307246,208.54928982269524,212.87356361274664,216.7798158249069,223.80778779241345,223.70196210183565,219.91577104003645,221.41218738694278,210.05463111950155,217.7854759681896,223.40112846382286,214.31760670724287
37,1990-09-19 23:03:06+00:00,195.3812891890438,219.66056427626677,207.59598568473845,202.49434531964368,207.63951767821862,220.53006356660347,215.63183642761547,221.95999577834274,212.0233785768271,213.81993677781392,205.52856903512696,207.26333416783956,215.01254982450035,202.938635293324
38,1990-10-14 22:56:43+00:00,208.53641605703297,235.23592798898227,232.8528393398603,223.19506647659523,231.86819039589938,230.3192402312265,235.48896740636573,237.57994671501615,232.51324770023027,236.79654801600066,223.763779004518,231.8532237191763,241.3380991023041,220.65070593442852
