,dates,mex0287-0000,mex0287-0001,mex0287-0002,mex0287-0003,mex0287-0004,mex0287-0005,mex0287-0006,mex0287-0007,mex0287-0008,mex0287-0009,mex0287-0010,mex0287-0011,mex0287-0012,mex0287-0013,mex0287-0014,mex0287-0015,mex0287-0016,mex0287-0017,mex0287-0018,mex0287-0019,mex0287-0020,mex0287-0021,mex0287-0022,mex0287-0023
0,1985-09-24 16:53:54+00:00,,,,,,202.02046597769308,207.38072821725402,198.54121225551594,202.8794317025104,216.091733777837,218.34790437672328,224.42304379748816,226.4408628397948,214.76629481266352,231.52421207575006,231.3235627812316,241.90202243197132,235.14717106061082,,,,,,
1,1986-03-19 16:50:43+00:00,282.8757657163847,271.8363939803342,260.2321712936927,,243.76978623986048,235.8801466337421,224.80954434379188,211.38328260132985,208.7972892858632,211.34765327368777,205.68146899017813,205.08014469803507,211.48536961049578,204.3060650542554,210.45497156501654,213.79562750431262,213.22808979783855,200.6287899526879,187.3522894226103,172.54741979320474,156.58580149678582,164.5342552305847,150.43068858620236,142.8335629356064
2,1986-04-04 16:50:23+00:00,292.8143896676566,291.08734783959477,285.6855007613924,,270.38543169638876,255.33486421760028,244.04334798424208,243.1222222103628,235.16889482357752,228.57930254188446,223.67239476628478,222.03819858968,218.3626955922611,218.9814853670106,221.53925428496876,219.81097826042821,222.111413814169,211.36197350894267,198.09883733620302,191.0199121706359,170.68056215489048,174.1713457859594,163.79995253707503,158.71273721080476
3,1986-04-20 16:50:02+00:00,266.30563144558835,270.86027702715666,271.3912182776301,,253.65494611868726,245.48854240779264,238.2689791430039,227.01005066707,225.5628411631704,222.3937527059172,222.50045278389558,212.31385954531655,213.2079790523479,204.82426845797193,205.6542737523413,205.60025378900082,202.16573229784092,190.04217298765428,177.4289428988629,174.34397518732243,155.44324069223177,160.8192294576927,147.33237899776955,147.0455682894966
4,1987-09-14 16:51:34+00:00,177.06849016220764,206.88721916151223,212.95584677725788,217.7354688351664,225.86130501630365,225.09663485473612,228.22710658250244,224.4618504972613,220.6057771981704,218.55204568670717,216.06772107074224,219.26455424741278,216.91169998692,213.05272825761304,223.9754874896054,218.75526041191168,223.0851957614712,222.67385631474326,220.87360923524895,219.19280911452498,207.30917537922303,214.01074511418759,215.01345296380623,215.62160587197144
5,1990-02-10 16:46:22+00:00,217.40083028961845,221.27242725268994,225.9293817753661,217.0772049058846,223.27280709489096,225.9704604113323,216.3693655825352,221.5309234615444,220.754720748258,220.50195822950724,220.75205238314646,224.5518588022354,225.9049868971814,224.67372345165313,229.71645524236686,237.12128490502036,236.70430200583755,227.5582859443101,225.55666174296317,220.80424012041894,212.82966306307313,212.38560316743227,199.70792718203776,199.7391777123232
6,1993-01-17 16:46:23+00:00,190.45605973706293,197.71950444247912,215.34006575787143,214.61092230372392,218.57959483647184,213.18659482205663,216.5482872407109,220.424184374289,215.52571194651418,213.38687885983566,212.18082789256397,219.6827956519701,213.74886217915972,214.4579284846821,217.6039831576537,218.41499957625842,228.61704910412033,222.22429198544188,209.97227989071683,201.8935335782775,190.58281588987984,198.0139245024319,194.68715161857935,188.8034976523487
7,1993-02-02 16:46:34+00:00,227.65255358982085,230.71802033757712,232.84879872594456,228.83266745988334,223.96164298453667,222.2833341618702,224.90194399407747,222.80450547400542,225.46031794511052,223.4476422181228,229.1400428943589,225.46074243717382,219.37007413763868,212.8286738555156,225.4691459693867,230.0922970538682,229.96304352631637,223.71861174370437,217.36638403300842,206.32865471359764,196.52130636867523,190.15314050415685,190.74088676798502,186.0857798690876
8,1993-02-18 16:46:41+00:00,230.04157513131057,237.6386316908481,240.93648094097531,227.15866869883982,224.1408946483175,217.13303950730005,216.9385109746957,210.69149297222327,203.00007623515168,202.09867504722834,212.01209271970856,206.62917397321513,202.56707866788233,197.15378566180362,201.04090401671334,208.59826710777534,206.10455426041784,204.16431922938972,191.98824906621525,180.1815835404793,170.2062050731057,172.22919543540496,167.28175878149693,165.6157588854415
9,1993-04-07 16:46:58+00:00,261.6402711986413,262.669014815462,252.01053055786892,253.2267682005768,241.57147353987503,236.34381338823854,231.110839845255,227.28097422164413,223.65843066885773,218.33705683931862,214.47601241884044,199.77968138292866,195.71380047120647,182.9940664061391,192.61562441402685,199.4452120295043,193.41395906443566,185.99828468855824,178.00029558196576,163.21792970382444,157.58741878338196,177.83210173886022,168.51284623311895,159.0837244318778
10,1993-04-23 16:47:08+00:00,258.07170416615566,254.61065121328406,255.23056756789978,252.30834507276433,250.1419610841924,243.88724812610536,233.64797287226412,222.00057781701074,221.06108977991846,216.64951169765962,210.7466786931677,195.23136830667355,192.02761089573156,191.5969016205657,191.05926074232872,187.58465844991215,180.5494968454504,168.3419827059882,153.19727401557654,152.9486817716118,125.24673221930445,149.94317918892077,158.3230783430409,153.50113558867963
11,1993-05-25 16:47:15+00:00,251.32349289434435,262.6620666324303,267.11211079106357,265.16284422782695,265.7474302840858,262.0140843011761,257.47545092942136,244.2399246776808,240.14250476069466,242.01834000221285,234.66746707049117,226.5111190916492,221.89826107137617,207.49984482715612,204.94591886176661,202.1683371793741,202.0227356864631,194.03767735423844,192.84028817741796,179.1925945361785,167.19813770614144,180.47927621119806,170.3816324647043,167.72052399335675
12,1993-08-13 16:47:07+00:00,191.82335163788218,211.82528106573207,217.40592449821986,222.99785309719135,221.39518991891458,216.45810738696002,221.61341192960262,225.8463873752243,222.59049945631153,223.4164778037397,221.58036371679705,220.89868496205906,217.6062607219275,210.9492202504019,220.24700745918906,216.01130163575112,226.33678763908938,226.50842089513733,220.3710125803058,218.07740328043872,206.52721822147782,209.19143488372444,211.96709595871354,208.2072785444502
