dates,nzd0169-0000,nzd0169-0001,nzd0169-0002,satname
1999-08-26 22:04:44+00:00,371.63,371.82,370.87,L7
1999-09-27 22:04:48+00:00,378.63,375.13,373.32,L7
1999-10-13 22:04:48+00:00,373.90,372.03,370.33,L7
1999-12-25 21:58:52+00:00,383.21,371.71,369.93,L7
2000-02-11 21:58:45+00:00,372.85,368.70,373.97,L7
2000-03-30 21:58:33+00:00,376.67,,,L7
2000-05-24 22:03:46+00:00,377.74,369.22,370.37,L7
2000-06-09 22:03:40+00:00,385.71,369.37,368.53,L7
2000-07-11 22:03:17+00:00,388.20,368.63,373.20,L7
2000-08-12 22:02:54+00:00,367.62,363.90,365.43,L7
2000-11-09 21:56:21+00:00,366.84,369.34,373.11,L7
2001-01-03 22:02:12+00:00,371.63,364.33,371.73,L7
2001-01-12 21:56:30+00:00,382.11,370.50,366.95,L7
2001-02-04 22:02:14+00:00,366.39,361.54,346.65,L7
2001-02-13 21:56:27+00:00,376.45,367.31,366.80,L7
2001-03-01 21:56:21+00:00,379.31,367.86,374.58,L7
2001-03-17 21:56:16+00:00,375.05,369.05,368.80,L7
2001-03-24 22:01:59+00:00,377.20,369.68,367.22,L7
2001-06-21 21:55:29+00:00,373.93,362.59,366.84,L7
2001-08-08 21:55:01+00:00,372.66,365.92,364.92,L7
2001-08-15 22:00:38+00:00,388.34,370.53,376.13,L7
2001-09-09 21:54:36+00:00,378.16,368.55,360.92,L7
2001-09-25 21:54:28+00:00,363.56,362.01,369.04,L7
2001-10-02 22:00:04+00:00,371.26,360.57,360.44,L7
2001-10-11 21:54:09+00:00,375.12,364.48,366.25,L7
2001-12-05 22:00:18+00:00,353.70,354.31,354.82,L7
2001-12-30 21:54:37+00:00,366.53,363.33,,L7
2002-01-15 21:54:47+00:00,375.25,366.54,367.53,L7
2002-01-22 22:00:40+00:00,375.12,368.74,371.64,L7
2002-02-16 21:54:54+00:00,369.23,360.96,361.08,L7
2002-04-28 22:00:38+00:00,373.78,368.80,366.79,L7
2002-05-07 21:54:52+00:00,371.69,358.76,365.06,L7
2002-05-23 21:54:42+00:00,,376.17,383.77,L7
2002-05-30 22:00:25+00:00,374.14,363.54,366.24,L7
2002-06-15 22:00:19+00:00,373.23,368.89,371.03,L7
2002-06-24 21:54:28+00:00,376.77,371.88,365.39,L7
2002-07-01 22:00:15+00:00,376.64,373.67,367.39,L7
2002-07-17 22:00:08+00:00,384.13,372.94,369.85,L7
2002-08-27 21:54:00+00:00,376.97,370.46,375.46,L7
2002-10-14 21:53:43+00:00,377.56,365.70,368.45,L7
2002-12-01 21:54:16+00:00,378.63,370.48,,L7
2003-01-18 21:54:30+00:00,374.86,367.20,366.04,L7
2003-01-25 22:00:18+00:00,373.45,366.12,368.90,L7
2003-05-26 21:54:43+00:00,386.95,370.17,,L7
2003-07-21 21:42:33+00:00,384.83,377.29,371.70,L5
2003-08-05 22:00:11+00:00,374.87,368.40,369.24,L7
2003-08-06 21:42:51+00:00,377.18,366.57,374.53,L5
2003-08-13 21:48:45+00:00,382.00,372.39,370.76,L5
2003-09-30 21:49:30+00:00,370.26,366.85,372.23,L5
2003-10-25 21:44:04+00:00,364.48,362.81,371.26,L5
2003-11-17 21:50:09+00:00,386.12,368.96,370.99,L5
2003-12-04 21:54:43+00:00,373.22,364.31,372.38,L7
2003-12-11 22:00:34+00:00,370.38,367.76,,L7
2003-12-12 21:44:34+00:00,382.18,375.90,374.04,L5
2003-12-27 22:00:42+00:00,367.46,361.26,,L7
2004-02-13 22:00:55+00:00,362.47,361.79,,L7
2004-02-14 21:44:33+00:00,369.12,367.63,367.50,L5
2004-03-09 21:55:15+00:00,374.27,366.08,365.58,L7
2004-03-17 21:45:08+00:00,379.43,369.28,,L5
2004-04-18 21:45:49+00:00,372.68,367.23,368.39,L5
2004-04-25 21:51:47+00:00,378.18,368.57,365.30,L5
2004-05-03 22:00:59+00:00,370.39,366.62,363.55,L7
2004-05-04 21:46:16+00:00,373.72,367.88,365.14,L5
2004-05-12 21:55:13+00:00,383.75,365.17,369.07,L7
2004-05-19 22:00:59+00:00,375.82,365.24,362.32,L7
2004-05-20 21:46:44+00:00,377.77,374.32,369.68,L5
2004-05-28 21:55:11+00:00,371.54,361.72,360.58,L7
2004-06-12 21:53:11+00:00,,388.63,393.46,L5
2004-07-07 21:48:09+00:00,382.97,371.43,374.52,L5
2004-07-23 21:48:33+00:00,387.99,379.20,376.67,L5
2004-07-30 21:54:28+00:00,378.64,366.35,367.68,L5
2004-07-31 21:54:51+00:00,,370.94,370.02,L7
2004-08-15 21:54:49+00:00,368.80,365.50,370.72,L5
2004-08-24 21:49:18+00:00,371.99,368.49,,L5
2004-09-25 21:50:07+00:00,,368.71,379.56,L5
2004-10-02 21:56:02+00:00,372.68,366.03,365.35,L5
2004-10-18 21:56:23+00:00,384.92,377.11,376.19,L5
2004-11-03 21:56:42+00:00,373.77,369.00,367.85,L5
2004-11-11 22:00:45+00:00,362.68,357.63,356.61,L7
2005-01-15 21:52:09+00:00,378.90,377.04,378.94,L5
2005-01-22 21:58:02+00:00,363.73,362.48,362.03,L5
2005-02-07 21:58:15+00:00,351.84,361.33,357.38,L5
2005-03-11 21:58:44+00:00,377.71,373.26,374.82,L5
2005-03-28 21:55:42+00:00,380.14,368.50,369.48,L7
2005-04-12 21:58:55+00:00,377.33,370.30,383.06,L5
2005-04-13 21:55:36+00:00,374.16,368.26,367.33,L7
2005-04-21 21:53:10+00:00,381.34,374.89,373.63,L5
2005-04-29 21:55:36+00:00,,373.57,372.22,L7
2005-05-06 22:01:25+00:00,368.27,364.13,363.15,L7
2005-05-07 21:53:16+00:00,372.32,366.11,362.16,L5
2005-05-30 21:59:15+00:00,385.28,382.34,383.27,L5
2005-06-07 22:01:19+00:00,375.58,369.61,364.77,L7
2005-06-08 21:53:33+00:00,374.46,372.28,376.32,L5
2005-06-15 21:59:22+00:00,381.67,368.49,364.02,L5
2005-07-17 21:59:35+00:00,376.58,365.87,371.17,L5
2005-07-26 21:53:54+00:00,378.35,373.94,366.34,L5
2005-08-03 21:55:25+00:00,372.84,370.57,366.78,L7
2005-08-19 21:55:20+00:00,373.22,372.06,369.40,L7
2005-09-11 22:00:53+00:00,377.72,371.03,363.72,L7
2005-10-05 21:59:53+00:00,,369.23,365.82,L5
2005-10-22 21:55:15+00:00,391.81,372.30,370.36,L7
2005-11-22 22:00:23+00:00,380.92,366.14,371.02,L5
2005-11-30 22:01:24+00:00,,,363.85,L7
2006-01-10 21:55:52+00:00,379.31,364.80,369.56,L7
2006-02-03 21:56:19+00:00,380.00,376.55,364.41,L5
2006-02-11 21:56:04+00:00,,,371.12,L7
2006-02-19 21:56:39+00:00,386.87,375.96,372.02,L5
2006-04-08 21:57:36+00:00,376.69,363.78,373.74,L5
2006-04-15 22:03:30+00:00,364.82,361.85,358.25,L5
2006-04-16 21:56:02+00:00,,362.55,363.69,L7
2006-04-24 21:57:52+00:00,372.54,,,L5
2006-05-02 21:56:05+00:00,376.45,368.74,366.41,L7
2006-05-17 22:03:57+00:00,389.18,378.07,372.84,L5
2006-06-19 21:56:00+00:00,382.68,367.41,368.38,L7
2006-06-26 22:01:44+00:00,378.16,370.06,,L7
2006-06-27 21:58:48+00:00,378.80,370.47,368.30,L5
2006-07-04 22:04:41+00:00,383.22,377.15,378.09,L5
