dates,satname,sar2486-0000,sar2486-0001
1992-07-15 09:28:44+00:00,L5,220.85,220.41
1992-08-16 09:28:17+00:00,L5,224.18,203.04
1992-09-01 09:28:02+00:00,L5,212.74,193.72
1992-09-10 09:21:44+00:00,L5,218.96,220.58
1992-10-12 09:21:04+00:00,L5,334.92,206.33
1992-11-04 09:26:58+00:00,L5,210.22,209.01
1992-12-06 09:26:58+00:00,L5,203.23,193.19
1992-12-15 09:20:52+00:00,L5,25.18,172.84
1992-12-31 09:21:00+00:00,L5,206.73,
1993-01-07 09:27:16+00:00,L5,344.30,206.40
1993-02-17 09:21:54+00:00,L5,209.08,214.15
1993-02-24 09:27:41+00:00,L5,213.81,205.98
1993-03-05 09:21:39+00:00,L5,211.40,219.55
1993-03-12 09:27:54+00:00,L5,216.35,217.73
1993-04-13 09:28:04+00:00,L5,190.52,
1993-05-15 09:28:13+00:00,L5,214.13,218.03
1993-06-16 09:28:14+00:00,L5,222.04,222.58
1993-07-18 09:28:08+00:00,L5,226.98,216.93
1993-08-03 09:28:08+00:00,L5,222.88,213.84
1993-08-19 09:28:08+00:00,L5,228.67,221.64
1993-10-06 09:27:59+00:00,L5,219.56,212.16
1993-11-07 09:27:46+00:00,L5,226.89,219.03
1993-12-02 09:21:27+00:00,L5,353.31,
1994-01-03 09:21:08+00:00,L5,208.51,224.54
1994-01-26 09:26:59+00:00,L5,207.46,203.06
1994-02-27 09:26:35+00:00,L5,206.31,222.65
1994-03-08 09:20:16+00:00,L5,210.01,223.58
1994-03-15 09:26:21+00:00,L5,219.29,207.57
1994-03-31 09:26:06+00:00,L5,216.34,225.27
1994-07-21 09:23:43+00:00,L5,218.79,209.71
1994-08-22 09:22:53+00:00,L5,213.36,210.51
1994-09-07 09:22:29+00:00,L5,223.62,223.77
1994-09-16 09:16:28+00:00,L5,221.30,217.32
1994-10-18 09:15:07+00:00,L5,210.31,221.69
1994-10-25 09:21:04+00:00,L5,220.06,217.14
1994-11-03 09:14:33+00:00,L5,202.35,193.83
1994-11-10 09:20:30+00:00,L5,225.82,213.31
1994-12-12 09:19:28+00:00,L5,206.86,218.25
1994-12-21 09:13:24+00:00,L5,201.60,206.60
1995-01-22 09:12:15+00:00,L5,208.87,224.56
1995-01-29 09:17:46+00:00,L5,202.73,206.56
1995-02-14 09:17:07+00:00,L5,21.35,213.56
1995-02-23 09:10:36+00:00,L5,224.04,224.67
1995-03-11 09:10:21+00:00,L5,217.04,213.89
1995-04-19 09:14:30+00:00,L5,225.10,217.66
1995-05-21 09:13:04+00:00,L5,224.01,217.19
1995-06-22 09:11:37+00:00,L5,218.83,221.57
1995-08-02 09:03:58+00:00,L5,217.38,218.36
1995-08-09 09:09:25+00:00,L5,220.66,211.30
1995-08-25 09:08:41+00:00,L5,216.46,
1995-09-03 09:02:05+00:00,L5,218.47,221.99
1995-09-10 09:07:55+00:00,L5,214.57,221.63
1995-10-21 08:59:36+00:00,L5,219.81,222.79
1995-11-06 08:59:03+00:00,L5,218.94,220.95
1995-12-31 09:07:58+00:00,L5,200.75,
1996-02-17 09:11:19+00:00,L5,218.20,217.59
1996-04-05 09:14:27+00:00,L5,221.14,217.16
1996-05-23 09:17:17+00:00,L5,220.07,219.30
1996-06-24 09:19:02+00:00,L5,216.09,206.43
1996-07-10 09:19:52+00:00,L5,224.47,212.88
1996-09-12 09:23:18+00:00,L5,226.22,199.00
1996-10-30 09:25:47+00:00,L5,212.75,202.76
1996-11-15 09:26:32+00:00,L5,200.43,204.35
1996-12-17 09:28:03+00:00,L5,265.34,
1997-02-03 09:30:16+00:00,L5,,
1997-03-23 09:32:13+00:00,L5,217.35,215.65
1997-04-24 09:33:22+00:00,L5,217.92,206.81
1997-05-10 09:33:55+00:00,L5,222.22,223.48
1997-07-13 09:36:09+00:00,L5,219.44,222.62
1997-08-14 09:37:12+00:00,L5,219.87,218.32
1997-08-30 09:37:41+00:00,L5,220.66,203.26
1997-09-15 09:38:08+00:00,L5,,
1997-10-17 09:39:02+00:00,L5,26.00,
1997-11-02 09:39:28+00:00,L5,211.80,202.40
1997-11-18 09:39:50+00:00,L5,215.16,225.18
1998-02-06 09:41:42+00:00,L5,204.98,222.47
1998-03-10 09:42:15+00:00,L5,215.60,200.86
1998-03-26 09:42:29+00:00,L5,223.81,211.22
1998-06-30 09:43:48+00:00,L5,210.71,213.10
1998-07-16 09:44:00+00:00,L5,222.53,207.07
1998-09-18 09:44:32+00:00,L5,216.48,218.51
1998-10-20 09:44:34+00:00,L5,217.37,201.28
1998-12-23 09:44:47+00:00,L5,213.01,208.09
1999-01-17 09:38:31+00:00,L5,213.04,223.23
1999-01-24 09:44:47+00:00,L5,199.84,220.04
1999-03-06 09:38:42+00:00,L5,220.52,222.16
1999-04-30 09:44:26+00:00,L5,224.48,224.58
1999-05-25 09:37:45+00:00,L5,327.40,
1999-06-26 09:37:24+00:00,L5,220.44,221.69
1999-07-19 09:43:28+00:00,L5,216.56,217.71
1999-08-12 09:58:37+00:00,L7,225.09,203.29
1999-08-20 09:43:15+00:00,L5,210.54,203.96
1999-08-21 09:52:25+00:00,L7,221.15,223.41
1999-08-28 09:58:41+00:00,L7,219.95,219.26
1999-09-05 09:42:46+00:00,L5,222.47,217.88
1999-09-22 09:52:29+00:00,L7,224.37,227.84
1999-09-30 09:36:04+00:00,L5,224.99,218.42
1999-10-08 09:52:59+00:00,L7,221.32,214.58
1999-10-16 09:36:10+00:00,L5,222.70,220.89
1999-11-08 09:41:42+00:00,L5,208.87,194.69
1999-11-09 09:52:28+00:00,L7,214.52,217.11
1999-11-16 09:58:37+00:00,L7,216.58,167.21
1999-12-02 09:58:32+00:00,L7,218.23,227.11
1999-12-11 09:52:29+00:00,L7,197.82,
1999-12-18 09:58:40+00:00,L7,219.68,218.48
1999-12-27 09:52:45+00:00,L7,206.72,213.42
2000-01-03 09:58:33+00:00,L7,223.68,224.73
2000-01-11 09:40:43+00:00,L5,211.26,216.15
2000-01-12 09:52:23+00:00,L7,,
2000-01-20 09:34:18+00:00,L5,214.55,223.97
2000-01-27 09:40:13+00:00,L5,217.20,222.40
2000-02-04 09:58:30+00:00,L7,221.87,215.97
2000-02-13 09:52:17+00:00,L7,218.09,217.38
2000-02-29 09:52:35+00:00,L7,252.76,
2000-03-07 09:58:18+00:00,L7,221.87,220.09
2000-03-16 09:52:31+00:00,L7,223.68,218.23
2000-04-08 09:58:08+00:00,L7,219.29,204.12
2000-06-03 09:41:49+00:00,L5,212.23,206.18
2000-06-28 09:36:14+00:00,L5,222.08,209.25
2000-07-05 09:42:32+00:00,L5,216.99,201.82
2000-07-13 09:57:13+00:00,L7,223.17,200.23
2000-08-07 09:50:38+00:00,L7,227.94,225.36
2000-08-14 09:56:49+00:00,L7,227.27,220.87
2000-08-30 09:56:38+00:00,L7,215.93,214.43
2000-09-08 09:50:41+00:00,L7,221.28,200.86
2000-09-15 09:56:19+00:00,L7,222.12,221.01
2000-09-23 09:44:02+00:00,L5,,
2000-09-24 09:50:00+00:00,L7,217.56,218.23
2000-10-01 09:56:10+00:00,L7,219.16,209.09
2000-10-17 09:55:53+00:00,L7,205.05,205.98
2000-10-26 09:49:51+00:00,L7,207.18,208.87
2000-11-11 09:50:17+00:00,L7,216.24,204.87
2000-11-19 09:38:37+00:00,L5,207.18,
2000-11-27 09:50:19+00:00,L7,210.32,218.11
2000-12-05 09:39:12+00:00,L5,214.68,239.30
2000-12-13 09:50:21+00:00,L7,216.07,207.60
2000-12-21 09:39:10+00:00,L5,217.90,221.68
2000-12-28 09:45:26+00:00,L5,207.92,192.35
2001-01-14 09:50:02+00:00,L7,216.08,196.49
2001-01-21 09:56:15+00:00,L7,226.58,231.75
2001-02-06 09:56:08+00:00,L7,223.20,218.89
2001-02-22 09:56:07+00:00,L7,192.10,182.53
2001-03-03 09:49:53+00:00,L7,225.87,214.92
2001-03-19 09:50:10+00:00,L7,227.49,220.57
2001-04-04 09:49:36+00:00,L7,221.20,222.46
2001-07-01 09:39:55+00:00,L5,223.44,219.34
2001-07-25 09:48:48+00:00,L7,220.76,219.24
2001-08-01 09:54:52+00:00,L7,222.82,214.32
2001-08-02 09:40:17+00:00,L5,223.37,218.00
2001-08-10 09:48:30+00:00,L7,223.22,221.24
2001-08-25 09:45:58+00:00,L5,217.74,221.55
2001-09-02 09:54:23+00:00,L7,227.07,210.62
2001-09-03 09:40:07+00:00,L5,223.91,222.11
2001-09-18 09:54:11+00:00,L7,230.15,
2001-10-04 09:53:59+00:00,L7,204.30,228.63
2001-10-13 09:47:44+00:00,L7,226.98,215.88
2001-11-05 09:54:07+00:00,L7,199.72,198.99
2001-11-13 09:45:18+00:00,L5,216.45,213.44
2001-11-22 09:39:05+00:00,L5,217.67,232.77
2001-11-30 09:48:05+00:00,L7,366.33,
2001-12-07 09:54:17+00:00,L7,217.35,226.21
2001-12-31 09:44:56+00:00,L5,206.84,
2002-01-17 09:48:21+00:00,L7,222.29,220.17
2002-01-25 09:38:54+00:00,L5,214.05,217.48
2002-02-02 09:48:23+00:00,L7,224.11,220.73
2002-02-09 09:54:38+00:00,L7,204.76,217.36
2002-03-13 09:54:38+00:00,L7,218.79,224.11
2002-03-14 09:37:38+00:00,L5,211.17,217.39
2002-03-22 09:48:21+00:00,L7,310.29,
2002-05-09 09:48:46+00:00,L7,206.68,225.35
2002-05-24 09:42:27+00:00,L5,222.34,203.93
2002-06-17 09:54:14+00:00,L7,229.62,226.26
2002-08-04 09:53:55+00:00,L7,219.26,217.71
2002-08-20 09:53:52+00:00,L7,228.32,223.21
2002-08-29 09:47:32+00:00,L7,223.04,208.37
2002-09-05 09:53:43+00:00,L7,228.84,221.87
2002-09-21 09:53:30+00:00,L7,221.81,216.43
2002-10-07 09:53:26+00:00,L7,214.70,214.75
2002-10-16 09:47:17+00:00,L7,229.23,231.87
2002-10-23 09:53:32+00:00,L7,220.98,207.41
2002-12-26 09:54:05+00:00,L7,210.23,220.07
2003-01-27 09:54:14+00:00,L7,220.65,218.00
2003-02-05 09:48:34+00:00,L7,195.06,177.12
2003-02-12 09:54:24+00:00,L7,211.14,214.18
2003-03-16 09:54:27+00:00,L7,218.94,214.42
2003-04-01 09:54:27+00:00,L7,221.82,219.44
2003-04-26 09:48:42+00:00,L7,218.11,226.25
2003-07-14 09:42:07+00:00,L5,219.63,209.69
2003-07-30 09:42:25+00:00,L5,214.89,210.23
2003-08-31 09:42:59+00:00,L5,219.60,211.14
2003-09-16 09:43:16+00:00,L5,221.80,220.56
2003-09-17 09:47:47+00:00,L7,225.27,243.76
2003-10-02 09:43:28+00:00,L5,206.23,198.27
2003-10-10 09:53:47+00:00,L7,222.94,217.94
2003-11-04 09:48:20+00:00,L7,,242.42
2003-12-06 09:48:39+00:00,L7,386.74,260.36
2003-12-13 09:54:30+00:00,L7,,
2003-12-29 09:54:38+00:00,L7,200.50,188.34
2004-01-06 09:44:30+00:00,L5,200.82,220.52
2004-01-30 09:54:48+00:00,L7,,227.29
2004-01-31 09:38:48+00:00,L5,210.06,225.40
2004-02-16 09:38:28+00:00,L5,203.96,197.71
2004-02-23 09:44:42+00:00,L5,221.21,218.13
2004-03-03 09:38:33+00:00,L5,217.77,216.79
2004-03-26 09:44:50+00:00,L5,222.31,227.59
2004-06-06 09:54:50+00:00,L7,223.63,218.27
2004-06-23 09:41:37+00:00,L5,213.77,191.05
2004-07-16 09:48:04+00:00,L5,216.63,207.89
2004-07-25 09:42:06+00:00,L5,251.33,
2004-09-11 09:43:41+00:00,L5,,
2004-10-21 09:48:16+00:00,L7,227.58,218.23
2004-11-05 09:50:39+00:00,L5,220.21,212.55
2004-11-06 09:48:52+00:00,L7,342.57,195.69
2004-11-13 09:54:40+00:00,L7,206.58,208.37
2004-11-22 09:48:58+00:00,L7,,
2004-12-24 09:49:14+00:00,L7,332.57,
2005-02-09 09:52:10+00:00,L5,216.45,221.41
2005-02-10 09:49:07+00:00,L7,228.38,232.75
2005-02-25 09:52:27+00:00,L5,224.77,233.27
2005-03-29 09:52:48+00:00,L5,228.08,221.51
2005-04-22 09:55:16+00:00,L7,228.37,223.90
2005-05-01 09:49:32+00:00,L7,265.71,
2005-05-09 09:46:48+00:00,L5,227.63,219.23
2005-05-16 09:53:02+00:00,L5,217.87,216.64
2005-06-02 09:49:30+00:00,L7,,
2005-07-03 09:53:21+00:00,L5,228.34,224.13
2005-07-28 09:47:51+00:00,L5,210.74,205.39
2005-08-13 09:47:59+00:00,L5,,
2005-09-05 09:53:51+00:00,L5,217.79,208.79
2005-10-16 09:47:59+00:00,L5,220.38,220.66
2005-10-24 09:48:48+00:00,L7,231.59,
2005-10-31 09:55:04+00:00,L7,215.04,220.78
2005-11-08 09:53:58+00:00,L5,225.05,228.30
2005-11-09 09:48:59+00:00,L7,,233.99
2005-11-16 09:55:14+00:00,L7,216.01,
2005-11-24 09:54:22+00:00,L5,208.79,196.50
2005-12-18 09:55:21+00:00,L7,209.99,208.39
2006-01-12 09:49:48+00:00,L7,,228.51
2006-01-19 09:55:39+00:00,L7,288.11,202.96
2006-02-12 09:56:12+00:00,L5,216.09,222.20
2006-04-26 09:51:24+00:00,L5,5.86,
2006-05-12 09:52:01+00:00,L5,228.20,223.42
2006-05-28 09:52:13+00:00,L5,222.26,210.30
2006-06-13 09:52:30+00:00,L5,,
2006-07-22 09:58:52+00:00,L5,217.04,215.77
2006-07-30 09:55:25+00:00,L7,221.68,
2006-07-31 09:53:12+00:00,L5,,
2006-08-15 09:55:24+00:00,L7,,
2006-08-23 09:59:15+00:00,L5,222.00,218.74
2006-09-01 09:53:10+00:00,L5,220.64,225.69
2006-10-03 09:53:33+00:00,L5,214.63,223.12
2006-10-10 09:59:49+00:00,L5,218.33,222.96
2006-11-03 09:55:31+00:00,L7,222.43,229.55
2006-11-04 09:53:54+00:00,L5,221.00,223.25
2006-11-19 09:55:43+00:00,L7,221.83,222.47
2006-11-27 10:00:16+00:00,L5,209.04,220.94
2006-12-06 09:54:10+00:00,L5,214.34,206.77
2006-12-29 10:00:30+00:00,L5,,
2006-12-30 09:50:10+00:00,L7,210.77,220.63
2007-01-06 09:55:57+00:00,L7,218.08,218.37
2007-01-23 09:54:52+00:00,L5,209.20,183.86
2007-01-31 09:49:53+00:00,L7,,
2007-02-24 09:54:57+00:00,L5,196.41,
2007-05-31 09:54:15+00:00,L5,216.90,222.82
2007-08-02 09:55:51+00:00,L7,226.25,213.40
2007-09-20 09:53:00+00:00,L5,220.11,222.94
2008-02-10 09:56:02+00:00,L7,,
2008-02-19 09:49:49+00:00,L7,,227.47
2008-02-26 09:55:57+00:00,L7,219.25,225.87
2008-03-13 09:55:52+00:00,L7,222.36,215.64
2008-04-06 09:55:15+00:00,L5,221.70,219.47
2008-04-15 09:49:15+00:00,L5,214.62,193.42
2008-05-08 09:54:25+00:00,L5,215.86,217.57
2008-06-09 09:53:35+00:00,L5,225.18,226.23
2008-07-27 09:52:12+00:00,L5,212.86,218.98
2008-08-04 09:54:58+00:00,L7,229.49,216.65
2008-08-13 09:48:43+00:00,L7,,227.67
2008-08-28 09:51:18+00:00,L5,217.34,221.77
2008-08-29 09:49:00+00:00,L7,,
2008-11-01 09:48:31+00:00,L7,217.80,217.66
2008-12-03 09:48:56+00:00,L7,216.59,
2009-01-04 09:49:11+00:00,L7,,216.50
2009-02-12 09:55:37+00:00,L7,208.75,213.74
2009-02-28 09:55:46+00:00,L7,229.40,220.99
2009-03-08 09:52:07+00:00,L5,223.54,218.48
2009-03-16 09:55:54+00:00,L7,228.37,213.37
2009-05-03 09:56:09+00:00,L7,224.96,222.42
2009-05-04 09:47:30+00:00,L5,227.06,222.25
2009-05-11 09:53:25+00:00,L5,215.52,220.15
2009-06-05 09:47:40+00:00,L5,213.26,194.46
2009-06-13 09:50:23+00:00,L7,225.21,227.12
2009-06-29 09:50:20+00:00,L7,226.88,215.63
2009-07-14 09:54:33+00:00,L5,213.20,198.66
2009-08-15 09:55:03+00:00,L5,224.72,213.97
2009-10-03 09:50:04+00:00,L7,,226.15
2009-10-11 09:49:37+00:00,L5,218.38,208.93
2009-10-26 09:56:03+00:00,L7,226.82,227.65
2009-11-04 09:50:25+00:00,L7,,212.97
2009-11-11 09:56:18+00:00,L7,222.26,217.41
2009-11-28 09:50:00+00:00,L5,217.48,223.37
2009-12-06 09:50:48+00:00,L7,,
2010-02-23 09:56:40+00:00,L5,219.90,218.08
2010-04-20 09:57:56+00:00,L7,219.63,217.60
2010-04-29 09:52:08+00:00,L7,,
2010-05-22 09:57:50+00:00,L7,211.29,
2010-09-03 09:56:00+00:00,L5,226.67,221.42
2010-10-06 09:52:14+00:00,L7,226.15,
2010-10-14 09:49:31+00:00,L5,217.41,212.84
2010-10-22 09:52:24+00:00,L7,220.83,222.11
2010-11-06 09:55:32+00:00,L5,223.00,222.31
2010-11-07 09:52:34+00:00,L7,,
2010-11-15 09:49:20+00:00,L5,224.65,218.50
2011-01-25 09:55:40+00:00,L5,214.27,232.47
2011-02-03 09:49:30+00:00,L5,216.40,220.08
2011-02-19 09:49:31+00:00,L5,221.08,222.15
2011-02-26 09:55:41+00:00,L5,215.09,226.07
2011-03-07 09:49:53+00:00,L5,216.42,227.05
2011-03-14 09:55:37+00:00,L5,,
2011-04-07 09:59:21+00:00,L7,213.34,226.99
2011-04-08 09:49:21+00:00,L5,221.38,230.63
2011-05-17 09:55:18+00:00,L5,225.09,221.35
2011-05-18 09:53:30+00:00,L7,,
2011-08-13 09:59:08+00:00,L7,227.36,207.88
2011-08-29 09:59:06+00:00,L7,222.84,
2011-09-06 09:54:21+00:00,L5,229.76,216.92
2011-09-14 09:59:00+00:00,L7,215.08,217.27
2011-09-22 09:54:07+00:00,L5,219.33,220.81
2011-09-23 09:52:49+00:00,L7,224.46,224.25
2011-09-30 09:58:59+00:00,L7,226.46,219.83
2011-11-10 09:53:28+00:00,L7,200.45,231.56
2011-11-17 09:59:20+00:00,L7,218.32,222.25
2011-11-26 09:53:39+00:00,L7,217.22,230.15
2011-12-03 09:59:29+00:00,L7,,
2011-12-12 09:53:19+00:00,L7,224.13,224.14
2011-12-19 09:59:36+00:00,L7,317.37,200.30
2011-12-28 09:53:31+00:00,L7,212.65,221.81
2012-03-08 09:59:49+00:00,L7,,
2012-04-09 09:59:47+00:00,L7,227.37,215.68
2012-04-18 09:54:02+00:00,L7,219.95,207.20
2012-04-25 10:00:02+00:00,L7,226.75,210.60
2012-05-04 09:54:05+00:00,L7,228.32,
2012-05-11 10:00:25+00:00,L7,228.63,215.02
2012-05-27 10:00:16+00:00,L7,224.60,219.08
2012-08-15 10:00:52+00:00,L7,230.35,219.11
2012-08-24 09:54:46+00:00,L7,,
2012-09-16 10:01:10+00:00,L7,221.90,216.51
2012-10-02 10:01:21+00:00,L7,219.03,224.90
2013-01-06 10:01:54+00:00,L7,,
2013-01-22 10:01:55+00:00,L7,,
2013-02-16 09:55:45+00:00,L7,215.42,223.36
2013-05-07 09:55:50+00:00,L7,,225.33
2013-05-14 10:01:36+00:00,L7,220.74,213.53
2013-05-30 10:01:30+00:00,L7,218.73,197.76
2013-06-16 10:01:55+00:00,L8,226.77,227.99
2013-07-01 10:01:15+00:00,L7,,205.68
2013-07-02 10:01:56+00:00,L8,225.16,215.34
2013-07-26 09:54:51+00:00,L7,216.75,225.20
2013-08-02 10:00:59+00:00,L7,,
2013-08-03 10:01:57+00:00,L8,229.10,227.73
2013-08-18 10:01:03+00:00,L7,225.63,223.47
2013-08-27 09:54:58+00:00,L7,209.77,202.81
2013-09-03 10:01:15+00:00,L7,227.68,224.07
2013-09-11 10:07:44+00:00,L8,220.66,209.09
2013-09-12 09:55:34+00:00,L7,223.48,211.37
2013-09-27 10:07:36+00:00,L8,226.79,227.71
2013-10-06 10:01:26+00:00,L8,222.92,228.00
2013-10-22 10:01:21+00:00,L8,218.94,217.41
2013-10-29 10:07:27+00:00,L8,217.65,213.85
2013-11-06 10:01:52+00:00,L7,217.66,196.41
2013-11-07 10:01:18+00:00,L8,219.75,208.96
2013-11-14 10:07:26+00:00,L8,221.50,226.87
2013-11-23 10:01:08+00:00,L8,226.33,228.71
2013-12-09 10:01:09+00:00,L8,221.10,224.82
2013-12-16 10:07:15+00:00,L8,219.28,228.71
2013-12-17 09:56:16+00:00,L7,215.30,233.21
2014-01-09 10:02:10+00:00,L7,201.95,199.89
2014-01-10 10:01:12+00:00,L8,205.16,214.37
2014-01-25 10:02:30+00:00,L7,217.57,227.92
2014-01-26 10:00:40+00:00,L8,212.29,208.56
2014-02-27 10:00:14+00:00,L8,211.65,215.48
2014-03-06 10:06:18+00:00,L8,221.92,224.11
2014-03-07 09:56:45+00:00,L7,,227.71
2014-03-15 10:00:27+00:00,L8,217.54,
2014-03-22 10:06:07+00:00,L8,214.29,212.16
2014-03-30 10:02:42+00:00,L7,220.39,216.76
2014-04-08 09:56:55+00:00,L7,,222.95
2014-05-10 09:56:49+00:00,L7,223.77,217.44
2014-05-17 10:03:04+00:00,L7,221.41,211.76
2014-05-18 09:59:28+00:00,L8,195.02,
2014-05-25 10:05:15+00:00,L8,216.16,201.95
2014-06-02 10:03:08+00:00,L7,,
2014-06-03 09:59:35+00:00,L8,225.35,221.16
2014-06-18 10:03:08+00:00,L7,224.01,213.57
2014-06-26 10:05:26+00:00,L8,212.25,203.53
2014-07-28 10:05:39+00:00,L8,223.32,209.03
2014-08-06 09:59:58+00:00,L8,227.44,229.50
2014-08-30 09:57:35+00:00,L7,213.84,216.93
2014-09-06 10:03:23+00:00,L7,,
2014-09-07 10:00:05+00:00,L8,222.93,227.34
2014-09-15 09:57:37+00:00,L7,,
2014-10-01 09:57:49+00:00,L7,,
2014-10-08 10:03:40+00:00,L7,221.74,220.99
2014-10-09 09:59:45+00:00,L8,215.30,203.23
2014-10-16 10:05:58+00:00,L8,219.49,214.21
2014-10-17 09:57:34+00:00,L7,224.48,223.09
2014-10-24 10:03:49+00:00,L7,220.66,217.50
2014-10-25 09:59:46+00:00,L8,222.67,214.31
2014-11-01 10:05:55+00:00,L8,221.61,227.06
2014-11-02 09:57:44+00:00,L7,216.66,224.91
2014-11-18 09:57:47+00:00,L7,223.39,213.86
2014-11-26 10:00:09+00:00,L8,205.87,211.69
2014-12-03 10:05:55+00:00,L8,218.41,
2014-12-19 10:05:52+00:00,L8,217.96,225.04
2014-12-28 09:59:37+00:00,L8,271.61,264.50
