dates,sar2486-0000,sar2486-0001,satname
1984-06-07 09:33:54+00:00,221.2,212.5,L5
1984-07-18 09:28:22+00:00,215.63,221.71,L5
1984-08-26 09:35:45+00:00,215.69,205.92,L5
1984-09-20 09:29:40+00:00,224.5,220.54,L5
1984-10-13 09:35:49+00:00,215.18,204.2,L5
1984-10-22 09:29:36+00:00,223.0,222.95,L5
1985-01-17 09:36:05+00:00,218.25,222.15,L5
1985-04-23 09:35:59+00:00,217.85,220.64,L5
1985-06-03 09:29:40+00:00,211.73,209.46,L5
1985-06-10 09:35:50+00:00,212.65,205.71,L5
1985-07-12 09:35:41+00:00,220.28,209.4,L5
1985-08-13 09:35:25+00:00,220.47,204.73,L5
1985-08-22 09:29:08+00:00,225.57,220.88,L5
1985-10-09 09:28:35+00:00,207.81,196.14,L5
1985-11-10 09:28:33+00:00,220.93,214.0,L5
1985-11-26 09:28:17+00:00,211.29,210.55,L5
1985-12-03 09:33:55+00:00,209.42,220.93,L5
1986-01-13 09:26:58+00:00,216.11,210.35,L5
1986-03-18 09:25:58+00:00,217.39,219.68,L5
1986-03-25 09:31:37+00:00,220.83,217.83,L5
1986-05-21 09:24:03+00:00,220.99,214.28,L5
1986-10-12 09:19:14+00:00,219.97,224.62,L5
1987-01-07 09:25:13+00:00,207.1,187.52,L5
1987-06-16 09:30:19+00:00,217.64,199.56,L5
1987-08-03 09:31:25+00:00,225.11,219.46,L5
1987-10-06 09:33:02+00:00,223.44,221.79,L5
1988-01-10 09:34:42+00:00,209.5,222.18,L5
1988-02-11 09:35:17+00:00,212.82,218.36,L5
1988-03-14 09:35:39+00:00,221.42,220.57,L5
1988-04-15 09:35:50+00:00,231.79,226.77,L5
1988-05-17 09:36:08+00:00,227.21,207.45,L5
1988-06-18 09:36:19+00:00,203.12,210.07,L5
1988-08-05 09:36:28+00:00,222.56,205.58,L5
1988-08-14 09:30:40+00:00,212.87,207.27,L5
1988-08-30 09:30:21+00:00,225.59,219.09,L5
1988-09-15 09:30:17+00:00,224.65,203.85,L5
1988-09-22 09:36:26+00:00,220.12,223.07,L5
1988-10-01 09:30:10+00:00,212.18,208.22,L5
1988-10-08 09:36:21+00:00,215.94,200.95,L5
1988-11-02 09:30:10+00:00,211.75,209.89,L5
1988-12-04 09:30:29+00:00,216.65,215.75,L5
1988-12-11 09:36:09+00:00,213.5,213.41,L5
1989-01-12 09:35:56+00:00,208.46,198.0,L5
1989-02-06 09:29:35+00:00,214.08,217.34,L5
1989-08-24 09:32:15+00:00,218.64,220.91,L5
1989-09-02 09:25:53+00:00,222.27,221.48,L5
1989-09-25 09:31:28+00:00,216.05,224.93,L5
1989-10-04 09:25:12+00:00,217.3,221.83,L5
1989-10-11 09:31:06+00:00,219.43,219.79,L5
1989-10-27 09:30:27+00:00,223.3,217.41,L5
1989-11-12 09:30:07+00:00,218.82,212.56,L5
1989-11-28 09:29:40+00:00,223.87,218.06,L5
1989-12-14 09:29:14+00:00,211.87,205.1,L5
1990-01-31 09:27:43+00:00,214.81,213.81,L5
1990-03-04 09:26:38+00:00,224.27,207.35,L5
1990-04-21 09:25:58+00:00,213.05,209.14,L5
1990-04-30 09:19:38+00:00,203.47,203.11,L5
1990-06-17 09:20:06+00:00,218.42,209.85,L5
1990-07-10 09:25:52+00:00,223.47,206.42,L5
1990-09-12 09:25:35+00:00,221.32,226.18,L5
1990-09-28 09:25:26+00:00,223.38,224.8,L5
1990-10-07 09:19:07+00:00,216.06,218.78,L5
1990-10-14 09:25:20+00:00,227.85,,L5
1990-10-30 09:25:11+00:00,228.78,203.79,L5
1990-11-15 09:25:13+00:00,211.13,221.42,L5
1991-04-08 09:27:30+00:00,229.94,222.01,L5
1991-04-17 09:21:32+00:00,214.72,219.0,L5
1991-05-19 09:22:26+00:00,225.86,220.65,L5
1991-05-26 09:28:22+00:00,224.38,215.11,L5
1991-06-20 09:22:30+00:00,222.41,220.65,L5
1991-07-22 09:22:58+00:00,221.11,209.83,L5
1991-07-29 09:29:13+00:00,216.74,221.29,L5
1991-08-14 09:29:15+00:00,218.51,221.78,L5
1991-09-15 09:29:38+00:00,211.22,224.29,L5
1991-09-24 09:23:31+00:00,222.22,197.12,L5
1991-10-01 09:29:43+00:00,209.91,225.21,L5
1991-10-17 09:29:54+00:00,216.41,222.24,L5
1991-11-02 09:29:52+00:00,219.08,224.46,L5
1991-11-11 09:23:45+00:00,219.23,226.72,L5
