dates,sar2486-0000,sar2486-0001,satname
1984-06-07 09:33:54+00:00,221.20,212.50,L5
1984-07-18 09:28:22+00:00,218.41,217.11,L5
1984-08-26 09:35:45+00:00,217.51,213.38,L5
1984-09-20 09:29:40+00:00,219.25,215.17,L5
1984-10-13 09:35:49+00:00,218.44,212.97,L5
1984-10-22 09:29:36+00:00,219.20,214.64,L5
1985-01-17 09:36:05+00:00,219.32,215.15,L5
1985-04-23 09:35:59+00:00,218.05,221.39,L5
1985-06-03 09:29:40+00:00,215.94,217.42,L5
1985-06-10 09:35:50+00:00,215.12,214.49,L5
1985-07-12 09:35:41+00:00,216.15,213.47,L5
1985-08-13 09:35:25+00:00,216.60,209.99,L5
1985-08-22 09:29:08+00:00,218.09,211.80,L5
1985-10-09 09:28:35+00:00,216.62,209.57,L5
1985-11-10 09:28:33+00:00,217.06,208.62,L5
1985-11-26 09:28:17+00:00,216.34,208.86,L5
1985-12-03 09:33:55+00:00,216.05,210.29,L5
1986-01-13 09:26:58+00:00,215.94,211.08,L5
1986-03-18 09:25:58+00:00,213.83,211.94,L5
1986-03-25 09:31:37+00:00,214.83,212.78,L5
1986-05-21 09:24:03+00:00,216.00,215.60,L5
1986-10-12 09:19:14+00:00,220.48,219.45,L5
1987-01-07 09:25:13+00:00,213.53,206.07,L5
1987-06-16 09:30:19+00:00,212.37,193.54,L5
1987-08-03 09:31:25+00:00,221.38,209.51,L5
1987-10-06 09:33:02+00:00,222.06,213.60,L5
1988-01-10 09:34:42+00:00,219.35,221.14,L5
1988-02-11 09:35:17+00:00,215.25,220.78,L5
1988-03-14 09:35:39+00:00,216.79,220.72,L5
1988-04-15 09:35:50+00:00,218.88,221.97,L5
1988-05-17 09:36:08+00:00,220.55,219.07,L5
1988-06-18 09:36:19+00:00,217.64,217.57,L5
1988-08-05 09:36:28+00:00,219.82,214.80,L5
1988-08-14 09:30:40+00:00,219.83,212.95,L5
1988-08-30 09:30:21+00:00,220.65,213.83,L5
1988-09-15 09:30:17+00:00,221.11,211.44,L5
1988-09-22 09:36:26+00:00,220.99,212.89,L5
1988-10-01 09:30:10+00:00,220.01,212.37,L5
1988-10-08 09:36:21+00:00,219.60,211.23,L5
1988-11-02 09:30:10+00:00,217.60,209.54,L5
1988-12-04 09:30:29+00:00,216.54,210.37,L5
1988-12-11 09:36:09+00:00,216.27,210.65,L5
1989-01-12 09:35:56+00:00,216.75,209.55,L5
1989-02-06 09:29:35+00:00,215.98,210.62,L5
1989-08-24 09:32:15+00:00,218.64,220.91,L5
1989-09-02 09:25:53+00:00,220.45,221.19,L5
1989-09-25 09:31:28+00:00,218.99,222.44,L5
1989-10-04 09:25:12+00:00,218.56,222.29,L5
1989-10-11 09:31:06+00:00,218.74,221.79,L5
1989-10-27 09:30:27+00:00,219.50,221.06,L5
1989-11-12 09:30:07+00:00,219.40,219.84,L5
1989-11-28 09:29:40+00:00,219.96,219.62,L5
1989-12-14 09:29:14+00:00,219.06,218.01,L5
1990-01-31 09:27:43+00:00,218.64,217.59,L5
1990-03-04 09:26:38+00:00,218.86,215.65,L5
1990-04-21 09:25:58+00:00,218.57,211.92,L5
1990-04-30 09:19:38+00:00,215.74,209.88,L5
1990-06-17 09:20:06+00:00,214.80,208.65,L5
1990-07-10 09:25:52+00:00,216.25,208.28,L5
1990-09-12 09:25:35+00:00,215.95,210.94,L5
1990-09-28 09:25:26+00:00,217.19,213.25,L5
1990-10-07 09:19:07+00:00,217.02,214.04,L5
1990-10-14 09:25:20+00:00,218.38,214.04,L5
1990-10-30 09:25:11+00:00,222.75,214.97,L5
1990-11-15 09:25:13+00:00,221.30,215.89,L5
1991-04-08 09:27:30+00:00,224.42,215.74,L5
1991-04-17 09:21:32+00:00,221.14,216.56,L5
1991-05-19 09:22:26+00:00,223.51,220.55,L5
1991-05-26 09:28:22+00:00,223.72,219.19,L5
1991-06-20 09:22:30+00:00,223.46,219.48,L5
1991-07-22 09:22:58+00:00,223.07,217.88,L5
1991-07-29 09:29:13+00:00,222.17,218.36,L5
1991-08-14 09:29:15+00:00,221.71,218.79,L5
1991-09-15 09:29:38+00:00,220.54,219.40,L5
