dates,satname,nzd0247-0000,nzd0247-0001,nzd0247-0002,nzd0247-0003,nzd0247-0004,nzd0247-0005,nzd0247-0006,nzd0247-0007,nzd0247-0008,nzd0247-0009,nzd0247-0010,nzd0247-0011,nzd0247-0012,nzd0247-0013,nzd0247-0014,nzd0247-0015,nzd0247-0016,nzd0247-0017,nzd0247-0018,nzd0247-0019,nzd0247-0020,nzd0247-0021,nzd0247-0022,nzd0247-0023,nzd0247-0024,nzd0247-0025,nzd0247-0026,nzd0247-0027,nzd0247-0028,nzd0247-0029,nzd0247-0030,nzd0247-0031,nzd0247-0032,nzd0247-0033,nzd0247-0034,nzd0247-0035,nzd0247-0036,nzd0247-0037,nzd0247-0038,nzd0247-0039,nzd0247-0040,nzd0247-0041,nzd0247-0042,nzd0247-0043,nzd0247-0044,nzd0247-0045
2003-05-12 21:42:48+00:00,L7,350.57,333.72,333.88,328.74,333.57,334.09,333.57,344.73,342.24,347.51,355.71,370.13,372.36,372.22,369.46,351.65,353.14,354.30,358.08,354.87,347.55,350.11,352.51,353.21,357.43,351.45,351.08,351.72,358.57,354.41,351.40,347.38,358.06,355.26,360.84,351.40,353.49,348.14,344.97,347.98,355.64,373.07,372.52,365.77,348.13,350.26
2003-05-28 21:42:22+00:00,L7,346.56,329.41,324.17,323.41,326.69,329.50,335.49,344.91,346.68,353.67,357.63,370.38,378.74,376.11,367.46,360.23,357.81,358.25,360.00,362.30,352.52,351.84,354.96,357.13,361.42,345.79,357.72,353.13,362.91,358.96,354.68,358.55,362.70,365.48,367.26,355.48,355.53,350.37,354.02,362.58,375.18,368.84,374.43,367.00,360.01,351.09
2003-07-15 21:42:14+00:00,L7,350.15,320.53,315.18,315.04,319.78,318.35,321.57,,336.70,332.88,339.95,355.30,368.10,365.50,342.28,349.06,349.78,359.36,359.31,359.03,,346.09,341.63,335.46,341.23,336.58,334.60,347.66,350.26,349.85,347.57,343.17,,,367.48,356.19,352.51,345.37,339.23,340.66,347.85,352.74,354.02,354.27,339.19,343.10
2003-08-16 21:42:28+00:00,L7,318.29,293.61,287.94,289.30,295.52,302.95,304.96,317.45,316.47,,325.47,335.26,349.79,340.74,310.00,304.48,327.24,331.68,340.64,341.05,324.81,,,318.70,299.96,303.87,334.53,335.60,332.73,327.05,319.53,324.89,323.68,327.08,,320.43,309.87,318.27,314.30,313.69,314.73,319.98,332.37,329.06,326.07,331.69
2003-09-09 21:31:29+00:00,L5,,,,,,,,,,,,,,,,,,352.83,348.29,362.02,344.70,340.93,352.54,341.90,330.69,338.77,343.08,351.59,355.54,343.75,342.17,,,,,,,,,,,,,373.77,,
2003-09-25 21:31:19+00:00,L5,353.65,328.40,320.34,316.76,321.18,321.52,333.99,342.82,340.13,338.40,343.78,355.74,371.19,365.57,354.95,359.34,353.80,359.76,347.14,362.49,351.63,342.67,358.60,336.32,333.57,344.37,350.81,350.81,354.77,344.52,341.71,352.39,352.67,361.46,361.04,360.88,352.25,343.13,338.67,339.73,340.86,346.02,349.37,346.51,335.75,342.89
2003-10-19 21:41:56+00:00,L7,355.15,,,319.36,327.50,330.50,333.57,342.91,343.04,341.84,355.98,354.13,369.33,369.69,363.86,,,360.25,355.47,361.05,344.49,347.43,350.26,340.44,337.80,345.49,360.06,,,347.06,346.18,348.89,355.00,361.05,359.05,348.02,339.08,344.10,345.81,347.57,349.01,,,353.11,338.91,330.94
2003-11-04 21:42:03+00:00,L7,354.41,333.19,328.42,326.14,324.99,327.33,327.93,335.90,342.81,,352.19,352.97,376.60,371.04,359.05,352.22,355.18,356.91,356.54,361.11,352.33,347.53,,343.84,349.70,349.88,359.13,354.35,355.49,353.57,348.86,354.31,354.95,358.31,364.73,,350.14,350.17,352.92,355.13,356.28,361.84,367.14,363.40,348.49,339.76
2003-11-20 21:42:19+00:00,L7,355.01,328.63,325.23,323.14,328.00,330.17,330.42,,340.19,343.09,355.47,359.50,374.22,364.36,365.69,355.11,351.38,360.37,356.19,,,343.99,352.82,349.11,341.54,355.86,363.96,348.15,352.28,350.71,349.54,353.59,,,358.23,351.03,346.36,343.04,347.56,347.33,351.20,355.24,358.92,351.38,339.89,339.85
2003-11-28 21:32:10+00:00,L5,330.33,320.94,316.34,310.58,313.13,315.71,318.63,332.06,315.88,320.06,331.99,338.62,347.88,349.93,348.32,332.24,345.01,347.89,352.86,358.12,346.55,322.15,325.17,325.36,323.76,330.96,321.01,337.57,339.51,334.71,337.92,338.56,340.40,338.20,335.72,325.66,320.23,321.60,324.18,329.35,343.94,348.37,350.27,342.33,330.92,327.33
2003-12-06 21:42:22+00:00,L7,352.83,337.27,327.35,328.22,332.09,331.77,335.03,347.79,342.14,348.68,,363.71,373.51,376.88,367.72,364.12,357.98,364.44,359.79,364.06,353.72,346.91,,,348.55,358.03,363.86,353.96,354.62,354.85,354.30,359.28,360.52,372.62,369.43,360.33,,351.69,353.06,357.34,359.43,362.37,365.34,356.59,341.92,335.78
2003-12-30 21:32:24+00:00,L5,340.71,323.02,315.47,310.29,316.60,324.58,326.89,343.13,346.48,346.50,354.72,359.04,372.72,355.79,346.76,351.75,342.12,342.06,351.27,367.53,362.09,350.53,352.38,354.20,351.35,341.61,343.29,347.72,348.19,342.74,344.68,344.98,361.98,366.27,360.53,357.36,356.49,353.33,352.73,352.07,352.37,353.23,353.22,354.27,336.52,339.67
2004-01-07 21:42:59+00:00,L7,346.42,326.26,,,322.13,323.51,329.81,339.64,343.38,342.29,350.61,355.10,363.92,361.17,357.56,,,351.98,357.31,357.06,351.36,342.82,346.73,343.40,338.44,341.01,345.61,351.96,,,340.32,341.82,347.41,349.21,345.04,341.24,344.19,343.53,343.50,342.10,345.17,346.62,,345.06,339.85,331.99
2004-02-24 21:43:09+00:00,L7,330.12,317.27,312.70,310.10,307.36,314.90,315.44,331.60,329.52,330.43,,,348.67,352.95,346.64,339.10,329.29,332.57,338.79,345.96,346.34,344.90,342.50,,333.40,338.30,345.77,348.52,349.98,346.41,344.50,338.78,341.21,350.57,347.90,342.30,,347.06,339.12,336.96,346.41,354.85,352.55,348.50,335.87,328.66
2004-03-19 21:33:10+00:00,L5,,,,,,,,,,343.41,345.21,350.06,367.45,359.50,,,,,,,,,,,,,,,,,,353.53,345.41,353.45,356.23,352.98,348.93,348.28,350.53,345.73,348.53,353.51,360.65,349.27,341.76,338.94
2004-03-27 21:42:57+00:00,L7,,322.51,319.96,318.70,323.58,329.04,333.58,346.15,343.97,344.51,350.18,356.14,368.08,,,358.53,353.08,357.22,356.53,363.97,351.34,353.55,352.05,352.92,347.80,,,355.92,359.53,353.72,347.38,345.60,347.59,352.98,358.92,350.40,344.63,345.84,346.01,,,354.46,360.37,356.04,345.81,336.50
2004-04-04 21:33:01+00:00,L5,340.69,327.90,321.56,320.21,321.58,326.59,326.80,339.34,337.57,340.32,355.08,365.38,370.01,374.61,363.03,356.30,351.65,355.15,362.10,366.70,362.80,357.93,361.20,360.59,358.58,359.45,360.13,362.61,371.86,362.21,361.36,360.96,363.27,368.06,365.56,361.23,356.68,351.59,353.17,357.45,364.31,366.29,371.20,370.54,354.14,342.61
2004-05-06 21:33:58+00:00,L5,311.51,289.53,290.30,290.29,297.75,306.88,318.84,329.30,331.46,326.99,329.15,333.77,350.37,345.41,335.33,300.84,338.61,339.53,347.50,344.42,342.22,339.70,329.17,329.58,323.25,317.15,304.50,335.04,342.28,339.88,337.20,330.18,325.03,335.31,334.44,326.27,315.62,315.32,318.94,316.17,320.67,329.52,341.10,339.62,333.65,330.29
2004-05-22 21:34:26+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.62,,,,,,,,,,,,,,
2004-05-30 21:43:12+00:00,L7,357.57,326.94,325.58,317.49,,320.54,331.03,340.02,336.34,349.54,345.88,360.51,367.94,369.90,372.88,373.16,355.34,,366.84,366.71,357.35,358.00,359.16,358.63,359.79,365.24,365.23,380.62,368.35,,,364.09,361.65,365.72,370.00,354.38,357.03,351.64,355.62,343.99,352.29,379.67,375.57,,,352.62
2004-06-07 21:34:54+00:00,L5,311.99,295.46,295.74,294.41,298.54,301.86,304.30,319.83,315.96,322.01,326.15,337.52,344.72,345.72,342.77,307.79,335.49,340.41,351.87,346.55,332.56,331.37,334.43,329.51,329.09,328.93,319.67,340.88,348.37,345.04,342.24,342.26,344.22,345.14,339.52,324.99,324.48,326.65,323.11,328.50,341.55,352.12,354.37,345.68,342.71,339.24
2004-06-15 21:43:05+00:00,L7,329.64,314.92,,,,,321.09,330.18,328.28,338.80,,,353.52,357.34,360.16,356.51,347.69,357.79,367.66,363.40,351.25,344.49,351.68,,350.91,353.93,354.27,365.20,361.04,356.55,354.89,356.97,361.39,379.01,367.10,347.69,,346.52,355.63,352.60,356.53,372.91,375.27,358.41,356.94,351.48
2004-06-23 21:35:22+00:00,L5,321.24,312.89,312.46,306.12,306.25,308.22,314.52,323.79,325.94,331.02,343.88,350.94,366.36,360.86,355.74,345.28,344.14,352.52,354.39,353.18,347.71,339.86,347.27,334.81,351.07,349.31,349.43,349.78,360.93,354.23,350.07,349.93,352.62,358.57,349.96,344.64,347.89,341.00,339.51,341.98,351.73,364.36,365.15,353.31,348.03,344.75
2004-07-25 21:36:14+00:00,L5,323.90,305.58,302.17,302.34,305.50,310.81,312.78,329.56,333.75,342.41,344.37,359.42,368.38,367.90,347.00,334.11,339.71,353.23,355.64,353.13,351.50,349.36,357.88,348.19,351.82,336.05,356.57,356.78,352.82,364.35,354.02,357.06,353.10,366.90,363.49,353.79,352.98,343.42,339.72,334.40,341.42,346.39,356.49,355.71,340.82,336.38
2004-08-02 21:42:28+00:00,L7,311.55,307.28,308.27,304.20,306.95,312.17,311.44,327.64,331.03,335.90,341.87,351.10,364.15,,355.01,308.26,351.01,361.23,359.11,358.09,347.10,346.92,352.24,346.99,345.47,321.60,,359.67,356.84,360.04,352.85,354.88,352.62,357.96,359.82,349.35,338.29,338.66,331.00,,341.94,349.49,357.15,350.12,338.72,337.90
2004-08-10 21:36:32+00:00,L5,346.27,330.20,324.51,317.60,318.21,317.33,323.71,332.81,333.32,334.00,344.93,354.89,370.04,371.48,364.29,356.59,354.18,361.10,360.29,354.74,352.56,355.60,354.56,353.76,354.34,359.07,372.51,373.08,370.51,366.20,355.82,361.11,365.49,370.54,363.15,359.18,353.94,345.36,346.89,347.28,355.63,362.84,364.12,360.95,350.60,348.49
2004-09-03 21:42:23+00:00,L7,321.86,305.70,299.23,299.21,300.17,303.55,302.05,311.34,310.77,318.61,,336.85,348.95,347.50,337.86,331.41,335.52,336.92,342.27,340.22,342.03,336.03,,,328.65,323.46,332.39,334.22,337.57,336.38,327.90,333.30,340.83,346.95,337.81,,,310.18,314.85,316.67,319.86,327.09,341.78,335.23,322.68,326.45
2004-09-11 21:37:25+00:00,L5,364.71,337.64,335.81,329.40,331.34,333.29,331.92,339.15,343.04,347.11,348.22,359.53,371.55,379.64,379.34,376.08,371.90,369.03,365.21,366.50,364.39,357.97,351.60,359.23,361.39,365.57,367.09,356.14,354.73,365.37,366.20,368.77,382.31,382.51,382.04,370.77,343.13,357.13,392.84,362.93,374.79,,,,,
2004-09-19 21:42:17+00:00,L7,,,300.74,296.92,301.76,302.97,304.76,310.24,316.45,322.91,328.97,337.63,348.69,351.67,,343.80,327.78,329.47,338.23,339.77,337.39,333.83,328.97,326.35,323.78,314.02,,,327.79,331.30,333.91,335.65,332.61,335.21,343.03,333.73,317.90,308.56,310.11,316.56,,329.54,340.45,337.70,321.07,321.09
2004-11-14 21:38:42+00:00,L5,341.60,329.99,321.34,306.22,309.55,309.05,310.18,317.56,324.55,327.83,350.04,358.97,370.31,374.24,365.62,360.70,336.76,331.81,344.35,343.96,330.59,329.83,335.35,347.70,339.03,339.09,344.92,349.99,348.46,339.55,341.96,335.04,340.42,345.13,342.69,341.85,334.94,332.49,328.06,332.60,342.38,346.09,339.82,339.15,327.03,322.55
2004-11-22 21:43:05+00:00,L7,,,,,,,,,,,,,,,341.97,343.42,296.84,334.57,337.38,341.20,335.13,331.60,340.33,,,336.43,341.41,345.50,344.22,344.17,342.50,339.07,345.83,352.42,345.70,343.87,,,332.18,338.72,355.26,357.44,361.19,356.10,339.32,338.73
2004-12-08 21:43:14+00:00,L7,374.40,354.24,347.59,348.13,351.41,350.87,355.38,364.94,364.55,372.10,377.36,393.99,,,397.50,390.80,389.90,385.52,386.48,389.86,384.08,384.66,384.10,385.86,384.50,,,386.67,383.29,385.43,386.99,389.44,386.87,399.60,395.86,380.64,369.38,371.60,,,390.46,392.78,386.27,392.15,372.82,367.43
2005-02-10 21:43:14+00:00,L7,342.56,322.25,314.42,305.69,312.50,317.71,,,339.79,336.46,340.70,352.98,363.92,367.25,353.91,353.59,326.89,326.36,343.08,,,337.63,335.26,335.80,336.22,338.17,326.74,340.26,355.11,352.15,339.74,337.03,,,331.27,325.17,327.86,318.10,317.71,319.76,327.72,336.24,345.74,340.63,336.72,327.23
2005-02-18 21:40:18+00:00,L5,336.67,317.55,309.42,309.69,323.76,334.98,344.69,353.91,358.98,348.68,346.86,352.12,341.59,348.76,323.63,338.56,,328.76,349.85,347.71,338.10,336.89,,,,,,,,,,,,,,343.00,342.79,333.48,331.74,341.11,341.77,345.94,354.33,341.42,339.55,336.24
2005-05-09 21:40:56+00:00,L5,318.41,308.81,308.22,304.49,306.00,309.23,313.32,323.35,327.07,332.01,338.84,346.08,360.40,361.19,349.68,326.78,337.27,338.57,340.03,339.69,341.09,344.03,336.44,335.35,342.88,353.16,344.14,346.59,349.72,349.10,348.19,341.21,338.25,353.72,358.49,349.40,338.50,332.61,331.02,330.88,338.38,351.37,358.97,355.76,345.29,339.35
2005-05-25 21:41:28+00:00,L5,,,,,,,,,,,,,,,348.86,331.17,337.92,338.57,338.54,350.10,348.22,343.94,337.37,339.02,343.31,332.35,335.28,333.87,352.82,354.28,341.41,340.31,346.90,354.17,360.49,347.28,342.02,337.44,328.43,331.17,332.97,342.27,355.92,347.85,345.52,340.68
2005-06-02 21:43:36+00:00,L7,,317.43,312.92,311.51,315.49,316.79,323.28,336.39,337.26,334.95,346.41,347.55,366.27,365.42,,354.21,358.28,360.33,352.25,357.13,354.75,350.01,342.80,344.40,356.59,355.55,,,367.04,364.59,353.36,352.94,359.67,364.08,367.44,357.92,357.85,354.10,361.34,,,377.89,376.14,368.52,374.85,359.95
2005-06-10 21:41:12+00:00,L5,336.96,299.33,304.31,301.09,301.55,306.78,312.95,328.80,333.08,340.50,343.59,355.59,365.00,373.60,352.12,340.42,343.89,347.65,343.03,346.57,358.04,350.62,345.13,349.31,346.70,357.72,349.65,350.34,352.87,361.82,354.39,350.87,354.63,373.26,367.51,360.16,347.74,351.08,343.41,343.46,351.22,356.50,365.39,363.96,354.39,349.31
2005-06-26 21:41:16+00:00,L5,322.22,299.73,297.31,293.65,299.99,297.18,298.22,311.45,307.85,319.21,331.76,339.87,361.60,353.35,338.59,308.55,333.06,341.97,329.75,340.07,333.96,329.27,326.03,325.03,327.57,323.79,325.08,318.01,330.06,336.77,334.22,328.40,323.09,328.18,317.19,317.12,310.52,316.31,323.68,334.95,340.63,340.75,354.06,354.70,343.76,340.54
