dates,nzd0247-0000,nzd0247-0001,nzd0247-0002,nzd0247-0003,nzd0247-0004,nzd0247-0005,nzd0247-0006,nzd0247-0007,nzd0247-0008,nzd0247-0009,nzd0247-0010,nzd0247-0011,nzd0247-0012,nzd0247-0013,nzd0247-0014,nzd0247-0015,nzd0247-0016,nzd0247-0017,nzd0247-0018,nzd0247-0019,nzd0247-0020,nzd0247-0021,nzd0247-0022,nzd0247-0023,nzd0247-0024,nzd0247-0025,nzd0247-0026,nzd0247-0027,nzd0247-0028,nzd0247-0029,nzd0247-0030,nzd0247-0031,nzd0247-0032,nzd0247-0033,nzd0247-0034,nzd0247-0035,nzd0247-0036,nzd0247-0037,nzd0247-0038,nzd0247-0039,nzd0247-0040,nzd0247-0041,nzd0247-0042,nzd0247-0043,nzd0247-0044,nzd0247-0045,satname
1999-08-21 21:46:33+00:00,349.16,328.86,317.45,318.94,325.36,321.23,316.26,334.44,334.37,336.40,344.75,348.77,365.16,366.55,362.67,353.23,356.15,358.45,356.86,346.95,347.14,362.30,366.36,362.42,338.14,333.27,352.66,368.77,366.26,353.28,349.98,345.23,367.48,353.42,361.03,365.54,356.03,342.68,331.55,338.81,355.12,361.72,368.02,347.87,343.12,335.26,L7
1999-10-08 21:46:42+00:00,349.61,328.52,320.06,320.81,323.99,324.43,323.84,335.00,336.69,340.06,348.92,357.13,362.00,366.62,361.85,354.67,354.87,358.00,358.00,354.28,354.27,361.39,361.51,358.35,346.06,338.12,352.75,360.53,364.16,349.59,343.09,352.86,365.58,364.00,362.00,358.50,350.25,340.62,333.56,340.19,353.66,359.73,365.47,352.57,345.73,338.92,L7
2000-04-01 21:46:10+00:00,347.97,321.84,317.52,313.99,316.28,320.12,323.31,329.53,332.03,339.22,344.02,353.41,351.80,353.51,349.44,350.31,349.61,349.11,353.77,355.55,352.02,350.30,348.88,349.39,349.98,339.91,351.13,349.87,358.03,350.26,342.62,358.79,359.74,366.79,356.89,346.13,336.52,334.26,331.57,341.63,348.29,355.43,361.78,358.13,350.91,343.33,L7
2000-05-19 21:45:43+00:00,349.10,318.77,312.14,306.00,310.57,311.39,312.58,323.58,323.27,332.46,336.65,342.50,351.43,350.41,340.65,347.51,345.52,341.83,347.99,347.01,346.32,343.79,346.93,345.28,346.77,347.76,351.11,352.16,356.09,355.64,346.72,355.10,353.83,357.43,350.45,344.56,337.92,338.81,335.71,342.90,347.56,353.95,359.90,358.50,351.46,342.41,L7
2000-06-04 21:45:32+00:00,337.95,306.97,312.14,298.40,310.57,311.39,308.05,318.16,318.97,327.73,332.05,336.85,340.61,350.41,340.65,330.54,337.47,334.29,342.15,343.97,343.00,339.04,342.67,338.68,339.29,340.35,343.38,344.71,346.20,347.47,338.03,346.68,344.03,348.96,342.57,336.14,332.85,332.90,330.54,332.81,337.29,343.49,352.68,351.80,345.73,339.13,L7
2000-08-07 21:44:45+00:00,340.29,308.28,310.65,299.28,309.19,311.81,308.32,318.85,320.17,327.62,332.86,337.62,342.13,349.68,340.65,330.74,337.96,334.56,342.07,344.95,344.18,336.81,343.17,338.73,337.19,339.00,343.28,346.88,347.90,347.49,338.11,345.45,345.27,348.20,339.72,335.70,333.09,333.41,330.80,331.75,336.29,343.42,354.54,350.75,342.66,338.16,L7
2000-10-26 21:43:58+00:00,340.77,311.80,312.74,299.98,308.98,310.78,308.20,319.64,319.66,326.12,332.64,337.95,344.56,352.53,343.93,331.26,337.04,337.87,343.24,346.54,345.74,339.33,344.83,339.12,337.57,340.03,342.69,347.46,346.98,346.01,336.12,342.50,344.17,345.63,337.04,335.67,333.89,330.55,329.23,329.67,336.02,342.93,355.25,351.87,340.91,337.34,L7
2000-11-27 21:44:26+00:00,336.92,312.30,314.84,301.63,310.04,312.90,310.26,320.28,320.79,326.07,332.23,337.65,344.20,349.33,345.26,328.95,335.63,336.83,343.06,346.86,344.07,338.19,343.34,337.94,337.29,337.01,342.51,346.67,346.58,344.85,335.80,339.97,343.29,343.68,335.98,332.85,330.42,326.41,326.44,328.20,335.30,343.08,355.30,351.88,339.55,335.93,L7
2001-01-14 21:44:09+00:00,349.24,321.71,316.29,308.83,310.99,314.28,314.69,326.78,326.07,329.70,334.75,342.47,356.10,351.49,344.81,332.61,342.19,343.40,347.23,350.82,348.02,341.43,343.68,339.52,338.85,339.64,348.53,351.43,354.47,349.57,342.60,341.80,350.45,349.40,341.33,336.18,334.37,329.86,331.37,334.00,342.74,349.92,360.99,356.37,341.31,337.04,L7
2001-04-04 21:44:06+00:00,347.94,324.67,318.08,310.23,313.29,316.40,318.48,328.95,327.67,331.71,335.68,344.88,360.32,353.82,346.24,334.47,344.06,347.63,350.59,351.60,346.97,344.69,343.06,340.53,342.22,342.16,350.22,352.53,356.23,351.47,344.47,342.51,350.63,351.48,345.73,337.80,334.72,328.68,330.05,334.59,346.56,355.81,362.56,361.57,345.23,338.42,L7
2001-04-20 21:43:46+00:00,346.49,324.17,317.56,310.61,313.39,317.22,319.44,329.62,328.61,332.28,336.26,347.12,361.04,355.39,346.46,335.88,344.52,348.61,350.79,352.62,348.39,345.30,344.22,342.60,345.04,342.68,350.78,353.78,356.93,352.04,344.81,344.00,351.59,353.64,348.40,340.86,336.70,330.15,329.92,335.63,350.36,359.24,367.21,363.40,344.99,339.15,L7
2001-05-22 21:43:30+00:00,340.16,321.49,315.77,311.07,314.54,318.85,321.32,330.98,330.48,334.34,338.30,349.80,363.54,360.45,346.96,336.56,346.71,347.70,351.25,353.18,348.44,345.10,344.95,344.29,346.74,345.06,351.75,357.06,361.01,354.09,345.95,346.15,352.58,356.00,351.71,342.08,339.46,333.91,332.86,337.32,351.92,361.51,368.89,363.25,345.74,339.43,L7
2001-07-25 21:42:54+00:00,334.19,315.19,309.45,306.70,310.65,315.36,319.61,327.60,328.63,332.51,337.90,351.21,362.38,363.79,340.89,342.65,346.27,349.06,351.34,353.21,348.50,345.93,347.35,348.33,352.23,346.71,350.47,357.73,360.18,352.13,345.67,350.68,354.81,358.01,353.35,343.43,339.25,333.56,331.26,337.01,352.67,363.47,369.02,362.96,346.78,341.92,L7
2001-08-10 21:42:36+00:00,333.46,313.86,308.92,306.61,309.95,314.52,319.16,326.88,328.53,332.03,338.39,350.71,362.14,364.61,342.84,345.55,346.55,348.05,349.65,353.07,348.63,345.96,347.22,348.10,348.75,346.52,349.19,355.95,359.11,350.83,345.47,350.30,354.52,356.53,352.87,342.68,338.47,333.16,331.67,336.68,350.10,360.35,366.39,361.68,346.34,341.33,L7
2001-09-11 21:42:14+00:00,333.96,313.99,308.70,306.47,309.68,315.25,318.97,327.60,328.53,332.03,338.39,350.71,362.14,364.61,342.84,345.55,346.55,348.05,349.65,353.07,348.63,345.96,347.22,348.10,348.75,346.52,349.19,355.95,359.11,350.83,345.47,350.16,355.08,356.24,352.71,343.70,340.14,335.08,332.69,337.63,350.22,359.98,366.51,361.55,347.00,340.98,L7
2001-09-27 21:42:05+00:00,336.33,316.29,310.42,307.88,311.36,316.69,320.61,329.38,330.25,333.53,340.87,351.14,363.42,365.11,346.69,347.21,347.82,349.45,351.84,355.15,351.43,347.89,347.75,348.50,349.96,347.76,351.41,356.95,358.03,350.46,346.22,350.57,355.61,358.47,354.62,344.08,341.82,336.90,334.90,341.13,352.32,361.03,368.39,363.14,349.46,341.96,L7
2001-10-13 21:41:51+00:00,335.33,315.79,310.32,308.50,310.75,315.92,320.67,330.07,331.07,334.36,342.90,352.28,364.03,366.95,347.11,348.81,348.38,349.58,352.38,356.59,354.11,349.47,348.80,349.46,351.63,348.57,351.59,356.48,355.04,349.17,347.49,351.67,356.29,359.19,355.69,344.64,341.92,337.16,336.85,344.15,353.01,358.46,368.03,363.31,350.12,343.08,L7
2001-10-29 21:41:57+00:00,335.65,316.37,311.46,309.09,310.73,315.86,320.02,330.05,331.46,335.73,344.98,353.34,365.34,368.45,348.09,350.42,349.16,349.93,352.42,356.90,355.43,350.71,348.97,349.61,352.25,350.17,351.95,354.82,353.94,350.33,348.31,353.29,357.72,359.48,356.81,345.28,341.57,337.16,338.69,346.76,352.47,356.86,366.63,364.05,351.30,343.86,L7
2002-01-17 21:42:52+00:00,337.85,316.40,311.75,308.87,310.01,315.56,319.34,329.47,331.27,335.07,345.13,352.80,365.02,368.69,348.09,352.27,349.45,350.77,352.53,357.26,356.10,351.56,349.47,349.25,351.41,350.09,352.80,353.72,352.98,351.03,348.14,352.10,357.01,359.42,356.25,346.02,341.39,339.53,340.80,348.72,354.39,357.94,366.97,365.02,352.41,345.09,L7
2002-02-18 21:42:30+00:00,341.55,321.30,314.67,310.91,312.87,317.69,321.22,332.07,333.09,338.41,348.50,354.40,366.36,368.48,353.52,352.99,349.72,352.11,355.06,358.39,357.35,352.73,348.95,348.60,351.58,350.34,354.33,352.90,351.27,352.81,348.94,351.79,355.72,360.08,356.85,346.27,341.50,340.21,341.81,352.08,358.07,359.56,368.73,366.26,353.52,346.32,L7
2002-04-07 21:42:52+00:00,340.30,322.55,316.87,311.41,311.77,313.97,317.13,327.13,329.34,337.03,345.58,354.54,364.33,366.98,350.67,352.35,348.61,349.47,351.73,354.96,354.67,350.92,348.23,348.03,349.95,348.07,350.24,349.72,350.22,352.67,348.41,353.15,355.20,358.03,355.69,344.60,336.04,335.85,340.09,352.44,358.92,360.64,367.33,367.23,353.37,348.04,L7
2002-08-29 21:41:39+00:00,336.57,318.59,316.26,311.50,311.35,314.09,310.83,319.48,324.34,330.66,335.84,344.77,355.90,358.99,352.05,348.59,342.15,342.92,349.08,347.98,349.16,345.44,341.62,340.93,339.24,340.64,339.49,338.48,340.64,341.23,340.13,345.06,346.84,352.24,348.88,332.86,322.29,320.15,326.93,338.12,345.63,355.16,359.93,362.81,354.01,343.37,L7
2002-09-14 21:41:31+00:00,339.85,321.65,319.21,315.00,313.61,318.23,313.78,321.25,327.37,331.39,337.23,346.28,358.59,360.72,357.55,353.25,351.50,347.77,352.06,350.64,350.86,346.01,342.15,341.80,340.60,341.41,339.42,339.09,341.45,341.35,340.11,343.12,346.51,352.97,347.83,335.33,324.79,321.15,326.82,335.80,343.84,353.30,360.60,364.01,353.29,343.79,L7
2002-09-30 21:41:23+00:00,344.19,325.98,322.29,318.92,317.81,321.69,318.45,324.14,330.62,334.73,340.86,348.75,361.87,364.81,363.52,358.48,356.68,350.57,354.30,353.53,353.74,347.36,343.49,342.39,340.54,342.39,340.67,341.36,343.10,343.27,340.97,342.62,347.42,354.29,349.75,337.06,327.34,322.42,327.79,336.18,344.83,354.68,362.56,365.53,355.33,345.31,L7
2002-11-01 21:41:30+00:00,345.88,327.17,323.48,321.43,319.23,324.47,323.60,328.45,334.61,337.85,343.41,350.65,364.88,367.73,363.83,359.36,359.61,356.88,360.82,357.42,356.78,351.43,343.66,342.51,340.62,343.69,341.04,340.98,343.75,343.18,339.02,339.07,344.08,353.91,348.17,335.16,325.80,318.93,322.22,327.71,338.49,351.14,361.62,363.16,354.12,342.76,L7
2003-01-20 21:42:09+00:00,348.52,327.67,323.81,321.39,319.56,325.22,325.19,329.95,336.28,338.88,344.17,351.21,365.99,367.20,363.82,359.28,357.47,354.28,361.02,356.41,354.33,348.77,344.16,342.68,340.85,344.61,343.77,342.79,345.75,342.30,337.65,338.23,343.32,352.44,348.75,337.13,328.11,321.15,323.99,327.96,337.84,348.39,359.25,361.12,351.24,341.37,L7
2003-02-05 21:42:17+00:00,350.76,328.29,324.60,322.07,321.46,327.22,327.04,331.94,339.15,341.17,344.72,352.32,366.51,366.73,364.41,359.75,353.63,353.69,361.23,355.41,353.47,347.51,344.20,342.48,340.81,341.19,345.05,343.77,347.73,343.29,336.66,337.48,342.04,350.32,348.53,337.21,328.40,323.62,326.65,330.26,338.38,348.01,357.97,360.20,349.62,340.11,L7
2003-02-21 21:42:44+00:00,350.34,327.39,323.35,321.13,321.89,327.86,327.97,333.26,340.44,341.80,344.96,352.12,366.09,366.07,363.63,358.12,351.41,352.64,360.76,354.78,352.50,345.55,343.71,342.04,339.38,339.81,345.55,345.59,348.35,343.55,336.77,337.44,341.89,349.10,348.94,338.33,330.59,325.79,329.35,330.82,337.65,347.43,357.16,359.57,348.57,338.83,L7
2003-04-26 21:42:25+00:00,350.85,326.12,320.91,318.95,321.30,328.57,331.44,337.76,342.57,345.15,347.70,356.75,367.82,364.75,361.69,354.30,346.62,351.74,361.27,352.76,348.29,343.46,344.26,341.59,338.92,336.73,345.78,348.22,352.45,345.34,337.43,339.24,342.04,347.62,349.98,340.38,334.99,330.93,334.03,334.74,340.56,348.99,356.49,354.84,342.48,334.86,L7
2003-05-12 21:42:48+00:00,348.50,324.28,319.98,317.59,322.11,328.75,329.78,337.43,340.96,343.24,346.88,356.67,365.73,362.35,359.61,349.21,341.63,346.95,356.64,349.01,342.87,338.71,343.17,340.33,338.75,334.44,344.57,347.38,351.90,344.46,337.72,338.11,342.39,345.62,349.87,341.81,338.34,334.53,337.35,338.01,341.66,349.45,355.07,352.73,338.76,334.62,L7
2003-05-28 21:42:22+00:00,346.32,323.95,319.29,317.04,321.49,327.60,329.45,337.49,340.63,343.87,347.69,357.85,366.79,363.13,359.07,349.20,343.14,347.65,356.09,350.03,343.20,339.79,343.86,341.75,341.14,334.48,345.10,346.95,352.35,345.48,339.26,340.33,344.39,347.65,351.26,342.70,339.81,335.50,338.28,340.72,345.58,351.01,356.78,353.44,340.91,335.85,L7
2003-07-15 21:42:14+00:00,347.92,324.13,319.49,317.61,322.03,327.00,329.05,337.49,340.80,342.93,347.14,358.11,367.60,364.32,357.71,350.22,344.76,349.99,357.17,351.99,343.20,341.32,344.26,341.63,341.94,335.83,344.54,347.84,352.84,346.89,341.17,341.41,344.39,347.65,354.43,345.41,342.41,337.85,339.46,341.49,346.84,352.20,357.25,354.50,341.45,337.74,L7
2003-08-16 21:42:28+00:00,341.04,318.37,313.48,312.83,318.00,322.64,324.98,334.66,335.82,340.97,344.66,356.47,365.27,362.10,349.40,341.43,344.31,349.30,354.15,351.81,339.93,341.97,343.86,339.25,336.89,332.65,342.06,346.99,350.22,346.41,342.21,342.47,344.85,347.21,356.50,344.31,341.62,338.24,338.84,340.59,346.42,352.35,357.14,352.37,340.87,339.56,L7
2003-09-09 21:31:29+00:00,339.68,317.64,313.00,312.30,316.71,320.84,323.26,333.01,333.36,339.82,344.31,357.58,365.60,362.11,347.49,340.04,345.57,349.49,351.72,352.77,338.40,342.42,345.07,338.63,335.85,332.49,339.91,345.14,349.78,345.15,342.06,343.53,345.82,348.57,357.78,344.16,341.21,338.12,337.49,341.89,349.05,354.03,358.11,354.14,340.58,341.24,L5
2003-09-25 21:31:19+00:00,340.79,318.65,313.30,312.05,316.54,320.10,324.20,334.03,333.64,338.65,343.58,356.54,365.80,361.69,347.52,342.04,346.16,350.29,350.44,353.48,339.76,341.73,346.48,337.51,334.74,333.14,340.53,345.17,349.71,344.28,341.28,344.22,346.09,350.13,357.24,346.03,342.13,337.86,336.47,340.61,346.59,351.60,355.65,352.11,338.86,340.52,L5
2003-10-19 21:41:56+00:00,342.84,318.65,313.30,313.09,318.10,321.59,325.54,335.51,334.98,339.19,345.35,356.20,366.31,362.83,349.85,342.04,346.16,351.53,351.07,354.43,340.44,342.54,347.02,337.88,335.12,334.68,342.97,345.17,349.71,344.62,341.89,344.89,347.57,351.95,357.54,346.32,341.70,338.75,337.80,341.61,346.93,351.60,355.65,352.23,338.87,339.15,L7
2003-11-04 21:42:03+00:00,343.60,320.62,315.38,314.21,318.80,321.13,324.97,334.81,335.97,339.71,345.46,354.25,367.42,363.09,349.07,342.24,346.97,351.61,350.80,355.44,341.56,342.77,347.78,337.90,336.00,335.55,345.30,345.86,349.49,344.42,341.26,344.92,347.32,351.21,358.34,347.15,342.17,339.76,338.05,341.38,345.48,350.21,355.10,353.04,339.84,338.64,L7
2003-11-20 21:42:19+00:00,344.62,320.06,314.27,313.72,318.29,320.84,324.78,334.77,335.94,339.15,345.63,352.96,367.92,362.27,348.92,343.26,346.96,352.59,350.76,356.90,342.31,342.13,348.13,337.63,334.26,336.44,347.21,345.64,348.88,344.20,341.26,346.05,347.43,352.49,358.27,347.42,341.44,339.38,338.80,341.58,345.19,347.64,353.19,351.54,338.95,337.46,L7
2003-11-28 21:32:10+00:00,346.56,321.83,316.69,315.37,319.54,321.81,325.32,336.03,334.48,336.00,344.22,350.98,366.06,362.01,350.44,343.56,348.02,353.68,352.11,359.04,344.75,340.44,346.61,336.45,332.34,338.31,345.97,346.60,348.73,343.97,341.74,345.93,347.44,351.16,357.07,346.18,339.59,339.10,338.80,340.02,344.55,348.70,353.23,351.80,337.98,337.55,L5
2003-12-06 21:42:22+00:00,346.31,323.28,317.33,316.13,320.34,322.34,325.82,337.11,334.73,337.29,344.22,351.95,366.38,363.03,351.57,345.32,348.68,354.29,352.41,359.01,345.22,340.63,346.61,336.45,333.46,339.59,347.14,346.75,348.69,344.49,342.50,346.94,348.59,353.79,357.88,347.32,339.59,339.75,339.55,341.41,345.49,349.59,354.00,351.51,337.70,336.49,L7
2003-12-30 21:32:24+00:00,346.01,323.48,317.37,315.75,320.16,322.81,326.16,338.23,336.25,338.85,345.72,352.93,367.27,362.49,351.36,346.49,348.10,353.25,352.47,360.16,347.58,341.92,347.72,338.67,335.47,340.08,347.01,347.10,348.88,344.53,342.92,346.93,350.81,355.85,358.50,348.84,341.97,341.54,341.34,342.84,346.54,350.37,354.19,352.05,337.81,337.10,L5
2004-01-07 21:42:59+00:00,346.19,323.89,317.37,315.75,320.46,322.98,326.62,338.52,337.06,339.38,346.35,353.23,367.02,362.47,352.11,346.49,348.10,353.22,352.98,359.94,348.10,342.09,347.71,339.24,335.83,340.28,346.99,347.69,348.88,344.53,342.77,346.50,350.51,355.14,357.13,348.11,342.33,341.86,341.69,342.86,346.52,350.09,354.19,351.52,338.12,336.70,L7
2004-02-24 21:43:09+00:00,346.56,326.91,320.74,317.98,321.48,324.48,328.00,340.52,338.21,339.76,348.66,353.65,366.48,363.08,356.78,350.43,347.74,352.41,351.90,360.27,350.71,342.52,348.60,340.32,338.30,343.65,348.96,348.75,350.44,345.72,344.48,348.10,352.98,358.32,355.78,349.42,343.27,344.23,344.22,345.32,349.45,353.62,356.58,352.79,338.72,335.25,L7
2004-03-19 21:33:10+00:00,346.56,326.91,320.74,317.98,321.48,324.48,328.00,340.52,338.21,339.69,347.76,352.78,366.15,362.14,356.78,350.43,347.74,352.95,352.85,360.71,352.18,343.24,348.85,340.98,339.83,345.11,350.43,349.17,350.60,346.74,345.37,348.19,351.54,357.24,355.24,349.22,343.31,343.99,344.14,344.83,348.72,352.89,356.36,350.44,338.49,335.03,L5
2004-03-27 21:42:57+00:00,346.59,327.31,322.21,319.68,322.93,326.41,329.05,342.08,339.73,341.32,349.50,353.77,366.69,362.43,357.92,352.34,348.94,353.68,354.84,362.04,353.37,345.40,349.33,344.87,342.59,346.12,351.21,351.14,352.80,349.22,347.09,348.42,352.16,357.39,356.19,349.24,343.69,345.54,346.30,346.01,350.33,355.25,359.19,352.68,340.56,335.56,L7
2004-04-04 21:33:01+00:00,345.27,326.95,321.57,319.19,322.35,326.01,328.41,341.34,339.10,340.86,349.77,354.57,366.67,363.15,357.82,352.09,348.80,353.44,355.21,362.13,353.96,346.29,350.29,346.27,343.74,346.93,351.60,351.92,354.62,350.16,348.10,349.21,352.82,358.04,356.60,349.99,344.64,345.60,346.38,346.70,351.19,355.82,359.98,353.81,341.39,335.75,L5
2004-05-06 21:33:58+00:00,341.37,323.64,318.82,316.90,320.54,324.90,328.48,342.06,339.06,340.01,347.54,353.92,365.07,361.54,356.80,348.36,348.46,352.29,355.61,361.91,355.74,346.73,348.58,347.38,343.26,345.71,346.14,351.57,354.99,350.86,348.68,348.21,351.05,356.81,355.09,348.61,343.04,344.21,345.19,344.07,349.63,354.53,359.05,353.44,341.77,337.05,L5
2004-05-30 21:43:12+00:00,340.39,322.12,317.04,314.60,319.87,323.07,328.02,340.41,339.70,341.59,346.84,354.43,364.92,361.59,356.12,350.32,347.64,351.20,355.75,360.34,354.25,350.03,350.81,350.08,346.06,346.24,347.28,355.46,357.31,352.80,349.48,348.99,350.67,357.34,356.69,349.83,345.63,345.63,346.15,343.58,348.17,355.88,360.13,354.39,342.77,337.69,L7
2004-06-07 21:34:54+00:00,337.76,318.70,314.93,312.39,317.48,321.27,326.12,338.72,338.37,340.12,345.20,352.84,363.22,359.99,355.76,345.48,346.49,349.83,356.44,359.95,353.54,349.77,349.99,348.67,345.73,345.29,343.86,355.93,358.82,353.97,349.98,348.71,350.73,356.01,355.41,347.78,344.32,345.09,345.32,342.08,348.46,356.99,361.06,355.55,344.98,340.12,L5
2004-06-15 21:43:05+00:00,335.36,317.49,314.93,312.39,317.48,321.27,324.71,336.97,336.40,339.32,345.20,352.84,361.58,358.69,354.92,345.47,345.75,349.93,356.95,359.54,352.44,348.44,349.32,348.67,345.38,344.98,343.91,356.03,358.06,353.15,349.63,348.82,350.97,357.54,355.67,346.94,344.32,344.24,345.24,342.32,348.25,357.58,361.63,354.75,345.38,340.34,L7
2004-06-23 21:35:22+00:00,334.73,317.57,315.41,312.47,316.87,320.47,324.28,336.20,335.94,339.03,345.55,353.19,362.47,359.60,355.95,346.39,346.17,350.82,357.20,359.45,352.55,348.09,349.70,347.73,346.58,346.40,345.37,356.04,359.08,354.08,350.33,349.41,351.69,358.17,355.78,347.30,345.42,344.63,345.48,342.92,349.36,358.89,362.67,355.37,346.28,341.37,L5
2004-07-25 21:36:14+00:00,330.83,314.48,313.62,311.34,314.25,318.14,321.89,334.12,333.49,338.13,343.44,352.80,361.74,360.53,355.44,344.28,345.81,351.86,357.49,357.92,351.30,348.37,350.44,347.20,347.32,346.05,346.70,357.28,359.48,356.65,352.52,351.21,351.03,358.94,356.93,347.35,344.88,343.51,344.11,340.83,348.34,359.19,362.89,356.41,347.25,341.76,L5
2004-08-02 21:42:28+00:00,329.60,314.29,313.71,311.30,314.11,318.11,321.41,334.00,333.81,338.38,343.75,353.16,362.40,360.53,356.31,341.50,346.86,353.49,358.15,358.47,351.45,348.71,351.19,347.94,347.75,344.24,346.70,358.14,359.83,357.72,353.19,352.02,351.74,359.37,357.80,348.09,344.84,343.74,343.67,340.83,348.44,358.98,362.98,356.52,347.01,342.03,L7
2004-08-10 21:36:32+00:00,330.40,315.23,314.14,311.22,313.84,317.43,321.08,333.38,333.22,337.58,343.41,352.81,362.61,360.91,356.24,342.08,347.02,353.69,357.87,357.62,351.00,348.87,350.95,347.87,347.76,344.86,348.70,358.90,360.21,357.91,352.85,352.32,352.34,359.80,357.66,348.48,345.10,343.23,343.21,340.82,348.38,358.65,362.48,356.21,346.75,341.97,L5
2004-09-03 21:42:23+00:00,329.47,314.11,312.71,310.04,312.95,316.22,319.79,331.48,331.45,336.54,343.41,352.20,362.57,360.28,355.25,341.28,347.52,354.05,358.13,357.04,350.54,348.00,350.66,347.87,347.25,343.26,347.10,357.53,359.01,356.83,351.11,351.80,352.24,359.44,356.74,347.92,345.10,340.07,341.10,338.71,345.88,356.25,361.51,354.92,345.47,341.71,L7
2004-09-11 21:37:25+00:00,331.70,315.50,314.08,311.01,313.99,317.10,320.19,331.55,331.80,336.86,343.33,352.28,362.77,361.24,356.47,343.29,348.98,354.79,358.18,357.25,351.08,348.30,350.07,348.21,347.76,344.32,348.14,356.75,357.99,356.88,351.81,352.58,353.94,360.64,358.02,349.15,344.19,340.65,341.10,340.19,347.49,356.25,361.51,354.92,345.47,341.71,L5
2004-09-19 21:42:17+00:00,331.70,315.50,313.99,310.94,313.98,316.86,319.86,330.71,331.48,336.36,342.98,352.41,362.41,362.27,356.47,344.58,348.15,353.55,357.40,356.71,350.89,347.93,349.25,347.32,346.86,343.15,348.14,356.75,356.60,355.76,351.26,352.36,354.30,360.48,358.47,349.01,342.96,339.21,339.68,339.12,347.97,356.01,361.42,355.77,345.18,341.82,L7
2004-11-14 21:38:42+00:00,334.50,317.60,315.74,310.83,313.38,314.89,317.20,327.45,329.17,335.33,343.16,353.25,363.01,364.48,359.53,347.69,347.22,352.25,356.76,355.10,348.71,345.62,348.39,347.24,347.14,344.29,351.99,357.74,355.51,355.29,351.11,352.63,355.49,361.37,358.53,349.21,343.40,339.04,338.61,339.45,349.13,356.79,360.42,354.05,343.38,341.50,L5
2004-11-22 21:43:05+00:00,334.50,317.60,315.74,310.83,313.38,314.89,317.20,327.45,329.17,335.33,343.16,353.25,363.01,364.48,359.53,347.69,347.22,349.97,354.57,353.32,346.91,343.87,346.93,347.24,347.14,342.67,349.89,355.84,353.85,353.49,349.60,350.88,353.97,359.95,356.68,347.93,343.40,339.04,336.97,338.60,348.74,355.90,359.63,353.22,342.11,340.38,L7
2004-12-08 21:43:14+00:00,337.64,322.30,319.48,315.05,317.15,318.85,320.15,329.99,332.54,338.25,348.48,357.98,364.50,366.15,362.90,352.33,351.13,350.01,355.99,352.66,347.31,346.82,349.91,351.82,350.58,341.78,351.75,357.10,354.94,355.43,352.07,353.32,356.39,363.68,357.06,352.02,346.27,341.27,336.44,339.12,352.28,356.59,360.31,355.58,343.22,341.07,L7
2005-02-10 21:43:14+00:00,352.54,332.22,324.08,318.87,322.01,323.47,323.81,331.39,337.09,340.88,351.01,360.04,366.07,371.40,370.36,365.03,351.74,341.60,352.90,349.02,344.80,346.41,346.73,353.76,349.82,341.68,345.59,352.88,352.55,353.00,350.66,350.37,356.04,361.43,351.63,350.20,341.41,338.08,329.38,335.37,352.64,353.13,357.03,355.09,340.72,338.40,L7
