dates,nzd0247-0000,nzd0247-0001,nzd0247-0002,nzd0247-0003,nzd0247-0004,nzd0247-0005,nzd0247-0006,nzd0247-0007,nzd0247-0008,nzd0247-0009,nzd0247-0010,nzd0247-0011,nzd0247-0012,nzd0247-0013,nzd0247-0014,nzd0247-0015,nzd0247-0016,nzd0247-0017,nzd0247-0018,nzd0247-0019,nzd0247-0020,nzd0247-0021,nzd0247-0022,nzd0247-0023,nzd0247-0024,nzd0247-0025,nzd0247-0026,nzd0247-0027,nzd0247-0028,nzd0247-0029,nzd0247-0030,nzd0247-0031,nzd0247-0032,nzd0247-0033,nzd0247-0034,nzd0247-0035,nzd0247-0036,nzd0247-0037,nzd0247-0038,nzd0247-0039,nzd0247-0040,nzd0247-0041,nzd0247-0042,nzd0247-0043,nzd0247-0044,nzd0247-0045,satname
1999-08-21 21:46:33+00:00,349.16,328.86,317.45,318.94,325.36,321.23,316.26,334.44,334.37,336.40,344.75,348.77,365.16,366.55,362.67,353.23,356.15,358.45,356.86,346.95,347.14,362.30,366.36,362.42,338.14,333.27,352.66,368.77,366.26,353.28,349.98,345.23,367.48,353.42,361.03,365.54,356.03,342.68,331.55,338.81,355.12,361.72,368.02,347.87,343.12,335.26,L7
1999-10-08 21:46:42+00:00,350.06,328.19,322.66,322.68,322.61,327.62,331.41,335.55,339.02,343.72,353.09,365.50,358.85,366.69,361.02,356.10,353.59,357.54,359.13,361.61,361.40,360.49,356.67,354.27,353.99,342.98,352.85,352.30,362.07,345.90,336.20,360.49,363.67,374.58,362.98,351.47,344.47,338.57,335.56,341.57,352.21,357.73,362.91,357.28,348.34,342.58,L7
2000-04-01 21:46:10+00:00,345.88,315.48,312.39,305.29,309.95,312.62,315.21,323.52,325.05,334.71,334.95,341.32,344.75,340.33,337.87,344.53,345.62,340.67,348.41,349.49,342.64,340.11,341.10,344.51,345.97,336.84,349.41,347.44,354.00,354.62,349.05,357.09,355.80,359.00,350.80,340.79,328.57,329.95,327.58,341.69,344.37,353.13,360.65,358.98,353.48,344.09,L7
2000-05-19 21:45:43+00:00,352.32,322.07,311.89,306.72,311.20,310.16,309.96,323.64,321.50,330.21,338.35,343.69,358.10,360.49,343.43,350.50,345.42,342.99,347.57,344.53,350.01,347.47,352.76,346.05,347.57,358.68,352.81,356.88,358.17,356.67,344.38,353.10,351.86,355.86,350.10,348.33,347.27,347.66,343.84,344.11,350.76,354.77,359.16,358.01,349.43,340.74,L7
2000-06-04 21:45:32+00:00,315.65,283.37,,283.19,,,298.99,307.31,310.35,318.28,322.84,325.55,318.97,,,296.58,321.38,319.22,330.46,337.90,336.36,329.55,334.14,325.47,324.32,325.52,327.91,329.81,326.44,331.11,320.67,329.85,324.42,332.03,326.80,319.31,322.71,321.08,320.19,312.63,316.73,322.58,338.22,338.40,334.27,332.57,L7
2000-08-07 21:44:45+00:00,347.33,312.19,307.66,301.91,306.41,312.66,309.12,320.92,323.77,327.30,335.31,339.90,346.69,348.21,,331.34,339.41,335.37,341.85,347.87,347.70,330.11,344.68,338.88,330.89,334.97,343.00,353.39,352.98,347.55,338.33,341.75,349.00,345.93,331.16,334.36,333.82,334.96,331.59,328.58,333.31,343.19,360.14,347.60,333.46,335.24,L7
2000-10-26 21:43:58+00:00,347.77,329.57,318.66,308.10,309.33,309.51,314.72,326.71,323.03,328.69,334.08,342.65,354.46,348.88,344.43,346.62,341.96,353.91,353.06,355.87,348.89,350.19,347.74,346.06,347.49,340.94,347.05,349.77,350.34,348.71,341.10,345.32,351.39,348.71,340.11,340.66,331.77,318.49,321.31,333.36,343.27,351.17,363.47,363.48,346.47,340.81,L7
2000-11-27 21:44:26+00:00,,324.08,318.20,313.31,314.38,316.54,318.20,326.18,326.00,330.00,336.69,342.49,356.70,350.90,346.10,341.28,339.79,338.83,346.87,345.78,343.33,342.91,346.81,341.36,346.47,346.60,352.09,353.72,356.56,352.04,343.11,342.95,348.34,348.04,345.86,337.06,333.38,331.12,332.66,338.23,347.89,355.37,359.36,358.02,343.99,335.08,L7
2001-01-14 21:44:09+00:00,352.61,320.99,320.65,312.01,313.83,318.40,316.70,333.30,331.48,332.80,332.92,344.83,366.55,357.95,343.89,311.21,347.61,345.50,347.15,353.75,352.18,342.50,335.48,331.77,330.56,336.06,351.97,348.82,357.99,349.98,347.87,337.16,353.05,354.93,348.20,332.65,338.52,334.85,339.93,335.81,346.47,349.94,,,,,L7
2001-04-04 21:44:06+00:00,343.43,324.05,314.83,307.51,315.63,321.16,324.28,329.62,330.17,335.36,339.02,349.54,363.57,357.57,350.55,338.77,346.87,352.28,355.27,350.98,343.47,343.14,342.23,342.94,344.34,345.03,349.77,357.81,360.03,355.13,345.78,344.62,349.73,354.23,348.74,340.82,335.19,330.24,326.29,330.96,348.59,366.74,364.84,363.21,345.22,339.38,L7
2001-04-20 21:43:46+00:00,342.13,322.14,315.47,312.11,313.79,320.51,323.29,332.29,332.38,334.55,338.57,356.08,363.94,361.67,347.31,341.52,346.35,352.54,351.58,356.73,354.07,347.75,348.82,350.89,356.32,344.75,353.00,358.76,359.74,354.36,346.21,349.93,355.46,362.27,359.07,353.11,344.64,336.07,329.43,339.79,365.60,373.00,381.17,368.90,344.28,341.35,L7
2001-05-22 21:43:30+00:00,322.46,316.19,309.72,310.40,315.09,317.65,324.11,333.51,332.39,338.99,344.28,356.05,366.96,374.17,,350.04,352.95,349.35,355.40,358.68,349.16,349.20,351.42,354.48,356.03,352.85,351.94,366.18,370.74,358.96,346.80,356.11,356.34,360.54,356.68,346.76,345.56,337.26,336.01,341.80,351.07,362.50,370.18,362.86,349.47,341.92,L7
2001-07-25 21:42:54+00:00,328.74,298.36,297.79,296.80,298.09,302.13,306.77,314.97,319.60,321.15,329.73,343.16,355.06,361.75,324.82,340.27,338.90,342.05,343.09,346.45,347.29,343.62,346.93,345.00,,344.20,347.15,348.16,350.20,340.06,343.89,352.04,357.71,355.01,348.90,333.04,331.61,330.68,333.33,335.49,345.42,351.63,359.88,356.88,348.15,345.02,L7
2001-08-10 21:42:36+00:00,330.55,308.55,306.79,306.23,307.13,311.15,317.34,324.01,328.13,330.11,340.37,348.72,361.16,367.87,348.70,357.13,347.67,344.05,342.89,352.53,349.16,346.09,346.72,347.17,338.33,345.77,344.07,348.82,354.86,345.65,344.69,348.81,353.35,350.58,350.97,339.69,335.36,331.56,333.30,335.37,339.83,347.90,355.88,356.53,344.57,338.97,L7
2001-09-11 21:42:14+00:00,336.46,314.66,307.61,305.80,308.33,318.93,318.01,331.20,,,,,,,,,,,,,,,,,,,,,,,,349.42,357.88,354.82,351.91,348.77,348.46,344.65,337.76,342.35,350.84,358.14,367.13,360.94,350.32,339.22,L7
2001-09-27 21:42:05+00:00,350.57,330.07,320.72,316.29,321.45,325.29,330.46,340.09,338.86,341.02,353.24,353.29,369.83,367.63,362.06,355.53,354.17,356.41,362.78,365.54,365.40,357.54,350.39,350.53,354.78,353.93,362.51,361.96,352.61,348.59,349.93,353.06,358.80,371.83,366.08,346.37,351.93,347.87,348.17,362.12,364.92,367.32,379.65,372.66,364.20,347.83,L7
2001-10-13 21:41:51+00:00,336.39,320.54,314.13,311.88,311.34,315.75,324.70,334.43,335.06,340.36,351.22,356.38,367.20,368.60,352.64,348.40,350.22,353.05,358.56,359.62,359.55,352.63,348.53,348.71,352.71,349.93,350.85,355.00,342.11,347.41,353.40,352.32,354.46,359.25,356.24,344.73,335.88,332.02,339.97,352.10,353.41,348.70,362.31,364.40,349.86,347.27,L7
2001-10-29 21:41:57+00:00,344.41,326.25,323.49,316.24,313.71,320.14,318.78,332.11,334.70,342.73,351.07,362.43,371.84,370.67,352.24,351.13,351.07,354.68,351.82,358.57,362.03,355.20,349.85,351.75,359.38,354.35,355.19,348.83,353.11,361.33,351.13,361.28,365.49,364.35,366.86,357.62,342.18,336.11,342.31,358.10,361.81,361.83,371.37,374.10,352.51,346.82,L7
2002-01-17 21:42:52+00:00,,,,,,,,,,,,,,375.60,,361.18,354.69,354.39,356.04,360.84,353.19,354.27,354.42,352.35,351.87,352.34,357.00,359.57,365.00,363.11,345.80,347.80,351.39,360.09,352.80,351.89,344.33,353.84,350.78,355.50,364.48,370.05,372.55,369.62,357.25,350.48,L7
2002-02-18 21:42:30+00:00,339.91,314.96,307.42,304.36,309.50,308.34,314.17,322.54,323.75,329.54,338.45,345.50,356.58,359.89,347.14,348.71,338.45,342.00,346.12,347.38,346.58,344.03,341.58,339.64,339.17,341.14,346.12,339.13,343.50,343.62,344.44,346.86,346.31,350.12,347.21,328.26,326.24,326.76,331.86,342.28,352.97,351.29,359.38,355.86,346.99,346.31,L7
2002-04-07 21:42:52+00:00,340.47,328.43,322.44,313.18,312.54,311.64,310.86,319.43,323.86,335.49,341.58,353.85,361.71,360.15,,,,343.23,346.10,348.40,352.01,348.48,346.77,347.69,346.63,342.57,342.05,346.07,347.38,347.86,347.27,357.49,358.33,356.34,355.36,340.51,331.59,330.54,335.55,354.21,361.93,371.32,371.03,372.19,360.22,349.30,L7
2002-08-29 21:41:39+00:00,332.66,308.74,310.08,309.83,310.15,316.54,310.79,319.52,324.82,325.83,330.10,335.70,350.09,357.82,352.05,348.59,342.15,342.60,352.06,347.55,346.31,342.39,336.48,334.16,331.85,338.72,336.93,330.88,333.90,334.59,333.00,332.63,335.35,348.13,342.40,325.20,313.00,309.77,318.30,322.02,329.34,339.00,348.84,353.44,347.81,337.43,L7
2002-09-14 21:41:31+00:00,346.41,327.77,325.10,321.98,318.15,326.52,319.70,324.79,333.43,332.86,340.02,349.30,363.96,364.20,363.04,357.91,360.84,357.48,358.03,355.96,354.26,347.17,343.21,343.54,343.33,342.95,339.29,340.33,343.06,341.61,340.05,339.25,345.86,354.43,345.74,340.27,329.77,323.15,326.61,331.17,340.24,349.58,361.93,366.39,351.85,344.64,L7
2002-09-30 21:41:23+00:00,357.23,338.98,331.54,330.70,330.41,332.07,332.46,332.84,340.37,344.74,351.72,356.17,371.73,377.06,375.46,368.95,367.05,358.96,361.00,362.23,362.36,351.38,347.50,344.19,340.36,345.33,344.40,348.14,348.05,349.01,343.55,341.10,350.13,358.27,355.52,342.27,335.00,326.22,330.69,337.32,347.83,358.80,368.46,370.09,361.43,349.85,L7
2002-11-01 21:41:30+00:00,347.20,333.20,327.18,323.20,318.19,322.73,331.44,336.65,339.81,347.97,351.78,361.43,373.73,371.85,364.76,361.97,368.38,368.50,372.20,363.94,364.19,364.78,347.46,348.14,346.96,347.78,343.53,344.57,349.97,347.52,339.49,343.29,344.97,354.80,349.01,332.89,325.44,316.57,313.26,320.32,336.56,357.18,367.26,362.74,355.40,339.12,L7
2003-01-20 21:42:09+00:00,359.08,329.64,325.13,321.22,320.89,328.24,331.56,335.94,342.98,343.00,347.25,353.47,370.42,365.07,363.79,358.98,348.92,343.84,361.81,352.36,344.51,338.11,346.17,343.36,341.77,348.27,354.70,350.02,353.79,338.79,332.14,334.90,340.30,346.55,351.10,345.01,337.33,330.02,331.07,328.96,335.22,337.39,349.74,352.96,339.69,335.83,L7
2003-02-05 21:42:17+00:00,361.95,331.38,328.55,325.50,331.00,337.24,336.26,341.88,353.51,352.63,347.45,357.86,369.13,364.41,367.35,362.08,334.46,350.73,362.30,350.44,349.22,341.24,344.39,341.47,340.60,324.07,351.46,348.67,357.61,348.22,331.73,333.72,335.65,339.77,347.43,337.65,329.85,335.99,339.99,341.80,341.08,346.08,351.62,355.58,341.52,333.77,L7
2003-02-21 21:42:44+00:00,347.83,322.02,315.89,315.46,324.45,331.67,333.58,341.22,348.16,345.59,346.38,350.93,363.58,362.06,358.95,348.33,338.04,346.35,357.91,351.01,346.66,333.78,340.77,339.44,330.77,331.52,348.56,356.49,352.05,345.14,337.40,337.20,340.97,341.76,351.35,345.03,343.71,338.83,345.56,334.12,333.28,343.96,352.26,355.76,342.28,331.17,L7
2003-04-26 21:42:25+00:00,338.17,314.37,307.80,309.38,311.98,322.98,324.38,333.11,328.39,336.55,345.62,360.04,362.24,360.35,353.60,340.13,343.31,349.26,352.15,346.06,336.89,339.39,342.49,335.52,334.51,332.02,330.66,341.33,348.82,347.05,346.37,347.07,348.32,355.24,351.01,341.30,338.63,333.25,340.28,348.52,356.66,360.33,361.58,347.16,333.50,334.43,L7
2003-05-12 21:42:48+00:00,335.46,324.01,322.55,316.38,322.24,323.63,323.11,335.02,331.78,338.44,347.71,361.06,363.29,359.86,354.35,336.54,343.43,344.59,349.01,345.16,337.09,341.04,342.05,341.88,346.10,336.34,337.48,340.39,347.24,343.08,340.94,337.67,346.73,344.80,348.48,340.07,342.16,334.54,329.86,336.65,342.04,359.47,360.16,352.17,336.80,337.90,L7
2003-05-28 21:42:22+00:00,335.45,322.27,315.84,314.32,318.36,321.81,327.80,337.77,338.99,347.00,351.75,363.71,372.07,367.02,356.35,349.12,350.67,351.11,353.33,355.16,344.83,345.17,347.27,348.80,353.09,334.68,347.72,344.80,354.58,350.63,346.99,351.41,354.37,357.79,358.17,347.15,347.20,340.37,342.91,354.25,365.18,358.84,365.34,357.00,351.68,342.00,L7
2003-07-15 21:42:14+00:00,357.48,325.24,320.68,321.04,325.28,323.43,326.65,,341.78,337.28,343.83,359.70,372.50,371.50,349.61,356.39,354.49,364.07,363.71,363.74,,350.49,346.71,340.96,346.73,343.91,341.20,353.16,355.76,355.35,352.65,347.88,,,373.48,361.69,358.01,351.97,346.56,346.16,354.45,359.34,360.02,360.87,344.69,349.10,L7
