dates,satname,nzd0502-0000,nzd0502-0001,nzd0502-0002,nzd0502-0003,nzd0502-0004,nzd0502-0005,nzd0502-0006,nzd0502-0007,nzd0502-0008,nzd0502-0009,nzd0502-0010,nzd0502-0011,nzd0502-0012,nzd0502-0013,nzd0502-0014,nzd0502-0015,nzd0502-0016,nzd0502-0017,nzd0502-0018,nzd0502-0019,nzd0502-0020,nzd0502-0021,nzd0502-0022,nzd0502-0023,nzd0502-0024,nzd0502-0025,nzd0502-0026
1999-08-26 22:07:32+00:00,L7,338.65,344.50,344.77,335.33,334.76,336.35,351.94,351.02,367.46,355.36,352.05,360.82,364.08,370.17,387.01,383.51,389.60,387.76,383.15,387.45,376.95,375.87,373.40,377.50,376.38,378.94,374.52
2000-02-18 22:07:16+00:00,L7,356.55,366.99,361.69,367.18,361.16,365.08,369.91,365.00,374.13,369.01,365.21,362.80,379.49,392.90,407.79,395.82,401.09,401.75,408.00,408.37,398.56,395.02,391.85,395.96,395.12,400.97,401.20
2000-02-25 22:13:25+00:00,L7,332.87,342.16,338.92,333.78,333.22,343.40,,,,,,,,,,,,,,,,,,,,,
2000-03-21 22:07:12+00:00,L7,363.71,370.75,365.96,365.78,363.72,371.87,376.43,371.19,371.15,379.01,377.19,369.38,366.93,399.45,415.41,407.19,405.12,415.33,410.26,409.98,402.65,401.50,401.62,398.91,406.11,403.66,406.62
2000-05-08 22:06:44+00:00,L7,337.44,341.96,341.53,337.30,337.62,346.42,351.12,351.29,353.65,344.99,341.67,350.35,352.68,354.74,363.50,361.57,366.54,372.23,370.67,374.57,365.70,367.55,361.18,365.94,365.56,361.70,360.08
2000-06-25 22:06:19+00:00,L7,336.49,341.21,342.85,331.18,330.37,337.64,346.22,346.99,353.42,338.84,332.91,333.45,337.73,337.40,344.43,343.80,344.93,344.56,343.31,342.93,346.75,345.69,345.24,344.13,346.54,344.38,341.30
2000-07-11 22:06:05+00:00,L7,330.93,337.20,331.80,328.58,325.42,334.06,339.06,342.14,335.46,329.30,329.95,333.81,329.51,330.41,339.23,333.16,333.90,328.95,343.27,336.56,341.93,330.08,340.46,,340.62,329.50,329.00
2000-08-03 22:11:55+00:00,L7,325.14,329.11,327.22,324.15,318.46,324.95,331.20,335.92,334.97,326.22,323.02,329.71,341.18,339.77,337.60,344.23,341.05,345.70,345.53,347.78,347.86,341.32,342.62,336.61,347.64,,
2000-09-20 22:11:14+00:00,L7,334.73,338.94,337.95,331.33,327.27,327.85,329.50,341.28,354.25,339.51,335.07,336.26,337.66,345.71,345.67,346.35,353.18,352.29,353.15,353.95,350.12,350.86,346.16,365.29,357.29,354.72,352.20
2000-12-18 22:05:01+00:00,L7,329.39,334.86,337.14,327.89,326.69,330.62,334.85,341.00,351.09,335.63,336.11,334.90,336.97,345.19,347.45,351.35,349.36,361.80,357.16,359.15,353.05,350.05,355.60,352.04,360.52,357.92,353.42
2001-04-09 22:04:41+00:00,L7,354.99,355.96,354.89,354.36,352.49,361.81,369.97,367.95,371.11,367.16,360.29,359.40,359.91,362.22,387.99,376.61,380.20,384.84,383.14,385.38,375.26,375.64,375.17,377.42,372.67,383.22,376.25
2001-06-28 22:03:56+00:00,L7,331.17,340.88,337.10,331.96,333.72,344.52,348.09,345.69,343.55,336.93,333.67,340.25,336.16,336.71,343.54,344.47,346.86,348.97,354.06,351.62,351.22,338.69,341.98,335.26,345.71,339.33,337.30
2001-07-14 22:03:57+00:00,L7,332.17,338.77,338.07,332.45,339.14,355.14,359.01,353.18,352.78,344.55,344.88,352.49,350.69,354.70,353.43,362.98,361.00,366.65,364.35,364.05,360.86,357.43,358.43,362.08,353.87,362.00,346.75
2001-08-15 22:03:26+00:00,L7,331.94,341.05,339.27,331.01,330.58,334.48,345.09,348.64,353.10,342.86,335.22,346.31,346.60,346.66,351.11,347.40,348.47,354.28,358.21,359.47,357.42,359.64,354.29,357.00,355.31,354.36,355.83
