,dates,per0105-0000,per0105-0001,per0105-0002,per0105-0003,per0105-0004,per0105-0005,per0105-0006,per0105-0007,per0105-0008,per0105-0009,per0105-0010,per0105-0011,per0105-0012,per0105-0013,per0105-0014,per0105-0015,per0105-0016,per0105-0017,per0105-0018,per0105-0019,per0105-0020,per0105-0021,per0105-0022,per0105-0023,per0105-0024,per0105-0025,per0105-0026,per0105-0027,per0105-0028,per0105-0029,per0105-0030,per0105-0031,per0105-0032,per0105-0033,per0105-0034,per0105-0035,per0105-0036,per0105-0037,per0105-0038,per0105-0039,per0105-0040,per0105-0041,per0105-0042,per0105-0043,per0105-0044,per0105-0045,per0105-0046,per0105-0047
0,1984-05-06 14:44:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.41034713814406,218.378247487132,218.05361434365778,225.73147001749527,182.7992630062357,,190.8636223635357,,,,,,,,,
1,1984-08-26 14:46:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-04-10 14:42:16+00:00,249.36544848253982,,,,,,254.01646076791778,243.48063535082906,232.87370838065627,221.42897990351605,215.9213943279527,206.8708377787416,205.20443617012455,197.59052256082828,185.8672749406998,191.07313290537803,196.95257280678177,191.2653770268985,190.62881052622683,186.7328053870942,172.7982463484413,185.6287457700857,197.95683839039626,193.40507048690503,196.24988063663804,194.18384698922935,204.17453862246322,213.69193211684325,210.8332398811243,205.01423816917685,203.37573199518295,205.8103346353997,196.91249171836503,194.0330916046851,187.40420298898184,188.10124450011034,191.4720801040079,194.9566618064701,201.10664025087695,191.65258150178656,192.70306451285958,199.63565983434577,200.27030847012588,188.30795097106477,188.7284458517484,204.78639621242812,203.5162214682941,202.21923214195053
3,1986-04-26 14:41:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-05-12 14:41:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-12-06 14:35:14+00:00,230.60847639205141,228.73169356085987,238.17145231507592,242.8273527707455,240.90140993966784,232.15269682242365,225.10319402177328,221.56136892832367,217.1050507091688,214.30888556272902,210.64172830904798,207.90229963564173,202.1378160423491,197.2363568656133,197.01569467818868,196.8372835537023,201.67009050464898,198.54655731078597,186.70813838508332,183.43027124127795,175.8090309021324,184.43029672628526,192.0435148445464,202.07340709181634,206.1512679305978,211.56025012512953,208.0919894173815,205.765003676157,208.54680354872866,212.60128737343868,205.1230278226619,206.50589856812928,201.08688426442703,192.19300011096428,191.34453827477222,186.8752310357632,184.51779607654183,188.5548519626779,195.47625413779235,195.49840046735702,200.51071740675366,199.94874567286976,190.93828903339278,179.32056889330988,179.01357951591976,193.8214422239707,203.1894976515402,198.20329617638598
6,1986-12-22 14:35:44+00:00,213.52121368181747,,,208.93859692293458,,220.38992856233247,220.64869199238123,213.30270372667744,209.93600524147922,209.0251086704788,201.2564539522648,192.14059097735205,190.43787562033677,192.74611408272264,191.43079026895666,189.87146854429204,182.09762096018403,184.65018018622533,169.3820999783493,170.0144983664053,181.81138790340475,181.10725115655293,193.05032675735237,201.90176795661233,206.88961339839028,207.89792643849398,208.04023512416424,211.90787656605676,212.2404758327911,213.58259138071875,203.03995330669247,202.80134820816326,184.80448966530014,175.17642090205888,,,,184.24029715780708,190.79380230414966,181.81711239982238,156.51908117471675,177.7367451891028,184.83993334954184,169.32095935914433,175.03694206012105,195.0425128190158,194.2049474106347,197.65354958171125
7,1987-02-08 14:37:16+00:00,232.24725805842704,249.43889072263678,264.512976843248,,242.6725251562912,235.23817419310154,219.7531326437023,219.67709911466895,224.53144611359917,211.35519102952034,208.33488214059145,208.78230372554398,200.1551207714977,196.7431469366581,188.6368048289616,177.84987747983783,201.2549775135221,214.18030104814954,171.0297369122427,180.98556915456587,200.92200347136185,194.17278341425148,187.95229235297822,187.60310731192408,193.27043191689143,219.82280870757876,214.14058061379512,203.5664067191145,206.39011168472146,206.2967393604301,202.60986622037413,207.22547304470248,190.50024257293543,187.57268127655934,180.9035862340986,192.35497921281234,182.58958423755055,177.98858956175613,185.3875951171551,189.69566919644745,191.67630994375955,193.45894711771544,188.07027998124403,173.80134646711448,180.12348968428088,195.15435267921214,200.6621333294599,197.1688731379748
8,1987-04-13 14:39:36+00:00,216.65910604327763,190.55628116839495,,165.20999774010406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1987-04-29 14:40:06+00:00,222.0310267268577,216.51533471896082,203.292563949293,205.64356069252872,,,234.91161140390028,230.20223076169628,224.902756459111,219.92458743813575,214.913896226012,216.36198235570873,197.38118114541012,190.45948927849562,212.35682525061713,203.15845376017148,186.4096216687249,187.96122771245024,191.80324451398806,188.172771857101,171.4833336953992,174.05068685956462,185.36544748156984,189.17748311750205,188.15437470566525,190.68847872706553,185.9357230267205,191.52839255457425,204.37198651395838,200.43634981443296,196.7067429566261,191.52881138608765,179.63425033603508,189.01726962638398,179.13602942309112,179.78395274463423,182.90288497004354,185.38409606143847,190.66690798329984,197.46593185153122,199.46776691573692,200.16652411965447,193.31457192380395,181.9419780152236,183.32243249362003,190.97521937442153,201.95077641546737,200.50548568134673
