,dates,jap0254-0000,jap0254-0001,jap0254-0002
0,1984-06-27 00:57:02+00:00,,131.57840634954903,140.99235288991215
1,1984-10-01 00:58:42+00:00,,149.62419257824547,144.2294392633327
2,1985-07-16 00:58:30+00:00,,153.94325137213806,145.39619258747442
3,1985-08-01 00:58:23+00:00,225.7671205877906,158.60184803860807,157.74332825858068
4,1985-11-21 00:57:00+00:00,230.381509081344,156.89160444405871,155.43931799265167
5,1986-01-08 00:56:06+00:00,233.94975705053855,153.68122077016932,143.76906060406685
6,1986-04-14 00:54:02+00:00,216.01542586088505,142.13507507837744,142.5446833725531
7,1986-06-01 00:52:46+00:00,,133.41773733240507,128.98760088427872
8,1986-07-19 00:51:12+00:00,223.1328123568755,158.91572706935824,154.63766112648045
9,1986-08-20 00:50:03+00:00,,155.3983565919407,150.14083791080213
10,1986-10-23 00:47:54+00:00,228.72773313296102,150.8600731554152,147.52464482452478
11,1986-12-10 00:47:12+00:00,,,
12,1987-01-27 00:48:37+00:00,234.81197745481026,154.05359680124803,143.89043794599127
13,1987-03-16 00:50:28+00:00,228.65756860608985,154.9019654701671,147.2756681786626
14,1987-09-08 00:55:15+00:00,,160.7912714989786,
15,1987-11-11 00:56:34+00:00,228.91049095256125,159.32797070412835,150.75789306276
16,1988-01-14 00:57:37+00:00,237.62282181924797,160.25496038750137,149.77594554110837
17,1988-01-30 00:57:55+00:00,,163.43399163436533,159.33964762073833
18,1988-02-15 00:58:11+00:00,233.48733142369076,162.65255397093517,151.88026928872887
19,1988-10-28 00:59:08+00:00,228.76404433223536,152.87398537851655,146.0574592817699
20,1989-12-02 00:52:25+00:00,234.66632959534977,156.02353087531372,146.54586333745414
21,1990-12-05 00:47:47+00:00,234.5575116443726,159.74690954187582,147.81639966624198
22,1991-01-06 00:48:33+00:00,235.53269570580818,162.31845754625544,148.87109071255406
23,1991-02-23 00:49:34+00:00,219.14452706565348,159.2299609475432,155.1679991740349
24,1991-07-17 00:51:54+00:00,215.84575944961932,151.0639051182714,135.63032967723325
25,1991-09-03 00:52:21+00:00,223.59543883771823,151.7059119729105,146.89290988172016
26,1991-11-06 00:52:44+00:00,,148.77261385437242,142.90811397931114
27,1991-11-22 00:52:45+00:00,227.28311229254973,155.758684644273,154.56980576657287
28,1992-01-25 00:52:52+00:00,,151.11832542681995,131.782302458973
29,1992-02-10 00:52:45+00:00,219.80481732149485,144.65896718181932,140.3561402694535
30,1992-02-26 00:52:46+00:00,229.6489579341566,156.19768707799338,144.61575026490624
31,1992-04-14 00:52:34+00:00,,137.02674913436104,126.07300831281671
32,1992-05-16 00:52:16+00:00,215.28094232776306,144.4704286526745,137.53738767497163
33,1992-06-01 00:52:07+00:00,223.62507002840835,154.16378921139614,147.4869433595041
34,1992-07-19 00:51:32+00:00,,148.3866495613807,145.19215646153043
35,1992-09-05 00:50:50+00:00,,144.92477914056207,147.17696975483642
36,1992-11-08 00:49:44+00:00,,150.6338151186115,143.09617783874978
37,1992-12-26 00:50:00+00:00,233.2576740346678,158.957628180859,148.55657044562756
38,1993-02-12 00:50:30+00:00,,,130.35106246654416
39,1993-03-16 00:50:45+00:00,220.61278544766964,149.73408300652386,144.1216410812765
40,1993-04-01 00:50:48+00:00,223.22888822152134,144.99278235627412,140.8515117208167
41,1993-05-19 00:51:04+00:00,,140.40848188032123,128.1077141737436
42,1993-10-26 00:50:42+00:00,220.52024616171445,150.04558755913558,140.7829726096523
43,1994-01-14 00:49:59+00:00,236.2808111750249,158.09077768333628,147.51030812795995
44,1994-03-03 00:49:23+00:00,221.68593833728147,148.1676849743679,147.2960326850121
45,1994-08-26 00:45:38+00:00,219.14730990460987,152.34834578336395,148.29492258649483
46,1994-09-11 00:45:14+00:00,,119.90811258909346,126.63881784866595
47,1994-10-29 00:43:46+00:00,215.99850762371221,147.91580493133986,143.86142184557406
48,1994-12-16 00:42:12+00:00,233.46134660154866,160.77133782392502,150.09413298281143
49,1995-01-17 00:41:05+00:00,265.3016736353007,170.42822321229286,160.2175340756251
50,1995-02-02 00:40:28+00:00,224.41206286929025,154.92916933326183,149.76179757473045
51,1995-02-18 00:39:49+00:00,233.61276576051733,162.34388587352925,154.92703558169103
52,1995-03-06 00:39:12+00:00,235.16248832277176,155.7222393063603,146.80186244943496
53,1995-03-22 00:38:31+00:00,222.54962858505706,147.80559166019492,146.5250679865798
54,1995-04-07 00:37:52+00:00,222.37000918945142,149.36183280813052,144.82806891443167
55,1995-05-09 00:36:28+00:00,216.53648784501308,143.70977253238436,144.88634216708564
56,1995-05-25 00:35:45+00:00,,144.87440134895496,137.9313978170514
57,1995-07-28 00:32:50+00:00,226.37485137944515,158.41875237261212,150.56035774112894
58,1995-08-13 00:32:06+00:00,215.3554212300902,156.11407725452858,147.0792072064343
59,1995-08-29 00:31:21+00:00,222.16253488453845,153.54277845619296,147.6929387144072
60,1996-01-20 00:32:12+00:00,234.7687600735204,160.87012144294818,149.87926783989508
61,1996-02-05 00:33:19+00:00,234.92921415491014,157.62997785974915,150.54876540617045
62,1996-04-09 00:37:30+00:00,228.67019687373403,156.61624469350386,150.58286696414257
63,1996-04-25 00:38:29+00:00,,144.9237239485181,146.92312938308046
64,1996-07-14 00:42:54+00:00,,150.4504242707116,139.52249526572183
65,1996-07-30 00:43:46+00:00,220.2589223931576,150.22889273423718,134.09263043640726
66,1996-08-15 00:44:35+00:00,,143.4930924150953,136.928806928486
67,1996-11-19 00:49:33+00:00,235.49719516624748,161.1487275696607,155.31297977500986
68,1996-12-21 00:51:04+00:00,229.2712703452084,157.48702107219594,149.56252771451977
69,1997-01-06 00:51:50+00:00,222.05302696915663,154.50543095174388,145.49498371646177
70,1997-02-07 00:53:17+00:00,,,
71,1997-02-23 00:53:58+00:00,225.6190427026715,158.90203138955917,161.04016294805484
72,1997-04-12 00:55:47+00:00,229.8285677714286,154.1968407793205,147.2887575446396
73,1997-07-01 00:58:35+00:00,,137.64748351500816,139.36530359846196
74,1997-08-02 00:59:39+00:00,226.92856355050833,153.20292858815762,147.54051702206988
75,1997-11-06 01:02:24+00:00,257.97338694830125,167.71777690411014,151.7375518538106
76,1998-01-09 01:03:56+00:00,225.73999446291498,151.77820403527392,140.67511688137824
77,1998-02-10 01:04:37+00:00,238.30389733819982,160.32968323310578,157.91205573452362
78,1998-07-04 01:06:42+00:00,216.8037677095349,145.2216714819356,140.04856146164224
