dates,nzd0015-0000,nzd0015-0001,satname
1999-08-17 22:10:26+00:00,391.13,,L7
1999-10-04 22:10:38+00:00,395.16,,L7
2000-03-28 22:10:07+00:00,398.49,,L7
2000-05-15 22:09:42+00:00,399.15,447.29,L7
2000-08-03 22:08:44+00:00,397.56,434.51,L7
2000-09-20 22:08:03+00:00,396.95,427.79,L7
2000-10-06 22:07:59+00:00,395.93,439.05,L7
2001-01-26 22:08:07+00:00,394.91,435.92,L7
2001-02-27 22:07:54+00:00,395.72,437.62,L7
2001-04-16 22:07:42+00:00,397.87,427.96,L7
2001-05-18 22:07:26+00:00,399.29,427.96,L7
2001-06-03 22:07:16+00:00,399.61,438.50,L7
2001-06-19 22:07:05+00:00,398.00,436.91,L7
2001-09-07 22:06:11+00:00,398.88,438.87,L7
2001-09-23 22:06:03+00:00,399.60,432.62,L7
2001-11-26 22:06:09+00:00,396.23,430.97,L7
2001-12-12 22:06:14+00:00,391.58,412.14,L7
2002-02-14 22:06:29+00:00,392.02,412.08,L7
2002-03-18 22:06:22+00:00,391.99,410.29,L7
2002-07-24 22:05:50+00:00,399.10,423.43,L7
2002-10-28 22:05:22+00:00,400.34,432.44,L7
2002-12-31 22:05:56+00:00,395.78,428.26,L7
2003-04-22 22:06:19+00:00,397.09,437.05,L7
2003-05-24 22:06:17+00:00,398.14,428.65,L7
2003-08-28 22:05:57+00:00,400.70,433.02,L7
2003-10-31 22:06:00+00:00,394.21,423.30,L7
2004-02-04 22:06:41+00:00,393.91,419.04,L7
2004-03-07 22:06:48+00:00,395.30,423.89,L7
2004-03-23 22:06:52+00:00,395.30,424.27,L7
2004-04-08 22:06:49+00:00,395.99,428.14,L7
2004-05-18 21:58:14+00:00,398.05,427.70,L5
2004-05-26 22:06:45+00:00,398.98,431.96,L7
2004-06-03 21:58:42+00:00,398.98,435.50,L5
2004-06-11 22:06:38+00:00,397.42,435.29,L7
2004-07-13 22:06:34+00:00,397.42,436.39,L7
2004-07-29 22:06:27+00:00,399.35,432.51,L7
2004-08-22 22:00:48+00:00,399.08,430.74,L5
2004-08-30 22:06:20+00:00,398.43,429.07,L7
2004-11-02 22:06:28+00:00,397.46,426.71,L7
2004-11-18 22:06:34+00:00,397.46,425.15,L7
2004-12-04 22:06:44+00:00,395.28,420.47,L7
2005-01-13 22:03:41+00:00,397.07,418.59,L5
2005-01-21 22:06:59+00:00,396.39,419.57,L7
2005-02-06 22:07:07+00:00,394.32,420.54,L7
2005-02-14 22:04:09+00:00,394.79,420.79,L5
2005-03-02 22:04:24+00:00,395.67,424.70,L5
2005-04-03 22:04:40+00:00,396.42,429.02,L5
2005-04-19 22:04:43+00:00,397.19,429.84,L5
2005-05-29 22:07:09+00:00,397.96,430.65,L7
2005-06-06 22:05:05+00:00,399.35,428.81,L5
2005-06-30 22:06:59+00:00,401.03,428.81,L7
2005-07-24 22:05:27+00:00,402.20,427.36,L5
2005-08-25 22:05:41+00:00,401.94,432.05,L5
2005-09-02 22:06:46+00:00,401.32,433.65,L7
2005-09-18 22:06:39+00:00,400.05,431.15,L7
2005-09-26 22:05:42+00:00,400.26,433.49,L5
2006-01-08 22:07:25+00:00,399.96,434.34,L7
2006-02-01 22:07:49+00:00,395.72,434.93,L5
2006-02-09 22:07:38+00:00,396.08,434.11,L7
2006-02-17 22:08:11+00:00,395.83,433.11,L5
2006-03-13 22:07:41+00:00,395.18,430.20,L7
2006-04-06 22:09:08+00:00,394.93,421.53,L5
2006-04-14 22:07:36+00:00,395.42,422.82,L7
2006-05-08 22:09:38+00:00,395.81,424.17,L5
2006-05-16 22:07:40+00:00,396.38,424.49,L7
2006-06-17 22:07:34+00:00,396.99,426.08,L7
2006-06-25 22:10:20+00:00,396.89,423.73,L5
2006-07-03 22:07:28+00:00,396.89,424.89,L7
2006-07-19 22:07:20+00:00,395.63,424.82,L7
2006-07-27 22:10:47+00:00,396.32,424.65,L5
2006-08-12 22:10:59+00:00,398.42,423.30,L5
2006-08-28 22:11:11+00:00,398.62,422.68,L5
2006-11-24 22:07:37+00:00,397.86,427.12,L7
2007-01-19 22:12:30+00:00,400.10,427.20,L5
2007-02-12 22:08:00+00:00,396.43,426.64,L7
2007-02-28 22:08:05+00:00,396.48,421.18,L7
2007-04-01 22:08:07+00:00,394.18,416.34,L7
2007-05-03 22:08:02+00:00,396.54,417.68,L7
