dates,nzd0015-0000,nzd0015-0001,satname
1999-08-17 22:10:26+00:00,391.13,,L7
1999-10-04 22:10:38+00:00,399.19,,L7
2000-03-28 22:10:07+00:00,397.78,,L7
2000-05-15 22:09:42+00:00,400.53,447.29,L7
2000-08-03 22:08:44+00:00,394.37,421.74,L7
2000-09-20 22:08:03+00:00,395.12,414.33,L7
2000-10-06 22:07:59+00:00,393.69,472.85,L7
2001-01-26 22:08:07+00:00,396.45,434.77,L7
2001-02-27 22:07:54+00:00,397.61,428.54,L7
2001-04-16 22:07:42+00:00,399.56,420.57,L7
2001-05-18 22:07:26+00:00,403.53,,L7
2001-06-03 22:07:16+00:00,400.91,470.12,L7
2001-06-19 22:07:05+00:00,389.96,430.53,L7
2001-09-07 22:06:11+00:00,400.42,434.24,L7
2001-09-23 22:06:03+00:00,403.21,407.64,L7
2001-11-26 22:06:09+00:00,386.63,412.33,L7
2001-12-12 22:06:14+00:00,377.67,375.98,L7
2002-02-14 22:06:29+00:00,392.19,430.20,L7
2002-03-18 22:06:22+00:00,400.23,425.29,L7
2002-07-24 22:05:50+00:00,404.87,414.80,L7
2002-10-28 22:05:22+00:00,395.81,450.09,L7
2002-12-31 22:05:56+00:00,386.65,419.90,L7
2003-04-22 22:06:19+00:00,408.82,441.15,L7
2003-05-24 22:06:17+00:00,398.95,424.90,L7
2003-08-28 22:05:57+00:00,394.33,,L7
2003-10-31 22:06:00+00:00,389.35,421.71,L7
2004-02-04 22:06:41+00:00,398.04,416.38,L7
2004-03-07 22:06:48+00:00,398.52,433.57,L7
2004-03-23 22:06:52+00:00,,425.42,L7
2004-04-08 22:06:49+00:00,398.03,443.60,L7
2004-05-18 21:58:14+00:00,397.60,419.55,L5
2004-05-26 22:06:45+00:00,402.69,453.23,L7
2004-06-03 21:58:42+00:00,,456.76,L5
2004-06-11 22:06:38+00:00,389.63,433.82,L7
2004-07-13 22:06:34+00:00,,445.16,L7
2004-07-29 22:06:27+00:00,410.91,397.66,L7
2004-08-22 22:00:48+00:00,396.15,398.64,L5
2004-08-30 22:06:20+00:00,393.87,412.37,L7
2004-11-02 22:06:28+00:00,391.35,423.18,L7
2004-11-18 22:06:34+00:00,397.65,405.57,L7
2004-12-04 22:06:44+00:00,387.39,447.33,L7
2005-01-13 22:03:41+00:00,402.16,445.39,L5
2005-01-21 22:06:59+00:00,391.66,426.45,L7
2005-02-06 22:07:07+00:00,,405.40,L7
2005-02-14 22:04:09+00:00,398.11,422.77,L5
2005-03-02 22:04:24+00:00,401.37,421.52,L5
2005-04-03 22:04:40+00:00,401.69,463.58,L5
2005-04-19 22:04:43+00:00,403.31,437.20,L5
2005-05-29 22:07:09+00:00,,406.18,L7
2005-06-06 22:05:05+00:00,397.15,430.80,L5
2005-06-30 22:06:59+00:00,412.77,,L7
2005-07-24 22:05:27+00:00,400.97,431.41,L5
2005-08-25 22:05:41+00:00,396.34,433.64,L5
2005-09-02 22:06:46+00:00,396.98,432.73,L7
2005-09-18 22:06:39+00:00,391.18,413.68,L7
2005-09-26 22:05:42+00:00,401.93,452.19,L5
2006-01-08 22:07:25+00:00,412.39,442.38,L7
2006-02-01 22:07:49+00:00,375.53,434.98,L5
2006-02-09 22:07:38+00:00,398.22,429.16,L7
2006-02-17 22:08:11+00:00,394.08,426.15,L5
2006-03-13 22:07:41+00:00,392.92,412.83,L7
2006-04-06 22:09:08+00:00,396.45,383.67,L5
2006-04-14 22:07:36+00:00,398.38,430.56,L7
2006-05-08 22:09:38+00:00,398.47,433.61,L5
2006-05-16 22:07:40+00:00,400.96,427.11,L7
2006-06-17 22:07:34+00:00,402.51,440.37,L7
2006-06-25 22:10:20+00:00,395.91,400.16,L5
2006-07-03 22:07:28+00:00,,437.72,L7
2006-07-19 22:07:20+00:00,398.46,441.54,L7
2006-07-27 22:10:47+00:00,403.98,422.54,L5
2006-08-12 22:10:59+00:00,400.46,,L5
2006-08-28 22:11:11+00:00,396.27,419.38,L5
2006-11-24 22:07:37+00:00,387.43,428.12,L7
2007-01-19 22:12:30+00:00,412.38,438.77,L5
2007-02-12 22:08:00+00:00,389.63,420.30,L7
2007-02-28 22:08:05+00:00,,397.54,L7
2007-04-01 22:08:07+00:00,387.27,396.98,L7
2007-05-03 22:08:02+00:00,406.00,424.39,L7
2007-07-22 22:07:45+00:00,402.39,453.59,L7
2007-09-24 22:07:22+00:00,388.39,,L7
2007-10-02 22:10:31+00:00,409.48,450.65,L5
2007-10-10 22:07:19+00:00,399.54,410.42,L7
2007-11-27 22:07:48+00:00,395.34,447.59,L7
2007-12-29 22:07:56+00:00,391.39,417.51,L7
2008-03-18 22:07:44+00:00,396.24,421.39,L7
2008-04-03 22:07:44+00:00,384.87,381.53,L7
2008-06-06 22:07:24+00:00,393.97,427.77,L7
2008-06-22 22:07:15+00:00,,457.11,L7
2008-08-09 22:06:47+00:00,398.73,439.79,L7
2008-08-25 22:06:40+00:00,391.25,410.35,L7
2008-09-10 22:06:32+00:00,385.15,,L7
2008-09-26 22:06:23+00:00,393.66,410.56,L7
2008-11-13 22:06:43+00:00,396.27,423.59,L7
2008-11-21 22:01:05+00:00,394.54,431.65,L5
2008-11-29 22:06:55+00:00,401.05,453.00,L7
2008-12-31 22:07:13+00:00,396.41,432.42,L7
2009-01-24 22:02:55+00:00,402.48,419.47,L5
2009-03-21 22:07:47+00:00,,431.83,L7
2009-06-09 22:08:01+00:00,393.66,411.80,L7
2009-09-29 22:07:43+00:00,388.21,379.55,L7
2009-10-15 22:07:44+00:00,398.20,456.61,L7
2010-01-27 22:08:26+00:00,400.44,438.84,L5
2010-02-04 22:09:23+00:00,376.55,,L7
2010-02-12 22:08:30+00:00,400.93,419.11,L5
2010-02-20 22:09:33+00:00,406.10,419.18,L7
2010-03-08 22:09:41+00:00,400.43,444.63,L7
2010-03-24 22:09:46+00:00,393.47,451.49,L7
