dates,satname,nzd0015-0000,nzd0015-0001
2004-08-30 22:06:20+00:00,L7,391.11,393.57
2004-11-02 22:06:28+00:00,L7,388.41,403.18
2004-11-18 22:06:34+00:00,L7,396.94,400.77
2004-12-04 22:06:44+00:00,L7,387.51,448.13
2005-01-13 22:03:41+00:00,L5,395.57,400.59
2005-01-21 22:06:59+00:00,L7,393.25,437.25
2005-02-06 22:07:07+00:00,L7,,418.20
2005-02-14 22:04:09+00:00,L5,396.35,410.77
2005-02-22 22:07:14+00:00,L7,,
2005-03-02 22:04:24+00:00,L5,399.78,410.72
2005-04-03 22:04:40+00:00,L5,404.93,485.58
2005-04-19 22:04:43+00:00,L5,406.02,455.60
2005-05-29 22:07:09+00:00,L7,,403.38
2005-06-06 22:05:05+00:00,L5,396.39,425.60
2005-06-14 22:07:02+00:00,L7,,374.89
2005-06-30 22:06:59+00:00,L7,417.12,501.63
2005-07-16 22:07:01+00:00,L7,,358.43
2005-07-24 22:05:27+00:00,L5,395.38,393.41
2005-08-01 22:06:59+00:00,L7,,
2005-08-25 22:05:41+00:00,L5,395.16,425.64
2005-09-02 22:06:46+00:00,L7,397.04,433.13
2005-09-18 22:06:39+00:00,L7,388.12,392.88
2005-09-26 22:05:42+00:00,L5,404.64,470.59
2006-01-08 22:07:25+00:00,L7,415.45,463.18
2006-02-01 22:07:49+00:00,L5,368.53,387.38
2006-02-09 22:07:38+00:00,L7,399.57,438.36
2006-02-17 22:08:11+00:00,L5,389.61,395.75
2006-03-13 22:07:41+00:00,L7,391.51,403.23
2006-04-06 22:09:08+00:00,L5,398.39,396.87
2006-04-14 22:07:36+00:00,L7,394.91,406.96
2006-05-08 22:09:38+00:00,L5,401.71,455.61
2006-05-16 22:07:40+00:00,L7,396.67,397.91
2006-06-17 22:07:34+00:00,L7,401.80,435.57
2006-06-25 22:10:20+00:00,L5,395.03,394.16
2006-07-03 22:07:28+00:00,L7,,448.12
2006-07-19 22:07:20+00:00,L7,402.87,471.54
2006-07-27 22:10:47+00:00,L5,400.04,395.74
2006-08-12 22:10:59+00:00,L5,394.52,425.64
2006-08-28 22:11:11+00:00,L5,392.80,395.78
2006-11-24 22:07:37+00:00,L7,382.37,393.72
2006-12-10 22:07:44+00:00,L7,,
2007-01-19 22:12:30+00:00,L5,408.26,410.77
2007-02-12 22:08:00+00:00,L7,391.51,433.10
2007-02-28 22:08:05+00:00,L7,,407.54
2007-04-01 22:08:07+00:00,L7,386.03,388.58
2007-05-03 22:08:02+00:00,L7,402.88,403.19
2007-07-22 22:07:45+00:00,L7,404.27,466.39
2007-09-24 22:07:22+00:00,L7,391.63,390.39
2007-10-02 22:10:31+00:00,L5,408.01,440.65
2007-10-10 22:07:19+00:00,L7,398.48,403.22
2007-11-27 22:07:48+00:00,L7,388.81,403.19
2007-12-29 22:07:56+00:00,L7,388.80,399.91
2008-03-18 22:07:44+00:00,L7,398.30,435.39
2008-04-03 22:07:44+00:00,L7,387.22,397.53
2008-06-06 22:07:24+00:00,L7,388.68,391.77
2008-06-22 22:07:15+00:00,L7,,433.11
2008-08-09 22:06:47+00:00,L7,400.97,454.99
2008-08-25 22:06:40+00:00,L7,395.25,437.55
2008-09-10 22:06:32+00:00,L7,388.74,386.59
2008-09-26 22:06:23+00:00,L7,397.19,434.56
2008-10-12 22:06:13+00:00,L7,,
2008-11-13 22:06:43+00:00,L7,393.27,403.19
2008-11-21 22:01:05+00:00,L5,398.07,455.65
2008-11-29 22:06:55+00:00,L7,396.40,421.40
2008-12-15 22:07:05+00:00,L7,,
2008-12-31 22:07:13+00:00,L7,391.65,400.02
2009-01-24 22:02:55+00:00,L5,401.19,410.67
2009-03-21 22:07:47+00:00,L7,,447.83
2009-05-08 22:08:01+00:00,L7,,
2009-06-09 22:08:01+00:00,L7,390.37,389.40
2009-09-29 22:07:43+00:00,L7,391.68,403.15
2009-10-15 22:07:44+00:00,L7,401.96,482.21
2010-01-27 22:08:26+00:00,L5,402.91,455.64
2010-02-04 22:09:23+00:00,L7,373.67,
2010-02-12 22:08:30+00:00,L5,399.69,410.71
2010-02-20 22:09:33+00:00,L7,403.75,403.18
2010-03-08 22:09:41+00:00,L7,401.96,455.03
2010-03-24 22:09:46+00:00,L7,396.00,468.69
2010-05-27 22:09:43+00:00,L7,390.19,393.65
2010-06-12 22:09:43+00:00,L7,,404.92
2010-06-28 22:09:46+00:00,L7,405.20,412.55
2010-08-15 22:09:49+00:00,L7,400.34,418.19
2010-10-02 22:09:49+00:00,L7,389.45,388.28
2010-11-03 22:10:09+00:00,L7,385.79,436.54
2010-12-05 22:10:32+00:00,L7,384.95,418.11
2011-01-06 22:10:49+00:00,L7,377.34,388.25
2011-01-14 22:07:31+00:00,L5,395.99,455.59
2011-02-07 22:11:00+00:00,L7,382.67,389.81
2011-02-15 22:07:34+00:00,L5,394.68,440.65
2011-02-23 22:11:05+00:00,L7,376.82,394.01
2011-03-11 22:11:09+00:00,L7,396.17,403.18
2011-05-30 22:11:11+00:00,L7,396.89,433.12
2011-07-17 22:11:06+00:00,L7,403.14,400.27
2011-08-18 22:10:59+00:00,L7,397.01,403.24
2011-09-11 22:06:09+00:00,L5,395.49,395.77
2011-09-19 22:10:52+00:00,L7,399.57,439.35
2011-10-21 22:10:56+00:00,L7,393.27,433.12
2012-02-10 22:11:42+00:00,L7,390.34,390.81
2012-03-13 22:11:42+00:00,L7,402.19,403.18
2012-06-01 22:11:59+00:00,L7,391.64,433.10
2012-10-23 22:13:24+00:00,L7,401.66,467.33
2012-12-10 22:13:38+00:00,L7,411.34,476.07
2013-01-11 22:13:44+00:00,L7,396.77,403.19
2013-01-27 22:13:47+00:00,L7,386.69,399.97
2013-04-25 22:19:21+00:00,L8,392.30,403.18
2013-05-03 22:13:30+00:00,L7,397.83,451.24
2013-05-11 22:19:31+00:00,L8,395.09,395.98
2013-05-19 22:13:27+00:00,L7,423.85,493.75
2013-06-20 22:13:13+00:00,L7,403.57,504.17
2013-06-28 22:19:33+00:00,L8,392.91,403.17
2013-07-06 22:13:02+00:00,L7,415.08,433.20
2013-07-14 22:19:34+00:00,L8,403.32,433.10
2013-08-23 22:12:58+00:00,L7,391.45,394.02
2013-08-31 22:19:38+00:00,L8,397.90,463.09
2013-09-08 22:13:10+00:00,L7,390.13,389.50
2013-10-02 22:19:28+00:00,L8,407.64,482.02
2013-10-18 22:19:25+00:00,L8,394.98,435.43
2014-02-23 22:18:20+00:00,L8,397.18,449.03
2014-03-27 22:17:50+00:00,L8,,
2014-05-14 22:17:08+00:00,L8,398.69,419.72
2014-05-30 22:17:11+00:00,L8,394.69,398.81
2014-07-01 22:17:22+00:00,L8,388.85,396.82
2014-07-17 22:17:28+00:00,L8,397.21,401.13
2014-09-19 22:17:42+00:00,L8,415.99,474.97
2015-01-25 22:17:32+00:00,L8,380.65,390.41
2015-02-26 22:17:23+00:00,L8,400.27,448.12
2015-06-02 22:16:44+00:00,L8,389.08,418.11
2015-07-20 22:17:10+00:00,L8,396.93,403.22
2015-08-05 22:17:13+00:00,L8,388.13,395.83
2015-10-24 22:17:40+00:00,L8,396.77,487.83
2015-12-11 22:17:42+00:00,L8,391.62,403.23
2015-12-27 22:17:43+00:00,L8,389.64,398.90
2016-01-12 22:17:40+00:00,L8,373.84,392.47
2016-04-01 22:17:14+00:00,L8,395.24,452.10
2016-04-17 22:17:09+00:00,L8,402.52,463.09
2016-09-08 22:17:48+00:00,L8,397.75,448.13
2016-09-24 22:17:49+00:00,L8,392.74,456.76
2016-10-10 22:17:54+00:00,L8,397.38,463.10
2016-11-27 22:17:56+00:00,L8,388.86,422.56
2016-12-29 22:17:49+00:00,L8,391.80,403.20
2017-01-30 22:17:38+00:00,L8,392.59,398.61
2017-03-03 22:17:25+00:00,L8,388.95,397.83
2017-04-20 22:16:59+00:00,L8,406.08,472.03
2017-06-07 22:17:15+00:00,L8,402.88,457.87
2017-07-09 22:17:23+00:00,L8,377.51,388.19
2017-09-27 22:17:48+00:00,L8,403.56,443.44
2017-10-29 22:17:53+00:00,L8,396.62,463.11
2017-11-30 22:17:44+00:00,L8,,
2018-01-01 22:17:44+00:00,L8,386.83,403.18
2018-02-02 22:17:27+00:00,L8,373.61,403.14
2018-02-18 22:17:22+00:00,L8,379.28,375.16
2018-04-07 22:16:59+00:00,L8,398.41,434.15
2018-04-23 22:16:49+00:00,L8,409.10,478.10
2018-05-09 22:16:40+00:00,L8,405.74,480.18
2018-05-25 22:16:28+00:00,L8,,480.09
2018-06-26 22:16:36+00:00,L8,406.02,456.23
2018-07-12 22:16:44+00:00,L8,402.71,448.10
2018-07-28 22:16:51+00:00,L8,406.13,403.23
2018-11-17 22:17:31+00:00,L8,399.85,467.33
2018-12-19 22:17:28+00:00,L8,399.90,467.26
2019-01-04 22:17:27+00:00,L8,388.84,422.50
2019-02-05 22:17:21+00:00,L8,389.15,395.56
2019-03-09 22:17:13+00:00,L8,392.49,400.82
2019-03-25 22:17:09+00:00,L8,393.74,397.48
2019-04-26 22:16:59+00:00,L8,402.97,439.45
2019-05-12 22:17:08+00:00,L8,,
2019-05-28 22:17:17+00:00,L8,402.15,478.08
2019-06-29 22:17:29+00:00,L8,401.69,473.73
2019-07-31 22:17:38+00:00,L8,396.75,440.80
2019-11-04 22:17:58+00:00,L8,395.99,460.05
2019-12-06 22:17:54+00:00,L8,404.34,457.44
2019-12-22 22:17:51+00:00,L8,396.90,469.25
2020-02-08 22:17:38+00:00,L8,389.01,403.16
2020-02-24 22:17:35+00:00,L8,389.09,397.83
2020-03-11 22:17:28+00:00,L8,380.04,388.27
2020-03-27 22:17:20+00:00,L8,388.85,398.12
2020-04-28 22:17:04+00:00,L8,394.45,398.78
2020-07-01 22:17:22+00:00,L8,417.83,509.59
2020-07-17 22:17:28+00:00,L8,,
2020-08-02 22:17:33+00:00,L8,385.20,403.19
2020-09-03 22:17:46+00:00,L8,396.24,412.54
2021-01-25 22:17:44+00:00,L8,396.04,453.46
2021-05-01 22:17:07+00:00,L8,397.72,403.24
2021-05-17 22:17:12+00:00,L8,394.95,418.26
2021-06-18 22:17:27+00:00,L8,400.88,456.32
2021-07-04 22:17:29+00:00,L8,403.59,495.59
2021-08-21 22:17:46+00:00,L8,395.59,435.68
2021-11-09 22:17:58+00:00,L8,390.99,403.20
2021-12-19 22:17:52+00:00,L9,393.36,403.22
2022-01-04 22:17:52+00:00,L9,385.36,397.21
2022-01-20 22:17:51+00:00,L9,378.15,397.48
2022-02-21 22:17:43+00:00,L9,391.13,399.41
2022-04-18 22:17:25+00:00,L8,371.33,388.23
2022-05-12 22:17:13+00:00,L9,402.77,463.79
2022-06-05 22:17:39+00:00,L8,402.04,403.23
2022-06-13 22:17:12+00:00,L9,397.83,448.12
2022-06-21 22:17:48+00:00,L8,402.79,448.13
2022-07-15 22:17:24+00:00,L9,394.52,397.71
2022-07-31 22:17:39+00:00,L9,,
2022-08-08 22:18:05+00:00,L8,403.83,490.84
2022-09-09 22:18:11+00:00,L8,404.07,423.02
2022-11-04 22:18:00+00:00,L9,400.08,482.73
2023-01-15 22:17:53+00:00,L8,396.24,433.13
2023-01-31 22:17:58+00:00,L8,380.67,433.13
2023-02-08 22:18:06+00:00,L9,390.74,397.46
2023-02-16 22:17:50+00:00,L8,396.66,448.88
2023-03-01 20:19:07+00:00,L7,397.89,468.47
2023-03-04 22:17:37+00:00,L8,393.98,403.21
2023-03-20 22:17:28+00:00,L8,396.05,403.20
2023-03-28 22:17:33+00:00,L9,396.04,403.21
2023-04-13 22:17:27+00:00,L9,396.38,448.11
2023-05-15 22:17:12+00:00,L9,402.80,494.24
2023-06-16 22:16:54+00:00,L9,399.10,444.95
2023-06-24 22:17:06+00:00,L8,402.10,403.21
2023-07-02 22:17:05+00:00,L9,398.58,452.04
2023-07-26 22:17:23+00:00,L8,400.80,468.91
2023-09-12 22:17:38+00:00,L8,415.27,434.27
2023-09-20 22:17:40+00:00,L9,396.44,403.22
2023-10-14 22:17:45+00:00,L8,394.63,403.21
2023-10-22 22:17:50+00:00,L9,396.75,452.93
2023-11-07 22:17:46+00:00,L9,397.63,496.03
2023-11-15 22:17:47+00:00,L8,388.97,397.40
2024-01-10 22:17:52+00:00,L9,389.46,397.63
2024-02-11 22:17:53+00:00,L9,385.03,388.18
2024-02-19 22:17:39+00:00,L8,399.01,451.03
2024-03-30 22:17:36+00:00,L9,388.74,388.24
2024-04-07 22:17:11+00:00,L8,395.70,418.11
2024-04-15 22:17:28+00:00,L9,400.53,448.13
2024-04-23 22:17:03+00:00,L8,396.80,433.11
2024-05-01 22:17:11+00:00,L9,403.81,450.66
2024-05-09 22:16:51+00:00,L8,392.64,392.63
2024-05-17 22:17:03+00:00,L9,397.74,469.92
2024-05-25 22:16:38+00:00,L8,392.33,396.48
2024-06-26 22:16:52+00:00,L8,394.84,400.37
2024-07-12 22:17:00+00:00,L8,403.65,436.19
2024-08-13 22:17:14+00:00,L8,402.59,480.64
2024-08-21 22:17:19+00:00,L9,394.45,399.05
2024-08-29 22:17:21+00:00,L8,405.01,496.45
