,dates,mex0121-0000,mex0121-0001,mex0121-0002,mex0121-0003,mex0121-0004,mex0121-0005,mex0121-0006,mex0121-0007,mex0121-0008,mex0121-0009,mex0121-0010,mex0121-0011,mex0121-0012,mex0121-0013,mex0121-0014,mex0121-0015,mex0121-0016,mex0121-0017,mex0121-0018,mex0121-0019,mex0121-0020,mex0121-0021,mex0121-0022,mex0121-0023,mex0121-0024,mex0121-0025,mex0121-0026,mex0121-0027,mex0121-0028,mex0121-0029,mex0121-0030,mex0121-0031,mex0121-0032,mex0121-0033,mex0121-0034,mex0121-0035,mex0121-0036,mex0121-0037,mex0121-0038,mex0121-0039,mex0121-0040,mex0121-0041,mex0121-0042,mex0121-0043,mex0121-0044,mex0121-0045,mex0121-0046,mex0121-0047,mex0121-0048,mex0121-0049,mex0121-0050,mex0121-0051,mex0121-0052,mex0121-0053,mex0121-0054,mex0121-0055,mex0121-0056,mex0121-0057,mex0121-0058,mex0121-0059,mex0121-0060,mex0121-0061,mex0121-0062,mex0121-0063,mex0121-0064,mex0121-0065,mex0121-0066,mex0121-0067,mex0121-0068,mex0121-0069,mex0121-0070,mex0121-0071,mex0121-0072,mex0121-0073,mex0121-0074,mex0121-0075,mex0121-0076,mex0121-0077,mex0121-0078,mex0121-0079,mex0121-0080,mex0121-0081,mex0121-0082,mex0121-0083
0,1986-01-13 16:09:40+00:00,,,314.76225739171235,312.3134666534341,,311.27013596523517,308.9565300622769,302.184733043751,301.26723293823477,293.7297397691192,293.0889279111558,292.02693623680693,288.9376776531749,287.1667665448644,286.91277801075034,286.23141746510044,284.0073648220951,,,287.33741366442604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.7014758299391,,325.1807285181889,327.1046229179756,315.1721630535006,,,,,,,,,,,,,
1,1986-03-18 16:08:16+00:00,,,285.4205029246522,286.02272385628345,,281.00960783912035,282.54873219644577,280.42510572832356,275.13687932427365,273.1811656428208,274.8068450327847,280.90425264179055,278.54097502795963,274.44711380898724,271.84783631833574,272.20351319552725,274.78034501837703,,,267.9714398684686,,,,,,,,174.23347939960175,,174.08982440320892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.1221123881269,,309.50148216936964,297.23235043896625,306.44494394972304,,163.18752283512652,,,,,,,,,,,
2,1986-04-19 16:07:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,131.36685955932776,128.41153728657378,145.94557754597133,145.1800406048002,126.27154933328761,140.04843654297747,,147.6959457262419,122.7094040277231,,81.67909900230914,,141.42631572558756,158.17604339714583,167.97076030783163,156.42694205811227,166.2986807541981,159.73235783034363,138.1946493643679,146.1495517015429,154.86636188831355,163.20455776514217,138.2761820273705,153.82308737227692,140.8453848056523,138.14909081358624,146.12208058612424,149.17438935979504,160.25415277617697,150.59901612848043,152.02595633277522,137.47479384490254,135.50942738958162,133.36306098522684,131.15660866802614,142.24926862040996,135.5010018491249,136.39362248352342,136.33797900099,140.38126289701137,127.68002944709329,132.31749339207877,,136.99231071643123,,,,139.9730045799523,136.19588459377593,144.00717157148495,153.56087595426936,155.55524964537008,153.1426468554005,158.71374365483155,156.28845568899283,151.69940058829638,150.8161636229441,149.94929854508518,134.50760047044812,120.86923087627575
3,1986-05-05 16:07:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,144.29362988401783,148.6579257799539,144.7143003901489,152.90979452490762,131.7453657094305,145.12376770933597,,163.65217633652063,150.2553168060701,,89.62890089569902,,149.43745776115492,148.42455540520373,169.495084505147,166.30121417748867,170.18976795056923,158.431534537177,153.24742514219153,141.70565198216136,155.29976761415844,170.75257592216073,169.3510648870865,162.2641143574476,145.94912300740108,143.0424373702088,149.14829844804933,151.96756380162088,169.92867033882217,162.67038758942692,165.21669429460863,153.44358160750576,140.43574571994202,143.71939791529925,148.03999790208397,154.6158187317913,151.8849545737471,150.47182272589615,148.74289532427906,164.608140147974,157.2777184703275,145.64938600280098,,161.05455301237944,,,,155.78624559905802,154.07583627868866,154.42130065519746,161.85980155534602,164.06742375050635,163.9430418234708,165.09195129524397,161.21606209991495,160.63670656555684,159.47685573721773,155.97794340371942,139.8042640315764,129.51368451194088
4,1986-09-10 16:02:57+00:00,236.53618352987186,238.0947509740787,245.056523060101,243.12489031582209,228.8890226443099,239.32559626464408,,,,,,232.24753593177525,224.11626155977004,228.42675463971764,234.56615634682393,237.1809141352401,231.0112317523878,227.5910769825021,231.8781165258949,230.6318196385853,232.03305894055583,231.49694365333315,233.5063034340558,230.9437887897814,227.97652886738135,231.97163130503174,241.27705823413277,235.61993252246796,237.44371255144674,,243.79272562815066,249.8349595780796,246.88785044230355,253.96142158906753,249.11289051849522,250.37158483187247,249.87195451948054,,244.89323538228416,245.23722965552662,243.62671541953117,244.9944426237919,239.82693046249167,243.9684144933486,246.50356354848992,250.7584686954752,241.85528388217818,243.773784051119,235.90139140771788,244.00518971761707,236.713260141926,242.10422153515134,234.79852549028698,236.8040981315095,237.6531826674696,243.988068514925,245.25380988000103,241.09591230655423,236.79534963852132,234.45922941927287,229.17025986169702,230.1184789415636,244.3726828321796,,252.63766432096915,253.13990844742764,265.298865218904,269.22939091608197,268.42238567282186,260.2825711346133,267.19642811059975,257.7468687030036,255.78715430025258,246.04385913253867,245.33834957286325,240.9163521766289,239.55755069817945,238.88451377373687,239.6293212646166,240.31165765106417,241.79711633109522,238.7071090518918,236.11688843613356,232.9310129069234
5,1986-09-26 16:02:27+00:00,252.22982164353877,254.57017030789444,253.4504525109444,254.03284338349735,245.25466309230265,255.66531971518737,249.36895281346483,,239.67482060772238,,240.11155277829323,240.1452416828871,239.98670742417173,242.57863959954557,242.64426433935648,243.49047311223978,237.53743864009127,240.18204232799815,240.74916224280523,242.8662337585709,245.35745565871687,243.8721506602694,244.71460385562472,246.03708567292043,241.70885673970693,242.71237544648932,248.13296013489625,252.6174760115723,258.62126849828235,,249.88636081717462,254.32527513200966,256.09282608694514,252.4868655227714,251.252412914093,249.1818584708468,251.52402714418292,,252.73568406882123,250.813014560653,248.51284783781068,241.26981409877277,243.50818771520323,248.93181888893216,250.82266388102266,253.4451564293619,250.3969878973657,246.08898314254054,246.04830072779524,247.997137603562,251.98348010826217,254.32695938134663,243.3431933819574,242.22754171961452,244.16968439056564,249.15650974021995,250.71089823309904,251.4855250694215,243.71405927903493,242.31831468249754,244.97682670431607,247.54631803569717,250.7358744450225,250.8898132417195,257.39817829479955,266.885847314643,269.44621192609407,268.7790218131385,275.46844072194796,268.0802814595123,271.67205550502337,266.39112407760825,265.2060639317118,261.00695451264954,261.930561030197,253.01846606936007,246.8031191389405,243.34863839579535,241.55654332920176,241.53763119187602,244.16986685155516,240.49910016744286,237.3627879589426,234.6826363044378
6,1990-03-13 16:02:52+00:00,275.44523625028404,276.53108212412525,275.91099753381536,280.55322239638616,,282.2804592744411,284.8558241123228,280.9263785734582,274.65113827068205,276.5879775878666,272.4436426113499,268.6649685491304,257.1331110051787,254.55589926581396,255.4112082458951,260.6994102502358,253.5165406581426,253.28819336243882,255.1676065946464,255.4630554963268,258.466950532771,261.3116448451011,264.94165376935075,267.15849422495546,260.50077987644937,258.27697560716575,268.4646590180308,275.72478138843474,274.4683526656144,,272.0898204139697,274.3444893743802,278.80465802365666,277.29148508051196,280.2584682158111,286.6839295956214,285.80511287328574,,280.3337755402815,273.8931529151498,275.2727597567072,270.20374983229453,271.4241585886903,268.0882307739427,267.0362184788998,263.85164103063795,270.5792829897235,265.4694027123282,266.5844010396156,266.6724842849776,267.4027368202054,266.43796092417466,268.7745973638496,262.8133602521074,263.904819664588,271.6959841022207,272.1015319216499,270.0815332091806,267.54114064029045,274.36128648706546,271.14148523181103,270.80255000568826,270.0241802467953,282.93593352691096,276.31257227696597,280.5278258253713,286.54695635386975,295.83826512416346,294.8084094967463,297.77401152950415,290.8389232083902,285.16614007009554,278.6722712005455,281.1556384611682,278.24503355005237,280.44928744515687,272.85913533563684,267.1991179285486,266.089253968576,262.09455166720267,267.04765415149024,265.81992711830003,256.9539263015338,254.03010954393844
7,1993-01-16 16:03:54+00:00,254.95236251306778,252.91208159365792,249.24954100877648,248.65786320068702,249.84079605843658,258.08348333045024,259.94134939619306,250.98085448191515,252.68067880444246,252.54988436140061,248.74221451872177,251.80082408887438,252.30435387370107,257.2199976110723,256.98426050417464,255.9781084646086,253.95762629063358,258.7772884507319,256.8042584167924,254.05297710475605,259.5272632386301,253.8605121602606,253.70981999225972,252.28936265504214,252.75040092874528,252.93539138102673,260.25515510761625,265.6501152710771,262.6925183405763,,269.8997167657139,268.8646037263708,266.7647509716901,268.08284310295824,267.13398109718634,271.2590081713657,273.23062658460367,,274.24497165378443,274.11852539016854,268.71660353616556,266.44105426815725,270.05861293406235,271.9596245465307,270.91653935019076,269.33970805726636,268.58218053458575,270.21882419655896,264.61201911791983,265.6012003116585,263.7001516719406,265.63409092964787,264.121466488658,267.29220782006655,261.63894690850384,260.55610791336596,261.4372488761344,261.3399796305168,262.87074017112707,262.68802918624175,262.96568070355914,262.7431047580687,264.4247395054108,267.1240845386122,275.52702191216423,275.7196109431463,279.9894587878435,287.5129155563764,286.24405920384146,276.41078350488135,269.928058551348,271.933191375299,276.0329586090426,266.2746191744405,257.29440595454736,257.4971568621146,256.7247009714558,252.55308641088942,252.67191853385478,249.33680423010244,250.18025672299868,245.97725155690944,246.81273939253765,240.64644710255132
8,1993-02-17 16:04:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.54065184707665,,,,,,,,160.4450752716879,,,,,,,,,,,,,,,,,,,,,,,,,,,261.17320798510167,270.32996052852366,274.0662611667178,282.4702614516376,280.1634509839615,281.4458518275552,272.4255824065901,273.21577279254,,,,,,,,,,,,
9,1993-03-05 16:04:22+00:00,241.60686291822813,236.7885006324699,238.22812066167057,233.07574503919665,237.99832917364998,,,,,,,,243.18412769927298,244.1948157878156,241.76252739411544,242.90851417808238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.34825751698,269.8594366037319,278.444085188431,280.2087256906663,282.31809488028983,274.4002772037803,272.0074217932007,271.43694295360154,,,,,,,,,,,,
