,dates,nzd0130-0000,nzd0130-0001,nzd0130-0002,nzd0130-0003,nzd0130-0004,nzd0130-0005,nzd0130-0006,nzd0130-0007,nzd0130-0008
0,1999-08-19 21:58:28+00:00,249.85822721078318,277.3313931856392,258.16275319376393,241.54342440804714,238.95822386590987,,221.28526165726095,,226.69436899942568
1,1999-08-26 22:04:44+00:00,273.96537539034694,286.1983797157026,261.3008181158136,250.85239052620096,,,247.6521253440662,,240.20431151995078
2,1999-09-27 22:04:48+00:00,301.62805748499767,282.15871751464357,261.3403275721154,244.88359311613542,243.2008858226699,236.20538722659944,,235.2765427381155,240.9355426386865
3,1999-10-13 22:04:48+00:00,311.64970494820534,290.91073418946667,263.3506085119956,251.7526936772687,240.82538479611227,244.84773860117426,229.59884228646385,230.6146942521269,240.07607793784587
4,1999-11-14 22:04:42+00:00,284.6583033847048,279.8007380731336,259.0210518374118,244.70393903885275,240.89279221860932,240.932063790121,,225.51752370217375,233.76489634766864
5,1999-12-09 21:58:33+00:00,,,241.56657222400705,239.50498538802012,242.39915754234607,244.65132105616743,,,243.15046763357267
6,1999-12-25 21:58:28+00:00,307.43719924219954,281.4440143804493,250.76683483115215,241.20565871111307,246.88211441944867,232.93613978921096,,235.41362369043185,241.17372673991295
7,2000-02-11 21:58:22+00:00,287.1623997624601,276.72636923942986,264.9446005532099,253.29849000788556,247.95499615491408,247.22186320805332,240.0224114083627,,250.4382777324147
8,2000-02-27 21:58:16+00:00,266.91977327173504,268.07948662050194,263.878357244188,254.54135527453712,257.79709283077625,255.10849988422314,,,
9,2000-03-30 21:58:09+00:00,,271.67863834823004,261.1259457404829,256.9274351624787,261.4969591790746,259.9337415926473,250.0838121393214,,
10,2000-05-17 21:57:43+00:00,274.691173435283,273.512613410702,261.28668061352676,254.89923844323417,,,246.8770411207057,,254.36844970029233
11,2000-05-24 22:03:46+00:00,284.16422984970285,270.80524578841096,257.1936955770713,242.6184946500138,249.83932128099676,243.2574290619558,234.854361842762,,243.58829681250737
12,2000-06-18 21:57:27+00:00,,273.7474095756632,254.84120897159374,241.84094317390753,241.32678431278052,243.30973327300475,,235.8875166254006,242.27959368761444
13,2000-07-11 22:03:17+00:00,,,,217.35548389256783,221.2778152983683,223.47273673019862,,,
14,2000-07-20 21:56:59+00:00,,,,,,,,,
15,2000-08-12 22:02:54+00:00,233.13348892545014,,247.36700397924778,230.91127158250467,230.415787951817,231.68042069506237,,,239.56410822475237
16,2000-12-11 21:56:00+00:00,264.16608620754073,252.94206771284962,,229.04741058422368,230.82220815373202,227.78473726012987,219.2953195480851,216.22417120964974,223.51543133176705
17,2001-01-03 22:02:12+00:00,,,261.8710156482247,243.81496374036476,240.21997007086392,,,,
18,2001-01-28 21:56:08+00:00,315.3466937242877,271.9138863333387,256.65712575208136,240.96182854142322,244.7076298540351,241.77570044009872,229.67353029082548,230.77081161339132,232.06935617865614
19,2001-02-13 21:56:03+00:00,283.6371763714417,266.53387443762944,248.68718776841388,243.22000206604642,239.88425883557187,241.3968078284461,,229.07112683127798,231.6420495837783
20,2001-03-01 21:55:57+00:00,244.48981572711773,,228.02026511284294,239.98075360217283,241.86151947671803,240.21438058983583,,230.11900503695543,229.93010536228763
21,2001-03-17 21:55:52+00:00,,264.6756214027544,250.2720395383209,240.45396389213755,236.3562799196946,,,218.36034055344106,237.88533843907712
22,2001-03-24 22:01:59+00:00,268.3209373897976,263.9233213001154,244.30887681866545,238.14127992015338,230.78623028928976,233.89582899405792,,220.99482854824976,226.67586776080125
23,2001-06-05 21:55:16+00:00,264.8323902027557,266.00536304996984,255.17388944567324,231.68238318371942,233.61555604378728,226.77525679632987,,216.95014136753645,235.26604613294893
24,2001-06-28 22:01:09+00:00,,,267.37093507053874,230.9260139608565,228.61662281579783,222.8184341746104,215.26927535564505,211.5536652333287,245.2195411610285
25,2001-08-08 21:54:37+00:00,279.8789243629393,272.74805006352125,,243.20778593723324,235.4165454080301,230.66780423291047,225.83668757702844,229.63535859099568,235.3923046548054
26,2001-08-15 22:00:38+00:00,,,282.49643862434783,,,183.53349506614154,,201.47652247709001,
