dates,satname,nzd0077-0000,nzd0077-0001,nzd0077-0002,nzd0077-0003,nzd0077-0004,nzd0077-0005,nzd0077-0006,nzd0077-0007,nzd0077-0008
1999-08-26 22:04:44+00:00,L7,315.27,330.40,334.01,341.07,346.12,346.31,347.70,354.82,351.05
1999-09-27 22:04:48+00:00,L7,304.72,310.09,316.59,321.58,328.85,331.28,335.87,344.80,336.23
1999-11-14 22:04:42+00:00,L7,315.59,331.02,319.49,329.92,332.42,344.50,339.17,353.61,346.69
2000-01-01 22:04:37+00:00,L7,336.54,332.00,330.43,330.38,334.73,345.36,342.92,355.56,349.18
2000-01-17 22:04:35+00:00,L7,341.28,335.75,329.57,327.84,336.19,343.77,348.52,358.99,355.54
2000-05-24 22:03:46+00:00,L7,307.30,330.46,329.63,326.54,335.24,334.82,336.03,350.87,348.37
2000-07-11 22:03:17+00:00,L7,,305.36,,,,,,,
2000-08-12 22:02:54+00:00,L7,334.34,340.54,342.17,348.73,346.19,344.95,347.38,360.60,356.98
2000-09-13 22:02:26+00:00,L7,311.48,320.11,318.54,327.41,327.53,335.29,335.38,345.69,343.84
2000-10-15 22:01:56+00:00,L7,304.23,312.88,315.95,316.96,320.54,328.97,330.39,341.75,344.55
2001-01-03 22:02:12+00:00,L7,326.45,326.69,326.51,327.17,333.71,334.09,333.83,354.43,346.62
2001-05-11 22:01:45+00:00,L7,303.67,314.12,316.73,323.67,328.11,325.73,331.52,,346.76
2001-06-12 22:01:24+00:00,L7,298.19,,320.09,321.86,325.28,324.11,328.21,342.23,344.76
2001-08-15 22:00:38+00:00,L7,337.56,339.18,346.64,349.76,348.94,349.26,357.97,367.23,361.35
2001-10-02 22:00:04+00:00,L7,314.10,318.29,321.29,327.83,328.84,325.15,334.29,349.95,345.44
2001-12-05 22:00:18+00:00,L7,304.95,311.59,313.73,316.94,317.64,321.50,326.14,334.06,333.43
2001-12-21 22:00:29+00:00,L7,304.83,312.56,312.51,319.63,326.96,332.73,340.09,346.95,345.18
