,dates,chi0248-0000,chi0248-0001,chi0248-0002,chi0248-0003
0,1985-07-27 14:08:29+00:00,215.53411781433675,206.96050896484155,204.17934464178703,218.91070724254638
1,1986-02-04 14:05:35+00:00,234.80154259670678,226.37007951617935,216.25440735520593,214.22105574972576
2,1986-07-30 14:00:52+00:00,213.80219413814365,207.72154586617148,197.65412982764914,196.7652914148373
3,1986-08-15 14:00:17+00:00,215.2057616597727,207.99885117008608,199.16772592632555,204.74880050836475
4,1986-08-31 13:59:41+00:00,211.17875517192272,211.1017996686194,192.8510510817126,202.63933689916797
5,1986-09-16 13:59:10+00:00,222.72920502766172,212.58545551459798,200.512685317118,212.5062805232102
6,1986-11-03 13:57:34+00:00,217.44902994204085,207.04214678850929,198.0836676746532,207.77634321364903
7,1987-01-06 13:58:06+00:00,228.88267135507465,211.80800057173633,210.95284187770446,202.75932111745942
8,1987-02-07 13:59:09+00:00,240.36174009644097,223.83234019514592,220.1466904654892,214.2586097925832
9,1987-11-06 14:06:32+00:00,221.96198438676615,208.12489395713183,205.23664503162811,209.3861515602053
10,1988-04-30 14:08:52+00:00,244.66721341257522,232.1445389245322,230.4904113743004,226.98535299055152
11,1988-06-01 14:09:09+00:00,235.3932461515162,223.79484910817519,228.01413908956388,227.15493111846976
12,1988-06-17 14:09:14+00:00,225.71124667498145,222.47469043757422,226.96714613221525,222.94998708896472
13,1988-08-20 14:09:24+00:00,220.50851210632698,216.23992779510783,218.22849415943423,221.63144999685653
14,1988-09-05 14:09:27+00:00,214.69656700358908,212.20371925900244,213.99242078514746,219.77543190733175
15,1989-05-03 14:07:25+00:00,229.68916884818134,232.05707575323288,225.36975295105813,229.87152359252792
16,1989-08-07 14:05:33+00:00,212.80652752244055,213.672468405336,221.1910363480601,208.24207648317767
17,1989-08-23 14:05:11+00:00,211.81504133961374,214.30778099461742,226.27862283347358,219.4166258695888
18,1989-09-24 14:04:23+00:00,220.13097517045463,214.2261224346659,217.15120346484636,218.7945971576222
19,1990-02-15 14:00:08+00:00,235.42962680334804,224.46926925199023,224.77396202077972,221.6369103386942
20,1990-07-09 13:58:47+00:00,214.6627352114009,211.92787619137414,213.04335742326882,207.130116551064
21,1990-07-25 13:58:43+00:00,218.94662348003087,214.64992000140197,217.92308099189069,214.4239878187872
22,1990-11-14 13:58:09+00:00,211.67902805988422,203.97043757042275,205.95786147561267,204.92211832398064
23,1991-01-01 13:58:31+00:00,219.2174256605877,216.40720313843815,219.2068235137676,221.28366207353383
24,1991-02-02 13:59:12+00:00,228.45923958009152,218.575108870136,221.11774069197028,219.10174772373603
25,1991-09-30 14:02:37+00:00,218.16652419043717,215.52149876205658,219.0128410706159,211.18528220588232
