,dates,mex0450-0000,mex0450-0001,mex0450-0002,mex0450-0003,mex0450-0004,mex0450-0005,mex0450-0006,mex0450-0007,mex0450-0008,mex0450-0009,mex0450-0010,mex0450-0011,mex0450-0012,mex0450-0013,mex0450-0014,mex0450-0015,mex0450-0016,mex0450-0017,mex0450-0018,mex0450-0019,mex0450-0020,mex0450-0021,mex0450-0022,mex0450-0023,mex0450-0024,mex0450-0025,mex0450-0026,mex0450-0027,mex0450-0028,mex0450-0029,mex0450-0030,mex0450-0031,mex0450-0032,mex0450-0033,mex0450-0034,mex0450-0035,mex0450-0036,mex0450-0037,mex0450-0038,mex0450-0039,mex0450-0040,mex0450-0041,mex0450-0042,mex0450-0043,mex0450-0044,mex0450-0045,mex0450-0046,mex0450-0047,mex0450-0048,mex0450-0049,mex0450-0050,mex0450-0051,mex0450-0052,mex0450-0053,mex0450-0054,mex0450-0055,mex0450-0056,mex0450-0057,mex0450-0058,mex0450-0059,mex0450-0060,mex0450-0061,mex0450-0062,mex0450-0063,mex0450-0064,mex0450-0065,mex0450-0066,mex0450-0067,mex0450-0068,mex0450-0069,mex0450-0070,mex0450-0071,mex0450-0072,mex0450-0073,mex0450-0074,mex0450-0075,mex0450-0076,mex0450-0077,mex0450-0078,mex0450-0079,mex0450-0080,mex0450-0081,mex0450-0082,mex0450-0083,mex0450-0084,mex0450-0085,mex0450-0086,mex0450-0087,mex0450-0088,mex0450-0089,mex0450-0090,mex0450-0091,mex0450-0092,mex0450-0093,mex0450-0094,mex0450-0095,mex0450-0096,mex0450-0097,mex0450-0098,mex0450-0099,mex0450-0100,mex0450-0101,mex0450-0102,mex0450-0103,mex0450-0104,mex0450-0105,mex0450-0106,mex0450-0107,mex0450-0108,mex0450-0109,mex0450-0110,mex0450-0111,mex0450-0112,mex0450-0113,mex0450-0114,mex0450-0115,mex0450-0116,mex0450-0117,mex0450-0118,mex0450-0119,mex0450-0120,mex0450-0121,mex0450-0122,mex0450-0123,mex0450-0124,mex0450-0125,mex0450-0126,mex0450-0127,mex0450-0128,mex0450-0129,mex0450-0130,mex0450-0131,mex0450-0132,mex0450-0133,mex0450-0134,mex0450-0135,mex0450-0136,mex0450-0137,mex0450-0138,mex0450-0139,mex0450-0140,mex0450-0141,mex0450-0142,mex0450-0143,mex0450-0144,mex0450-0145,mex0450-0146,mex0450-0147,mex0450-0148,mex0450-0149,mex0450-0150,mex0450-0151,mex0450-0152,mex0450-0153,mex0450-0154,mex0450-0155,mex0450-0156,mex0450-0157,mex0450-0158,mex0450-0159,mex0450-0160,mex0450-0161,mex0450-0162,mex0450-0163,mex0450-0164,mex0450-0165,mex0450-0166,mex0450-0167,mex0450-0168,mex0450-0169,mex0450-0170,mex0450-0171,mex0450-0172,mex0450-0173,mex0450-0174,mex0450-0175,mex0450-0176,mex0450-0177,mex0450-0178,mex0450-0179,mex0450-0180,mex0450-0181,mex0450-0182,mex0450-0183,mex0450-0184,mex0450-0185,mex0450-0186,mex0450-0187,mex0450-0188,mex0450-0189
0,1985-01-16 17:12:01+00:00,,,,,,,,,,,,157.69497384319087,,,,,,,,,126.00090163609356,,,,,,,,,,,,,,,,,,,,,,,229.06802790191867,270.63015765109685,,,,,,,,,,,,285.8759597106347,,,,,,,,,,,,,,185.93685519875703,236.50779741675908,255.65292005484227,273.1072974734433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.9733211584638,371.50899447269427,367.51067566145105,361.0761786871511,362.0741661028886,363.7363072664029,358.2295632383147,352.79471097103504,350.40229863154946,348.27925864650126,350.24760983002795,354.37276926326103
1,1990-03-12 16:56:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.3301502482266,326.69237962517815,319.2268867425221,312.45542433463385,309.3445908836594,299.0227976005172,302.32523208052004,292.25754893872545,294.1756160504304,290.3920195484151,290.9482994390792,287.0765076969244,292.0925656509097,287.07012344912755,277.61581872313684,280.0339484338246,281.2998640275775,291.814457078478,287.1856373430791,263.46446184965424,230.02676683219448,,,,,,,,,,,,,,10.452054777932617,,175.12444683018867,224.13089232088637,257.59118126932765,257.83742175448117,258.39542115285593,268.4217864473302,293.3981615561343,309.0525646822227,329.03868196994307,337.49443980083856,354.58674820714884,366.2876755534751,373.3343410999033,388.66591875924934,402.92276283787976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.00715822110095,388.46834456803794,377.8903539463704,369.2462336589257,361.5021340667578,367.95093921017525,370.6496419683843,362.9925258032632,369.23003907936527,363.32118895745805,355.58663433838547,344.783084130785,359.8952738230292,356.174375228434
2,1990-04-04 17:01:42+00:00,,,,,,,,,,,,,,,,,,,,,,,383.0265785331362,365.53266804245806,368.4677584273168,371.5839577433138,361.5449601325521,355.9264950112044,347.1833837854424,337.9698167991411,334.315551153175,326.0329527328787,319.44621191927143,309.8121431031675,310.4904762561267,310.1528335254721,302.8446580241209,302.6808742968437,294.30969267943937,295.0718865191666,297.37734135505355,285.9384090363752,287.8606347020577,284.94925021219257,281.2363857316906,280.532287931938,275.73942732925263,271.8843464240535,269.23892126723877,273.6631924094482,280.5094458033164,279.63646493317754,251.35182661254734,207.88577760025166,,,,,,,,,,,,,,,110.87676507766031,175.95726144280795,218.17370177358464,238.6251895080721,253.3577266058881,263.424259722745,272.6777512151523,286.60096879009006,295.25008318067637,304.71944912204356,324.9199114949903,347.3093233850027,361.6160220993603,372.9695285308124,390.71919843173634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.1266979629091,369.25702474656833,361.26165697004313,354.3127052184069,354.3413157350051,353.6360195436084,348.9643557154586,345.2289562905143,337.0213350122336,337.832125307819,332.0801664716387,337.54381075607887,344.6773398992831
3,1990-04-20 17:01:55+00:00,,,,,,,,,,,,,,,,,,,,,115.43841206242755,,383.88078920986055,371.5159838470397,373.0619189119191,363.7122463972089,360.16869961494814,355.4251130123933,349.2351986637671,339.31385165604496,335.677283640783,326.2808144661482,323.10984155437006,318.2299386252618,314.37110414057884,310.00868411261473,301.0386259731524,299.02884820553,288.1863082199726,289.54592160813667,293.1753195159336,289.2342599218766,283.37291600370827,283.99683429923726,287.568351982171,281.60741304117016,281.8417068695627,271.43088967810854,266.3078322697604,272.45527506357007,282.0932930279265,278.2043537021404,245.01494232056712,203.33931737099388,,,,,,,,,,,,,,42.60710533992564,105.21307657285192,155.7740927414849,186.21101558320214,223.72728275750595,239.01392244814747,254.86662381354685,258.173550667335,278.5547045448954,289.1706095260049,315.43406937864836,337.22973804158784,355.1894402129987,364.6462823224095,371.6745828735946,387.21539289862784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.65077858201107,378.06981796929256,360.59506506495785,352.6666445927878,351.89192696431473,352.00572152989855,356.52135393157266,350.8894673273729,347.11552110504897,335.5394805978077,336.6446054029434,341.2957371406605,345.02905791430186
4,1990-05-06 17:01:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0789055147631,363.49242680090043,359.86016019184297,345.89477576335446,341.5996084596741,337.8621773365503,329.722302666393,325.2407736713297,318.463843925149,316.2750911871043,306.8319875787255,309.68334752517455,306.4082073357663,300.152253169218,303.97102265689176,298.0410884695509,296.0732608658586,289.45353278658627,291.089615770181,286.7391737189007,282.4918249421062,278.6959856100359,278.8337067166969,282.0730101201136,287.1058908972214,282.85831685350547,246.570519102592,203.78559143137602,,,,,,,,,,,,,,28.871298373748978,87.02672969772749,141.90245482714474,195.52803546360883,237.36237679773697,255.3869244079039,267.2944971764599,277.2514668222581,288.2633861736148,301.9123103198408,318.0328650545862,334.64249867007493,357.0902370286775,365.9546418604799,379.1662800140205,396.968046289635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.7928960748775,388.2814401701508,375.3116970313322,368.65134553150756,366.6135788422033,366.8457860658252,367.145340827859,366.8302182882471,365.2550889717463,359.98099517364443,352.8219669969631,346.3516323674447,344.9774131564487,352.9263937873135
5,1991-03-31 16:57:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.8475586867734,328.60946203061246,326.53755263536533,322.86502216261067,319.6813278906939,312.75566965845337,304.94749795663506,300.7390507888997,296.4742045148103,289.71620635411546,287.1561526065221,282.0637574840686,279.59693447755495,276.81232274316255,278.90055043836594,274.54181179403605,262.5082479343145,257.6554889365602,250.9830406742497,,,,,,,,,,,,,,,,,,,,1.2226871044350864,61.32537087791594,,,,,238.560236140084,267.6810716043655,276.38363934738237,286.6831650782401,291.2113174681369,308.2790016286361,317.69628855673716,326.8105945588175,343.61382670711174,365.27887645824205,386.66206549715577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1992-09-09 16:57:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.42263367025853,,,,,,,,,,,,,,,227.1681242677343,236.00962352255732,,,,62.528601167609565,,,,,,,,,,90.80874043197605,105.99829700669945,123.37352157869844,,,,195.3874269621307,212.67477068770435,,,,,,,,,,,,323.1158429596379,,,,355.9910383127171,361.6272857896453,388.9964629132978,383.52523655769716,389.91687282914137,402.2470513551554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.1162006655229,385.82860418185464,387.56578264152813,377.8280152383203,381.42422657895554,385.4544048449871,380.31773776524386,381.67150395499704,374.6598844902015,376.3529694732641,372.48064839376156,371.36626075737547,370.0760973222881,,,347.0885442849482,,340.11412146646865,,,,,,,,,,,,311.6746069719894,301.7829949650717,,288.3044761567005,293.22888396454823,293.8446575152034
7,1993-01-15 16:57:08+00:00,,,,,,,,,,,,,,,,,,,,,,,325.4334685371968,316.0630392582555,307.67369953770077,296.60340420712134,283.4439843077169,289.7930965023964,284.42625852070154,282.96865930924054,269.4108053503091,267.01366293070936,261.6308316401342,259.0158713818258,250.6009748082762,245.29737497166963,239.37167453209304,237.42588499270227,240.07460800832797,238.28080530258734,240.97843640406668,238.5752416508507,243.54403572022142,242.4765787290492,253.75279942346137,250.88383290749135,264.46597483647787,273.9830842622302,287.1375868330426,293.955386085265,303.563790621694,326.9743104146652,326.507462499699,332.53801002149754,324.62586813294746,302.97455242360604,291.96907787637554,,,,,,,,,75.66844383865289,106.65087646246197,166.39577691316302,179.66032756610588,,185.48776153710878,198.03904907809925,206.53756937823272,216.85450549578175,240.37919003774724,253.80153161884195,237.42823367166773,256.58334011903787,279.9158846483216,285.163674610779,286.09108541351327,298.6326357281845,307.4117394535899,314.4845682690507,327.4861273088259,334.70902051458523,350.31037720911644,362.4083030571543,365.53541936848245,379.6277964264663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.5230471018379,384.8837234544561,382.50759644798353,372.04679040260856,368.618164090517,360.1229803053467,355.18782169909707,343.36879358690237,340.56733483196484,340.9662077942825,344.65292300300587,,,,,,
8,1993-01-22 17:03:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.9379558309153,257.09136963168197,247.752379462609,246.21244264681002,243.5652824684376,236.65600637668456,242.25867147489606,244.2481634605967,241.36867442459902,245.80139377320495,250.49042009070808,257.27516870608815,263.01934810119644,267.36431862625614,283.2363156789145,288.1023982638152,299.8270303966854,317.86132667129726,322.9968078237612,320.0312236489982,328.7942295366256,331.3686855414231,311.8888929007202,285.1550951793608,,,,,,,,,61.328166913563905,98.81545935418286,152.0170429128241,163.7975205719244,,189.81722162701087,196.09742165424615,205.65493811530277,219.02426054800043,235.65877535035116,232.3391655518128,,,,,,299.75380838774737,308.6614401840685,319.4492985123578,330.74132647107217,341.6018930208419,355.0276692492247,369.5435925531278,376.2798645463375,385.62444135754873,391.6853341405988,404.72957026872194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.7465520773265,390.8148953082283,386.3096710649057,382.6899506549273,378.5548287887887,376.85576274936363,371.76788174982363,365.8993639502274,361.7029116090462,357.00290304856173,347.967626218589,338.6122283793827,343.5455837158558,346.3984798365507,344.09747840484533,343.19721590787213,346.93587442275856,339.8680552241757,322.08002418867994,319.5267358203428,336.4309222784398
9,1993-02-07 17:03:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.08594899669356,249.86194430136302,249.05692280183277,245.1284448916597,245.11876848048104,240.9951140725863,241.3929020247787,238.49799110369736,244.6078284712973,242.296464428447,249.7583783881142,253.48383923906084,265.12810638018357,269.81959802305016,281.9551669908201,291.54695713621015,302.12181106410924,315.1889291313713,310.09120800170456,308.0998464971675,315.1210787113789,326.1743104879373,,,115.43094229090012,31.315656841716844,,,,,,,28.994642450529163,92.62820171867929,124.65226634600914,128.3766607827921,135.83964082455768,,194.8227996387256,202.8939605470033,,,,,,,,,,,322.05331231993637,331.7205854410739,338.7770660242379,360.50826239854274,359.4641913454574,374.854409938852,375.9074082955024,384.225599567756,403.8036690866991,413.67148810054584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.7968306152724,401.693846041222,402.1988955026101,399.6088516256406,396.37836124494885,386.9726875607143,388.34431182184875,383.5016527387202,373.264107863834,370.83139574822746,370.32184931988894,365.9103494636684,359.3632603048482,352.75672441641746,342.56155466334275,349.6328992437145,356.9288000985284,355.7676895750543,349.94946763081714,352.48043066188666,338.3995555055234,322.98185894953616,326.776606479282,340.72857760546395
