,dates,nzd0181-0000,nzd0181-0001,nzd0181-0002,nzd0181-0003,nzd0181-0004,nzd0181-0005,nzd0181-0006,nzd0181-0007,nzd0181-0008,nzd0181-0009,nzd0181-0010,nzd0181-0011,nzd0181-0012,nzd0181-0013,nzd0181-0014,nzd0181-0015,nzd0181-0016,nzd0181-0017,nzd0181-0018,nzd0181-0019,nzd0181-0020,nzd0181-0021,nzd0181-0022,nzd0181-0023
0,1999-10-22 21:58:28+00:00,,176.61706529234584,178.18620927797463,170.11882256917724,177.47971653141565,172.11426715056575,173.99519565863048,176.27570293952994,174.12434618713257,172.20563367894192,178.68200928509316,185.80431425846996,185.61254437093388,180.23708515725286,184.95947908017453,180.89035072951995,175.38447530080117,171.6892726230822,173.45804375435054,173.5808904781348,167.203784165685,175.80063002081425,184.89344833145108,175.60482339152608
1,1999-12-09 21:58:57+00:00,144.41455886167444,168.1134874461718,163.0150393163066,158.23909623352918,155.5460715264271,160.7171466616515,157.07257630971876,158.80669736876706,159.43795463377995,162.24610170201873,182.97352183230132,183.1015659922353,182.34884882690048,174.78643871919851,180.1942834781298,180.8921007791346,178.4161396242728,179.18541827171538,187.27229922652103,174.3399159192433,174.27053303315114,177.43262676903132,176.8908141652783,178.50213660924413
2,1999-12-25 21:58:28+00:00,139.96330527599227,154.50007617493046,151.87618787565725,145.69447533132808,152.4100940461947,155.01494615520636,147.92984555203867,155.36475203061815,158.75206973752546,166.2495656910764,174.70282090383077,175.72600095339112,174.48925790955565,167.62267269316203,175.06566693958695,170.1010239243849,169.17431153488795,170.92392444362162,175.81419573583662,174.5460388984494,168.2442862369717,174.26866461660558,180.57105272939413,182.91804471444442
3,2000-03-14 21:58:35+00:00,150.0509456542518,167.97444798663452,167.26324960938828,173.57285556886546,178.262414351936,176.96532905681357,176.2966756910658,183.28217519014763,189.33137845631313,186.83463038008975,189.5375326749758,189.37883438905195,189.20049519856212,192.2243362326873,198.63647510322923,188.95700229488162,184.78988231907377,191.1287649336838,189.17914155472414,189.43176257143315,179.7384922477677,187.84607607952233,196.1378677060954,181.9280345346708
4,2000-03-30 21:58:33+00:00,158.8929576143953,183.14369114453933,188.7414959558412,185.0510425205524,184.14062239198873,183.37159027600427,180.12002545928712,185.5660816753722,186.601206663814,186.44807671909393,187.84837333581177,184.7513317228433,189.41129688122876,180.5323057656741,185.95137043606192,182.80907182847864,181.2583389635027,183.36069491009985,184.77237110220395,181.68211820839642,179.0203239439367,184.55510347391052,188.65136139823628,181.878239375689
5,2000-05-01 21:58:18+00:00,147.82988837723352,174.73377043235288,168.11349238010533,176.83876503567004,180.81753733121246,185.47765061277886,178.63217176342556,180.84307112684874,185.09462894502818,190.25441616442862,196.49248020542967,188.96640139307456,180.1706995461993,186.5384224220889,195.88286533626876,187.24857614070916,174.78197136603484,190.83033260338465,183.25414792105144,166.80896732851105,167.17318565526145,,193.62669852827474,182.8350519153931
6,2000-05-17 21:57:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,
7,2000-08-05 21:56:44+00:00,139.56449960827848,154.99255911156746,161.55191240483524,156.219501841063,146.0211914532803,145.96362377173668,142.70838839135226,158.73793225754537,165.2229606769193,166.66505962259194,165.84785144509164,164.75810338400777,161.2551645013814,160.65535922613793,163.76343254440908,159.09452037197212,154.8367712414272,150.3049824248588,149.10793660393358,152.94482157605714,158.17786356169353,175.3023585925219,174.46398230326616,174.36270858996429
8,2000-12-11 21:56:24+00:00,,,,,,156.14550999469736,163.55625340550702,165.56751588884927,165.66661635517482,173.33270517300022,175.23492453964818,175.30089398709154,171.9051699489764,165.25941453565798,168.17744526297707,166.59415162346983,164.4759959326316,165.8922893402147,158.80854558556115,160.29528496188007,160.72917717522486,165.7649277993359,174.33482996299978,175.31380606597605
9,2001-01-12 21:56:30+00:00,135.84215519608833,154.1301810818595,147.61192291265684,154.73467815615814,153.31735010340668,147.94829039581523,153.31769923405457,157.85561694214044,156.37493496393344,162.03887211769893,160.62402713698933,160.91036017281664,166.06729873686658,160.60035947844668,157.9199142591571,156.40828721531304,157.09121175330966,151.7514788947177,152.45464827899198,154.7475766896303,155.04720442458438,161.56673964655815,169.03929310673215,164.37917569891613
10,2001-05-20 21:55:53+00:00,145.85765257437464,169.80367679355442,164.96472111497442,162.48505158420662,170.34252064713377,158.45743691834193,156.44275193089146,168.91804184342848,172.50132083207578,172.39521401676393,175.5952787164452,177.24751011653342,178.88273870764286,172.70913176824672,,179.35101737381905,172.2893558463202,171.7437325651238,163.9420577688139,,,,174.17731440608057,167.7807873862689
11,2001-06-05 21:55:40+00:00,122.73888762899168,169.39510528517133,163.13857567525008,158.0784053439906,166.5752582920936,152.3355142215272,153.22223171998553,166.16865709511927,172.667072063173,176.00507905643306,183.0616277282582,175.95106897215436,177.07093392283176,,,178.19120742301044,169.6553252008054,170.07832029409704,168.85116041527885,,,,170.47016339351623,175.88175278129228
12,2001-06-21 21:55:05+00:00,94.26822807039949,164.1042703699486,163.61307206444383,163.28644162702275,169.089883059535,160.70868432035573,154.62852019851488,160.83005032018883,170.4176658769078,177.88499759469255,178.60137486750784,177.45156746894975,174.5082450138962,,,173.83000383798384,171.6279352628435,172.92407540758543,171.56969113786948,,,,168.9284101846522,171.39592099963198
13,2001-09-09 21:54:36+00:00,134.36181129247294,152.218172824168,158.46622541351456,162.60929258443954,156.74639897469845,153.8337611938505,140.02657091968464,147.3022117335005,151.78842535911477,167.41717929319222,175.00011731926833,167.00918766637457,152.08462424031634,157.62808097616337,148.0183471789461,148.0581328524961,151.16353109545162,157.2085197205614,150.0680107006489,154.08285867907068,152.76863324862927,158.684015516726,166.72276298145547,180.78247290749718
14,2001-09-25 21:54:04+00:00,151.58406694286742,168.60846959974037,173.6822531097379,181.63646909460337,,,,,,,,,170.00867561406216,168.62375898032386,169.70932806497822,169.64727572640442,167.02113532517888,173.9863800827449,164.32683798743125,160.66882462715654,166.37009407521418,166.94238023783984,186.94833524507513,185.67854942300812
