,dates,nzd0181-0000,nzd0181-0001,nzd0181-0002,nzd0181-0003,nzd0181-0004,nzd0181-0005,nzd0181-0006,nzd0181-0007,nzd0181-0008,nzd0181-0009,nzd0181-0010,nzd0181-0011,nzd0181-0012,nzd0181-0013,nzd0181-0014,nzd0181-0015,nzd0181-0016,nzd0181-0017,nzd0181-0018,nzd0181-0019,nzd0181-0020,nzd0181-0021,nzd0181-0022,nzd0181-0023
0,1999-10-22 21:58:28+00:00,,183.62719133836617,184.14481641709193,175.30022008145315,181.58910076528963,176.08667190997727,177.30553295814008,180.68948600554273,178.38049414364494,176.78917763210907,183.64751523435757,190.3878582116371,189.45680704133213,185.20259110651727,190.634343022191,185.30413379553275,180.8013908818169,177.36413656509865,180.46816980037087,180.20156507715402,173.82445876470422,180.5675157321081,190.3103639124668,186.4386545535575
1,1999-12-09 21:58:57+00:00,135.01316076616405,162.0302298549592,157.84427036377588,153.74277540524162,151.98002397295767,157.26996735996434,154.19992689164613,154.97649814467024,155.74454823911515,158.26858712314896,178.66454770519238,179.12405141336552,179.01286885752583,170.47746459208958,175.26974161857672,177.0619015550378,173.7154405765176,174.2608764121623,181.18904163530843,168.59461708309806,168.5252341970059,173.29601160700673,172.1901151175231,169.10073851373375
2,1999-12-25 21:58:28+00:00,121.62768450806747,142.6358509721556,141.7915964532986,136.9252653988423,145.4552034100853,148.29188520696727,142.32729476183943,147.8946843103525,151.54879015012642,158.49218767387745,166.2989947185319,167.96862293619216,167.9830698951307,159.21884650786316,165.46129415638825,162.63095620411923,160.00650115092554,161.31955166042292,163.94997053306176,163.34093731805092,157.0391846565732,166.20099147871866,171.40324234543172,164.58242394651964
3,2000-03-14 21:58:35+00:00,156.52877160432803,172.16598242491915,170.82605388193022,176.67094624064106,180.7195207467925,179.34053190517486,178.27601139803352,185.9212894661046,191.87623865098595,189.57524905127585,192.5065362354274,192.11945306023804,191.49907860020207,195.1933397931389,202.02962202945963,191.5961165708386,188.0287952941119,194.5219118599142,193.37067599300877,193.39043398536865,183.6971636617032,190.6963194975559,199.3767806811335,188.40586048474702
4,2000-03-30 21:58:33+00:00,167.18975945345042,188.51220998157498,193.3047369673215,189.01907818270917,187.28768515852687,186.41375095032447,182.65515935455397,188.94626020239465,189.86066452915708,189.95826211254033,191.65107417871204,188.2615171162897,192.35532334024833,184.33500660857436,190.29731425651937,186.1892503555011,185.40673988303024,187.7066387305573,190.1408899392396,186.7523859989301,184.09059173447037,188.20569628309477,192.79976231776382,190.1750412147441
5,2000-05-01 21:58:18+00:00,158.16735190439502,181.42271742051622,173.79909732004415,181.782769331269,184.7386441863427,189.26805390607143,181.7908411745027,185.05463034161824,189.15577533069876,194.62795842592004,201.23048432204536,193.33994365456599,183.83883176551467,191.27642653870458,201.29772718382955,191.46013535547866,179.9507031296156,196.24519445094543,189.94309490921478,173.1263061506653,173.4905244774157,,198.7954302918555,193.1725154425546
6,2000-05-17 21:57:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,
7,2000-08-05 21:56:44+00:00,131.09522018913816,149.51243713447667,156.89380872430806,152.16897690147414,142.808706156365,142.8582213180519,140.1205530132816,155.2874850867845,161.89574376225704,163.08190294526335,161.96609837798565,161.17494670667918,158.2499363203961,156.77360615903194,159.3271433248594,155.64407320121126,150.60213153185703,145.8686932053091,143.6278146268428,147.76915081991584,153.00219280555223,171.57587564810015,170.229342593696,165.89342917082396
8,2000-12-11 21:56:24+00:00,,,,,,155.16834343594294,162.74194793987834,164.48177526801103,164.6196521850808,172.20520529751437,174.01346634120517,174.1733941116057,170.9595248921173,164.03795633721498,166.78149303618505,165.5084110026316,163.14349607978468,164.49633711342267,157.08413401128865,158.66667403062272,159.1005662439675,164.5923279288306,173.00233011015285,172.6488063602822
9,2001-01-12 21:56:30+00:00,117.35182610210356,142.16585049163405,137.4422419109652,145.89147728512194,146.30377699879176,141.16850306135416,147.667876455337,150.32251990385035,149.1108771055823,154.21604057793616,152.149292968913,153.08752863305386,159.50621421964618,152.12562531037034,148.23450378135556,148.87519017702294,147.84604720631728,142.06606841691615,140.49031768876654,143.44793113219518,143.74755886714925,153.43099484520485,159.79412855973976,145.88884660493136
