dates,sar1336-0000,sar1336-0001,sar1336-0002,sar1336-0003,sar1336-0004,sar1336-0005,sar1336-0006,satname
1984-05-06 09:33:51+00:00,218.75,,,264.38,,498.06,294.36,L5
1984-08-26 09:36:33+00:00,219.76,36.9,45.26,274.62,209.15,513.1,,L5
1984-09-11 09:36:38+00:00,216.35,39.43,46.26,273.05,209.29,497.98,,L5
1984-09-27 09:36:39+00:00,217.79,217.26,,264.14,,498.23,296.5,L5
1984-10-29 09:36:32+00:00,226.1,220.93,,271.88,,503.2,297.35,L5
1985-06-26 09:36:35+00:00,214.16,207.75,54.84,275.3,213.58,497.74,,L5
1985-07-28 09:36:22+00:00,215.76,217.61,,272.37,,497.88,274.92,L5
1985-08-13 09:36:12+00:00,217.79,216.35,61.83,272.5,220.14,497.98,,L5
1985-08-29 09:36:02+00:00,216.23,214.59,,273.55,,512.87,,L5
1985-12-03 09:34:43+00:00,215.64,216.09,61.9,277.29,208.21,498.06,,L5
1986-01-04 09:34:08+00:00,215.03,217.1,,275.88,,497.69,277.02,L5
1986-04-10 09:32:04+00:00,223.32,216.89,,271.53,,497.7,291.63,L5
1986-05-12 09:31:17+00:00,229.7,225.07,,257.45,,506.07,292.06,L5
1986-05-28 09:30:50+00:00,216.32,213.27,86.0,263.06,217.8,482.86,,L5
1986-06-29 09:29:50+00:00,217.37,214.8,,269.98,225.14,497.81,,L5
1986-07-31 09:28:43+00:00,209.87,,62.1,274.03,203.57,482.97,,L5
1986-09-01 09:27:32+00:00,213.3,196.63,68.43,278.82,205.41,497.95,,L5
1986-09-17 09:27:01+00:00,219.47,220.06,79.28,267.3,219.29,503.99,,L5
1987-01-23 09:26:28+00:00,214.47,201.22,76.9,266.96,219.53,482.79,,L5
1987-03-28 09:28:52+00:00,226.17,214.02,65.0,269.51,216.22,497.87,,L5
1987-04-13 09:29:24+00:00,219.42,212.01,77.15,267.05,217.3,497.84,,L5
1987-05-15 09:30:21+00:00,226.5,218.31,79.31,269.65,215.74,497.92,,L5
1987-06-16 09:31:07+00:00,223.25,217.34,,272.72,,497.94,290.62,L5
1987-07-02 09:31:27+00:00,216.17,212.01,74.04,260.44,218.95,485.61,,L5
1987-07-18 09:31:44+00:00,220.29,217.15,79.25,280.1,202.35,497.76,,L5
1987-08-19 09:32:41+00:00,228.16,,68.88,253.03,218.09,512.9,,L5
1987-09-04 09:33:07+00:00,227.41,211.81,74.24,257.21,214.7,497.96,,L5
1987-09-20 09:33:30+00:00,225.5,216.75,78.38,270.61,215.21,505.64,,L5
1987-11-07 09:34:26+00:00,224.21,217.78,466.23,254.09,215.48,498.88,,L5
1987-12-25 09:35:13+00:00,229.72,225.21,575.27,243.23,231.82,522.84,,L5
1988-01-10 09:35:29+00:00,221.87,224.86,552.97,268.72,,512.88,291.72,L5
1988-02-11 09:36:05+00:00,221.97,219.07,580.55,252.46,229.43,521.11,,L5
1988-04-15 09:36:38+00:00,231.28,228.11,594.77,252.28,,523.47,322.04,L5
1988-06-02 09:37:02+00:00,218.49,214.74,,267.31,217.28,513.0,,L5
1988-07-04 09:37:12+00:00,224.31,218.47,,259.61,217.24,497.84,,L5
1988-08-05 09:37:16+00:00,218.22,218.9,573.45,273.6,386.48,501.34,290.99,L5
1988-08-21 09:37:17+00:00,210.67,208.09,573.62,279.85,376.33,482.99,276.28,L5
1988-09-06 09:37:19+00:00,225.76,227.82,564.4,261.1,403.46,527.22,309.35,L5
1988-09-22 09:37:13+00:00,221.33,221.89,559.01,263.74,401.3,503.62,307.83,L5
1988-10-08 09:37:09+00:00,214.79,220.88,,277.15,,497.85,,L5
1988-12-27 09:36:51+00:00,216.52,220.36,564.78,268.69,393.48,497.94,298.43,L5
1989-01-12 09:36:44+00:00,221.13,221.7,557.81,259.93,403.12,513.11,308.99,L5
1989-01-28 09:36:31+00:00,215.99,220.74,572.27,260.34,387.01,497.82,298.97,L5
