dates,sar1336-0000,sar1336-0001,sar1336-0002,sar1336-0003,sar1336-0004,sar1336-0005,sar1336-0006,satname
1984-05-06 09:33:51+00:00,218.75,,,264.38,,498.06,294.36,L5
1984-08-26 09:36:33+00:00,219.25,36.90,45.26,269.50,209.15,505.58,294.36,L5
1984-09-11 09:36:38+00:00,218.29,38.16,45.76,270.68,209.22,503.05,294.36,L5
1984-09-27 09:36:39+00:00,218.16,97.86,45.76,269.05,209.22,501.84,295.43,L5
1984-10-29 09:36:32+00:00,219.75,128.63,45.76,269.61,209.22,502.11,296.07,L5
1985-06-26 09:36:35+00:00,214.16,207.75,54.84,275.30,213.58,497.74,,L5
1985-07-28 09:36:22+00:00,214.96,212.68,54.84,273.84,213.58,497.81,274.92,L5
1985-08-13 09:36:12+00:00,215.90,213.90,58.34,273.39,216.86,497.87,274.92,L5
1985-08-29 09:36:02+00:00,215.98,214.07,58.34,273.43,216.86,501.62,274.92,L5
1985-12-03 09:34:43+00:00,215.92,214.48,59.52,274.20,213.98,500.91,274.92,L5
1986-01-04 09:34:08+00:00,216.09,216.35,61.86,274.32,214.18,500.90,275.97,L5
1986-04-10 09:32:04+00:00,218.00,216.69,61.90,274.90,208.21,497.82,284.32,L5
1986-05-12 09:31:17+00:00,220.92,218.79,61.90,270.54,208.21,499.88,286.90,L5
1986-05-28 09:30:50+00:00,220.00,217.68,73.95,269.04,213.00,496.48,286.90,L5
1986-06-29 09:29:50+00:00,220.35,217.43,86.00,267.58,221.47,496.43,286.90,L5
1986-07-31 09:28:43+00:00,219.32,217.51,74.05,267.21,215.50,493.48,291.85,L5
1986-09-01 09:27:32+00:00,218.31,213.33,72.18,269.14,212.98,494.23,291.85,L5
1986-09-17 09:27:01+00:00,218.48,214.45,73.95,268.88,214.24,495.62,291.85,L5
1987-01-23 09:26:28+00:00,214.28,205.97,71.68,271.78,211.95,491.93,,L5
1987-03-28 09:28:52+00:00,220.32,207.62,70.95,268.24,217.88,490.33,,L5
1987-04-13 09:29:24+00:00,220.02,209.08,73.02,267.84,217.68,492.83,,L5
1987-05-15 09:30:21+00:00,221.64,211.39,74.59,268.29,217.20,494.11,,L5
1987-06-16 09:31:07+00:00,221.96,212.58,74.59,269.18,217.20,494.87,290.62,L5
1987-07-02 09:31:27+00:00,221.00,212.49,74.48,267.72,217.55,493.33,290.62,L5
1987-07-18 09:31:44+00:00,220.90,213.15,75.28,269.49,215.01,493.96,290.62,L5
1987-08-19 09:32:41+00:00,222.85,215.14,73.94,267.50,214.78,498.26,290.62,L5
1987-09-04 09:33:07+00:00,223.42,214.66,73.98,266.21,214.76,498.23,290.62,L5
1987-09-20 09:33:30+00:00,223.65,214.93,74.53,266.70,214.82,499.05,290.62,L5
1987-11-07 09:34:26+00:00,223.94,215.88,131.48,264.73,214.36,499.33,290.62,L5
1987-12-25 09:35:13+00:00,224.49,216.78,202.33,259.82,216.66,503.08,,L5
1988-01-10 09:35:29+00:00,225.31,218.93,270.75,261.00,216.27,506.98,291.72,L5
1988-02-11 09:36:05+00:00,225.55,219.25,342.36,257.05,220.79,510.32,291.72,L5
1988-04-15 09:36:38+00:00,225.81,223.01,553.96,254.16,225.58,515.84,306.88,L5
1988-06-02 09:37:02+00:00,224.67,222.40,575.89,256.80,226.18,518.66,306.88,L5
1988-07-04 09:37:12+00:00,223.58,221.05,576.10,260.08,221.32,513.66,306.88,L5
