,dates,usa_CA_0052-0000,usa_CA_0052-0001,usa_CA_0052-0002,usa_CA_0052-0003,usa_CA_0052-0004,usa_CA_0052-0005,usa_CA_0052-0006,usa_CA_0052-0007,usa_CA_0052-0008,usa_CA_0052-0009,usa_CA_0052-0010,usa_CA_0052-0011,usa_CA_0052-0012,usa_CA_0052-0013,usa_CA_0052-0014,usa_CA_0052-0015,usa_CA_0052-0016,usa_CA_0052-0017,usa_CA_0052-0018,usa_CA_0052-0019,usa_CA_0052-0020,usa_CA_0052-0021,usa_CA_0052-0022,usa_CA_0052-0023,usa_CA_0052-0024,usa_CA_0052-0025,usa_CA_0052-0026,usa_CA_0052-0027,usa_CA_0052-0028,usa_CA_0052-0029,usa_CA_0052-0030,usa_CA_0052-0031,usa_CA_0052-0032,usa_CA_0052-0033,usa_CA_0052-0034,usa_CA_0052-0035,usa_CA_0052-0036,usa_CA_0052-0037,usa_CA_0052-0038,usa_CA_0052-0039,usa_CA_0052-0040,usa_CA_0052-0041,usa_CA_0052-0042,usa_CA_0052-0043,usa_CA_0052-0044,usa_CA_0052-0045,usa_CA_0052-0046,usa_CA_0052-0047,usa_CA_0052-0048,usa_CA_0052-0049,usa_CA_0052-0050,usa_CA_0052-0051,usa_CA_0052-0052,usa_CA_0052-0053,usa_CA_0052-0054,usa_CA_0052-0055,usa_CA_0052-0056,usa_CA_0052-0057,usa_CA_0052-0058,usa_CA_0052-0059,usa_CA_0052-0060,usa_CA_0052-0061,usa_CA_0052-0062,usa_CA_0052-0063,usa_CA_0052-0064,usa_CA_0052-0065,usa_CA_0052-0066,usa_CA_0052-0067,usa_CA_0052-0068,usa_CA_0052-0069,usa_CA_0052-0070,usa_CA_0052-0071,usa_CA_0052-0072
0,1984-03-23 17:50:13+00:00,145.5266615544847,153.89752629419618,158.08018274286312,159.8737801157062,161.14378035940172,165.34770449181252,169.05559844218058,172.47691690216692,174.70953332355367,188.93641514143718,189.56518458061709,193.39643111506717,194.19378334244718,195.16529926359303,202.6697348241325,202.20537853460138,204.22860280905576,198.02589168675792,197.93910112119477,196.19272588668304,191.4176824580066,194.28720117406658,199.42799456322987,200.13264020323388,212.37225445646334,223.35008763414857,228.71160763805548,229.00507839077585,225.7339156695622,222.01894597337147,221.9531832150605,220.62229461746313,220.38754595078927,211.77533059511256,204.0215160724054,199.38616767222362,193.6253946217489,191.8925556197265,184.8573192677929,197.31505259074987,195.02252480717488,176.75181261441915,173.5428499038703,183.09640492517033,188.846207397431,187.82684913647554,183.93470668626298,192.1545349964413,185.78198261653918,173.21468805411178,161.37353591497742,158.9274429087759,171.09207043029494,182.55348326044492,211.221199650154,232.78664847826786,258.5694181398979,286.40542642569903,298.0230938790254,303.05702423520233,308.7013117676039,314.6711483243853,317.81576809515514,319.86568811575023,326.462243103976,331.1958181481261,335.48311741253605,330.75097643730453,315.3078545686167,,,,
1,1984-04-27 17:55:52+00:00,144.8171452816001,147.89300848189154,149.397700382545,155.59735479655996,154.90463658866605,158.55414976218097,163.05041807720661,167.5660728129108,171.45894976881328,175.0512674317828,181.7875246638138,184.32535818178894,189.19562800268804,195.22113497259622,194.83951508193124,192.78958007685873,192.5367475696497,186.70742826443202,186.14672386782314,188.6286186857474,192.0342492496519,199.45907805675998,204.36267216713816,208.25777496796377,212.25100278017516,217.64013305916612,219.7590891716839,221.3838384640327,216.06059251364098,212.92494491648426,209.80340713307405,202.8181186929581,192.10892326027022,189.7523756060133,190.6644614607979,182.12841402730433,184.20136046975745,185.0111459311089,185.7724530317303,194.36979217977748,182.22617930094142,169.34479206035277,168.5259212052314,178.63384648623313,172.88958867831533,181.5600379823305,187.10007999565047,191.66241785693626,188.87881361085405,168.27825412464503,157.34002526746727,162.26974661288327,183.3932576978673,202.2666266958075,222.04664451167497,239.28046538802823,255.15308333616807,274.80556091067797,282.4947209960201,295.8345078290638,302.55793319099166,310.70215903248067,315.50944129477864,309.980083347916,304.88321746513793,312.7357511823875,320.36963078487565,323.2057635661395,341.4833693411783,353.6181091345247,371.9852327249049,,
2,1984-06-07 17:50:43+00:00,154.173675069739,155.2277843001321,160.7909852816407,160.82555658490114,163.2501738065568,164.72136081766627,171.2616212582788,176.95062478231898,176.81612085595734,178.43208404972177,177.71931120120513,182.14724359038854,187.12103449399822,193.3705232233157,200.52835332839393,205.2993888269834,212.913159662629,205.182611504048,204.76602575728938,206.92428378119212,203.7910013154567,204.72665991556624,211.2913285790109,210.4800231197047,212.61587742333117,217.92303411672717,223.4387456811965,223.65441594705842,216.4286978457849,213.23933221520875,219.95097949661798,215.9652584527079,206.2952143486507,195.21559464875958,190.31465345178373,185.27666537283443,188.89660509474987,195.21419653305503,197.99548543155154,206.14079393454122,193.666133341798,180.55909813745274,167.72155916903216,182.02457754097296,178.85204221029707,174.6324196830172,191.87770198162957,210.84737342119848,,,,,,,,,,,,,,,,,,,,,,,,,
3,1984-06-23 17:50:58+00:00,153.64329746677737,152.15407071022847,152.3280811692823,157.21373334307341,158.2449393617994,158.84533679112866,163.06324739325177,168.00170926800325,172.55884687980654,174.46707628145066,179.28126012336483,186.47953551352072,197.5688973655429,208.37569707771928,208.41486014876727,214.28402044863316,210.02909570283504,206.25535201326392,205.76619704827186,206.9541932569089,204.4408253298217,205.0669021300617,205.00615165383454,208.818410150475,211.79772413967603,214.15565135357244,222.99946625441265,232.13719604456816,226.51189910499494,224.9168854941707,218.50958393496822,207.8332223088857,200.58956246094365,194.40832251259653,183.10445171946648,178.65912854869183,186.5657710421796,190.4237161469939,198.3745045731364,203.06778220826203,193.59041424417242,174.61492938410592,172.71836540750454,192.08404064060935,188.27502675650828,194.74208751376497,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1984-07-16 17:57:29+00:00,153.36089640025412,157.17740811622727,158.38562057215435,160.97611393308262,158.75199694615324,167.83819842973762,172.7496406639668,179.18758854343548,182.41803599837476,188.0604632822922,190.27599597090463,193.96056077296498,196.25058777915987,206.74947474391524,207.29771423976447,210.29885368076103,210.40688000047177,208.9539066906281,209.71469872488797,209.57236827068326,211.46205456245767,216.29609123770666,218.8386140207909,218.3929690842209,222.4676039119275,226.53816171326136,230.7761647548797,237.1279644954823,238.82640059502964,232.07303906781172,227.13923426243463,218.88558163007943,208.65194127750868,197.48990152917048,193.8606544055775,196.15566985574637,201.83524286794787,205.1264514617436,207.24538024569878,216.94151671817264,201.93133467291406,187.94521498838006,181.47312166495766,188.05236525474547,188.0971212816666,201.28258098794083,207.2778869698519,232.21084764825835,225.2826403424241,207.5378367043451,186.47970030221185,190.95939640760741,205.82285645541762,225.57690067056245,235.42758076694926,244.64196225750925,253.7203834285578,268.76573755543063,277.12944702368753,298.50278023108814,318.8599375995084,343.2883653188985,361.14737446058734,357.21710077760224,352.31970159862635,345.4729213804011,351.898528465984,357.3627419156114,364.15296890241694,389.7235735349265,,,
5,1984-10-13 17:52:38+00:00,145.79614005144887,153.11870981388677,155.28037996110388,154.80447481626584,155.0984411275549,160.5433061965429,165.22428035326377,169.4708539380795,175.2029088969939,182.6566934338141,182.89141777534934,183.54944767341604,186.1484803936569,191.84322503323102,191.9957397430704,191.95420372172833,203.3940212430789,196.42693489343776,198.35247081678426,198.33599115322704,198.81005960647272,204.54035041402364,211.8601711072038,207.17810661800948,210.28139564267403,214.45893730661163,221.49845795877152,221.6826924454338,224.01242109502013,213.1975061076103,210.06694776525475,219.35805485754554,203.4248468404098,194.76168892099528,190.40720108276244,189.6183234969852,192.65459557454128,195.98694160248033,204.55152171393956,209.38665124749775,199.1525538663456,172.00423128348723,162.90996959441645,167.52969123047,171.55649057045542,172.7403767869682,191.62834164885513,208.69790312359964,221.31981449466147,205.27651970775048,191.73447093834923,196.46607497797143,207.18500945547166,216.86414523755263,222.27458907389428,229.06389646377127,229.84719400676067,244.03084060854084,263.82258838647107,277.7032467160319,300.2896167309996,330.7492480996992,342.72043248216113,349.97176749455326,350.25409497416666,348.029565572517,357.67168521154235,359.06640794104834,374.3626766396969,391.1775489541939,,,
6,1985-03-29 17:59:06+00:00,147.36114856476863,146.68115540606343,145.24374365299184,149.03475622930506,150.64225061133428,159.84250729143196,167.47603998968597,171.5232557999901,177.13256928779793,178.35383123644428,178.0037012951262,184.09349738362587,193.68868349817487,190.61826626242072,198.9522400043038,194.89565322737664,194.55462219292048,193.74887703684217,190.60470635639453,196.15729987524634,199.37288967390532,203.9224483625882,212.12765256497522,224.39792216880764,223.9304371722322,224.93609241584247,226.70476950933093,227.2655303158844,217.14875829341076,209.537191207761,205.2146987110534,198.82643705442538,192.91831443672524,177.8358377556913,178.87968209274038,177.46085033349976,183.795470977215,183.4666999316494,192.60969262679262,205.7146842249068,216.0956478050523,198.68142706829778,195.83763701611244,199.2636640239717,205.52412479556827,211.99645849696248,217.49871144151427,223.94780694797439,218.3186190510621,208.79582994370742,194.05333772389304,201.08180186698573,215.2079932524047,235.06745154612062,243.81828238731907,,,,286.96673415269834,297.51792425519056,304.975572269123,314.4770052304215,317.32002652965986,317.3373121226823,317.64395640177275,322.3502445193675,328.08811101653583,330.12483161495544,328.9431319874379,333.36009833359105,339.2477182247258,,
7,1985-04-23 17:52:47+00:00,144.9903008183705,155.9131403308195,158.1727297983549,158.1544962510361,154.75108494546603,154.91708349211424,164.9344185889109,171.94950508313119,176.4299096002323,176.31834399534168,180.5394811858214,185.80353061291376,184.0030857955331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1985-08-29 17:52:02+00:00,154.63860921775165,150.49953650923243,145.011667799676,144.82770172640883,145.83493519022423,144.482732799392,155.4871404416321,160.86874242173002,166.49765238093775,171.50839921152107,183.04390337961854,187.1985356758183,191.6518555491105,190.72955702847608,191.51500968842117,193.5481801741956,193.76864208923863,190.07197876916274,185.94077974534756,188.54150215629622,191.519635352772,201.23639665029293,198.60779254138157,202.4508058997648,219.70093953044147,226.74053669473682,231.36217601472103,232.86020000948815,227.00975441609503,224.57027386754137,214.09317802817597,202.87774414454057,180.69797349669687,172.56430854035685,168.0767807771443,178.16601049489287,184.66322060660258,190.99914646299018,196.39097550113843,203.113735121665,200.34595820501025,186.23182213846633,184.33746532901898,190.50377461023515,196.163205197131,204.74183581746075,222.74839976945353,242.8899503108829,251.1274638940997,239.93112189365542,220.52014749505307,216.45348034718907,228.61054626804565,230.1029509778497,232.08432336625518,226.82569865133755,228.40755143289252,242.60747478152268,265.50062602844054,280.7721412002793,306.7984937419931,334.30785983287967,354.7009771408283,366.12932139687143,,,,,,,,,
9,1985-09-14 17:51:50+00:00,151.08494152173532,146.28815487305403,147.0715178453538,158.17578041482335,158.31446432274853,160.06245218540505,171.6810366427585,176.64535713369764,182.32472859840342,184.97629523332336,193.19905118861632,193.32613096499816,187.23605340504008,189.50645136755867,193.7132570767883,197.16329651374426,190.44840216919866,191.97581549372885,205.02008773528786,209.1277061066371,207.57314938211513,216.95390308082156,215.83944619838869,220.0224001666057,223.93635330141382,223.23613714675272,225.93485588668355,227.45596512581125,223.17714422782737,218.37431260490754,210.5972782404429,198.30159187339498,187.28674297997944,187.19609500552306,185.4945818446896,191.22271605036443,203.9457921849893,206.87129626744368,221.77670898143455,223.15957135915383,209.5066286396514,189.67467549687495,181.32485514614436,181.8619663293524,191.09973091201232,199.09179329224608,221.5957479994204,241.83699472592963,251.35126067324924,240.5340521603416,226.8010613232883,237.30281740360616,247.2453620211545,253.0640092830345,246.48317334628317,,,,,,,,,,,,,,,,,,
