dates,nzd0301-0000,nzd0301-0001,nzd0301-0002,nzd0301-0003,nzd0301-0004,nzd0301-0005,nzd0301-0006,nzd0301-0007,nzd0301-0008,nzd0301-0009,nzd0301-0010,nzd0301-0011,nzd0301-0012,nzd0301-0013,nzd0301-0014,nzd0301-0015,nzd0301-0016,nzd0301-0017,nzd0301-0018,nzd0301-0019,nzd0301-0020,nzd0301-0021,nzd0301-0022,nzd0301-0023,nzd0301-0024,nzd0301-0025,nzd0301-0026,nzd0301-0027,nzd0301-0028,nzd0301-0029,nzd0301-0030,nzd0301-0031,nzd0301-0032,nzd0301-0033,nzd0301-0034,nzd0301-0035,nzd0301-0036,nzd0301-0037,nzd0301-0038,nzd0301-0039,nzd0301-0040,nzd0301-0041,nzd0301-0042,nzd0301-0043,nzd0301-0044,nzd0301-0045,nzd0301-0046,nzd0301-0047,nzd0301-0048,nzd0301-0049,nzd0301-0050,nzd0301-0051,nzd0301-0052,nzd0301-0053,nzd0301-0054,nzd0301-0055,nzd0301-0056,nzd0301-0057,nzd0301-0058,nzd0301-0059,nzd0301-0060,nzd0301-0061,nzd0301-0062,nzd0301-0063,nzd0301-0064,nzd0301-0065,nzd0301-0066,nzd0301-0067,nzd0301-0068,nzd0301-0069,nzd0301-0070,nzd0301-0071,nzd0301-0072,nzd0301-0073,nzd0301-0074,nzd0301-0075,nzd0301-0076,nzd0301-0077,satname
2006-01-27 21:50:46+00:00,375.45,370.04,369.55,368.59,362.85,358.98,361.34,351.92,353.77,351.78,346.83,343.97,334.27,331.30,335.15,329.72,327.69,329.00,325.20,330.89,324.50,327.22,332.14,332.04,323.52,323.40,328.85,336.38,331.02,337.08,335.09,337.06,332.41,329.11,332.29,333.14,321.89,328.28,330.83,332.86,333.80,330.68,336.03,339.21,338.32,336.55,329.37,324.69,315.13,311.84,311.63,308.72,313.38,307.26,306.38,303.34,307.31,305.02,306.09,310.18,316.01,312.97,316.45,318.65,328.55,328.58,337.49,345.23,349.60,350.02,348.40,345.19,342.46,347.63,345.32,341.54,344.01,339.31,L5
2006-02-27 21:56:55+00:00,359.01,361.42,361.30,361.47,346.64,351.11,354.08,350.80,,,,,329.06,320.22,323.86,320.04,316.68,317.75,316.49,309.85,315.11,316.19,315.55,323.91,329.13,,,,,,336.46,328.12,324.52,324.27,330.45,325.91,321.70,325.46,320.81,322.45,320.08,325.46,330.14,331.28,321.53,,,,,299.69,305.57,298.91,303.14,298.90,293.98,289.41,293.69,289.93,297.30,309.14,316.27,312.68,309.98,314.15,324.62,326.83,330.74,335.51,,,,,,,,,,,L7
2006-03-15 21:56:55+00:00,,,358.38,357.30,352.02,352.15,348.20,339.96,336.36,334.12,334.67,338.37,331.83,318.33,,,,,319.59,316.14,311.76,310.76,311.88,318.28,318.88,319.69,318.01,316.33,321.70,328.12,323.29,317.92,,,,,311.45,311.40,315.09,313.00,313.21,315.92,320.01,322.36,318.47,309.53,305.38,302.61,300.15,299.75,303.45,295.06,301.09,,,,,286.41,297.73,305.51,312.68,310.27,308.94,311.98,320.36,319.67,323.38,325.07,328.62,332.52,333.19,330.26,328.88,333.93,332.62,324.60,,,L7
2006-03-31 21:56:54+00:00,,,359.83,362.70,354.83,362.73,359.48,350.66,346.11,347.94,353.32,348.50,339.52,334.43,335.28,,,,332.35,332.33,332.07,330.70,331.97,332.98,330.78,334.99,335.88,333.92,341.31,348.08,341.97,335.23,,,,,,336.87,336.02,331.18,333.16,342.22,336.32,339.00,336.56,330.82,319.83,318.30,319.22,324.82,326.94,323.94,321.26,,,,,,311.89,317.97,327.44,329.16,324.01,330.12,332.94,331.67,332.63,332.83,341.20,348.12,347.08,343.69,340.99,343.70,342.10,336.22,334.59,,L7
2006-04-17 21:52:22+00:00,360.46,360.02,358.97,354.13,353.25,350.90,353.66,354.92,351.21,352.06,352.74,345.29,342.76,339.11,339.06,333.39,327.44,326.09,322.95,318.75,321.10,318.13,328.20,330.08,333.40,329.47,330.33,326.50,324.99,338.77,334.85,328.54,325.68,334.96,341.43,336.33,335.97,331.11,321.56,323.05,324.84,331.04,338.66,336.25,330.52,330.90,325.96,326.15,322.63,318.17,309.98,303.03,307.14,313.80,318.40,322.88,329.66,321.95,315.27,318.03,317.91,315.54,319.83,316.57,321.49,319.80,318.67,325.60,331.31,330.30,339.29,334.63,334.16,331.39,329.18,331.84,332.74,332.77,L5
2006-04-25 21:50:40+00:00,357.71,359.51,354.82,351.34,346.55,350.31,351.04,355.34,344.39,,,,,,,,,316.15,314.45,310.36,311.37,318.58,320.42,320.27,323.84,320.65,317.51,,,,,,,,,316.35,323.22,315.46,315.55,317.69,312.57,319.90,327.60,327.40,323.60,324.67,,,,,,,,,,,,295.81,298.19,304.76,312.27,311.46,309.59,315.13,321.34,318.67,325.56,328.26,336.40,329.02,,,,,,,,,L7
2006-06-19 21:56:48+00:00,366.09,367.52,,,,,,,,,,,,,,,,,,309.38,,,,,,,,,,,,,,,,344.49,328.51,323.34,,,,,322.55,331.76,326.70,326.12,332.64,319.91,325.82,337.03,327.85,323.14,319.40,313.38,306.36,315.54,310.86,307.57,298.91,,,,,,,,,300.50,312.62,,317.50,311.47,322.11,180.93,185.80,,,,L7
2006-06-27 21:59:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.76,330.65,332.04,335.50,325.52,316.96,322.92,325.91,326.50,322.48,322.54,320.00,316.15,313.27,317.89,321.43,308.98,,,,,,,,,,,,,,,,211.72,214.56,,,,L5
2006-06-28 21:50:34+00:00,,,,,,,,,,355.98,354.38,346.14,329.09,337.22,338.43,334.71,331.32,320.51,318.17,,,,,,,,328.04,327.69,338.16,,,,,,,330.91,319.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.96,321.27,318.62,205.27,216.68,,,,L7
2006-07-21 21:56:33+00:00,,,348.27,343.85,346.03,342.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.71,317.79,322.83,320.62,316.80,314.26,311.02,312.65,310.65,307.63,300.98,301.47,304.20,306.87,306.22,,,,,286.19,290.38,291.74,296.22,296.93,290.03,,,299.05,313.13,316.87,299.98,325.85,325.98,320.23,202.66,209.21,,,,L7
2006-07-30 21:50:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.18,313.44,321.66,321.37,317.65,329.63,329.05,329.01,320.85,313.84,319.97,,,,,,,,,,,307.31,294.37,286.37,282.68,294.39,298.78,305.65,304.69,311.12,305.07,311.33,317.12,320.20,,,,,,,,,L7
2006-08-15 21:50:19+00:00,365.85,357.94,349.32,357.44,353.37,356.76,352.59,350.71,348.69,348.73,,,,,,,,,,,,,,,,,,,,,,,,,,,326.68,319.94,325.37,325.51,323.02,328.19,327.85,330.20,318.12,313.24,300.18,,,,,,,,,,,318.70,303.96,292.26,287.04,293.50,295.10,310.32,315.68,310.82,310.70,310.00,309.26,314.89,332.62,,,,,,,,L7
2006-08-22 21:56:29+00:00,,370.31,369.50,368.24,349.82,347.39,345.42,341.21,346.46,351.55,351.80,349.91,337.84,332.49,,,,,324.74,335.46,332.71,326.32,332.25,333.61,338.32,339.09,344.31,347.91,349.26,349.94,356.47,344.36,,,,,330.44,325.28,321.72,320.21,317.69,327.73,333.14,336.45,332.82,330.34,323.65,322.37,316.24,311.79,315.41,302.56,,,,,,301.17,301.74,303.29,303.02,311.49,306.36,304.25,316.51,323.15,328.37,332.46,335.55,338.36,337.66,336.90,332.87,337.31,338.44,331.32,,,L7
2006-08-23 21:54:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.93,305.99,306.36,306.91,306.06,304.22,308.03,319.94,321.13,323.09,325.02,328.96,333.09,334.68,337.38,336.05,339.30,341.14,338.83,337.37,337.43,L5
2006-10-10 21:54:44+00:00,360.56,365.18,360.60,351.92,344.93,339.00,335.97,335.29,336.40,333.58,332.20,331.45,329.67,327.82,323.45,317.82,316.12,315.17,306.45,301.44,301.47,304.92,308.78,307.84,309.20,312.53,320.05,327.27,337.15,342.92,329.16,321.40,325.97,321.02,325.41,324.92,320.12,315.82,307.54,307.07,310.93,312.29,310.95,310.38,313.28,305.40,312.01,305.96,301.52,300.20,304.08,297.98,298.10,299.07,302.27,306.05,299.08,300.94,295.03,296.08,297.58,301.12,301.58,301.17,307.49,304.18,310.41,313.58,322.15,332.11,333.40,329.66,330.56,332.20,330.53,326.20,328.75,332.40,L5
2006-11-10 21:56:42+00:00,367.48,361.83,360.81,354.09,355.13,355.16,343.70,337.16,331.82,333.95,328.50,,,,,310.80,311.80,305.91,304.55,307.30,305.05,310.25,312.28,311.36,313.53,316.77,317.43,314.54,,,,,,316.99,321.64,310.93,302.51,303.46,302.68,299.13,303.73,303.29,302.05,310.37,316.64,316.46,316.98,310.29,307.91,,,,,,303.66,303.30,298.06,300.70,299.74,296.63,295.07,296.59,300.57,303.39,297.48,298.96,303.11,306.88,305.63,314.85,323.46,321.83,,,,,,,L7
2006-12-12 21:56:59+00:00,383.04,381.66,365.54,369.99,365.65,365.96,,,,,334.64,336.13,328.11,325.28,317.51,330.98,328.35,323.71,313.95,305.91,311.56,317.86,309.61,,,,,327.55,321.21,321.00,323.34,316.23,316.03,324.40,327.73,313.24,315.48,317.14,312.71,310.71,313.89,322.22,,,,,,304.99,303.32,304.56,298.40,297.32,304.45,316.47,310.24,309.34,312.02,314.66,319.30,312.28,307.92,305.50,312.76,314.50,,,,,,,331.81,330.51,326.62,323.90,321.47,328.55,333.08,344.83,L7
2006-12-13 21:55:19+00:00,421.94,,416.68,418.88,421.37,,409.77,406.38,,,394.21,385.77,373.94,368.84,364.38,370.37,372.03,369.00,356.47,349.84,346.66,360.58,363.67,360.86,361.94,,369.58,371.25,368.01,365.49,361.48,360.52,358.37,361.65,372.14,355.90,354.58,360.36,357.25,351.56,349.26,359.07,366.40,372.98,,,358.38,346.14,344.77,343.60,341.44,343.97,336.65,345.65,355.89,350.17,346.11,353.85,350.83,357.64,341.35,342.95,342.80,346.37,344.04,346.27,349.07,356.82,353.66,362.69,369.87,371.15,370.08,363.83,366.65,364.64,367.64,373.01,L5
2007-02-07 21:51:02+00:00,389.33,384.93,386.27,384.66,381.58,373.97,371.38,,,,,,,,,341.27,344.68,337.68,322.27,331.26,337.98,330.66,328.66,329.15,327.66,,,,,,,,,337.76,338.04,335.70,332.62,334.35,340.33,329.33,330.78,331.16,340.71,347.83,,,,,,,,,,,320.83,319.04,326.06,337.22,334.35,336.08,325.83,328.49,333.79,327.65,325.27,330.34,333.54,318.99,,,,,,,,,,,L7
2007-02-14 21:57:15+00:00,397.42,388.61,386.21,382.50,378.22,371.05,,,,,358.50,346.92,338.12,340.57,343.63,337.83,338.08,333.53,333.35,333.66,336.30,333.98,327.83,,,,,,341.16,345.31,343.73,343.79,341.20,337.66,341.06,345.71,343.54,341.39,340.19,335.15,328.77,333.91,,,,,,319.18,321.43,325.24,321.90,307.93,315.54,314.13,310.95,316.18,320.68,324.20,324.92,325.92,324.72,321.41,324.95,323.93,,,,,,,345.77,342.91,341.25,337.71,345.30,345.08,352.43,358.23,L7
2007-02-23 21:51:07+00:00,,,,,372.92,371.93,362.46,368.71,363.79,361.90,364.83,355.38,349.08,347.30,,,,,,,,329.62,323.40,324.31,321.23,330.70,345.33,348.57,339.47,341.39,335.02,332.64,,,,,,,,,330.60,329.51,337.75,345.00,328.10,324.91,319.38,325.43,342.90,343.39,337.66,331.35,318.23,,,,,,,,,,,322.07,318.30,324.79,336.04,341.01,358.07,358.87,369.78,350.54,346.53,338.29,342.26,370.18,363.21,,L7
2007-03-18 21:57:21+00:00,369.77,369.27,357.46,,,,345.91,346.62,343.50,341.16,336.94,335.44,316.02,316.73,333.72,329.36,322.94,319.01,318.02,,,,,312.76,315.19,316.42,318.53,321.76,322.06,328.20,331.47,330.28,327.77,318.75,324.49,322.17,315.18,,,,,,321.66,324.07,319.23,315.04,303.92,308.64,304.46,302.76,306.90,294.21,304.49,300.85,300.56,297.19,302.81,295.38,294.06,,,,,,317.14,309.31,324.64,329.56,334.36,334.32,333.78,328.61,330.60,340.70,344.24,338.49,342.75,343.79,L7
2007-04-19 21:57:19+00:00,388.24,385.35,387.21,386.30,381.29,382.83,378.26,,,,,359.47,352.43,349.20,348.18,344.19,343.24,342.48,338.67,342.77,340.53,338.31,339.06,341.33,,,,335.80,336.99,344.65,349.15,345.97,337.96,332.20,334.61,332.38,333.48,349.77,354.95,339.20,332.18,334.09,325.08,,,,,316.51,311.59,309.50,312.89,304.91,318.34,311.89,313.42,315.37,320.61,317.60,314.80,319.44,323.85,319.01,316.83,319.33,,,,,,340.41,336.62,337.23,335.64,357.31,358.03,353.51,361.10,362.71,L7
2007-04-28 21:51:07+00:00,,379.37,379.32,381.86,370.89,373.92,361.83,354.98,360.47,361.10,348.77,,,,,,,,328.29,333.47,323.80,328.38,327.11,326.27,323.76,320.88,325.21,,,,,,,,,,323.38,330.53,334.11,320.94,320.05,315.24,314.57,317.55,320.06,316.98,308.08,,,,,,,,,,,315.96,307.24,315.13,317.66,316.94,313.94,314.16,314.12,322.36,328.78,329.48,332.33,330.12,323.04,,,,,,,,L7
2007-05-21 21:57:09+00:00,374.60,373.88,370.31,,,,362.30,359.83,358.99,351.80,354.46,346.50,343.06,341.65,339.41,338.17,321.77,321.60,319.59,,,,,334.38,331.47,336.18,,,,,335.11,333.87,326.94,,,321.44,317.66,,,,,304.16,303.71,317.57,313.85,321.34,320.17,304.45,305.92,307.18,307.74,308.41,311.23,305.88,309.07,312.12,306.99,290.95,,,,,310.55,314.01,329.96,322.21,321.07,331.60,326.21,335.35,341.47,332.10,336.10,338.83,343.24,345.48,342.09,344.48,L7
2007-06-15 21:50:54+00:00,376.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.93,,,,,,,,,,313.02,310.62,297.65,294.82,306.78,,,,,,,,,,,,,,,,,,,,336.25,,324.03,328.06,,,,,,,L7
2007-08-02 21:50:45+00:00,386.45,377.66,371.95,372.26,374.02,369.29,,,,,,,,347.09,345.93,339.79,332.95,328.24,327.34,326.92,337.04,337.80,334.27,,,,,,,,315.94,318.72,329.40,336.51,316.96,324.02,323.06,321.41,308.14,312.22,311.90,314.95,,,,,,,,,,306.23,315.53,312.38,310.17,304.88,296.04,313.49,319.20,313.74,317.57,323.25,334.13,335.87,325.23,,,,,,,,,,307.79,330.33,,,L7
2007-08-09 21:56:54+00:00,376.33,374.06,366.41,,,,350.78,350.84,354.29,359.92,350.77,346.74,344.08,345.13,340.40,331.51,326.45,323.67,321.15,,,,,312.65,314.78,320.20,328.07,325.29,330.02,328.85,328.04,329.57,338.99,329.93,321.81,325.82,326.00,,,,,323.03,322.93,321.36,317.82,311.29,314.16,308.43,294.58,297.36,300.61,294.95,306.73,304.63,301.22,286.48,289.62,291.13,,,,,296.37,289.38,293.73,297.75,295.45,302.92,,,,,,,,,,,L7
2007-09-10 21:56:39+00:00,382.95,378.28,,,,365.99,361.01,357.28,362.23,355.76,350.29,354.99,351.88,345.88,344.86,331.18,327.29,321.79,,,,331.79,316.28,317.61,328.77,328.34,327.56,329.64,328.82,331.55,330.68,333.73,334.58,328.03,329.19,324.55,,,,322.62,322.02,326.43,325.42,324.15,321.17,319.08,314.56,315.65,309.01,308.42,315.49,302.80,307.78,301.48,304.31,300.92,,,,,,333.65,320.71,323.45,327.57,327.27,332.25,332.36,340.07,340.37,336.10,332.50,334.27,347.81,347.92,339.85,341.38,339.59,L7
2007-09-19 21:50:26+00:00,,,,,,373.02,363.63,364.07,364.85,365.65,361.25,360.28,357.57,348.71,,,,,,,,,327.46,335.05,326.98,324.01,328.64,331.61,341.31,341.29,335.51,332.05,,,,,,,,,,333.10,332.94,331.88,329.86,322.32,328.51,329.28,323.49,320.63,316.48,318.62,,,,,,,,,,,,341.53,337.96,337.23,329.37,333.67,339.87,343.44,345.82,345.84,347.24,359.59,344.52,348.91,,,L7
2007-10-28 21:56:46+00:00,,368.51,365.43,356.11,344.87,345.48,353.91,354.24,346.39,343.30,342.07,340.69,333.07,320.04,,,,,330.28,320.80,323.39,322.60,324.70,324.90,318.09,316.41,321.88,328.07,325.13,324.94,317.96,,,,,317.17,317.19,317.77,307.40,310.69,309.57,307.21,309.63,316.22,315.18,308.06,299.56,297.88,288.08,287.46,,,,,,286.60,301.40,302.09,300.62,302.42,316.25,325.67,321.04,320.38,322.62,318.90,320.20,323.91,327.77,328.03,329.00,331.30,329.28,325.66,,,,,L7
2007-11-06 21:50:41+00:00,386.84,385.53,377.31,365.57,359.52,,,,,,,,349.18,349.58,344.67,346.17,345.05,345.52,341.64,332.72,329.36,332.25,,,,,,,,,335.35,330.56,331.67,331.94,331.86,331.10,331.87,330.54,319.28,321.23,315.03,,,,,,,,,,304.78,300.66,306.27,301.22,295.05,295.92,308.44,307.98,311.75,316.21,328.27,336.53,329.93,,,,,,,,,,,,333.37,335.55,338.99,339.95,L7
2007-12-15 21:57:08+00:00,390.14,,,,,372.35,376.64,368.33,360.15,352.83,357.25,359.37,360.43,361.07,345.21,344.68,342.85,,,,,,324.26,326.41,311.47,325.63,333.43,332.43,344.77,349.32,341.89,338.39,335.76,336.35,330.25,,,,,,324.90,320.00,319.38,330.31,341.47,322.29,312.90,312.22,305.19,303.81,313.76,333.91,314.59,305.37,312.37,303.62,,,,,,,322.82,330.65,334.43,339.95,334.97,328.50,337.05,339.27,339.77,344.28,349.76,350.89,330.57,341.98,339.33,353.66,L7
2007-12-31 21:57:10+00:00,396.33,393.13,380.05,367.50,367.61,375.58,379.62,365.12,357.28,350.26,,,,,354.17,348.96,346.34,348.20,340.90,335.95,341.87,341.51,337.93,330.08,324.13,333.73,340.53,,,,,327.22,325.31,342.65,333.58,338.08,334.51,326.19,329.23,334.42,323.45,314.06,308.20,334.17,349.28,328.16,,,,,,,317.60,315.24,319.99,310.82,302.10,318.76,335.60,353.96,358.56,344.45,326.72,335.73,336.16,334.06,342.25,337.07,342.60,,,,,,342.03,338.57,345.36,353.45,L7
2008-01-16 21:57:11+00:00,374.75,374.09,,,,,356.35,351.35,339.49,329.88,336.08,341.79,341.18,338.92,328.92,325.50,325.88,324.52,,,,,,316.50,316.35,323.56,328.45,324.53,329.67,338.78,324.23,318.12,322.67,329.42,320.44,323.06,314.21,,,,,299.89,297.27,324.39,316.68,300.06,301.32,293.81,297.73,302.08,309.03,311.67,293.59,304.63,300.95,289.56,287.79,312.66,,,,,,325.97,323.07,319.85,315.87,325.93,327.51,329.90,334.39,332.67,330.81,326.09,324.87,323.73,322.51,335.61,L7
2008-01-25 21:50:59+00:00,373.24,364.98,364.42,356.11,350.29,349.10,353.48,,,,,,,,,333.40,332.83,335.46,322.70,323.97,320.62,319.95,317.25,310.79,311.47,,,,,,,,,323.95,320.99,323.24,315.31,316.10,311.11,312.96,308.72,301.49,305.78,324.84,,,,,,,,,,302.03,291.93,283.69,288.46,297.04,307.90,325.37,324.89,315.03,313.30,316.82,317.89,316.94,311.83,,,,,,,,,,,331.43,L7
2008-02-26 21:50:52+00:00,378.75,380.96,366.70,355.63,358.52,,,,,,,,350.45,350.52,349.81,348.88,342.34,334.31,336.45,335.49,330.34,328.22,,,,,,,,349.07,337.02,334.56,336.81,334.64,332.90,329.38,330.59,330.52,326.41,325.44,,,,,,,,,,308.98,303.20,306.52,306.48,306.57,298.55,305.01,301.37,307.34,318.58,329.69,323.67,322.65,,,,,,,,,,,,329.26,329.70,327.92,331.52,340.67,L7
2008-05-07 21:56:52+00:00,,353.31,352.78,350.03,,,,,,,,,,,,,,,339.71,336.52,332.84,338.99,337.17,333.17,336.73,336.92,337.79,342.53,345.41,338.11,332.81,327.72,,,,,320.83,318.32,316.66,313.74,308.75,314.53,316.15,320.69,319.54,316.96,314.84,313.19,300.73,303.15,303.18,295.83,,,,,306.16,300.33,306.29,312.21,317.26,317.60,314.33,321.67,331.34,326.42,335.35,337.56,341.59,333.57,329.00,321.10,324.45,326.61,313.33,,,,L7
2008-05-16 21:50:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.45,311.44,315.11,320.05,319.85,320.65,322.22,328.08,327.98,330.20,338.63,340.72,340.63,328.29,,,,,,,,,L7
2008-06-08 21:56:37+00:00,345.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.06,293.95,,,,,305.36,303.86,309.95,318.07,301.09,303.27,307.04,289.46,281.58,288.77,293.95,295.32,289.77,287.37,279.84,285.06,,,,,,297.98,312.48,297.90,308.01,323.19,320.73,324.20,322.18,,321.62,319.35,304.24,,,,,,L7
2008-06-17 21:50:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,329.63,326.57,,,,,,,,307.75,300.64,306.60,309.40,,315.93,314.41,317.65,319.02,320.49,311.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-07-03 21:50:11+00:00,,,,,,352.87,356.27,353.19,349.31,336.64,334.30,331.83,326.49,331.00,327.42,,,,,,,,314.23,310.44,324.40,315.31,314.02,329.72,324.49,312.96,300.80,297.96,,,,,,,,,,281.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-07-19 21:49:59+00:00,344.40,350.37,363.27,371.42,,,,,,,,,341.32,347.70,351.34,336.36,334.79,335.17,329.31,340.24,323.30,,,,,,,,,,330.18,328.85,324.66,319.84,318.22,311.05,310.75,310.48,316.76,311.46,,,,,,,,,289.97,293.03,281.62,,284.73,293.75,294.62,294.66,301.58,298.95,283.34,297.38,303.39,,,,,,,,,,,,,,,,,,L7
2008-08-20 21:49:46+00:00,,,,,,358.78,358.64,357.40,347.44,345.79,344.23,342.78,346.29,342.64,338.78,,,,,,,,317.81,327.73,331.48,335.90,337.32,345.27,343.23,348.31,336.23,324.29,,,,,,,,,,333.85,335.28,335.36,324.06,310.42,303.51,299.02,289.14,286.02,283.61,271.61,,,,,,,,,,,,302.67,312.97,312.83,317.35,316.69,312.51,315.16,318.83,320.88,325.05,336.50,321.53,,,,L7
2008-08-27 21:55:53+00:00,376.77,370.60,369.89,358.29,,,,,351.69,349.01,342.96,345.14,345.63,344.68,346.13,342.08,338.74,335.75,331.98,327.59,317.86,,,,334.60,340.73,344.31,344.99,347.09,353.79,343.58,330.08,325.32,320.16,314.60,314.84,313.01,309.31,301.55,,,,,340.45,328.90,316.15,307.18,305.63,293.38,286.91,289.15,289.38,306.94,309.21,308.72,301.79,296.48,303.52,306.17,305.04,,,,,,323.04,322.36,327.26,322.13,322.29,324.65,334.33,336.15,341.75,332.56,323.48,332.74,328.67,L7
2008-09-21 21:49:29+00:00,,,,360.43,359.57,352.54,347.71,356.89,352.60,341.32,336.10,337.96,,,,,,,,,,,,,,,,,,341.27,,,,,,,,,320.79,335.21,340.11,331.10,326.95,324.13,331.17,321.63,318.98,305.87,287.24,,,,,,,,,,,,310.19,311.56,306.57,305.87,314.63,307.75,313.64,309.92,304.62,307.18,317.60,333.53,337.19,334.43,,,,,L7
2008-12-17 21:56:20+00:00,,,,363.58,362.88,356.56,355.44,349.06,344.12,346.39,345.28,346.35,347.06,339.07,333.63,329.83,,,,,320.24,322.67,323.27,322.19,323.81,328.16,329.51,331.89,334.70,337.47,331.69,325.20,320.91,320.68,,,,313.59,311.88,319.06,318.61,317.25,324.64,327.10,320.68,312.30,307.40,301.64,299.91,295.29,298.48,306.83,299.17,294.52,,,,,,317.14,317.44,313.56,310.01,306.51,313.70,321.91,322.86,334.89,332.88,326.66,334.86,329.20,327.45,324.70,326.87,328.36,323.80,,L7
2008-12-26 21:50:14+00:00,,,,,,,367.95,363.09,355.30,358.34,349.41,358.22,355.03,351.67,345.68,,,,,,,,327.67,330.64,334.19,335.61,334.16,342.51,350.30,348.79,345.25,334.87,322.90,,,,,,,,,328.81,337.44,337.58,328.30,322.62,314.79,316.20,310.44,309.43,309.05,302.43,305.24,,,,,,,,,,,315.38,323.55,329.22,337.19,343.71,348.28,341.90,344.16,340.69,338.30,345.73,345.36,345.94,347.39,,L7
2009-03-16 21:50:49+00:00,,,384.06,383.04,379.82,376.37,378.54,373.48,372.26,361.49,360.40,,,,,,,,,341.17,333.31,332.53,332.08,341.98,337.10,342.76,345.46,359.38,353.53,,,,,,,,,338.03,335.62,335.12,337.48,337.78,337.50,343.70,355.56,339.89,328.28,333.59,326.07,,,,,,,,,,,324.34,320.56,323.47,326.42,332.01,342.87,346.23,348.61,345.50,343.89,344.85,353.79,351.46,,,,,,,L7
2009-04-01 21:50:55+00:00,386.74,380.35,377.78,378.63,374.23,368.90,374.32,366.16,361.25,359.68,,,,,,,,337.92,340.27,334.72,323.65,328.01,336.10,344.73,330.36,332.66,320.23,,,,,,,,,323.81,320.50,324.43,323.72,322.06,331.91,337.47,345.71,356.85,339.32,338.07,332.05,,,,,,,,,,320.82,316.94,310.07,338.12,324.29,313.04,329.41,354.20,348.01,342.06,344.90,347.39,345.63,,,,,,,,,,L7
2009-04-17 21:51:00+00:00,380.96,375.98,374.72,375.59,367.91,369.09,368.42,367.59,363.39,352.03,,,,,,,,341.71,340.11,335.45,331.44,332.96,338.55,335.34,334.75,329.45,320.34,,,,,,,,,329.00,326.57,322.42,320.56,323.48,326.77,331.26,351.67,353.57,338.50,327.09,322.15,,,,,,,,,,295.93,302.00,309.90,314.92,309.81,316.07,331.27,330.58,331.67,333.52,334.35,339.11,328.99,327.70,,,,,,,,,L7
2009-05-03 21:51:03+00:00,371.74,365.09,368.94,370.72,364.79,361.44,360.44,355.95,,,,,,,332.44,331.53,327.52,331.56,332.44,334.53,323.38,329.02,341.38,340.67,324.25,,,,,,,,320.82,320.11,317.88,318.24,314.42,316.89,317.47,316.30,320.80,334.03,339.66,330.80,,,,,,,,,293.42,300.72,302.80,287.19,289.97,303.73,309.83,307.07,308.73,318.16,317.60,321.32,324.69,305.10,,,,,,,,,,,325.70,335.57,L7
2009-05-19 21:51:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.77,291.55,288.09,,,,,,,,,311.13,309.71,311.58,303.40,,284.51,283.14,280.33,286.12,273.71,275.24,279.88,262.29,,,,,,,,,,,312.81,308.11,312.42,312.80,319.84,322.38,320.19,317.85,319.27,320.36,,,L7
2009-07-22 21:50:56+00:00,354.57,346.06,350.53,354.31,346.03,343.57,350.30,340.60,,,,,,,,320.01,315.46,319.10,319.07,308.71,312.02,319.61,318.05,317.55,314.43,,,,,,,,,304.10,303.42,303.59,297.98,301.83,302.49,309.07,312.47,314.20,319.33,320.39,,,,,,,,,,,,268.57,278.51,273.78,,286.02,290.63,300.50,293.15,,,,,,,,,,,,,,,,L7
2009-08-07 21:50:50+00:00,371.55,375.17,371.59,373.42,,,,,,,,,,,,,,,,,,343.92,,,,,,,,339.02,336.16,327.04,332.74,323.46,318.76,314.60,315.71,319.52,322.06,320.03,,,,,,,,,292.66,290.55,291.97,284.61,293.92,292.89,294.70,298.51,303.38,299.58,302.58,305.92,312.04,301.59,,,,,,,,,,,,351.83,351.58,349.40,359.24,333.22,L7
2009-09-08 21:50:49+00:00,371.68,381.02,374.15,373.41,368.58,,,,,,,,,344.45,346.59,342.07,344.72,343.47,343.42,342.99,342.26,339.23,336.17,,,,,,,,353.87,348.26,349.45,341.01,336.85,335.74,338.50,341.63,345.42,344.44,338.62,,,,,,,,,,,327.74,327.42,324.82,320.96,320.19,322.01,325.47,328.70,329.15,327.03,327.12,326.99,328.60,,,,,,,,,,,348.73,351.96,343.73,343.15,L7
