dates,satname,nzd0301-0000,nzd0301-0001,nzd0301-0002,nzd0301-0003,nzd0301-0004,nzd0301-0005,nzd0301-0006,nzd0301-0007,nzd0301-0008,nzd0301-0009,nzd0301-0010,nzd0301-0011,nzd0301-0012,nzd0301-0013,nzd0301-0014,nzd0301-0015,nzd0301-0016,nzd0301-0017,nzd0301-0018,nzd0301-0019,nzd0301-0020,nzd0301-0021,nzd0301-0022,nzd0301-0023,nzd0301-0024,nzd0301-0025,nzd0301-0026,nzd0301-0027,nzd0301-0028,nzd0301-0029,nzd0301-0030,nzd0301-0031,nzd0301-0032,nzd0301-0033,nzd0301-0034,nzd0301-0035,nzd0301-0036,nzd0301-0037,nzd0301-0038,nzd0301-0039,nzd0301-0040,nzd0301-0041,nzd0301-0042,nzd0301-0043,nzd0301-0044,nzd0301-0045,nzd0301-0046,nzd0301-0047,nzd0301-0048,nzd0301-0049,nzd0301-0050,nzd0301-0051,nzd0301-0052,nzd0301-0053,nzd0301-0054,nzd0301-0055,nzd0301-0056,nzd0301-0057,nzd0301-0058,nzd0301-0059,nzd0301-0060,nzd0301-0061,nzd0301-0062,nzd0301-0063,nzd0301-0064,nzd0301-0065,nzd0301-0066,nzd0301-0067,nzd0301-0068,nzd0301-0069,nzd0301-0070,nzd0301-0071,nzd0301-0072,nzd0301-0073,nzd0301-0074,nzd0301-0075,nzd0301-0076,nzd0301-0077
2006-06-27 21:59:36+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.76,316.65,318.04,321.50,311.52,305.29,310.19,314.24,314.83,308.48,313.21,306.00,303.42,301.60,308.56,309.76,301.20,146.75,144.59,140.83,139.39,139.66,147.05,161.28,168.10,178.46,181.88,168.65,176.13,190.10,165.25,186.55,196.16,199.00,208.51,217.84,228.71
2006-06-28 21:50:34+00:00,L7,,,,,,,,,,350.75,349.15,340.91,323.86,332.69,332.76,329.48,326.09,315.28,312.94,,,,,,,,322.81,322.02,332.49,,,,,,,324.11,312.54,,,,,,,,243.93,,,,,,,,,,,,,,,,,,,,,,,187.77,189.18,175.54,305.78,315.60,313.39,197.71,209.12,207.79,226.22,265.23
2006-07-21 21:56:33+00:00,L7,,,344.13,339.71,342.81,338.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.91,312.52,317.03,314.82,311.00,308.46,305.22,307.82,305.38,302.80,296.15,295.67,300.33,301.07,300.95,,,157.59,235.14,282.32,285.11,285.30,290.95,292.79,285.89,151.83,169.38,292.61,306.69,309.62,293.54,320.58,321.15,315.77,196.22,202.77,,,
2006-07-30 21:50:20+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.58,319.44,327.06,326.77,322.56,335.03,334.45,334.41,326.25,319.24,324.47,,,,,,,,,217.87,215.85,310.31,297.97,291.28,288.68,299.30,302.64,309.51,310.09,316.03,311.07,317.33,323.87,326.20,,,,,,,,
2006-08-15 21:50:19+00:00,L7,375.85,367.94,359.32,367.44,361.15,366.09,361.92,360.71,359.46,359.50,,,,,,,,,,,,,,,,,,,,,,,,,,,340.68,335.50,339.37,339.51,335.75,342.19,341.85,344.20,332.12,327.24,311.85,,,,,,,,,205.20,199.84,326.48,313.29,304.99,302.60,306.23,305.10,320.32,329.68,323.55,326.26,325.56,326.76,330.45,345.35,,,,,,,
2006-08-22 21:56:29+00:00,L7,,356.17,355.36,354.10,338.82,334.19,332.22,327.07,331.23,336.32,336.57,334.68,322.61,319.29,,,,,309.51,320.23,317.48,309.82,315.75,317.11,320.32,323.86,329.08,331.41,332.76,331.94,336.67,324.56,,,,,310.64,303.28,301.92,300.41,299.69,307.93,313.34,316.65,313.02,310.54,307.15,304.37,299.74,295.29,295.61,289.36,,,,203.05,184.66,290.17,288.54,285.29,281.02,293.49,292.22,290.11,296.71,305.15,306.37,310.46,310.80,316.36,319.66,320.40,317.64,315.31,316.44,313.32,,
2006-08-23 21:54:11+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.49,292.26,287.63,284.02,287.33,289.51,293.32,299.34,302.40,300.20,302.13,303.21,310.20,315.95,320.21,320.20,316.41,318.25,320.10,314.48,316.83
2006-10-10 21:54:44+00:00,L5,358.13,362.75,358.17,349.49,343.04,336.73,333.70,332.86,333.78,330.96,329.58,328.83,327.05,325.55,320.62,315.20,313.50,312.55,303.83,298.82,298.85,302.09,305.95,305.01,306.11,309.91,317.43,324.44,334.32,339.83,325.76,318.00,322.57,318.19,322.32,321.52,316.72,312.04,304.14,303.67,307.84,308.89,307.55,306.98,309.88,302.00,309.18,302.87,298.69,297.37,300.68,295.71,294.70,295.98,299.44,303.78,296.25,299.05,292.76,292.99,293.80,298.03,299.15,298.74,304.09,301.09,306.63,309.80,317.90,328.33,330.31,326.83,327.94,328.42,326.75,323.11,324.97,329.00
2006-11-10 21:56:42+00:00,L7,371.77,366.12,365.10,358.38,358.46,359.16,347.70,341.45,336.44,338.57,333.12,,,,,315.42,316.42,310.53,309.17,311.92,309.67,315.25,317.28,316.36,318.98,321.39,322.05,319.54,,,,,,321.99,327.09,316.93,308.51,310.13,308.68,305.13,309.18,309.29,308.05,316.37,322.64,322.46,321.98,315.74,312.91,,,,,,308.66,307.30,303.06,304.03,303.74,302.08,301.74,302.04,304.86,307.68,303.48,304.41,309.78,313.55,313.13,321.52,328.91,326.83,,,,,,
2006-12-12 21:56:59+00:00,L7,390.90,389.52,373.40,377.85,371.76,373.29,,,,,343.10,344.59,336.57,332.61,326.68,339.44,336.81,332.17,322.41,314.37,320.02,327.03,318.78,,,,,336.72,330.38,331.00,334.34,327.23,327.03,333.57,337.73,324.24,326.48,329.36,323.71,321.71,323.89,333.22,,,,,,314.99,312.49,313.73,309.40,304.65,315.45,326.47,319.41,316.67,321.19,320.77,326.63,322.28,320.14,315.50,320.62,322.36,,,,,,,341.81,339.68,335.08,336.12,333.69,338.55,345.30,355.83
2006-12-13 21:55:19+00:00,L5,428.51,433.65,423.25,425.45,426.48,425.72,415.90,412.95,414.48,417.76,401.29,392.85,381.02,374.97,372.05,377.45,379.11,376.08,363.55,356.92,353.74,368.25,371.34,368.53,370.30,378.33,376.66,378.92,375.68,373.85,370.68,369.72,367.57,369.32,380.50,365.10,363.78,370.58,366.45,360.76,357.62,368.27,375.60,382.18,378.08,378.90,366.05,354.50,352.44,351.27,350.64,350.10,345.85,354.01,363.56,356.30,353.78,358.96,356.96,366.00,351.57,351.31,349.37,352.94,353.24,354.63,359.29,367.04,365.16,372.91,378.23,378.82,377.16,374.05,376.87,373.00,377.86,382.21
2007-02-07 21:51:02+00:00,L7,392.76,388.36,389.70,388.09,384.25,377.17,374.58,,,,,,,,,344.96,348.37,341.37,325.96,334.95,341.67,334.66,332.66,333.15,332.02,,,,,,,,,341.76,342.40,340.50,337.42,339.68,345.13,334.13,335.14,335.96,345.51,352.63,,,,,,,,,,,324.83,322.24,330.06,339.89,337.55,340.44,331.16,332.85,337.22,331.08,330.07,334.70,338.87,324.32,,,,,,,,,,
2007-02-14 21:57:15+00:00,L7,390.13,381.32,378.92,375.21,372.55,364.25,,,,,350.65,339.07,330.27,333.77,335.13,329.98,330.23,325.68,325.50,325.81,328.45,325.48,319.33,,,,,,332.66,336.04,333.53,333.59,331.00,329.16,331.79,335.51,333.34,330.06,329.99,324.95,319.50,323.71,,,,,,309.91,312.93,316.74,311.70,301.13,305.34,304.86,302.45,309.38,312.18,318.53,318.12,316.65,313.39,312.14,317.66,316.64,,,,,,,336.50,334.41,333.40,326.38,333.97,335.81,341.10,348.03
2007-02-23 21:51:07+00:00,L7,,,,,379.48,379.80,370.33,377.14,372.87,370.98,373.91,364.46,358.16,355.17,,,,,,,,339.45,333.23,334.14,331.96,339.78,354.41,358.40,349.30,352.12,346.82,344.44,,,,,,,,,341.33,341.31,349.55,356.80,339.90,336.71,329.21,336.16,352.73,353.22,349.46,339.22,330.03,,,,,,,,,,,330.50,330.10,335.52,349.15,354.12,372.82,371.98,380.51,360.37,355.61,351.40,355.37,380.91,376.32,
2007-03-18 21:57:21+00:00,L7,349.48,348.98,337.17,,,,326.98,326.33,321.65,319.31,315.09,313.59,294.17,297.80,310.05,307.51,301.09,297.16,296.17,,,,,289.09,289.37,294.57,296.68,298.09,298.39,302.38,303.07,301.88,299.37,295.08,298.67,293.77,286.78,,,,,,293.26,295.67,290.83,286.64,280.25,282.82,280.79,279.09,278.50,275.28,276.09,275.03,276.89,278.26,279.14,279.60,275.13,,,,,169.77,288.74,283.49,293.08,298.00,298.86,302.76,307.96,304.94,308.75,309.14,312.68,312.67,311.19,315.39
2007-04-19 21:57:19+00:00,L7,376.81,373.92,375.78,374.87,372.40,372.16,367.59,,,,,347.16,340.12,338.53,334.85,331.88,330.93,330.17,326.36,330.46,328.22,324.98,325.73,328.00,,,,322.47,323.66,330.10,333.15,329.97,321.96,318.87,320.06,316.38,317.48,331.99,338.95,323.20,317.63,318.09,309.08,,,,,301.96,298.26,296.17,296.89,294.24,302.34,297.34,300.09,304.70,307.28,308.71,304.13,304.89,306.07,304.46,305.40,307.90,,,178.64,224.51,219.10,322.63,322.07,323.90,323.33,339.53,340.25,338.96,343.32,346.71
2007-04-28 21:51:07+00:00,L7,,371.08,371.03,373.57,364.45,366.19,354.10,346.69,351.55,352.18,339.85,,,,,,,,319.37,324.55,314.88,318.71,317.44,316.60,313.21,311.96,316.29,,,,,,,,,,311.78,317.64,322.51,309.34,309.50,303.64,302.97,305.95,308.46,305.38,298.41,,,,,,,,,189.47,185.07,309.52,299.51,304.58,304.77,306.39,305.65,305.87,302.52,311.81,315.89,316.59,317.83,317.23,312.49,,,,,,,
2007-05-21 21:57:09+00:00,L7,378.46,377.74,374.17,,,,365.90,363.69,363.14,355.95,358.61,350.65,347.21,345.25,343.91,342.32,325.92,325.75,323.74,,,,,338.88,336.38,340.33,,,,,340.51,339.27,332.34,,,326.84,323.06,,,185.54,208.22,309.56,309.11,322.97,319.25,326.74,324.67,309.36,310.42,311.68,313.14,312.01,316.63,310.79,313.57,315.72,311.49,293.95,,140.40,141.75,221.23,314.41,317.87,335.36,327.12,327.07,337.60,332.96,341.35,346.38,336.60,340.25,344.83,349.24,350.39,348.09,349.88
2007-06-15 21:50:54+00:00,L7,360.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.11,,,,,,,151.26,224.19,232.45,291.22,288.82,279.48,275.00,288.61,172.80,175.85,180.05,174.34,157.81,,,,,,,,,,,160.15,168.12,178.06,181.99,309.00,177.22,304.21,309.89,185.32,195.32,195.27,198.97,214.88,204.01
2007-08-02 21:50:45+00:00,L7,386.16,377.37,371.66,371.97,373.80,369.02,,,,,,,,346.82,345.60,339.48,332.64,327.93,327.03,326.61,336.73,337.47,333.94,,,,,,,,315.54,318.32,329.00,336.18,316.60,323.62,322.66,320.97,307.74,311.82,311.54,314.55,,,,,,,,217.59,215.82,305.96,315.13,312.02,309.84,304.61,295.71,313.27,318.93,313.38,317.13,322.89,333.84,335.58,324.83,,,,,,,,194.39,204.80,307.35,329.97,226.15,221.26
2007-08-09 21:56:54+00:00,L7,370.90,368.63,360.98,,,,345.71,345.41,348.44,354.07,344.92,340.89,338.23,340.06,334.07,325.66,320.60,317.82,315.30,,,,,306.32,307.87,314.35,322.22,318.96,323.69,321.94,320.44,321.97,331.39,323.60,314.90,318.22,318.40,,,,,315.43,315.33,313.76,310.22,303.69,307.83,301.52,288.25,291.03,293.01,289.88,299.13,297.72,294.89,281.41,283.29,286.91,,,,,290.94,283.95,286.13,290.84,287.01,294.48,,,,,,,,,,
2007-09-10 21:56:39+00:00,L7,367.09,362.42,,,,351.19,346.21,341.42,345.15,338.68,333.21,337.91,334.80,331.08,326.36,314.10,310.21,304.71,,,,313.29,297.78,299.11,308.59,311.26,310.48,311.14,310.32,311.37,308.48,311.53,312.38,309.53,309.01,302.35,,,,300.42,301.84,304.23,303.22,301.95,298.97,296.88,296.06,295.47,290.51,289.92,293.29,288.00,285.58,281.30,285.81,286.12,,,166.40,162.25,178.73,313.47,304.85,307.59,305.37,307.09,307.58,307.69,312.32,315.70,315.92,314.00,317.19,323.14,323.25,319.67,316.71,317.39
2007-09-19 21:50:26+00:00,L7,,,,,,378.49,369.10,369.93,371.16,371.96,367.56,366.59,363.88,354.18,,,,,,,,,334.29,341.88,334.43,330.32,334.95,338.44,348.14,348.74,343.71,340.25,,,,,,,,,,341.30,341.14,340.08,338.06,330.52,335.34,336.73,330.32,327.46,324.68,324.09,,,,,,,,,,,,347.39,346.16,344.68,338.48,342.78,350.12,352.55,353.27,352.67,353.55,368.70,353.63,356.36,,
2007-10-28 21:56:46+00:00,L7,,358.94,355.86,346.54,337.43,336.55,344.98,344.67,336.08,332.99,331.76,330.38,322.76,311.11,,,,,319.97,310.49,313.08,311.43,313.53,313.73,305.91,306.10,311.57,316.90,313.96,312.76,304.56,,,,,303.77,303.79,302.88,294.00,297.29,297.39,293.81,296.23,302.82,301.78,294.66,288.39,285.70,276.91,276.29,,,,,,277.67,290.23,294.65,291.69,290.24,301.36,313.49,311.47,310.81,309.22,306.72,305.31,309.02,311.02,313.14,316.82,320.13,318.97,310.77,,,,
2007-11-06 21:50:41+00:00,L7,378.55,377.24,369.02,357.28,353.08,,,,,,,,340.26,341.85,335.00,337.25,336.13,336.60,332.72,323.80,320.44,322.58,,,,,,,,,323.75,318.96,320.07,322.27,321.31,319.50,320.27,317.65,307.68,309.63,304.48,,,,,,,,,,293.18,292.93,294.67,290.67,285.38,288.19,298.77,301.54,304.02,305.66,315.38,325.98,321.64,,,,,,,,,,,,320.48,325.00,326.10,328.35
2007-12-15 21:57:08+00:00,L7,396.85,,,,,378.62,382.91,375.04,367.38,360.06,364.48,366.60,367.66,367.34,353.04,351.91,350.08,,,,,,332.09,334.24,320.02,332.86,340.66,340.26,352.60,357.87,351.29,347.79,345.16,344.18,338.80,,,,,,333.45,329.40,328.78,339.71,350.87,331.69,320.73,320.77,313.02,311.64,323.16,340.18,323.99,313.92,320.20,309.89,,,,,,,329.53,337.36,343.83,348.50,345.41,338.94,348.80,349.71,348.32,352.11,356.99,361.33,341.01,350.53,349.77,363.06
2007-12-31 21:57:10+00:00,L7,404.47,401.27,388.19,375.64,373.94,383.18,387.22,373.26,366.05,359.03,,,,,363.67,357.73,355.11,356.97,349.67,344.72,350.64,351.01,347.43,339.58,334.49,342.50,349.30,,,,,338.62,336.71,352.15,343.94,349.48,345.91,338.86,340.63,345.82,333.81,325.46,319.60,345.57,360.68,339.56,,,,,,,329.00,325.60,329.49,318.42,311.60,325.09,343.20,364.32,371.23,354.81,334.86,343.87,347.56,344.42,354.92,349.74,356.85,,,,,,354.70,348.93,358.03,364.85
2008-01-16 21:57:11+00:00,L7,383.89,383.23,,,,,364.88,360.49,349.34,339.73,345.93,351.64,351.03,347.45,339.59,335.35,335.73,334.37,,,,,,327.17,327.99,333.41,338.30,335.20,340.34,350.42,337.03,330.92,335.47,340.09,332.08,335.86,327.01,,,,,312.69,310.07,337.19,329.48,312.86,311.99,305.45,308.40,312.75,321.83,320.20,306.39,316.27,311.62,298.09,298.46,319.77,,,,,,335.11,335.87,331.49,330.09,340.15,343.51,344.12,346.03,343.34,340.66,340.31,339.09,335.37,336.73,348.41
2008-01-25 21:50:59+00:00,L7,370.10,361.84,361.28,352.97,347.85,346.17,350.55,,,,,,,,,330.02,329.45,332.08,319.32,320.59,317.24,316.28,313.58,307.12,307.47,,,,,,,,,320.28,316.99,318.84,310.91,311.21,306.71,308.56,304.72,297.09,301.38,320.44,,,,,,,,,,298.03,288.26,280.76,284.79,294.60,304.97,321.37,320.00,311.03,310.16,313.68,313.49,312.94,306.94,,,,,,,,,,,327.03
2008-02-26 21:50:52+00:00,L7,381.89,384.10,369.84,358.77,360.96,,,,,,,,353.83,353.45,353.48,352.26,345.72,337.69,339.83,338.87,333.72,331.89,,,,,,,,353.07,341.42,338.96,341.21,338.31,336.90,333.78,334.99,335.41,330.81,329.84,,,,,,,,,,312.65,307.60,309.45,310.88,310.57,302.22,307.94,305.04,309.78,321.51,333.69,328.56,326.65,,,,,,,,,,,,334.15,334.59,331.92,336.41,345.07
2008-05-07 21:56:52+00:00,L7,,342.45,341.92,339.17,,,,,,,,,,,,,,,328.02,324.83,321.15,326.32,324.50,320.50,322.91,325.23,326.10,329.86,332.74,324.29,317.61,312.52,,,,,305.63,301.43,301.46,298.54,294.93,299.33,300.95,305.49,304.34,301.76,302.17,299.37,288.06,290.48,287.98,285.70,,,,207.53,293.49,291.89,296.16,298.39,300.37,303.78,303.47,310.81,316.14,312.60,318.46,320.67,322.59,316.68,315.18,308.43,312.76,309.72,296.44,,,
2008-05-16 21:50:38+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.69,212.06,303.95,305.11,307.51,309.69,307.18,310.29,314.08,319.94,316.58,319.84,325.96,328.05,326.38,315.62,,,,,,,,
2008-06-08 21:56:37+00:00,L7,351.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.88,302.55,,,,207.15,313.18,312.46,318.55,326.67,309.69,311.87,314.21,297.28,288.75,295.94,302.55,301.05,298.37,295.19,287.01,290.79,,,135.50,142.43,251.77,305.80,318.62,304.04,316.61,331.01,330.29,333.76,332.93,171.56,329.44,326.52,310.86,190.29,192.66,196.94,199.47,
2008-06-17 21:50:21+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,315.78,312.72,,,,,,171.25,,291.39,282.64,288.60,289.40,,297.93,298.05,299.65,301.02,302.49,293.09,,,,,,,,,167.64,168.32,164.55,163.17,142.41,139.06,138.89,141.13,135.30,138.80,148.63,153.20,159.63,,,,,,,,,,,,
2008-07-03 21:50:11+00:00,L7,,,,,,337.94,341.34,337.19,332.08,319.41,317.07,314.60,309.26,316.07,308.75,,,,,,,,295.56,291.77,304.04,298.08,296.79,311.05,305.82,292.60,278.40,275.56,,,,,,,,148.44,248.80,259.43,164.90,162.87,154.31,160.24,168.08,169.77,163.06,148.50,,,,,,,,,,,114.54,106.55,97.53,114.27,123.64,138.81,150.66,154.34,143.73,131.44,158.16,126.37,137.22,,,,,
2008-07-19 21:49:59+00:00,L7,332.69,338.66,351.56,359.71,,,,,,,,,328.70,336.77,337.67,323.74,322.17,322.55,316.69,327.62,310.68,,,,,,,,,,313.78,312.45,308.26,306.17,303.31,294.65,294.35,292.26,300.36,295.06,,,,,,,,233.48,276.30,279.36,265.22,177.92,268.33,278.84,280.95,283.73,287.91,289.84,272.41,282.47,285.17,,,,,,,,,,192.35,177.82,187.55,203.45,197.22,209.46,224.70,219.98
2008-08-20 21:49:46+00:00,L7,,,,,,356.91,356.77,355.40,345.29,343.64,342.08,340.63,344.14,340.77,336.45,,,,,,,,315.48,325.40,328.93,333.75,335.17,342.94,340.90,345.76,333.43,321.49,,,,,,,,,,331.05,332.48,332.56,321.26,307.62,301.18,296.47,286.81,283.69,280.81,269.74,,,,,,,,,187.28,197.02,201.43,300.67,310.17,310.28,314.24,313.58,309.01,312.05,316.28,318.55,322.90,333.39,318.42,,,
2008-08-27 21:55:53+00:00,L7,370.34,364.17,363.46,351.86,,,,,344.77,342.09,336.04,338.22,338.71,338.68,338.63,335.16,331.82,328.83,325.06,320.67,310.94,,,,326.42,333.81,337.39,337.49,339.59,345.61,334.58,321.08,316.32,312.66,306.42,305.84,304.01,299.31,292.55,,,,,331.45,319.90,307.15,299.68,297.45,285.88,279.41,280.15,283.38,297.94,301.03,301.22,295.79,288.98,298.52,300.17,296.86,,,147.13,200.76,216.43,314.86,312.36,317.26,310.88,312.29,316.47,326.83,329.23,331.75,322.56,315.30,322.74,319.67
2008-09-21 21:49:29+00:00,L7,,,,369.00,366.24,360.54,355.71,365.46,361.83,350.55,345.33,347.19,,,,,,,,,,,,,,,,,,352.18,,,,,,,,,332.79,347.21,351.02,343.10,338.95,336.13,343.17,333.63,328.98,316.78,297.24,,,,,,,,,,,,323.52,322.47,315.14,314.44,326.63,318.66,326.97,323.25,319.62,320.51,328.51,343.53,346.42,347.76,,,,
2008-12-17 21:56:20+00:00,L7,,,,371.15,368.77,363.63,362.51,356.63,352.27,354.54,353.43,354.50,355.21,346.14,342.46,337.98,,,,,328.39,331.50,332.10,331.02,333.45,336.31,337.66,340.72,343.53,347.11,342.29,335.80,331.51,329.51,,,,325.37,322.48,329.66,328.25,327.85,335.24,337.70,331.28,322.90,316.23,311.28,308.74,304.12,309.08,313.90,309.77,304.16,,,,,,326.78,329.22,323.20,317.58,314.08,324.30,331.55,334.64,346.67,346.13,338.44,344.50,338.03,335.60,336.48,338.65,338.00,335.58,
2008-12-26 21:50:14+00:00,L7,,,,,,,356.88,351.23,342.53,345.57,336.64,345.45,342.26,340.60,331.85,,,,,,,,313.84,316.81,319.10,322.84,321.39,328.68,336.47,333.70,328.65,318.27,306.30,,,,,,,,,312.21,320.84,320.98,311.70,306.02,300.96,301.11,296.61,295.60,292.45,291.36,288.64,,,,,,,,,,,303.52,306.95,314.13,318.75,325.27,327.53,323.46,329.07,326.86,325.53,327.29,326.92,330.85,328.95,
2009-03-16 21:50:49+00:00,L7,,,387.35,386.33,382.38,379.44,381.61,376.77,375.80,365.03,363.94,,,,,,,,,344.71,336.85,336.36,335.91,345.81,341.28,346.30,349.00,363.21,357.36,,,,,,,,,343.14,340.22,339.72,341.66,342.38,342.10,348.30,360.16,344.49,332.11,337.77,329.90,,,,,,,,,,,328.52,325.67,327.65,329.71,335.30,347.47,350.41,353.72,350.61,349.64,349.96,357.97,355.29,,,,,,
2009-04-01 21:50:55+00:00,L7,393.88,387.49,384.92,385.77,379.79,375.57,380.99,373.30,368.94,367.37,,,,,,,,345.61,347.96,342.41,331.34,336.34,344.43,353.06,339.45,340.35,327.92,,,,,,,,,333.81,330.50,335.54,333.72,332.06,341.00,347.47,355.71,366.85,349.32,348.07,340.38,,,,,,,,,,329.15,322.50,316.74,347.21,335.40,322.13,336.55,361.34,358.01,351.15,356.01,358.50,358.13,,,,,,,,,
2009-04-17 21:51:00+00:00,L7,385.67,380.69,379.43,380.30,371.58,373.49,372.82,372.30,368.47,357.11,,,,,,,,346.79,345.19,340.53,336.52,338.46,344.05,340.84,340.75,334.53,325.42,,,,,,,,,335.60,333.17,329.75,327.16,330.08,332.77,337.86,358.27,360.17,345.10,333.69,327.65,,,,,,,,190.05,177.00,301.43,305.67,314.30,320.92,317.14,322.07,335.98,335.29,338.27,339.52,341.68,346.44,337.24,335.03,,,,,,,,
2009-05-03 21:51:03+00:00,L7,374.45,367.80,371.65,373.43,366.90,363.97,362.97,358.66,,,,,,,335.61,334.45,330.44,334.48,335.36,337.45,326.30,332.19,344.55,343.84,327.70,,,,,,,,324.62,323.28,321.33,322.04,318.22,321.11,321.27,320.10,324.25,337.83,343.46,334.60,,,,,,,,211.13,297.22,304.17,305.97,289.72,293.14,305.84,312.36,310.52,312.95,321.61,320.31,324.03,328.49,308.55,,,,,,,,,207.95,268.05,329.92,339.37
2009-05-19 21:51:05+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.57,293.88,290.64,,,,,,,208.30,213.66,313.93,312.51,314.38,305.73,289.70,286.84,285.47,283.13,287.99,276.51,277.79,282.21,264.16,,,,,,,,146.40,159.58,253.18,315.92,311.22,315.92,315.91,322.39,324.71,322.34,320.96,322.38,322.91,219.56,228.95
2009-07-22 21:50:56+00:00,L7,337.28,328.77,333.24,337.02,332.59,327.44,334.17,323.31,,,,,,,,301.39,296.84,300.48,300.45,290.09,293.40,299.44,297.88,297.38,292.43,,,,,,,,,283.93,281.42,279.39,273.78,274.94,278.29,284.87,290.47,290.00,295.13,296.19,,,,,,,,,182.14,177.86,178.70,252.44,258.34,260.34,151.38,264.02,263.74,278.50,275.86,143.41,158.50,,,,,,,,,,,,223.82,227.59
2009-08-07 21:50:50+00:00,L7,360.12,363.74,360.16,361.99,,,,,,,,,,,,,,,,,,330.59,,,,,,,,324.47,320.16,311.04,316.74,310.13,304.21,298.60,299.71,301.74,306.06,304.03,,,,,,,,215.97,279.33,277.22,275.97,273.94,277.92,278.34,281.37,287.84,290.05,290.69,291.91,291.37,294.26,287.04,,,,,,,,,217.60,228.60,250.16,334.05,333.80,334.85,341.46,317.22
2009-09-08 21:50:49+00:00,L7,368.82,378.16,371.29,370.55,366.36,,,,,,,,,341.78,343.26,338.99,341.64,340.39,340.34,339.91,339.18,335.90,332.84,,,,,,,,349.87,344.26,345.45,337.68,333.21,331.74,334.50,337.19,341.42,340.44,334.98,,,,,,,,,,,325.07,323.42,321.18,317.63,317.52,318.68,323.25,326.03,325.51,322.59,323.48,324.13,325.74,,,,,,,,,,231.30,344.29,348.32,339.29,339.15
2009-11-11 21:51:13+00:00,L7,,,,,,,,355.65,356.45,353.60,347.70,344.07,345.71,338.33,332.24,333.59,,,,,,,,,341.35,344.85,345.51,345.51,350.90,361.39,361.41,358.11,341.26,332.05,,,,,,,,,,347.87,347.34,338.79,335.18,322.62,314.40,318.93,320.52,319.29,315.54,312.36,312.98,,,,,,,,,,,,345.10,339.66,339.60,338.57,341.02,348.50,355.28,357.30,361.77,352.42,341.63,357.31
2009-12-13 21:51:37+00:00,L7,,368.15,366.69,357.76,356.08,357.96,351.87,347.89,343.41,338.01,327.87,,,,,,,,325.13,325.58,325.21,323.78,320.94,318.33,320.18,320.06,317.49,,,,,,,,,,315.61,316.03,312.77,311.86,312.17,313.20,320.62,323.02,312.91,306.81,300.51,,,,,,,,,,,286.04,288.58,289.18,292.13,294.10,293.29,303.30,309.34,305.63,305.42,314.55,314.51,315.27,312.82,,,,,,,
2010-01-05 21:58:12+00:00,L7,396.49,394.52,393.92,,,,364.81,363.88,355.18,353.83,333.12,322.58,303.82,332.24,341.98,326.52,287.64,307.77,310.60,,,,,353.61,353.12,347.08,362.38,354.05,353.72,370.92,357.88,358.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.08,302.83,327.53,331.87,341.88,348.93,342.17,348.99,360.96,358.05,368.30,364.63,358.81,357.47,356.23,370.25
2010-01-29 21:57:41+00:00,L5,360.20,360.77,364.09,362.36,352.57,348.06,345.29,342.73,341.01,338.57,333.84,325.23,312.19,307.61,313.70,313.59,308.10,307.61,314.79,314.59,315.62,311.06,306.29,306.70,306.12,306.77,305.10,309.52,315.94,319.61,316.49,315.00,307.95,303.75,301.60,298.51,299.52,295.72,298.34,301.76,299.58,300.10,299.76,303.31,299.62,302.49,294.13,293.71,288.08,287.06,281.83,279.92,281.99,279.03,273.60,276.16,277.87,284.69,286.39,295.50,294.11,295.88,296.30,294.45,298.52,298.84,300.10,306.76,305.44,313.93,318.85,322.87,321.59,322.51,319.36,316.21,314.26,320.78
2010-02-06 21:58:39+00:00,L7,391.26,,,,389.06,386.22,382.34,379.43,374.69,374.32,377.32,371.71,363.55,349.47,337.46,338.30,342.57,,,,,351.35,353.87,348.74,352.07,351.05,355.50,360.30,353.79,363.74,365.13,371.11,371.41,368.29,371.12,,,,,342.24,348.06,357.11,358.77,356.67,352.86,351.97,354.40,351.06,344.10,344.69,347.34,346.18,343.56,347.56,340.33,339.29,,,,,,346.70,352.62,358.04,358.73,358.83,361.65,361.98,371.92,376.53,377.84,380.21,382.08,380.13,364.87,380.58,386.58,379.23
