,dates,usa_CA_0060-0000,usa_CA_0060-0001,usa_CA_0060-0002,usa_CA_0060-0003,usa_CA_0060-0004,usa_CA_0060-0005,usa_CA_0060-0006,usa_CA_0060-0007,usa_CA_0060-0008,usa_CA_0060-0009,usa_CA_0060-0010,usa_CA_0060-0011,usa_CA_0060-0012,usa_CA_0060-0013,usa_CA_0060-0014,usa_CA_0060-0015,usa_CA_0060-0016,usa_CA_0060-0017,usa_CA_0060-0018,usa_CA_0060-0019,usa_CA_0060-0020,usa_CA_0060-0021,usa_CA_0060-0022,usa_CA_0060-0023,usa_CA_0060-0024,usa_CA_0060-0025
0,1985-02-25 17:58:46+00:00,,209.36504768997656,207.56740612197441,204.08500995616964,202.29430360174078,214.81895989174478,208.94581407264943,206.52250906682033,204.22940798997732,200.35639308842082,203.0077510054478,200.57056591186705,200.32500225840198,202.0769008911126,208.9719719144659,206.90705408482975,210.42272916409797,206.38455477054399,210.7591708650807,211.54917078010874,210.13694536956757,214.1517868890624,220.75026446274313,219.57131131767673,221.86652978066425,221.75553635459326
1,1985-03-29 17:58:42+00:00,,214.24852383207343,217.4989744959896,204.15697714468166,200.899484732191,209.2171544633175,200.64272465694708,200.47264533514573,202.12835641021059,200.5363129443975,196.09355009716202,203.79018398168387,201.0196716612137,199.81639099139193,208.71745914720196,204.90604291531443,210.71947571267032,208.8607769585688,211.99240224474687,213.07901442889934,215.0114188658086,218.42808644465327,226.44311592602088,224.7862644107236,229.29188665723186,230.52184345708267
2,1985-06-17 17:58:24+00:00,241.07388928226152,218.30059873175628,210.37282851715435,202.29815295077884,199.57329220901278,209.26174659868633,199.45192848805834,195.44655380157366,194.5420453002563,189.25721337415627,192.67746013843396,194.76026261325083,196.0097757768694,190.65366477903657,194.96556349077588,191.90081413383396,195.1544853286585,198.73837889107645,193.1852405246696,202.94907062443738,200.81463033588778,209.4715062912294,212.69097263150536,210.87570803467247,198.99747594817086,200.8771093332824
3,1985-09-21 17:57:31+00:00,247.4391454995548,223.63658337719576,227.0379120011394,217.4172455843198,222.6432952339849,226.16373930898024,217.18813437413732,212.6060550584764,210.19094738138762,202.89137693585724,201.84585175111116,204.89074703669357,204.0928339340676,198.53018043109094,202.31547562467674,203.99853427042063,206.61960842457347,199.9737276132747,206.94299580981988,214.51078800556633,222.0887761283261,219.8885705362093,224.89183662034364,220.7999924633397,217.72604166625194,230.75588379803983
4,1986-01-27 17:55:26+00:00,271.3312815061752,225.7588207585151,232.1032879122812,226.42297261283505,227.03230035630037,232.3784066387265,224.74053599585696,221.9716137421922,220.35777759574913,217.69770404207077,207.00765541359414,211.76240361114336,214.0174762310787,222.37856842836973,231.64027921255223,226.8170680249391,224.65017399081873,235.03728741319014,232.32368061964812,231.3463655091593,232.52574589053026,229.56176687234125,236.1965285778399,234.30219011484368,234.1941607636406,245.06229224315484
5,1986-04-17 17:53:42+00:00,230.7368645052432,208.5714753362308,210.6104158609996,191.70328929269195,190.34435706231665,201.13375681252072,193.42779486310846,195.54065528749166,197.0103620119613,193.13866552366554,188.6502056121528,196.80037959487404,195.60649867821513,197.87148558981286,203.32381264683607,202.1938807691005,209.27673182688312,211.80066194543704,212.43141965921643,215.6849030562365,213.16924707396112,218.2052293266715,221.7159693152985,221.42298027842588,224.28272886945135,224.90705566635165
6,1986-06-20 17:51:54+00:00,239.87473829455178,214.3550637205599,212.51504018259607,182.28923259589112,189.03536208300653,199.95199890101324,196.25150058780352,188.86737829956087,189.58015250579146,196.22532250613014,198.68302177118167,210.3308117299384,211.4230307924294,206.33999486814523,211.23834553438974,214.74349414003063,215.14162128015545,216.83380410133006,215.05284060682652,218.86277329562597,221.76508584453975,218.8558799477596,224.7490456019368,223.2502237520145,228.65159175329237,233.3739038987655
7,1986-07-22 17:50:49+00:00,228.1087694814157,200.28138127103554,198.4779054164168,183.00812392734136,179.1568783772032,192.8313778279445,185.21999670387416,186.55170314245916,186.5473597963971,189.68404626515866,187.2227301177374,181.8566816346737,186.69703252464726,191.40600820317928,194.56263690106047,192.13304952900987,193.24589060336984,195.2491677713925,190.28805659050903,202.89242827141385,202.6218246633025,206.28993897835508,209.8866181166186,212.38990229976142,211.24838200030322,214.40452031098292
8,1986-08-23 17:49:39+00:00,239.09123636058015,220.20687422067232,217.24737742175236,201.00282740842795,210.0084647978913,214.28473266901986,204.98198563290262,205.24137673662992,206.67961805956668,207.87709660171723,205.25518584755613,203.82961062895896,209.24248634713828,211.0473353962715,210.72904990970284,218.81405311039495,216.19130823362883,216.12661231435993,218.43590809635523,217.08763248095238,224.4875779850118,224.37390819028738,227.8085761689053,226.05423599405773,226.37578688734024,237.39940181934514
9,1986-11-11 17:46:55+00:00,,222.34097167388995,222.08042833982546,220.4227714782206,221.34066963737175,221.38669943083906,220.72107408414487,209.85638753061156,210.68532181237904,205.39102588329692,205.69114931901981,203.27635912017269,203.72385947119335,206.36080174542136,212.58315276514196,220.81637715700603,223.23167253714777,216.2621766949011,220.74224419785065,226.62052299557143,224.86260453686623,231.62206660138617,226.25627331459276,234.4639482147005,233.32406252333456,231.62937998029588
10,1986-11-27 17:46:36+00:00,265.59350994602846,220.19569078990065,225.36941877927538,217.64418583461725,220.9441014297187,224.44912995665547,224.00392473939993,223.40280245645025,218.10822200750854,211.67442062395867,210.5489212511751,209.24854608915226,207.46089574501954,213.63623199129415,211.51411063861002,209.78471873166183,213.80271983041055,217.84836662092147,216.65726532941673,216.16558681499197,225.2121537829997,230.30286635831166,232.69233036082673,229.26785117536795,231.91495042510024,241.5431645337064
