,dates,usa_CA_0063-0000,usa_CA_0063-0001,usa_CA_0063-0002,usa_CA_0063-0003,usa_CA_0063-0004,usa_CA_0063-0005,usa_CA_0063-0006,usa_CA_0063-0007,usa_CA_0063-0008,usa_CA_0063-0009,usa_CA_0063-0010,usa_CA_0063-0011,usa_CA_0063-0012,usa_CA_0063-0013,usa_CA_0063-0014,usa_CA_0063-0015,usa_CA_0063-0016,usa_CA_0063-0017,usa_CA_0063-0018,usa_CA_0063-0019,usa_CA_0063-0020,usa_CA_0063-0021,usa_CA_0063-0022,usa_CA_0063-0023,usa_CA_0063-0024,usa_CA_0063-0025,usa_CA_0063-0026,usa_CA_0063-0027,usa_CA_0063-0028,usa_CA_0063-0029,usa_CA_0063-0030,usa_CA_0063-0031,usa_CA_0063-0032,usa_CA_0063-0033,usa_CA_0063-0034,usa_CA_0063-0035,usa_CA_0063-0036,usa_CA_0063-0037,usa_CA_0063-0038,usa_CA_0063-0039,usa_CA_0063-0040,usa_CA_0063-0041,usa_CA_0063-0042,usa_CA_0063-0043,usa_CA_0063-0044,usa_CA_0063-0045,usa_CA_0063-0046,usa_CA_0063-0047,usa_CA_0063-0048,usa_CA_0063-0049,usa_CA_0063-0050,usa_CA_0063-0051,usa_CA_0063-0052,usa_CA_0063-0053,usa_CA_0063-0054,usa_CA_0063-0055,usa_CA_0063-0056,usa_CA_0063-0057,usa_CA_0063-0058,usa_CA_0063-0059,usa_CA_0063-0060,usa_CA_0063-0061,usa_CA_0063-0062,usa_CA_0063-0063
0,1984-04-27 17:55:28+00:00,212.26183565537988,214.95361851321607,207.9048849474499,204.3499326379868,200.04415251071126,193.46059545864546,187.3413346442959,186.62072405912127,204.65329217606546,206.97541823084117,207.19718693937077,210.28247520101957,211.44820127369982,209.33202878034464,208.92029590185751,205.56399304795826,201.4264642819222,202.61858776246436,203.05733563155738,200.1104149835973,204.2766041659907,203.7496770260294,206.60595145808634,204.08772306928248,205.31434833971613,205.30979560041928,209.99391729832413,218.11292941441445,218.7498166423193,218.10924041687065,215.21146225411485,211.78499054693197,208.4359690626677,203.4960991637793,203.84615405353978,202.2311353021267,197.5863771781002,199.25023914308147,197.16782067565262,197.95256024699617,198.69613678297398,200.13042174264967,205.96766104742883,208.28624198428233,222.770642924971,222.48100037542127,213.7019132534256,224.01968854910675,225.38734704193732,226.0013735203011,222.07046416458078,219.65195407341713,220.08836343119444,221.9797503311157,223.15683396424964,214.03720261855503,207.54624883300116,206.68004635663252,202.18389720620846,201.4998272803564,196.4418661995958,198.80637253270388,212.01861940410927,204.63006701329635
1,1984-06-14 17:56:37+00:00,217.19981009623774,225.9528601544306,220.00083041823274,214.33676750720068,209.2805313955887,198.4751467442299,194.85011498359907,201.39682206515047,204.97129611298126,205.980809151976,198.318490112671,198.01358427986267,202.67485979842374,204.8167065848626,204.00385839445377,211.4465232531367,209.61815673102083,212.56961770153856,213.20890862966326,212.52957551855488,215.44492921288557,216.12054948536687,216.89408837926044,215.41491462008804,219.50488970248608,216.85996563079968,217.21224759999203,210.59595150875603,208.9258194776431,216.89220919503762,218.2525583031405,215.66505660721944,215.00080007737657,218.25720415429473,218.14566068278452,213.34369292004808,207.2888601755017,209.159329667986,204.1523378244652,203.82665521590098,203.31462626332726,203.78133193583946,212.98676897592702,223.43495837550935,225.71532250202645,228.61453765606947,224.9379215975342,222.7833711273638,219.91664291046172,223.95619798431292,223.2712763669848,217.5894655860064,219.2196950362348,220.81501603588436,222.580477918255,213.03038926070454,202.37821648886126,205.8319771075434,208.52984198353667,210.8542029256342,204.25569059398995,201.43844928769713,208.28455991613865,196.6798442240953
2,1984-11-21 17:58:12+00:00,200.2044466383358,208.96835701049503,210.8497508881812,209.95048397230624,204.62310637781047,197.63575439956847,195.128873951266,194.3413776658313,200.94384209089168,203.98294764429312,201.48847600234205,200.1055691903842,203.29261784583844,201.61636382319233,200.55579010909508,205.67015956942782,205.0613632703908,201.96283859029586,205.5733278592513,207.14372702791184,211.64307448560783,212.47836999401042,216.22448385065258,214.49398675890933,214.68713881393137,217.5480593505265,218.76326165337633,224.29513679944145,224.43730524839674,223.58028565603902,220.93377180332456,215.4615816084454,213.1566321036168,209.2952668342946,207.3048196536083,203.48447519074358,201.29040430022764,198.01956403786863,198.08552710756024,199.09846947448344,200.98092073722137,204.1700780817322,207.49246597654616,214.73505574256203,219.84547511145206,221.75051202329513,216.55007901488955,222.52906941661368,220.0295878407291,222.08759154984443,220.00984439704695,215.04699745563389,216.20358941722515,217.09121561443948,213.95996797142922,206.90302283898234,201.6972099938444,200.3758548160419,197.1752616941363,193.4049087173738,193.88136165578862,188.45724013135273,198.9669064187272,181.83869023726197
3,1985-01-08 17:58:37+00:00,,203.35828753490907,209.34072995034276,207.66342134136747,208.47889753205013,204.12800405486144,195.4275908660435,196.13875240139149,201.9734940162855,203.66656909480878,198.4823779388453,197.0099714149627,198.5091989646443,199.45653424565907,202.25144346166923,205.1970275245203,203.27732381631543,189.39978889162032,185.97660308645172,202.17056320984253,209.47518583416,210.70062693650485,214.7901227976029,214.08370979169595,215.8288866256614,216.63836620060218,216.34382276797268,219.25420201737558,219.52550204692164,,,211.43848219819685,204.35403461196123,202.94752030303448,223.13702937513426,209.32327195262457,197.89224923655917,197.9300088877366,199.60005784991998,202.4044414569626,199.71125766588364,,,,,,,,,,,,,,219.1218815220907,215.0424143683463,,201.71357210799567,194.78410345293355,195.22074459286998,194.14740958472692,192.3610664502878,,
4,1985-02-25 17:58:46+00:00,205.24597378110016,218.6758052977825,216.3133848501497,215.91233687654835,213.03924577668468,212.01815371975997,212.9002132046908,215.61472853733156,218.79495361150921,217.49685633205357,217.0336320553253,216.77657973910547,223.99889845119935,221.1264679722223,221.22467803344827,216.9937274994764,213.24202426224144,211.63054829030153,209.46534198120582,210.14701968600696,210.14481657555731,222.02331004731585,224.6081733611108,221.1138747517432,224.30713773761636,221.7361290815387,218.99297873636095,222.25183855170155,226.7276480858712,223.70482140215586,224.69362653295676,219.08414554066832,219.59470390634402,215.9158638987581,212.49109558875213,206.54936034115906,207.24582526507018,202.07743193236442,207.35686768323296,207.6868524331206,217.86643881088403,221.55522081629468,224.58975014413548,231.17045397439236,232.3584009339398,237.48406064248138,230.68243704448807,227.83111904459068,223.9424084754723,228.1328906168987,221.90073641305455,217.52326785472334,229.12154619353586,227.1429644524309,226.63040491834437,216.13395980731093,209.4199508722255,206.36940008742658,205.00830159838446,199.39754506176848,201.87129559959615,197.49546539382447,214.17813830022098,214.6725671573929
5,1985-03-29 17:58:42+00:00,215.62609012824532,224.33263864691304,220.59592845758408,215.88292794410063,222.04955950878463,215.9316308263558,214.04207924095294,214.1975891647993,217.70877807888186,218.2151857557403,215.04498319067298,218.21401349428783,223.6931762197821,224.6364911001458,227.93312677599133,221.69087266627665,215.04925039856903,205.81076468423163,205.28378897475844,206.3776150292753,213.98472132936695,217.82523831917072,217.12718173668716,214.97722845841525,212.16150107949238,209.643938489141,209.89089062106729,209.35774868747794,214.2255505735764,213.08425159974067,214.56986841767852,207.44275120426494,205.5915322751886,202.67193066946186,205.5386999190572,204.68285015617903,202.12542852705332,196.55997444069422,195.2777268681454,202.1123008566112,204.79541921154302,211.93653868382577,215.82673330700516,224.88044102611678,226.38170157336944,232.5876022972496,225.95197569520317,226.97922369416415,226.3868236754424,225.46478031581444,222.0343357407925,219.50096676012106,221.23255213446686,218.87736780266778,220.58151235406555,208.40885850305875,203.42110441201893,198.5199211792105,191.02994693081612,189.03721071653175,183.6343750121492,191.74561759992108,209.28403865682316,215.16061207466745
6,1985-06-17 17:58:24+00:00,217.1062238758084,233.14688682809367,243.31052483979028,232.96628935938142,223.46360718707666,207.40199580123948,204.6455543873191,220.03391336357856,225.04015284523368,225.25341014159116,220.23707959628277,218.8961151575596,217.86111266893474,213.15677263944985,209.8704246006758,213.77734295714689,215.9419881725668,216.83215048861672,226.71449317492488,225.41974826542628,218.30647298099652,211.75187437130015,211.5515270645538,217.61172586826197,220.74978329212388,217.2573736459456,214.79556013804256,224.7096276930185,224.39629187572433,226.89920258712147,225.3363476017758,223.6248661689026,217.00685401063794,219.82725191144993,213.81205839782712,212.6812783469827,207.00404284596,206.48409446094962,205.7962926477049,205.81044534163948,202.57323469225196,210.9510756021601,218.37190454240226,221.15049766051828,228.3366788759199,228.21942679167336,224.60621973198877,228.52825926012554,231.5032539497987,230.28818248688367,225.09109675131305,223.51799815712948,222.43223189340253,224.5942585141059,217.43529149934693,210.71911155600606,200.34386363101726,198.48219867293,204.06486124547376,199.07706468407093,196.59631748544248,200.31711759520763,212.62118984975535,190.40133404917376
7,1985-09-21 17:57:31+00:00,208.03789026618242,213.08911932785057,220.4950883641139,213.41908751819457,203.5698503237211,194.10127696958378,197.20178896781536,202.51750172384686,209.86742945287835,209.9229400840067,196.3371934214123,197.1537466561709,206.92460981276253,200.2008004916375,204.39381501455813,215.7186277098955,221.83570447727107,228.21435725962073,221.69713358628775,220.9771755986851,224.24420533314242,233.1522417169415,235.21011372166478,234.48571805681394,232.9347883981014,233.14945647218906,237.80670512522883,242.0941324486587,243.56967693694273,239.8330420336297,237.51087790299903,234.11218595226774,231.2524526782538,225.2805234908833,220.27012894190986,218.38829323583983,215.52378434280044,216.04857981369875,208.82532619961253,210.9653651251235,210.5775111245027,219.00922725528008,215.16078626868256,223.94360769928338,227.58713184027087,226.35788595038093,230.44088960866898,229.8725122696468,227.26266614751162,224.17757226409782,222.27992988115284,220.21196785366752,220.71819962694138,220.66136559380956,220.74797656823569,214.186618395112,203.42977741848435,203.9136139970157,205.50979604849212,203.92256555246254,208.08504517504767,210.61067564236896,216.78915828181653,190.30296041099206
8,1985-12-10 17:56:22+00:00,,,,,,,,,,,,,186.82586165634913,187.08154726297477,184.97492548939357,199.55029820542265,196.51683448004118,188.5690114950286,,,,,,,,243.34236899447208,242.31733291628714,241.4414366880847,245.16455314888785,251.6365351384089,243.22652763983643,236.14189648030154,238.11466856846536,236.68763487240645,232.27407578271615,222.96257704958245,218.17761636850537,214.4078749853335,212.03467856825065,213.3872602996976,212.74013885444683,213.28506152748656,220.63227163944276,222.52055597078518,232.08155652009486,233.67075679692593,228.5851902314538,221.9035583513194,220.88604242715988,224.1440071333562,217.95603517889995,216.3580685503933,211.87755443330647,215.28479378222008,214.769873741486,204.96231155292065,198.17200443572622,202.5176236765881,205.84777726908646,205.73695214671199,206.21797729034265,203.99806484443258,213.42646963403865,191.06579471727463
9,1986-01-27 17:55:26+00:00,223.04387918622035,224.53437469475156,221.2702476978382,216.9159362336664,219.80744554947987,224.85652440618952,212.57449393857752,206.615825729315,213.52900284056244,216.00440461966713,218.70748813386894,216.6935039755897,217.66741002290013,219.40902292242072,227.97173542359315,233.51997628611417,236.60573978944598,231.08583329221946,228.5003180479321,234.6342540176481,240.2875059334488,246.14824940010448,247.63492165555013,245.74666724286865,250.28369987012266,259.5414740597885,258.1332996791662,264.93718721716493,260.23163690122266,264.49667550780856,257.20703653774945,255.5296273681302,248.58743689466155,246.82856831238684,241.26610347977763,240.1478906932503,233.25490786134736,228.36769613907228,223.97790087483475,224.73734425834908,230.42963914460069,231.0185461850121,230.40225073097696,239.44903481066268,248.74520408795007,253.18838821682868,251.53566809079322,245.31927479889183,243.46700095291118,238.2438656328805,231.5523066633885,233.80752168387198,230.5834800418991,238.38487343953352,232.29151448182662,228.894219292789,217.76681653668413,212.64887034158303,220.5929684271149,212.57006964859335,215.12527533463953,216.2183587210517,215.42148617584428,202.0589835931452
