,dates,aus0324-0000,aus0324-0001,aus0324-0002,aus0324-0003,aus0324-0004,aus0324-0005,aus0324-0006,aus0324-0007,aus0324-0008,aus0324-0009,aus0324-0010,aus0324-0011,aus0324-0012,aus0324-0013,aus0324-0014,aus0324-0015,aus0324-0016,aus0324-0017,aus0324-0018,aus0324-0019,aus0324-0020
0,1987-05-22 23:08:32+00:00,162.17310308030628,148.47923421282127,157.76416060159818,164.99310155301728,168.04297051065308,172.0538107839625,167.12386935958787,175.32858079458347,177.05063929055484,181.9042044584684,178.93021319615235,183.78672436842936,185.94239284447923,188.4913612830449,195.424751854133,199.48451060499255,184.6070851623791,188.6905657014777,186.50304111915852,188.94994042865386,191.7292188906713
1,1987-05-29 23:14:53+00:00,163.33668683199565,154.64363201540283,159.59952955759334,168.11911666278147,168.10237409147715,165.68089018615427,164.42131519776294,163.23222539998574,169.66488453394396,175.7886106304738,176.89774715879847,185.3055220636205,190.98986487477973,191.34381459247314,191.64962553000007,192.29207247398062,185.56758000379256,182.46353417547664,180.88536775247104,179.80378683176534,177.82919876082306
2,1987-09-11 23:11:17+00:00,188.23055852314351,188.1859651984413,182.8672654202346,194.10951614665345,182.86912106816362,174.4099535324222,168.8053559174493,168.16351044929607,171.28514637365026,178.83732184610076,186.21334078766435,187.54311930821524,194.621514711202,194.5536263136478,195.38180327378933,194.41761590976944,186.99340900929715,187.41072800449373,181.81975042226549,187.1895852192746,186.39692859955034
3,1987-09-18 23:17:38+00:00,190.03987900329776,194.43583260443648,187.09188179943072,201.7370739871274,190.5795980461968,182.28803323442656,179.99876918415129,179.6129550411374,183.08334697705908,189.54114369366127,188.96574432722468,192.29656490217843,202.81897507793911,200.40584657997476,192.0302388182671,194.99671120191897,185.35023547817352,192.4359442691586,187.6193047632558,193.47434924852064,186.95830008020155
4,1987-09-27 23:11:39+00:00,202.5921264942166,196.44759290519747,198.09705577975654,208.68065663101868,203.9907919969283,193.0744847279752,183.48121247740502,182.74735797008938,179.87070671205427,186.5430014838183,192.0787757130984,196.2889922657526,198.10675109292856,199.71942061477787,195.91183088904387,197.8504913031636,188.97597492385788,196.4960793801976,186.74673863959458,190.03037908275172,187.04032326831364
5,1987-10-04 23:17:58+00:00,192.92728312555403,188.58197001828853,199.53112021862364,201.92520991339256,190.9061442940063,183.6203093919345,182.4884370568731,176.7415270212293,179.4139099045181,184.63122694683776,186.52339283857836,186.44186048198074,193.75232472914618,194.17120582082953,194.374054389486,198.54430272224567,189.13967072611695,186.07240986134678,185.91788609557128,194.34319086913044,183.2570169324703
6,1987-10-13 23:11:57+00:00,210.03790606109732,206.7031955561262,214.24632171331194,210.47561830983128,193.28859119228545,180.48092308322992,176.47598315706577,176.36324337548118,183.62091813900568,186.1521932889329,189.1133966948955,192.12735681267242,196.6042277279127,198.5599985731254,193.37090230270363,198.4231528667455,186.0569802757067,193.8898969253181,189.74099352412097,196.0525389343645,191.90322626830564
7,1987-10-29 23:12:13+00:00,207.91604256470566,207.15836915855024,198.40250256323793,205.2947010672791,196.03672773531494,186.4007334418231,184.4890279052062,185.72980903246048,183.90687134900733,188.00889942894295,192.67037919896478,183.07238922422889,187.03723555306223,190.62947583468312,192.61156832263438,195.15311758386764,183.1289219820246,186.4383072259689,182.22683917821885,187.08348052650854,184.4683650327225
8,1987-11-14 23:12:35+00:00,197.8544144517548,186.95235247075613,192.3690796939395,185.02790650430154,186.12457418828865,174.0569578860279,173.3506134951804,175.13946317013423,180.39604475948096,177.29698091461356,186.88351760583853,183.09360620793493,181.9362598161777,187.28569339078487,187.7844355570279,195.38933654107012,185.9553376326071,183.30895145725867,184.0828677766732,188.55366294507155,184.01340305254917
9,1987-11-21 23:18:53+00:00,198.7579002518098,198.43003307449885,201.1901931655342,193.23075213824987,193.02695479562993,186.8443154259367,182.13334302605227,182.9898794467674,188.57515390377318,193.4410934975336,193.2393126223444,194.82309690731296,189.8448251127796,196.00414953674942,195.38974671018025,205.8213596016667,190.45933924756733,190.26963053408298,189.0507398504771,193.29128637038247,191.42864996676292
