,dates,mex0103-0000,mex0103-0001,mex0103-0002,mex0103-0003,mex0103-0004,mex0103-0005,mex0103-0006,mex0103-0007,mex0103-0008,mex0103-0009,mex0103-0010,mex0103-0011,mex0103-0012,mex0103-0013,mex0103-0014,mex0103-0015,mex0103-0016,mex0103-0017,mex0103-0018,mex0103-0019,mex0103-0020,mex0103-0021,mex0103-0022,mex0103-0023,mex0103-0024,mex0103-0025,mex0103-0026,mex0103-0027,mex0103-0028,mex0103-0029,mex0103-0030,mex0103-0031,mex0103-0032,mex0103-0033,mex0103-0034,mex0103-0035,mex0103-0036,mex0103-0037,mex0103-0038,mex0103-0039,mex0103-0040,mex0103-0041,mex0103-0042,mex0103-0043,mex0103-0044,mex0103-0045,mex0103-0046,mex0103-0047,mex0103-0048,mex0103-0049,mex0103-0050,mex0103-0051,mex0103-0052,mex0103-0053,mex0103-0054,mex0103-0055,mex0103-0056,mex0103-0057,mex0103-0058,mex0103-0059,mex0103-0060,mex0103-0061,mex0103-0062,mex0103-0063,mex0103-0064,mex0103-0065,mex0103-0066,mex0103-0067,mex0103-0068,mex0103-0069,mex0103-0070,mex0103-0071,mex0103-0072,mex0103-0073,mex0103-0074,mex0103-0075,mex0103-0076,mex0103-0077,mex0103-0078,mex0103-0079,mex0103-0080,mex0103-0081,mex0103-0082,mex0103-0083,mex0103-0084
0,1985-02-04 16:06:30+00:00,199.4465882453161,199.80156358463194,198.70869140880396,203.75765898555628,204.3269539186092,201.44263956852603,199.5405789487744,196.04648453358465,193.91562756487633,195.81027244107344,191.71037517394367,194.60723417329848,200.02627019960147,197.35194287575447,193.46484830640352,199.87375461725992,199.3806130786996,201.16899391539332,199.64065285323824,205.3113153195188,203.73195771469062,209.46178012303903,208.83786903078348,209.4042919690729,199.39716562758818,201.18999141230876,199.32132298363527,200.84111850325985,197.55208931795062,199.06408139943653,198.84234729253927,197.85806838892378,198.46357369627069,201.7902453293665,201.46411456543856,198.79254641405782,198.55069250632897,200.82352299898278,200.95227233944203,198.9377388122551,197.7386052535771,202.6134202584152,204.3499289475854,203.40498157425566,204.96644659309916,205.68445056900669,204.70993775190826,200.78570025069345,200.22615003982102,201.18350768211567,200.05924542365153,193.20742822068843,194.7340735554597,186.8543244837246,187.74085886549764,193.70751600221774,199.6784305420276,193.57717061777862,195.0238247739277,192.65608068357398,195.2171491736995,190.35447148763012,191.88541980758967,186.25041422256825,189.9984913899742,187.17101239026326,189.52925784682319,183.96222959168273,188.59389628725435,189.09620252535845,192.1682143490519,191.9277683664387,192.60669386716424,190.26803555096558,193.22647662703014,193.33731590732157,197.758760914698,198.45966440502374,203.39062895299392,198.10679904822527,198.3151708405,202.98410468150794,207.78270405277357,203.2306994597789,205.4124135906411
1,1986-01-06 16:03:38+00:00,193.93738552993486,193.89353201267218,192.88207565749076,195.34888674040292,196.92790510119576,196.99608477938247,192.40588073881221,190.39554395760942,191.1365730675436,189.1057273459534,191.437055308096,188.63095037352622,191.12788402807635,192.615463434426,194.76716494874395,191.11169105850516,192.55263829792474,189.05764197132322,190.61425820763338,188.5710092774686,199.0175079524138,197.00213486667016,201.81731194701183,197.604317503992,197.90431441714188,193.92309684923703,198.26079326288223,193.8364521972476,193.96189145190922,191.94637244270334,192.81932030599344,193.88754832844376,189.28324272122134,188.7386969096331,189.188860080112,191.52319769543294,190.7423207224525,195.48425031958212,196.76165178962077,193.34046813371535,195.44440631313662,198.07051193959495,197.5529345332584,199.12683094917557,195.23069053608899,200.79419494922604,198.78734105408796,194.83809112568116,192.01659634943087,195.56463158768386,189.17618705191765,189.30857655721022,183.59666156766963,184.81652669962222,178.1566187349185,178.60176515225703,184.99341806936064,184.7670618071876,181.21126374727066,182.83196910740466,182.41152321411624,186.36208245191875,177.33117155513557,180.03814381352822,179.66482984923124,177.73751727805936,174.83653466216944,176.46927654816108,175.6955323216384,175.6067792704604,178.22585898081599,178.9104790343151,180.06834169628723,178.0522350509882,183.13686374258705,184.72024871968384,187.6362043479388,186.81962640016442,190.8863376718783,194.13662051873936,198.34178463883936,198.80154071877254,197.73661367844514,195.38164744464623,198.1900023176321
2,1986-03-11 16:02:14+00:00,200.9001552120185,200.62217320219779,200.2821945574558,197.24808931083334,201.47928424397412,196.64058812252298,193.01343524316962,198.66529020580657,200.13664913497055,198.48014708771376,196.51836618303267,195.15229901830003,198.38410070031762,195.72835943698635,195.1659607586127,190.19099043855496,196.26597859549028,195.0900376785242,199.73886317058853,195.29191834415894,202.20829006760053,199.52412419103752,201.13564078914538,204.05269919905462,206.70460687456077,202.07153831236084,203.33906093226935,200.01488895130998,202.78069232711482,197.73603241985944,195.98292437319006,197.14092481902398,200.8843310227271,202.38873268531844,201.87372017525854,204.01707414121256,201.2950344982058,201.59875905184708,199.2726153560141,201.8044534422346,200.04560086269464,203.16637630406834,201.43875578309303,204.31273135112815,202.0140570279386,206.37050834539914,203.44614349111686,200.9597453041673,193.79576634148236,194.5754964931199,188.59895079853513,196.34426318380875,193.66289086111797,193.2374458459104,185.15143239156933,186.12159490094714,183.76443566624724,182.1885331430544,182.1637171719881,188.35416425013804,181.33466446374936,188.3169604879345,186.0941159255938,191.2687290410525,187.20521105199768,186.51873671641104,187.19875078582402,187.3901173522751,188.96277548744035,192.61710280950257,192.2601307487381,191.12117467359673,191.2422402535898,191.78199461218517,195.0833179787073,195.60910898936052,199.03260749789797,195.58922918686986,194.74787314304368,195.42755860112584,202.3722071322391,203.415530463853,207.10038395153944,204.2335777842,203.38297148079178
3,1986-03-27 16:01:55+00:00,188.16028983365618,192.3112088950426,186.0675065858982,186.99629748081625,182.44954935993266,183.10096493106323,183.072370475987,188.13212669913926,188.42697652946498,187.61276197394432,186.58406258939314,186.22821945505694,182.28292826473847,180.67372503067577,181.12391628327208,177.9316343393583,182.7562969050855,180.88131108226997,187.47248583687846,180.67998405104558,188.57909092141594,187.10016378891353,190.24727733329922,194.46746977567156,194.44465234181706,186.82818882330358,191.7536548853294,186.148573317937,188.7725691148921,184.08259652985913,182.79251897563168,182.46853913994417,186.55270680894498,189.78508377634952,185.31814928152033,187.09684385542954,185.89861304818962,185.47286428676387,186.8537464016247,185.22459400586854,191.44126802203292,189.01679180978402,191.28360733768613,191.04087373947962,195.26081478967822,195.6244608395062,194.9803737782812,196.04084387813018,187.3763254869068,186.3402818750974,182.8063282119091,181.37225471948057,174.99032737508995,180.55388561745318,180.99832400581994,183.02377522270152,176.5418802160272,176.98397122899235,173.9209573455993,178.86901228686915,174.29870484793784,179.4776750646284,176.24961868807816,175.21943144146204,173.88973092155928,179.24857796577686,173.72033455347164,178.6264846525988,176.47917802183733,176.47361586184965,172.8509115639386,174.602964165302,180.9243904084771,185.69402251385796,181.73774884967008,181.6958359021592,185.45631939478014,188.19612040589243,183.19370096587684,185.02824888118477,194.62864814988626,196.8648951709435,195.93433887453045,192.97773349705102,194.421469835556
4,1990-03-22 15:56:21+00:00,182.74169112909024,180.12924372643982,175.60207704247907,173.14339863479213,185.1539791175424,179.98000992320846,182.23430636866726,186.48105053091865,190.51240347704112,197.02993440253778,191.23079399690263,192.84922843343145,190.50895807754358,194.20671372508193,193.44985497831854,195.0307556396539,189.11926669816944,,,,,,,,208.20169829324746,205.70595860833947,196.2602364924765,197.92312573227548,191.665429534602,192.6175420816724,186.96884077447257,191.26216062441785,191.63690354890107,190.57389057846132,188.53348088957463,184.86622913628207,183.28530914900762,179.15253949208196,190.96614766399844,189.8721005404309,192.02036676243645,190.420215697776,194.46008729330336,190.9573578707988,191.2143663402583,196.19813226235556,191.93477903942312,192.89638030585385,184.24652860017991,184.02394347218274,184.72095944408147,185.72499494376544,176.92419890243895,178.80719080668166,175.01563542040728,177.78832181139546,173.28193385358676,179.37308022192747,174.68397235041317,176.5933415237272,180.24111366386447,180.34657631453524,174.88437355048163,174.4146775623518,174.5222264647314,178.4469883160905,176.0935932767314,179.40250731874775,176.42677487778212,181.9354629568269,180.23161111513795,185.20143047576218,181.13847893822648,183.11150028465948,183.17231185816573,183.86487271552892,179.05804391149874,181.25246386710066,183.83491723177508,190.4735991396929,194.27513776143505,185.83777916141867,188.9572456925031,187.50849887312629,184.7715445337893
5,1990-03-29 16:02:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1990-04-23 15:56:19+00:00,189.84497394715123,191.58882246323012,187.6435064373102,189.5197696093576,185.1730186794197,187.07121546708532,180.56106599311315,190.4743407432509,188.97605110488493,189.3459023441593,185.0237348769331,190.12021996033428,186.2015086013966,190.11606339443193,185.4694701520939,189.6847217159237,187.32291525904787,190.24494889409635,185.67668350153164,189.11497062109476,191.33961341723278,191.55561929255586,190.32322149698,189.3963371683725,193.2871998695847,196.2650089758135,189.8056137713586,194.3437361906319,187.71801009162272,190.47925354920676,186.30526727466932,187.4977058015004,185.70750029128206,186.94842655525238,186.9287870921474,181.71881958392763,185.87492334704805,182.9752596153754,183.33958169479547,186.18156430014795,177.29798028369018,183.37820248253354,184.18172745255237,189.92824627335534,187.99844353850762,192.87432644611198,188.0187295130034,186.57433047034124,181.17602243672027,184.48465667058105,181.78829008844232,179.39383802018818,179.98055815188485,177.67845066895023,177.7711857083828,173.31180323384115,175.12930406160797,174.15910070692098,174.4636275352089,169.515476640167,169.21648573603392,182.0598322781942,175.66557124287286,173.86887921670007,173.80268779216578,172.3245523122656,177.2480814857316,175.9678170174157,176.4505802623327,176.60620718182756,178.14736465734572,180.97440189889195,181.07904433051715,177.6986594250756,181.67906034966668,183.03045943085706,186.9960772308003,183.3776910576923,187.36749281958754,188.04608392086777,190.14001176352826,188.6893778259281,195.4670539437469,190.37382768419047,192.04294120999407
7,1992-09-03 15:58:21+00:00,168.9650496361939,173.69051553403077,166.18101943840495,176.9663400692467,167.6812890701599,177.4994076970238,171.55459238132926,181.93574380751193,176.49037831544766,181.0306597952916,174.33902989120648,173.25912188398362,173.37796255127424,175.46241417826647,175.45474816497455,176.86676923045223,180.00074243760233,176.19273027118115,179.07711930139905,183.81686434129762,176.83331009298433,187.50996515613468,181.21915691318836,180.75467091229893,179.34706067515407,178.9737420206205,181.54472747591933,175.6654310747779,176.00077624051215,182.97714239539974,177.85421693746824,177.89282510380713,181.51163139407493,177.63423170337174,178.3723603313038,174.45489726429582,174.13642686361345,171.66566489836146,173.68111847980873,172.22059217752266,171.84769056842845,185.44484599757726,181.23185846379397,183.16812204293598,187.57602799304846,183.36724858698574,184.84162586069704,177.15828200173817,178.85101974029712,175.3362353822893,177.4549152956741,163.82985746030437,171.08721211189467,166.23695749912858,168.19458413047843,159.56412428629056,171.62823891961654,158.82820728644376,161.02630512399256,156.79279913423218,162.09266972422157,166.39047503409262,171.33471115933477,168.24377270269974,163.06430820251506,165.8323156623478,168.51283216074165,170.79248646592936,169.31552946029137,164.6992279409793,168.52496797031517,163.49931633944095,167.0810186864018,168.7918679656469,165.96515910708283,168.80594042964594,168.7789351748873,174.64570800429513,174.26098294001144,166.5696447209308,177.1455660861422,178.94681546819425,179.97866182053914,173.8905674440303,183.92427893291915
8,1993-01-25 15:57:49+00:00,204.85864351476403,205.40705741539205,202.65624095276132,199.71792874138123,208.9101356827758,205.67673232638194,203.59159548050224,199.52829444720666,200.4516365465326,200.84814703645068,200.45524133534582,199.91426312962278,199.1920612632434,201.36083092016096,199.30704447734573,202.1248132841296,199.66018464611912,202.13346503394055,199.64500463986653,201.39127468716518,206.40680938730273,212.70902904151387,214.11286260159892,211.7908638582779,210.0642587819587,209.92631025133662,209.04000437031215,207.08220070469665,205.68762972679397,208.97768302514103,204.12393676869448,202.0274799202745,201.72646684161504,202.71744316113654,203.50830008135236,204.36711942239975,201.30066401673767,201.32751344288346,201.32743285904232,206.40426790683102,208.61606866897844,208.36660159182406,208.88752948398835,211.04345286788998,212.7385086659707,211.03540766115208,207.50814529316128,206.45422327684167,202.3757703520385,205.02121322389783,200.41582396835315,199.30253981264562,194.7887600351551,199.20986188543753,189.62805064058222,194.2780444708135,191.22582957653674,195.15144155864309,192.2936781073291,194.46607996687865,196.73104439684587,196.94761200515606,190.2450160249777,195.50735230363128,189.08851828544866,186.97656158590934,191.85746379609373,193.8475504456414,189.06834247721918,190.9136742139407,193.4224842594129,196.7255706234322,191.01666304192537,195.62695388672367,196.1896293755255,198.1739731821254,194.31255379915032,197.49575625909586,205.62621601647052,204.58776165156257,208.11859306032864,209.2619976347284,207.24126252443384,208.3965608629314,208.22141321545382
9,1993-02-10 15:58:00+00:00,193.83650406895367,203.50586419991515,201.53572049795105,200.63708144284215,197.67849027572743,197.80254754887972,196.16322867106737,197.9445360405583,196.02862654400747,195.9762362340101,199.4798070979858,194.57494824297066,194.29676597637334,193.44996012041508,194.27052155236657,192.33879126639988,191.04236270863686,201.45228887668458,196.27744026915923,199.65775553023298,199.38719307101954,203.90534085241435,203.92449966051097,202.88759324589674,198.86845119634307,200.8220693968969,197.4713040368915,194.85872635657358,199.43715429728795,197.1835642313781,194.54948537087245,194.55070877668598,198.32139176828215,204.46347978108068,194.4411404687779,196.3778374548491,202.1878729733807,211.36014863606357,232.929012319496,208.4188631114069,201.15773571260456,202.01463270759666,202.50085529847814,202.15299541707208,201.17781620620138,197.40689340975536,197.22613217263108,196.79752155053473,195.30481670194226,188.48943463632258,166.64659989552896,161.5988220855656,172.24668535511978,193.5747425754186,189.5289135867466,191.7953681847141,190.97149029340534,191.55213469737112,189.1526833948388,188.0291673237826,186.51562777768845,185.32588768184928,188.70853991414592,186.03839838487448,184.7708739615827,181.4739589672128,184.98544154466083,182.56101095131322,184.97984824329563,183.2677097976754,183.9584486675301,182.8943916983947,184.45317844417207,190.96940357298507,189.48114625947903,194.99629658830676,194.04407511184257,193.8651725533402,194.98971582081447,196.60056518982037,193.238295140332,198.58445077898318,201.1504281158816,199.35899901067376,197.08237661661587
