dates,nzd0348-0000,nzd0348-0001,nzd0348-0002,nzd0348-0003,nzd0348-0004,nzd0348-0005,nzd0348-0006,nzd0348-0007,nzd0348-0008,nzd0348-0009,nzd0348-0010,nzd0348-0011,nzd0348-0012,nzd0348-0013,nzd0348-0014,nzd0348-0015,nzd0348-0016,nzd0348-0017,nzd0348-0018,nzd0348-0019,nzd0348-0020,nzd0348-0021,nzd0348-0022,nzd0348-0023,nzd0348-0024,nzd0348-0025,nzd0348-0026,nzd0348-0027,nzd0348-0028,nzd0348-0029,nzd0348-0030,satname
1999-09-29 21:54:04+00:00,368.09,361.46,,,,,,,,,,,,,,,,,,366.83,381.30,369.32,351.59,330.24,327.34,333.34,341.98,354.46,336.89,322.14,338.36,L7
2000-01-19 21:53:49+00:00,369.05,364.47,371.20,375.88,378.20,378.29,373.51,373.96,369.00,368.78,365.73,362.28,355.46,355.65,361.66,363.34,366.87,361.53,367.76,366.65,379.81,364.16,339.94,328.63,322.30,321.90,323.52,332.33,329.29,313.74,322.06,L7
2000-05-26 21:53:00+00:00,376.76,369.49,363.00,372.15,379.52,382.57,377.10,365.29,364.11,366.59,371.07,367.37,364.41,362.12,364.41,359.09,357.76,361.61,366.64,372.41,375.53,366.81,334.91,325.47,326.27,325.52,334.36,341.16,335.82,324.45,333.85,L7
2000-07-13 21:52:31+00:00,360.05,363.99,362.36,359.92,364.36,373.94,367.73,360.01,357.81,354.66,357.12,359.18,354.83,349.23,353.54,357.76,355.43,361.40,364.15,362.11,363.75,363.55,336.15,323.55,313.72,318.74,331.53,337.65,334.97,319.80,328.09,L7
2000-07-29 21:52:14+00:00,364.85,366.76,365.99,362.85,369.54,374.88,367.51,360.86,357.40,360.28,361.30,359.91,359.33,356.50,363.33,374.49,363.62,364.82,365.99,367.68,366.47,359.88,337.48,328.44,318.40,320.59,328.57,348.59,344.05,323.88,338.98,L7
2000-08-14 21:52:08+00:00,355.04,349.95,350.23,347.12,351.13,358.90,358.94,355.04,354.81,351.43,351.28,354.64,350.23,347.13,351.34,353.96,352.26,353.25,362.28,361.98,364.49,347.49,329.46,320.92,313.37,317.02,321.62,334.01,333.55,313.38,318.95,L7
2001-01-05 21:51:28+00:00,381.81,369.88,368.98,372.24,378.59,385.58,382.87,376.45,369.01,363.42,363.83,368.25,369.82,364.96,366.04,366.18,366.40,367.19,371.30,377.25,379.06,361.53,341.83,327.65,325.96,329.21,335.17,346.61,344.19,325.11,333.04,L7
2001-04-11 21:51:09+00:00,370.44,361.25,355.78,357.55,359.54,371.44,362.55,355.75,357.10,354.89,356.57,354.34,349.55,355.46,354.44,350.64,353.45,357.41,359.74,364.71,369.00,352.65,331.60,318.39,321.27,321.93,329.35,341.00,331.22,313.22,321.95,L7
2001-04-27 21:51:07+00:00,373.46,363.43,358.37,359.77,363.92,371.54,365.28,359.68,356.75,354.91,355.28,360.10,352.95,353.64,356.33,354.25,356.14,359.07,364.73,368.31,374.43,359.47,334.85,324.84,324.22,325.04,331.67,344.46,336.30,317.37,332.80,L7
2001-05-13 21:50:57+00:00,373.25,365.28,356.99,356.27,364.54,369.34,363.98,357.61,357.05,354.49,350.61,353.39,353.04,355.54,353.51,352.50,355.51,357.11,363.97,364.29,369.17,354.02,335.17,324.49,319.30,323.53,328.81,344.45,334.83,321.51,332.48,L7
2001-06-14 21:50:38+00:00,370.26,364.99,362.41,369.99,374.80,381.09,375.29,368.49,365.39,365.29,360.85,360.24,360.71,362.59,360.66,357.42,362.34,361.25,370.99,374.33,376.02,356.18,337.44,329.97,325.35,328.86,332.19,348.35,339.50,325.82,340.63,L7
2001-09-18 21:49:29+00:00,373.45,373.10,368.49,364.64,370.91,382.17,382.70,372.79,364.79,355.54,348.95,361.10,366.65,359.18,363.37,361.98,361.88,363.83,362.83,358.14,366.05,360.51,336.49,324.56,316.56,320.45,335.93,341.79,335.19,321.13,332.18,L7
2001-10-04 21:49:17+00:00,372.69,369.29,366.78,370.02,378.30,386.52,383.72,374.08,366.56,358.31,364.49,369.78,364.72,356.46,360.33,363.38,367.12,368.38,366.35,367.52,371.33,358.01,341.68,329.35,322.81,326.27,334.51,345.39,333.36,320.04,329.47,L7
2002-06-17 21:49:33+00:00,358.04,344.95,348.23,347.94,351.74,365.04,360.13,351.37,347.70,344.20,352.16,353.54,352.76,356.94,351.10,346.06,351.68,343.80,359.90,362.85,364.69,346.70,326.13,315.01,313.08,313.19,317.54,327.86,324.30,313.67,332.56,L7
2002-07-19 21:49:21+00:00,373.09,366.10,353.21,354.03,366.53,376.76,377.11,364.54,360.94,358.47,362.89,365.13,369.37,362.27,359.76,355.12,351.70,358.94,365.43,369.76,371.42,354.61,338.02,321.66,319.80,318.75,326.68,336.43,330.43,323.32,330.46,L7
2002-08-20 21:49:10+00:00,366.54,359.26,351.20,349.91,355.59,365.84,370.45,364.48,359.53,356.49,353.35,356.14,356.30,349.07,359.33,356.16,353.93,354.92,362.58,362.09,362.09,349.46,330.26,311.03,312.87,315.03,322.15,333.82,325.77,316.63,330.30,L7
2002-10-23 21:48:51+00:00,372.87,362.05,361.43,363.56,365.72,371.40,371.44,358.73,355.47,359.97,366.83,368.81,357.27,360.26,357.83,352.27,350.68,352.50,360.57,366.97,371.76,356.18,327.60,319.58,315.91,319.56,325.30,340.10,323.45,319.05,330.78,L7
2002-12-26 21:49:23+00:00,371.50,365.93,362.81,362.00,365.67,377.12,367.60,362.32,361.54,361.87,367.15,363.06,351.90,351.61,351.20,349.71,348.53,351.70,358.34,360.63,366.91,356.49,329.79,317.62,312.21,312.80,327.71,334.42,321.10,314.01,332.03,L7
