dates,nzd0348-0000,nzd0348-0001,nzd0348-0002,nzd0348-0003,nzd0348-0004,nzd0348-0005,nzd0348-0006,nzd0348-0007,nzd0348-0008,nzd0348-0009,nzd0348-0010,nzd0348-0011,nzd0348-0012,nzd0348-0013,nzd0348-0014,nzd0348-0015,nzd0348-0016,nzd0348-0017,nzd0348-0018,nzd0348-0019,nzd0348-0020,nzd0348-0021,nzd0348-0022,nzd0348-0023,nzd0348-0024,nzd0348-0025,nzd0348-0026,nzd0348-0027,nzd0348-0028,nzd0348-0029,nzd0348-0030,satname
1999-09-29 21:54:04+00:00,368.09,361.46,,,,,,,,,,,,,,,,,,366.83,381.30,369.32,351.59,330.24,327.34,333.34,341.98,354.46,336.89,322.14,338.36,L7
2000-01-19 21:53:49+00:00,368.57,362.97,371.20,375.88,378.20,378.29,373.51,373.96,369.00,368.78,365.73,362.28,355.46,355.65,361.66,363.34,366.87,361.53,367.76,366.74,380.56,366.74,345.76,329.44,324.82,327.62,332.75,343.39,333.09,317.94,330.21,L7
2000-05-26 21:53:00+00:00,372.90,366.98,367.10,374.01,378.86,380.43,375.31,369.62,366.56,367.68,368.40,364.82,359.94,358.88,363.04,361.21,362.31,361.57,367.20,369.53,377.67,365.49,337.43,327.05,324.28,323.71,328.94,336.75,332.56,319.10,327.96,L7
2000-07-13 21:52:31+00:00,368.62,365.98,365.52,369.32,374.03,378.27,372.78,366.42,363.64,363.34,364.64,362.94,358.23,355.67,359.87,360.06,360.02,361.51,366.18,367.06,373.03,364.84,337.00,325.88,320.76,322.05,329.80,337.05,333.36,319.33,328.00,L7
2000-07-29 21:52:14+00:00,367.22,366.75,363.78,364.97,371.14,377.13,370.78,362.05,359.77,360.51,363.16,362.15,359.52,355.95,360.43,363.78,358.94,362.61,365.59,367.40,368.58,363.41,336.18,325.82,319.46,321.62,331.49,342.47,338.28,322.71,333.64,L7
2000-08-14 21:52:08+00:00,364.18,362.55,360.39,360.51,366.14,372.57,367.82,360.30,358.53,358.24,360.19,360.27,357.20,353.75,358.15,361.32,357.27,360.27,364.76,366.05,367.56,359.43,334.50,324.60,317.94,320.47,329.02,340.35,337.10,320.38,329.97,L7
2001-01-05 21:51:28+00:00,365.44,362.64,361.89,360.53,365.90,373.32,369.26,363.09,359.76,357.45,358.38,360.50,358.55,354.46,358.56,363.10,359.43,361.66,365.93,367.25,368.44,358.11,336.23,325.14,317.86,321.39,329.22,341.71,339.19,320.54,329.76,L7
2001-04-11 21:51:09+00:00,376.12,365.56,362.38,364.89,369.06,378.51,372.71,366.10,363.06,359.15,360.20,361.29,359.69,360.21,360.24,358.41,359.92,362.30,365.52,370.98,374.03,357.09,336.72,323.02,323.62,325.57,332.26,343.81,337.71,319.17,327.50,L7
2001-04-27 21:51:07+00:00,375.24,364.85,361.04,363.19,367.35,376.19,370.23,363.96,360.95,357.74,358.56,360.90,357.44,358.02,358.94,357.02,358.66,361.22,365.26,370.09,374.16,357.88,336.09,323.63,323.82,325.39,332.06,344.02,337.24,318.57,329.26,L7
2001-05-13 21:50:57+00:00,374.74,364.96,360.03,361.46,366.65,374.48,368.67,362.37,359.98,356.93,356.57,359.02,356.34,357.40,357.58,355.89,357.88,360.19,364.94,368.64,372.92,356.92,335.86,323.84,322.69,324.93,331.25,344.13,336.63,319.30,330.07,L7
2001-06-14 21:50:38+00:00,373.84,364.97,360.51,363.16,368.28,375.80,369.99,363.60,361.06,358.60,357.43,359.26,357.21,358.44,358.20,356.20,358.77,360.41,366.15,369.78,373.54,356.77,336.18,325.07,323.22,325.71,331.44,344.97,337.21,320.61,332.18,L7
2001-09-18 21:49:29+00:00,372.17,365.61,360.41,361.64,366.74,375.12,369.96,362.86,360.22,357.02,354.45,357.83,356.58,357.28,357.66,355.36,357.86,359.73,364.45,365.96,370.93,356.57,335.11,324.45,321.34,323.96,331.59,344.01,335.41,319.81,332.01,L7
2001-10-04 21:49:17+00:00,372.26,366.22,361.47,363.04,368.67,377.02,372.25,364.73,361.27,357.24,356.12,359.82,357.94,357.14,358.11,356.69,359.41,361.18,364.77,366.22,371.00,356.81,336.20,325.27,321.58,324.35,332.08,344.24,335.07,319.85,331.59,L7
2002-06-17 21:49:33+00:00,358.04,344.95,348.23,347.94,351.74,365.04,360.13,351.37,347.70,344.20,352.16,353.54,352.76,356.94,351.10,346.06,351.68,343.80,359.90,362.85,364.69,346.70,326.13,315.01,313.08,313.19,317.54,327.86,324.30,313.67,332.56,L7
2002-07-19 21:49:21+00:00,365.56,355.52,350.72,350.99,359.13,370.90,368.62,357.96,354.32,351.34,357.52,359.34,361.06,359.61,355.43,350.59,351.69,351.37,362.66,366.31,368.06,350.65,332.07,318.34,316.44,315.97,322.11,332.14,327.37,318.50,331.51,L7
2002-08-20 21:49:10+00:00,365.89,356.77,350.88,350.63,357.95,369.21,369.23,360.13,356.06,353.05,356.13,358.27,359.48,356.09,356.73,352.45,352.44,352.55,362.64,364.90,366.07,350.26,331.47,315.90,315.25,315.66,322.12,332.70,326.83,317.87,331.11,L7
2002-10-23 21:48:51+00:00,367.63,358.09,353.52,353.86,359.89,369.76,369.78,359.78,355.91,354.78,358.81,360.90,358.93,357.13,357.00,352.40,352.00,352.54,362.12,365.42,367.49,351.74,330.50,316.82,315.42,316.63,322.92,334.55,325.99,318.17,331.02,L7
2002-12-26 21:49:23+00:00,371.00,363.33,357.16,357.38,363.38,372.78,371.65,362.52,359.37,359.20,362.55,363.29,358.71,355.80,357.03,353.31,351.21,354.51,361.73,364.86,368.04,354.19,331.42,317.47,315.20,316.53,325.46,336.19,325.19,318.25,330.89,L7
2003-01-27 21:49:33+00:00,370.07,363.52,359.50,359.98,363.53,372.17,370.16,361.51,358.86,360.09,361.71,361.97,355.37,353.43,355.34,352.63,350.63,351.98,359.52,362.75,366.70,353.78,328.69,315.58,313.44,315.47,324.46,335.41,324.07,315.79,328.29,L7
2003-03-16 21:49:46+00:00,372.35,367.86,363.75,363.17,366.65,375.18,370.75,360.45,359.07,361.83,363.37,362.69,356.02,355.31,353.24,352.35,351.04,352.46,359.86,361.66,366.26,359.01,331.50,317.16,311.94,314.82,325.96,337.44,327.96,317.84,329.76,L7
