dates,satname,sar1369-0000,sar1369-0001,sar1369-0002,sar1369-0003
1984-04-13 09:27:31+00:00,L5,220.31,372.13,348.95,218.41
1984-07-18 09:29:10+00:00,L5,219.88,360.06,333.91,216.62
1984-08-19 09:30:15+00:00,L5,220.77,359.98,333.93,216.43
1984-09-20 09:30:28+00:00,L5,341.65,367.05,392.98,228.46
1984-10-22 09:30:24+00:00,L5,213.05,378.98,318.94,222.58
1984-11-07 09:30:17+00:00,L5,198.93,360.16,235.96,213.93
1984-12-09 09:30:22+00:00,L5,179.76,345.11,223.04,209.55
1985-03-31 09:30:43+00:00,L5,218.15,345.10,333.93,210.66
1985-05-02 09:30:31+00:00,L5,214.80,299.71,318.93,204.98
1985-06-03 09:30:28+00:00,L5,221.31,345.07,333.91,210.57
1985-06-19 09:30:26+00:00,L5,211.55,278.78,318.94,203.60
1985-07-05 09:30:21+00:00,L5,225.46,360.23,348.92,213.83
1985-08-06 09:30:06+00:00,L5,215.96,236.18,333.95,
1985-08-22 09:29:56+00:00,L5,221.30,360.37,348.94,212.80
1985-09-23 09:29:32+00:00,L5,223.64,359.76,333.91,216.45
1985-10-09 09:29:23+00:00,L5,213.16,360.08,318.93,214.31
1985-10-25 09:29:11+00:00,L5,197.44,345.22,303.94,211.49
1985-11-10 09:28:57+00:00,L5,188.53,385.17,223.36,226.35
1986-01-13 09:27:46+00:00,L5,180.07,345.26,218.70,207.23
1986-03-18 09:26:22+00:00,L5,221.02,374.54,348.95,223.00
1986-05-05 09:25:17+00:00,L5,222.99,371.97,348.94,218.41
1986-05-21 09:24:51+00:00,L5,217.22,345.13,333.93,211.22
1986-07-08 09:23:21+00:00,L5,218.37,359.94,333.93,216.33
1986-08-09 09:22:13+00:00,L5,217.57,329.87,333.93,209.30
1986-08-25 09:21:37+00:00,L5,217.95,345.00,333.92,210.85
1986-09-10 09:21:03+00:00,L5,212.63,345.17,318.94,209.08
1986-12-31 09:19:38+00:00,L5,168.38,359.96,227.06,216.55
1987-02-01 09:20:35+00:00,L5,177.66,344.62,215.83,211.24
1987-04-06 09:23:00+00:00,L5,223.00,372.04,333.91,220.03
1987-06-25 09:25:08+00:00,L5,228.13,359.91,348.91,215.36
1987-07-27 09:25:49+00:00,L5,223.87,360.13,348.92,215.49
1987-08-28 09:26:45+00:00,L5,218.15,232.94,333.93,
1987-09-13 09:27:09+00:00,L5,228.57,359.60,348.91,217.24
1987-10-31 09:28:04+00:00,L5,195.82,360.09,303.93,214.60
1987-11-16 09:28:26+00:00,L5,192.93,370.25,228.43,220.28
1987-12-02 09:28:42+00:00,L5,174.71,329.99,221.12,206.08
1988-01-19 09:29:29+00:00,L5,267.40,344.74,423.72,209.88
1988-02-20 09:30:02+00:00,L5,198.64,360.29,217.62,213.02
1988-04-24 09:30:31+00:00,L5,220.72,360.40,348.93,213.02
1988-05-26 09:30:48+00:00,L5,230.76,377.94,363.92,223.92
1988-06-27 09:30:59+00:00,L5,223.78,369.82,348.91,217.98
1988-07-13 09:31:03+00:00,L5,223.13,345.14,348.93,209.60
1988-07-29 09:31:06+00:00,L5,214.71,329.99,333.95,207.31
1988-11-18 09:30:56+00:00,L5,189.16,379.30,225.54,224.18
1989-01-05 09:30:40+00:00,L5,182.22,370.92,224.33,217.68
1989-02-06 09:30:23+00:00,L5,209.17,222.84,303.93,211.03
1989-03-26 09:29:17+00:00,L5,225.43,377.63,335.06,221.88
1989-06-14 09:28:10+00:00,L5,222.88,330.01,348.94,208.32
1989-06-30 09:28:02+00:00,L5,226.04,360.21,348.95,213.50
1989-07-16 09:27:43+00:00,L5,212.74,344.72,333.94,210.55
1989-08-01 09:27:23+00:00,L5,208.88,284.64,303.94,202.88
1989-09-18 09:26:08+00:00,L5,218.02,376.99,333.93,223.20
1989-10-04 09:26:00+00:00,L5,193.80,225.67,,
1989-10-20 09:25:15+00:00,L5,213.90,345.06,318.93,210.89
1989-12-23 09:23:34+00:00,L5,174.42,375.51,222.91,220.02
1990-02-09 09:22:02+00:00,L5,198.41,314.90,213.19,204.84
1990-02-25 09:21:33+00:00,L5,206.79,360.25,303.94,213.84
1990-03-29 09:20:28+00:00,L5,211.10,229.93,318.94,201.78
1990-06-01 09:20:32+00:00,L5,221.66,360.27,348.92,213.21
1990-07-19 09:20:25+00:00,L5,210.93,360.09,318.95,214.22
1990-08-04 09:20:20+00:00,L5,207.92,329.89,318.95,204.98
1990-08-20 09:20:18+00:00,L5,208.36,284.67,333.95,204.92
1990-09-05 09:20:10+00:00,L5,219.41,284.73,333.93,205.74
1990-09-21 09:20:06+00:00,L5,219.83,369.51,333.94,216.82
1990-10-07 09:19:54+00:00,L5,217.93,314.94,333.94,210.99
1990-10-23 09:19:53+00:00,L5,196.88,218.62,,
1990-11-08 09:19:51+00:00,L5,189.13,344.49,228.27,210.92
1990-11-24 09:19:43+00:00,L5,189.57,344.83,223.33,212.34
1991-01-11 09:20:27+00:00,L5,175.22,359.63,223.23,217.06
1991-02-12 09:21:06+00:00,L5,219.80,210.97,318.91,197.48
1991-04-01 09:21:58+00:00,L5,218.84,344.78,333.93,212.07
1991-05-19 09:22:50+00:00,L5,211.79,345.19,333.94,209.54
1991-06-04 09:23:06+00:00,L5,224.48,376.99,363.94,223.31
1991-06-20 09:23:18+00:00,L5,220.41,344.94,348.93,210.32
1991-07-06 09:23:34+00:00,L5,221.12,373.22,348.92,219.08
1991-07-22 09:23:46+00:00,L5,214.35,276.17,318.93,205.85
1991-08-07 09:23:52+00:00,L5,208.83,284.57,333.94,208.48
1991-09-08 09:24:12+00:00,L5,219.57,329.82,333.94,206.23
1991-09-24 09:24:18+00:00,L5,214.38,330.05,333.94,209.30
