,dates,mex0021-0000,mex0021-0001,mex0021-0002,mex0021-0003,mex0021-0004,mex0021-0005,mex0021-0006,mex0021-0007,mex0021-0008,mex0021-0009,mex0021-0010
0,1985-09-30 16:17:33+00:00,183.93205590820799,175.397733119457,165.60453676788262,168.643632890249,172.576731403882,168.66809001243772,174.47377291909734,168.76454635405128,184.5337260766709,195.43059174648795,208.64839899583384
1,1986-01-20 16:15:42+00:00,188.99266516065205,179.12166311805123,181.17230936517018,196.55114387618622,207.981657258945,197.8605706123179,208.99489909065932,207.51880267059346,212.31628865132149,228.00134460891718,243.48584812831257
2,1986-03-25 16:14:19+00:00,186.61981538030793,184.52156931402104,175.34543270287327,180.26887208735852,180.5495903229304,189.27354962834704,184.86108510050857,196.400064253537,200.3388728393036,212.2170398292994,219.80676484605172
3,1986-04-10 16:13:58+00:00,189.7574609652169,175.48577906223335,165.74098651977476,164.5632070152176,166.31156273301414,169.15682957909752,170.15409936547894,173.59032830576172,183.3543648189724,197.47136399429112,206.15931456239036
4,1986-04-26 16:13:36+00:00,192.09718725418634,178.04842915300702,178.01127886190628,175.75946275037495,176.7009558076421,185.32470112681423,183.91382562632282,188.7658507894644,190.4270742558169,203.6689925675596,219.18355378350682
5,1987-07-02 16:13:22+00:00,177.1092742007918,164.81345466089937,163.47117355132946,169.4648396276918,169.32886683560298,166.10954516845788,169.61613898200542,172.89141268008854,187.0809107997646,198.3682959708397,207.84811315239583
6,1987-07-18 16:13:40+00:00,160.33861600473972,150.273668778154,150.39934800763098,158.79783208735745,156.71971268797168,164.9921066030304,174.23517106585192,173.6428532326206,185.9197860727983,207.58737909397848,214.21642678464912
7,1987-08-03 16:14:08+00:00,159.65507276470095,142.18024500769138,145.39226759473036,150.72309578870554,140.9619056379219,133.90206626663417,150.6648202812522,151.330979183841,169.63252682397996,184.34292031617005,196.72057910732394
8,1987-08-19 16:14:36+00:00,176.7573579314111,151.9081313315307,153.50527947293824,153.17082357534898,148.4640671823368,142.79254334156596,156.47589760409136,161.18828683623087,168.35306362342828,185.72235678317634,186.26662398208126
9,1987-09-20 16:15:25+00:00,174.88011573701252,150.48926287142015,156.32218900397703,165.11100204195722,162.8309133764065,161.69722389005886,167.5611832141018,179.84983077293558,192.92961043097884,203.9508688458004,210.3642255166998
10,1993-01-07 16:09:59+00:00,184.40841993171094,166.01105799973266,155.2144180821814,171.8055249396832,174.75473348527663,172.1222103702903,191.35372140334826,197.44331909394685,206.88548531723737,223.06938774187023,238.08955761153456
11,1993-02-08 16:10:21+00:00,168.35280088755357,145.88567579082437,145.0423190050564,164.64101614605113,169.00645836700014,184.8828375559913,179.76134177362562,190.48530122881562,191.05652970338474,213.27741320432116,234.10753797340658
