,dates,jap0233-0000,jap0233-0001,jap0233-0002,jap0233-0003,jap0233-0004,jap0233-0005,jap0233-0006,jap0233-0007,jap0233-0008,jap0233-0009,jap0233-0010,jap0233-0011,jap0233-0012,jap0233-0013,jap0233-0014,jap0233-0015,jap0233-0016,jap0233-0017,jap0233-0018,jap0233-0019,jap0233-0020,jap0233-0021,jap0233-0022,jap0233-0023,jap0233-0024,jap0233-0025,jap0233-0026,jap0233-0027,jap0233-0028,jap0233-0029,jap0233-0030,jap0233-0031,jap0233-0032,jap0233-0033,jap0233-0034,jap0233-0035,jap0233-0036,jap0233-0037,jap0233-0038,jap0233-0039,jap0233-0040,jap0233-0041,jap0233-0042,jap0233-0043,jap0233-0044,jap0233-0045,jap0233-0046,jap0233-0047,jap0233-0048,jap0233-0049,jap0233-0050,jap0233-0051,jap0233-0052,jap0233-0053,jap0233-0054,jap0233-0055,jap0233-0056,jap0233-0057,jap0233-0058,jap0233-0059,jap0233-0060,jap0233-0061,jap0233-0062,jap0233-0063,jap0233-0064,jap0233-0065
0,1984-08-07 00:51:54+00:00,,183.09684291623662,200.37772459585264,,199.010211715391,173.9555235384756,,171.08724189780665,,180.74754980959275,188.17424822428205,201.79742188104788,,,215.6527849022653,225.13808058022073,226.9007219340264,,,,242.9341431185784,237.2239688534357,233.3435397770092,237.09379083912813,,242.94178540712886,,228.18048492672943,221.6941521625285,216.5398448100521,221.1629600993872,221.83877291190797,209.5029612709792,218.8397359888262,,247.8801867025476,265.72480253976204,261.5106249483713,258.31550484186033,262.00092183816076,261.5720074496698,254.4405940921138,248.8074311915974,240.55102828305303,249.9756401314077,258.2863008983207,266.37920702751194,260.22045332357624,257.4993595500982,256.684371014027,258.58280092672896,258.99317357092616,,257.22768624750967,264.3765668397994,263.83657505887766,,251.87055921718363,257.68516099305276,243.91682652657366,238.93153305870118,228.3469312248121,222.31161590267422,,212.51616797681694,202.0541905188186
1,1984-12-13 00:52:28+00:00,168.65126525150254,171.88080560081846,176.3619180787306,183.3876151763663,184.1378544615404,196.53024414371507,,206.66919239269342,219.65887640485832,196.21643134481366,193.23611821999768,,184.99278298270573,183.0822003662154,195.08241661158422,201.16368970434647,217.182844254873,218.68858344952028,212.91946398108624,224.04265120242815,248.6017959786044,251.55026672551517,244.71029248888894,225.1491335455491,,232.14189046335696,,234.33242222230422,207.51415990701193,198.95491056677375,208.45007420006243,227.9852311318239,224.8352732326755,239.1446986431493,240.76920783741272,,240.45134630386102,247.50508971090093,266.1371103152736,262.513066075885,251.29281896621688,258.71077423348027,263.17049987671214,261.0236179806565,259.51021919078363,252.96342300813825,255.43525566297848,264.92549088773217,266.35331472632714,281.21058070625793,276.2696160237487,271.68643658619334,271.3253979078676,272.9927395723988,275.91930530330103,271.3112571596213,,245.36350287132535,,236.3343548152941,,221.1087961365865,204.10445301048537,188.07135077538027,,172.15478264515383
2,1985-01-14 00:52:44+00:00,192.05563701315637,,196.0160730418174,188.5554994667429,182.43778755215678,190.32031638557507,,221.29389904652695,235.6358659933868,228.35142319639434,213.7771563184664,207.30921582136105,197.3477235880342,,200.74798763271136,,217.18730380514154,217.6827533312488,215.43295858991388,223.86703297380475,245.13135363876856,,248.5835994417653,238.29714603475819,,239.68020397361147,,250.40592395881148,,219.18742321222936,212.0266582430063,217.74824252068194,221.92531350810793,256.989423460501,260.7198499363999,263.6012179238074,260.5988497773758,257.58170835261177,267.385907541525,260.0798858600706,254.37932573034087,252.96900865240133,259.77374186969973,,272.62096738911197,263.05867422489536,257.1537326401033,267.877136198042,264.2396527776339,278.768042070577,282.14486078293885,285.71427458110156,,277.0548528191839,,272.83951292484306,268.9853506629777,249.2351187864069,,245.13409411880514,,235.63469968368096,226.23599245796,194.65489956463284,,179.18962747403603
3,1985-02-15 00:52:50+00:00,178.74903837246407,179.8222527698096,176.82931445380632,181.26045280647074,175.36732399617043,179.83358239392976,,215.80104034478228,242.76784358990648,241.69167254644887,224.93702320595938,204.16634759030353,186.6119508712701,182.95138926740498,186.15935932012388,,217.72216108588967,,217.60879584459215,227.5729789318249,241.8398217246789,,246.0793854493147,239.57399686377613,,243.16636028413785,,249.3973708782003,236.4374570614389,216.89525987380557,219.8155470308283,225.93053125997167,,260.2175827754124,,263.72143181908683,268.76543417587624,276.36814729368064,262.08023859268553,265.92734387222106,256.99170863620753,251.1292041844192,245.4259665834557,251.19437181840289,265.84386968836634,273.67850668360626,267.36053267623646,266.025126014774,264.84786599997494,268.6286132957297,271.71905098928045,265.72529696512873,,263.1455126315627,,267.2981771326848,248.6408126200545,242.65204631739846,,234.94993353603118,,230.68933265412127,228.5358605079412,220.93959246198554,206.80476806006195,181.97619966259438
4,1986-01-17 00:49:45+00:00,199.5776897050114,199.18360049598905,194.23284411852907,194.27102439231018,198.7579937551874,207.1563910110901,231.62258026177258,233.90855233498272,220.18142041552878,215.0115455135446,,216.48420333586256,220.91698561471253,223.65956724353074,232.4107108058335,238.60612817577552,223.94830817524203,235.67839641220218,239.89342512928994,243.1867888379424,246.31062432109422,,258.6838685930244,252.43503015109488,250.61230344983625,239.58263850070293,,229.98355715376647,222.27652661226855,210.64340921279202,199.19559065782008,214.171343052145,216.57907848870735,259.5530808864405,269.77653558657033,271.79358283325166,268.1952934077716,279.83752220197186,281.83432534824846,266.13213127621214,259.0940614830347,264.5167367978203,242.8964618187649,260.2588970415996,277.87097526462657,276.14876672636376,266.67217973400204,272.9859950211043,267.05972473325676,268.8567401920663,275.90204509879277,278.5210541134775,281.2957160162814,276.4455003848349,275.50221299635996,258.4542668722959,252.00344619201599,241.58146514430447,229.70766650277838,213.4522249647182,,203.66353684500535,,208.23363037929607,205.0488416479043,202.75196475910377
5,1986-04-23 00:47:39+00:00,189.53225338377786,202.37470444643614,211.88826459828866,212.65845503194066,222.9384821326025,,225.70300947503208,224.0520724573047,214.11490739895055,220.02966001750607,,229.14553183284085,230.27838034539838,241.4115599229124,247.1229435811362,245.1716957820209,245.63129622427874,240.25926226097204,246.79323294754113,246.58619825847867,254.89429424234635,,255.92334700115,254.7484866676214,259.5777879105862,257.2359777284613,253.40923282829542,238.95696537787046,246.13960551352858,238.52742141848736,,237.9897554317656,,253.50570512742235,272.4148349355437,272.1180192890417,,,285.9300522598034,279.0417757452139,281.8779028921862,270.1834199748753,266.21221142750767,,268.4909048633844,,278.4492873379568,281.1654071062323,283.1609528689264,277.2473475390559,271.1111358864855,267.6270452614099,,269.8938121184864,,263.85170336748064,258.0345586486698,254.76517663477046,255.2338891046945,249.8153868696175,232.94760871721886,220.081346556883,212.2461116767253,220.37991697980988,230.1800362374279,210.08158334484645
6,1986-06-10 00:46:19+00:00,184.28432967826654,184.4111903292727,194.30933814677053,,199.77286713405528,207.2458522236548,211.42006220070826,215.61117803563292,207.72987935290197,211.5307681102137,,213.4746258162974,,233.21607276970363,234.3330021304842,235.3922437839673,237.1904373407888,,234.18381364904184,232.59698995720808,243.95853366230654,,246.3079504541301,244.66693918598932,,252.83451485202795,,241.20546389763487,230.69547017658869,222.48704144965387,222.35694605652296,227.73806506743608,,256.1967837274751,269.54957180611115,265.35575486747683,277.33730266486333,272.68665255467926,270.85854104254116,269.3528081555298,268.8386203928862,267.38214210535386,263.40029957919904,255.2238270924167,251.154762032779,256.3079756252784,265.54396266577277,279.03470516562453,266.1007766881544,259.37443209379387,258.3850020471705,249.7431751493109,,247.88275402961497,,247.2477531422803,244.1930446739113,238.65081997758526,,235.07848068080833,,212.4348346444871,,196.9668222336993,,193.36845197352412
7,1986-06-26 00:45:48+00:00,162.2547378011926,160.70128660520822,173.593814005272,190.44439931147096,196.420134953123,199.72779716517013,205.56099007191492,204.9195865417142,198.95026175523955,195.39347849319518,200.8344419695669,206.27080190626515,218.3602081588548,,,,,,223.05765264832425,228.9599895949209,239.4259565319228,234.00461995353723,,,,,,240.43274473576076,222.2479941074396,217.2266230365075,212.75142752066813,223.79775768590565,,257.30461890706425,,260.801876078095,261.47749190071835,259.47564635770044,253.27687783210985,259.1679975636211,267.8654512544446,265.55904588877826,254.4995064870812,240.01836949865037,239.0953222791075,250.20473562127202,261.8389615743469,269.43823992031366,260.1517000683821,254.1254809615291,,249.26485639124488,,239.7827713407204,,244.2598796978864,,239.48841222589672,,232.51883967191455,,202.74995055538727,,187.51036467206603,,184.12895368239742
8,1986-09-30 00:42:29+00:00,146.96699656901845,,181.57533228268935,184.2023811944358,190.0226995539289,183.53700200615464,194.4181569119654,186.91662402024386,,224.46425326670888,199.6652229096507,189.86560262793958,190.70094146240075,208.48699006037597,217.8378909440005,224.17264175330524,208.10767814724977,,228.31921684117947,230.67298487005385,230.46539885126975,231.96572747329748,244.25305697734467,242.02550211501995,236.51499271525233,238.05540621600574,,215.3563652105714,211.56645754488898,216.22125073233735,226.96616000485886,228.08747638160935,209.85269324463107,230.9388423942747,244.36719962350745,249.49808384852784,272.21145055244017,,,255.4349352772829,243.428041902819,234.89966822530567,246.78170969324913,250.8021919748614,240.99515090523656,237.05675688241996,246.11919455587335,247.84091695242952,251.82141191031127,254.9029259764628,264.2382906822405,248.2116555760532,,269.64401035320947,,244.91759000204928,,241.9762584389804,266.4513072968754,,246.05648702839235,221.88701323746807,215.87632123393135,210.01858033558557,203.76611634640844,186.45889394407334
9,1986-10-16 00:41:58+00:00,179.68769267522808,187.71968992333623,202.54894045476487,,197.17232674373693,197.40485326609476,209.0198709244762,220.1117213314386,217.3982682237522,239.10429073657366,,210.0388422714151,210.22961243027868,220.17842513663672,229.98877384588835,236.30596660820294,233.48052511158156,,242.0182572338853,249.46343393989045,246.05285196200768,,254.92951173378347,252.1416706740852,254.7792894776769,255.40100332054573,,229.03447992594423,,237.49365570691464,,239.99886312273307,,247.68538258158438,265.6287659945876,265.0092683714568,280.3712782417834,,276.9226396548545,268.299690425828,270.89724143243546,262.65188879186314,264.297630983841,,259.39826729126685,250.13702703617156,256.6040256908245,267.6713691054968,258.39628333288135,261.13272270246233,269.06601882911013,265.5591780939019,,268.8695377284982,,251.8336830982366,240.24321128957413,239.12626919850715,,236.1830853231318,,217.03129831806328,211.99302340334964,213.83065020984725,210.51489905355902,198.05161985951273
