,dates,chi0397-0000,chi0397-0001,chi0397-0002,chi0397-0003,chi0397-0004
0,1986-02-04 14:07:35+00:00,214.26216708152103,,216.365695929675,213.07338756048125,216.7339370318464
1,1986-08-15 14:02:17+00:00,194.45149263648048,173.75210203235065,189.1130272864846,188.9734170059019,184.22179762204766
2,1986-12-21 13:59:37+00:00,215.70774338133813,198.81259163750872,211.36042499310742,211.8261011692609,213.67850025825427
3,1987-01-06 14:00:06+00:00,201.81159458221381,193.24406644988903,197.78325007901603,195.96200277248232,200.26532476752456
4,1987-01-22 14:00:34+00:00,208.7762739348609,199.01096135470473,203.7808561790737,200.52387168287697,199.80723188400634
5,1987-02-07 14:01:09+00:00,220.98469770834723,203.36112358520845,212.3782066450915,212.94167885104233,216.3558265392387
6,1998-03-09 14:17:09+00:00,230.8425133119197,218.90711865991915,219.92917370508093,222.8815589076579,221.93402649533544
7,1998-03-25 14:17:23+00:00,224.00939339113765,207.7452680615111,208.62887815855683,202.57716670347907,199.13694762961032
8,1998-06-13 14:18:31+00:00,169.91024002245032,186.22002486165633,188.2337574521964,189.90703344911338,176.80839302999445
9,1998-09-17 14:19:26+00:00,172.86573373542703,189.99844763967474,209.34167942250977,209.38450063671996,199.64832979882976
10,1998-10-03 14:19:29+00:00,170.823388596816,177.83455449793172,202.6277541150881,195.5920874553134,191.38017999143437
11,1998-12-22 14:19:42+00:00,,200.77843112164982,209.93401505815223,207.98179848172637,216.90636510962236
12,1999-07-26 14:33:30+00:00,,,205.36755745775417,197.72325132799227,208.18687036100377
13,1999-09-20 14:17:14+00:00,179.01819784626616,174.97818917122737,186.0068148641443,196.2567185340111,185.86103832795237
14,1999-10-14 14:33:38+00:00,182.9798730927876,192.0039347974339,192.9784710223942,198.2069627300954,195.3821327218514
15,1999-10-30 14:33:32+00:00,187.24049447492402,184.23984581596542,209.00845699607132,202.92033661072165,199.91311353503522
16,1999-12-01 14:33:26+00:00,192.92018079693872,185.3420588742728,203.1222045267183,208.60616584517695,204.90150544131677
17,1999-12-25 14:15:44+00:00,211.1912094171384,207.70351493513073,222.75018741859475,233.2450239689156,231.77607278609443
18,2000-01-18 14:33:25+00:00,214.91456700991984,212.7053773600066,220.72910646963612,226.91229402616904,224.27702825024247
19,2000-02-03 14:33:25+00:00,202.08479381416015,210.86256875378444,215.06678255508288,215.97489655285878,211.1246642973507
20,2000-02-19 14:33:18+00:00,206.0508035287605,206.5610005828982,210.51354819360225,206.74768457856214,
21,2000-03-06 14:33:14+00:00,214.41506409901623,214.40393197119388,218.74970154256766,209.21862549694652,207.23862311108638
22,2000-03-22 14:33:15+00:00,207.52564912626312,210.21954900743975,223.74446587527265,224.15133979320498,213.5775463755256
23,2000-04-23 14:32:57+00:00,211.181618709158,205.78397236277195,216.89946445866582,210.80792723940442,203.94150249245786
