,dates,mex0497-0000,mex0497-0001,mex0497-0002,mex0497-0003,mex0497-0004,mex0497-0005,mex0497-0006,mex0497-0007,mex0497-0008,mex0497-0009,mex0497-0010,mex0497-0011,mex0497-0012,mex0497-0013,mex0497-0014,mex0497-0015
0,1986-04-21 17:30:52+00:00,218.99778314464274,212.1796747949211,209.58590614167088,221.10515234958393,232.5186460775398,230.66721071790357,230.08005598784055,230.44283024202903,233.6505292946858,239.5133028721607,237.31604219248658,229.03292003072082,227.6093489934133,228.3084286102768,221.85478341416638,226.31404301855758
1,1987-07-20 17:37:02+00:00,217.86254074782585,207.90491023961926,211.25356455326533,214.01437654087047,220.54881479088587,217.44739801373265,221.73226649256253,229.02988736856045,236.76119182259188,239.60990376933904,226.14174969264417,222.93586324413167,225.98720153173096,221.89516841781386,203.8995208947249,221.52039906549197
2,1990-05-02 17:25:42+00:00,254.90776436663447,248.63715443361957,249.39627456297626,257.6426511375531,275.70051549470253,,,,,,,,,,,
3,1991-04-03 17:27:15+00:00,223.10508669667485,217.6289860117883,220.33366419670142,232.8441879316552,239.06985926959305,245.38491372030722,240.85037130213857,244.77244585428627,255.79225841760444,259.74064192909486,254.36744404058757,254.74511970613148,253.285992984988,,,
4,1992-08-27 17:27:58+00:00,220.17726327571575,215.0096002722264,212.50015747142132,214.25686815311286,217.13492700924613,220.0314193526383,221.1804868030002,223.0168079722281,236.79961771989855,239.59342102611961,234.96135390362917,234.37085871033966,233.65998128809412,233.43095922317312,222.24391937103934,225.78042230623606
5,1992-09-03 17:34:03+00:00,219.55676357244778,217.37493604066216,220.00009878892308,222.46835268345876,224.27596210651922,226.52757859158316,227.69063978160128,230.95234506247297,240.59723505143427,243.2692243981905,248.443364349848,244.42852610270575,245.05139537363542,243.37278429895142,229.3114438836548,235.01666928062417
6,1993-02-03 17:27:27+00:00,228.02430996497952,225.10007254069703,225.304144268329,235.04405867900243,246.40229003657424,253.94164355272983,251.2675418214357,259.0962984237741,276.0132183691727,282.05320838678057,281.1586202038202,282.22046935036707,279.5732623241399,269.37680938215055,263.9113763754901,274.14719978714015
7,1993-03-07 17:27:44+00:00,208.0211055364143,207.77704658936437,211.36309564882515,215.22445999340079,222.02171514417296,223.87758030951642,222.61614728920205,226.16854499417008,237.62513472914225,242.33510310851068,237.64210345721148,239.3294860509327,232.8619596825127,229.18303154105365,229.0498036169338,224.91585732817197
8,1993-03-14 17:33:57+00:00,231.95591132932412,223.75698978204366,224.15933433774185,231.08016480327294,240.92995468647516,245.1654541706683,238.7771707781534,245.57923996198411,252.3370637445934,261.9757790918377,261.8610343786537,259.56964847577956,251.07257551960208,241.25562840221215,243.9195709100763,242.31705979743788
9,1993-03-30 17:33:59+00:00,226.19211460940247,217.2767643585311,220.6606406187114,232.25795629710552,245.51650691611076,247.49065640869185,243.665252612115,246.79980928159705,252.21177507255925,259.8317100127543,256.9309638936677,260.14162883499625,260.75114999996293,255.77622574839717,249.5303022250787,245.16075209245997
