,dates,mex0385-0000,mex0385-0001,mex0385-0002,mex0385-0003,mex0385-0004,mex0385-0005,mex0385-0006,mex0385-0007,mex0385-0008,mex0385-0009,mex0385-0010,mex0385-0011,mex0385-0012
0,1986-03-15 17:14:19+00:00,208.7469494608159,194.05900353570573,177.0894398597815,163.30925818169516,,,,,,,,,
1,1990-04-11 17:08:26+00:00,209.4693474723165,214.6574265987636,205.9474271426538,200.52048299823886,202.46020439633313,203.70164360860116,203.2866224980545,206.40943513034372,201.38658303851713,202.48079857838314,208.3426583742093,208.5277337304144,209.98107889305678
2,1990-05-13 17:08:31+00:00,221.2889055238991,217.0275033559166,215.95703514528049,216.99685492752667,216.57462445057564,221.7912340362197,214.46886587147392,216.21546839763053,208.0653885654816,212.79573567415378,215.35531125746428,218.96705541887775,220.20145711454097
3,1992-09-07 17:10:28+00:00,,,,,171.798479290545,177.37999554188195,178.92586229117643,185.8108049636599,196.32186132894873,208.90079253055075,221.63415425824934,240.04846160936233,
4,1993-01-13 17:09:51+00:00,225.86674880341238,218.8625673503583,211.8795414937336,212.2015988371587,210.52315377974003,209.2410012071257,210.87543517374894,209.43579573031792,208.568372404494,214.20816290707933,225.1401978328613,222.7018904341486,220.00564690215782
5,1993-01-29 17:10:02+00:00,239.22343321706308,223.71971202499748,218.68824767354343,215.6282426416081,215.05232159290352,219.01377957947577,208.96978008027725,209.78278727153884,215.36574475734523,220.25081295133884,207.43943937702142,210.61240897515134,211.59227137578836
6,1993-03-02 17:10:19+00:00,232.00261996411473,225.67494259597387,213.79249928124398,208.82166655386436,206.2063597317178,201.7638551935063,194.9533865149994,190.21129094441778,187.63774842709302,185.53778101776314,185.14413489500734,179.24120273610993,183.73483718288531
7,1993-03-18 17:10:26+00:00,224.3803807029734,228.4055635846675,220.22831867286666,215.1348361794706,215.59158605780146,204.6062267359754,197.21351350424118,193.3553929557072,191.59504451954155,186.24527664256692,181.89697739360514,185.2773865849707,179.94608639861087
8,1993-04-03 17:10:29+00:00,219.17320905330632,213.87198448225587,202.59360673331543,195.6630333341264,189.1207986358982,181.3035413973903,182.3615340333384,178.93784096854313,178.29317370550862,176.38733857281449,179.24014516514626,181.56811045304062,180.91446078781965
9,1993-04-19 17:10:38+00:00,199.822749761367,193.4967183412931,185.99872664939625,186.63440801124975,179.21543748739333,173.2784571445322,169.20591136598992,163.37332608699376,159.16334159893785,153.46983084883956,158.41454365461755,156.05664444864345,158.2326624981554
10,1993-05-05 17:10:42+00:00,217.80265222559314,224.72321143672292,220.57131769063164,214.15869976074998,207.93039364046683,204.04960504589354,196.19090846741602,189.2240595835286,179.75976053094465,178.13451684661953,174.60906249374455,172.87168381472597,165.19486850925568
11,1993-06-06 17:10:48+00:00,193.45022438212544,186.86299639386783,190.34113151420507,193.1326493322134,200.80592222204126,198.77746035276016,193.78706243944856,186.00663031125686,178.21292517994976,178.31563274564172,178.12329764359384,183.12801953201264,185.4876362577172
12,1993-06-22 17:10:43+00:00,180.30942403359165,191.3878872132625,202.0109136521025,203.40546289643623,203.31712574643382,193.272759617655,191.66911229055043,196.41125974273447,193.8311224761909,193.2807192340473,184.7196584608454,180.51191815628448,181.89253594416914
13,1993-07-24 17:10:39+00:00,173.5869353296453,149.09162674298148,167.6965971188613,172.75087420260206,178.08133725809603,181.9721202318409,189.559556794527,184.8206518540099,192.97084569502266,207.5612923034244,217.20321900484055,232.66725786825708,249.18466125250075
14,1993-08-09 17:10:39+00:00,164.46290423878122,156.34711952298179,164.64206947394018,174.5271717040267,181.83420909628114,180.7837708402218,197.1727965429244,197.44266834744087,197.57704996608084,209.9097294789202,225.05269446547908,240.059859877741,257.4089782689929
