,dates,per0025-0000,per0025-0001,per0025-0002,per0025-0003,per0025-0004,per0025-0005,per0025-0006,per0025-0007,per0025-0008
0,1985-03-27 15:04:03+00:00,219.44308044158808,204.7873007327999,214.90936104287093,210.87248611797722,209.20723398703868,207.71253932465996,213.73816997168555,218.3600976230773,222.83056712316323
1,1985-09-03 15:03:06+00:00,199.777174009609,186.83089321979332,181.3983543360902,188.52074256853479,203.93217041265913,218.39794379545322,218.5052588492114,226.25220621114877,231.49354961125914
2,1985-10-05 15:02:44+00:00,,,,,,,220.22295532170696,224.10228716266442,231.91192481283622
3,1985-12-08 15:01:45+00:00,199.87596038262052,178.1127012645554,183.16564889646781,178.10890774592306,188.89926403912088,195.72939317698751,203.64377069722988,212.75057475604584,229.75025351943552
4,1986-01-09 15:01:10+00:00,204.78602585512186,193.5466683527825,201.29422009514684,202.7665907134145,204.82405747123448,211.24566514127918,207.34539578161733,214.82423916972,226.9126638283563
5,1986-03-14 14:59:46+00:00,238.04535691568498,219.26872457415232,227.21393801782187,213.2703223305137,201.9816881022235,196.57811216334494,199.51214871374134,210.80171894912812,205.7996473050633
6,1986-05-17 14:58:17+00:00,226.03756575204127,213.95883301695022,216.29733860112862,212.79862795509854,208.87536140175172,209.10851071662574,211.04727742343286,205.28207630993307,195.01722816211162
7,1986-07-04 14:56:48+00:00,209.22234205447666,193.44850816680255,200.25107525628403,,,,,,
8,1986-07-20 14:56:15+00:00,204.62973945774954,189.3607330156653,194.0154862992704,199.38185040498223,201.76288499731362,204.81006314691368,208.10642542626607,217.9797793925687,224.26230219711024
9,1986-08-05 14:55:41+00:00,207.04130288394524,192.046601543962,196.2110266208409,200.18656054752157,208.1958159912726,217.56604960049066,215.8216104726733,219.84292683342198,228.1975150153611
10,1986-09-06 14:54:29+00:00,200.65702219366835,190.1200778832384,194.0752347818637,196.91283972986926,204.9736101541053,219.72160655873407,216.36150901592276,224.8451248588061,232.25838653921494
11,1986-11-25 14:51:54+00:00,194.833186083243,181.1981605590191,184.2306228562308,187.93861558500015,195.17809047829306,204.1465077014441,211.391310135153,216.22213245971992,229.4355839458279
12,1987-04-18 14:56:42+00:00,227.27170247799046,214.39444456301143,211.95359171089535,207.04764199615815,201.91471852515343,203.13858957994475,201.3348273156706,209.15736148698667,187.97121561874908
13,1990-01-20 14:56:00+00:00,210.57746668311316,195.50278317138037,199.5490478329775,188.9182445008608,194.57645426812402,192.23416592661295,199.86673314492327,212.23888645397454,223.64356244203321
14,1990-02-05 14:55:29+00:00,210.53235044537394,195.3927434788042,201.93587457869,199.41362176190114,200.61386747494086,198.67734980288915,201.6115398851298,209.08867981341535,213.1753936424889
