,dates,per0202-0000,per0202-0001,per0202-0002,per0202-0003,per0202-0004,per0202-0005,per0202-0006,per0202-0007,per0202-0008,per0202-0009,per0202-0010,per0202-0011,per0202-0012,per0202-0013,per0202-0014
0,1984-05-08 14:32:57+00:00,160.9692531025633,141.52141291228781,159.34517417811537,155.651180661285,174.06301721419442,181.3127286130279,176.68011207350798,,163.23143647737862,170.92979567283635,172.90037089035195,167.1719942448313,174.25727198600563,178.67491827373928,185.15517353549993
1,1984-12-02 14:35:30+00:00,190.83008039987868,171.42471087422834,173.22587050726852,175.98783722828261,177.7226148712199,182.7481189048345,188.40336128516304,169.95056690363134,176.57485407641082,197.4228724126219,181.67653487611602,177.1917004968741,197.41321598304978,196.57323948929633,199.21255892072605
2,1985-01-03 14:35:49+00:00,205.6012583734074,202.7029489420456,215.07844120938887,213.435218310453,,215.83376576740375,201.81612642783276,205.15380518353626,198.88906600301166,209.90936316616768,192.47851089724608,196.58730280871038,208.48201378922005,212.32440258565788,215.66021895527507
3,1985-03-24 14:35:57+00:00,180.74441887116512,187.89720437768705,190.61685909291498,,165.30384947824126,190.1568437153174,175.78875675478537,166.4870120109902,173.52930035935537,177.70737320709168,182.06671292806425,165.13936517811328,181.63404946546694,183.07654151238222,188.16565301636555
4,1985-04-09 14:35:54+00:00,164.04082767836792,155.4832434208205,170.96483600024214,,125.30889638250434,166.85553997933994,173.33277938039717,164.18252712587974,163.82199988335807,168.77369182871237,178.60564251013955,156.03085880301995,173.16415798709068,179.230679788717,184.84987651820032
5,1987-11-09 14:33:31+00:00,171.20732538557778,172.65617818613055,188.29026815442285,183.74829688605365,186.92424892718623,177.3685449501461,178.2230720084099,173.35121446196672,169.8539140989934,181.07857894249025,183.40613787826004,177.93587695342455,188.95294525159622,192.3475755333252,197.27764794912284
6,1987-12-11 14:34:02+00:00,190.26926363750724,188.1716824140463,204.24064670117633,193.27871042978708,193.10125062270663,196.91420719892542,191.93000063226893,190.00839770474278,178.3331852616484,197.46494839318095,210.52982094975428,199.09408227048317,181.81068477797876,193.080423677204,208.107525901455
7,1988-03-16 14:35:30+00:00,210.5106848727178,203.53596660259586,211.92051098098327,212.9543285277906,215.34704240063826,207.44778411313473,195.01940572289723,195.3273673123103,195.98507825299762,198.19464671980654,213.55071970006028,200.73420463030283,197.67315345323607,200.02564213570474,202.21783975482109
8,1988-04-17 14:35:41+00:00,174.35980378285862,174.4325351724167,199.0437027742569,187.32253113160925,189.61192669913638,177.47076608090285,174.5094091158033,172.1470200452954,178.23197243206278,182.6786500063138,189.53647792514766,174.44026677035058,175.46759882003425,180.1959100420002,187.46384066059593
9,1988-05-03 14:35:49+00:00,174.08738555515282,,,185.1537542218515,187.7736935322272,184.97062922231007,162.93271279958722,174.18914379867732,172.0665167868114,176.3836778402474,187.76830947587845,172.0142359477042,175.29006156884196,179.6808538054067,180.0068728434634
10,1988-05-19 14:35:59+00:00,177.2444799909435,186.93147355825482,188.5446642658017,183.228121343251,,,170.3365501676379,180.68472218662887,176.49332176526806,186.8247786132097,190.05464272612687,180.38170540231783,182.7890586596355,181.92330395409584,184.67208613269156
