,dates,per0202-0000,per0202-0001,per0202-0002,per0202-0003,per0202-0004,per0202-0005,per0202-0006,per0202-0007,per0202-0008,per0202-0009,per0202-0010,per0202-0011,per0202-0012,per0202-0013,per0202-0014
0,1984-05-08 14:32:57+00:00,164.01351221946464,144.18513963957648,161.28242997977986,157.5884364629495,175.70223366175668,182.73338286758187,178.20224163195866,,165.36241785920956,173.2975527637596,175.0313522721829,168.81121069239356,175.6779262405596,180.00678163738363,186.33905208096155
1,1984-12-02 14:35:30+00:00,182.45373364982706,164.09540746793317,167.89546802996296,170.65743475097705,173.2122743134998,178.83915708814376,184.21518791013722,164.0871241785952,170.71141135137466,190.90793605147064,175.81309215107987,172.681359939154,193.50425416635903,192.90858778614873,195.9550907401504
2,1985-01-03 14:35:49+00:00,197.03164327192437,195.20453572824795,209.62504978117238,207.9818268822365,,211.83461205337832,197.53131887709122,199.15507461249814,192.89033543197354,203.24410697612532,186.47978032620796,191.9728946771426,204.48286007519462,208.57519597875904,212.32759086025388
3,1985-03-24 14:35:57+00:00,188.22087188735335,194.43910076685174,195.37460192139838,,169.32963187157338,193.6458551228719,179.52698326287947,171.72052912232198,178.76281747068714,183.52239221968253,187.300230039396,169.1651475714454,185.12306087302144,186.34748970696458,191.07316252266097
4,1985-04-09 14:35:54+00:00,177.43682611018363,167.20474204865923,179.48956227503396,,132.5221263073282,173.10700591418728,180.03077859630503,173.55972602815075,173.19919878562908,179.1928017201246,187.98284141241055,163.2440887278438,179.41562392193802,185.09142910263637,190.05943146390644
5,1987-11-09 14:33:31+00:00,169.6659488206529,171.30747369182126,187.30939215856154,182.76742089019234,186.0942769306882,176.64923588651448,177.45238372594744,172.2722508665193,168.774950503546,179.8797305031042,182.32717428281262,177.10590495692654,188.2336361879646,191.67322328617055,196.67822372942982
6,1987-12-11 14:34:02+00:00,186.64855325044985,185.00356082537107,201.9365582730489,190.97462200165964,191.15163733736804,195.22454235163198,190.11964543874024,187.47390043380258,175.7986879907082,194.64884031435852,207.9953236788141,197.14446898514458,180.12101993068532,191.4963628828664,206.6994718620438
7,1988-03-16 14:35:30+00:00,203.3420833652143,197.26344028353031,207.3586736580265,208.39249120483385,211.48702620429023,204.10243674296643,191.43510496914547,190.30934625705783,190.96705719774516,192.61906776952605,208.53269864480782,196.8741884339548,194.32780608306777,196.88937897617197,199.43005027968084
8,1988-04-17 14:35:41+00:00,183.26448677436994,182.22413278998908,204.71031922340046,192.9891475807528,194.40675600225785,181.6262848102748,178.96175061155895,178.3802981393533,184.46525052612068,189.60451455526703,195.76975601920557,179.23509607347205,179.6231175494062,184.0917088507864,190.92677293507256
9,1988-05-03 14:35:49+00:00,183.77706209411832,,,191.319912019375,192.99121166859325,189.4924782738273,167.77755106906997,180.97191737595318,178.84929036408727,183.92009292610945,194.55108305315431,177.23175408407025,179.81191062035919,183.9200872912041,183.77508038639445
10,1988-05-19 14:35:59+00:00,190.31168034012498,198.36527386378864,196.86015539709902,191.5436124745483,,,176.87015034222867,189.83176243105592,185.6403620096951,196.9881566625731,199.20168297055392,187.41789020572327,188.8870854892535,187.64020410686274,189.75377515737327
11,1988-06-04 14:36:05+00:00,,,,,,,135.33593953369294,,157.1835469246499,167.277129194831,188.90294136053393,179.77580279278865,171.93757231042855,172.18435334409838,171.48270372924634
12,1988-06-20 14:36:10+00:00,,,152.82477774826054,,,,145.287950865407,,134.83642115943996,,,,,,
13,1988-07-22 14:36:16+00:00,176.4772925598284,163.75786298968134,186.6249028636147,171.48956544570984,189.35746782890442,186.6115574201336,179.22332143537056,174.87830840921103,178.63915723585535,179.0051019279285,189.60433248141237,181.07809152981974,174.0657724708373,174.70092389614013,181.66042668403
14,1988-08-23 14:36:20+00:00,163.70300839092198,151.2345566728053,171.58755598181278,155.2430452712771,165.60518998890169,164.63922286642722,155.0143360797958,153.86779491799672,155.49847459797297,164.32143717044622,182.17082839671,173.45516553939308,180.12706690303708,181.8403697861563,183.50150343694955
