,dates,chi0077-0000,chi0077-0001,chi0077-0002,chi0077-0003,chi0077-0004,chi0077-0005,chi0077-0006,chi0077-0007,chi0077-0008,chi0077-0009,chi0077-0010,chi0077-0011,chi0077-0012,chi0077-0013,chi0077-0014,chi0077-0015
0,1985-03-05 14:07:05+00:00,234.03113063238388,235.36001048367697,222.6343787220121,222.69153808153519,222.32209938690016,238.31521353067615,211.40220814427977,245.35482972973233,237.225356149897,210.7598959147936,,219.95192771110356,215.76249303504022,225.21930360733705,218.93743330189764,209.73286618833444
1,1985-03-28 14:13:13+00:00,241.5743772665928,247.25568722794165,236.13196318146717,227.9322050575652,235.80071511511213,254.12546862082843,222.689814175949,247.22118627875102,240.47285431625033,211.26190520941142,212.02453865894847,221.0093057836493,213.92558802724113,227.69091389674298,220.61827117471825,216.45647519414706
2,1986-02-04 14:03:35+00:00,231.064406436794,238.7027658790933,224.16803375040718,223.43956406879397,232.6053055589584,250.0239675026739,219.14379584186162,251.33914223471933,242.05413716133458,210.00509276399214,209.03051035870192,213.95067381122973,210.29684621924616,223.41453229357927,218.65719738516822,213.542062689274
3,1986-07-21 14:05:23+00:00,237.48387512384417,247.00352604105598,232.86536895423774,229.58848875626884,235.29423050507694,244.60440257181364,212.79307368810592,243.1803370570714,233.73712395415853,203.88925175959682,207.3974329533299,221.6735615315197,220.90451945070794,227.71244822301307,222.3978087247235,213.00393031303918
4,1986-09-07 14:03:37+00:00,219.9244249100283,234.1875996117378,223.93649309787568,222.28734568464643,226.25263937099922,,,,,194.9131406580308,201.66382148185465,212.06899492788745,216.33493600242412,218.05390730330328,212.5528355086135,190.2890274473667
5,1986-09-16 13:57:10+00:00,239.1699215153087,244.53361038425092,239.0646003098839,227.59301958507268,227.5772828755705,242.81642986144013,213.8733179024938,233.38485425095809,229.58930681166095,204.31685333659468,203.50749187430145,219.7637338887511,210.681542131091,223.91790322880726,223.26408965582075,213.15095479472555
6,1986-10-18 13:56:08+00:00,219.20210992579814,238.53247222107052,220.99723885938087,226.37113781791,237.63433469474057,247.05690237287175,217.11688324963325,237.53356244006972,233.3985116563646,199.08796158765423,202.3862900205306,210.9623766439667,202.75984509740047,211.51228348261907,209.20186414358423,207.05850256475267
7,1986-11-10 14:01:28+00:00,230.25466107668643,235.6733822331266,221.7807772872517,223.60384180593192,218.01481920217597,226.86729490500005,205.166232398876,234.9837227148864,227.50277713797306,196.77675397318967,199.09656267723196,209.61292970363797,207.3332863523242,216.37484782492257,214.0861688750177,209.673623977236
8,1986-11-26 14:01:05+00:00,243.89144945491506,254.3836290734555,242.98196711859134,232.46627750107777,238.00935262788136,248.65698891295986,223.5242219532733,247.98641031609958,235.36317470163166,210.09366954015454,208.78372607485053,220.65369937444086,222.09982001242898,234.5230928200833,229.6866198692348,227.2773960798611
9,1986-12-21 13:55:38+00:00,240.80664117936408,245.7103679809993,229.67946893781254,221.0600716197186,223.0791104843147,241.30828580660665,211.62671193398813,240.63754937159862,236.00209304632128,204.75020628430315,196.85804138913073,224.45629077571857,223.54800181249567,228.13418056735003,225.05224448427577,217.3070805300681
10,1986-12-28 14:02:01+00:00,233.8051644004084,239.06758760641503,227.84616784107538,227.65683527627408,233.20835152735847,241.5556691712898,215.30235982388797,239.81084003700076,235.08146280420968,207.98851385491923,208.36473645162,220.29276888171572,217.24082667691724,223.45763333795125,223.45280942623606,219.26703992833222
11,1987-02-07 13:57:09+00:00,237.98324568612983,247.71248727338727,235.95884536039065,231.93793063699297,238.40381812178632,242.70299485614717,216.14753855490065,245.4652325186966,234.07864125636192,197.48079186994119,203.10593630185392,224.33284319370415,221.93237058941503,228.32007486582955,223.51580432018824,220.90835403423816
12,1987-03-02 14:04:14+00:00,233.35751255052287,241.24825462525357,231.92047559414462,228.98596410327562,226.83917770415104,246.25393112461097,216.236397366625,242.55574822410972,230.93523685823175,202.65379247435183,202.85767051243522,217.45709940873442,208.63284665807643,216.32338677900566,218.37164271983252,208.56877458298436
13,1987-03-18 14:04:49+00:00,235.28207675614874,243.8299986607542,236.52711797027817,234.56262246640136,237.7855264952474,246.41733135271448,221.6201072532113,237.0351769537257,232.97090328237616,199.7557343316721,203.56709161054204,218.13836269967805,216.27661203215894,227.81532550740863,225.09798536374956,211.0146909943651
14,1987-03-27 13:58:57+00:00,,,,248.83065255797158,,,,219.3721468047502,211.55186949646338,,,,,,,203.19675362832183
15,1987-11-13 14:10:53+00:00,232.97589872119758,232.97253669064287,225.94489219717244,226.15322751692926,225.67646980451067,244.75346737730538,208.34127774618844,240.88467897031026,233.4196149342804,198.4408287579943,194.16115256065504,210.2404629944567,205.07055818021092,217.3003651931544,212.7648026256068,205.15658768066098
16,1987-11-29 14:11:09+00:00,221.34794814668396,230.3945402777905,219.3656428283502,221.02574939684226,223.5709518821557,242.4088687509709,211.62225408408594,234.39405790879368,233.0788838438943,205.32397495392638,201.94734966482181,214.18094273058216,211.0150958622181,223.25798512352574,220.10506886178226,209.57897637439078
17,1987-12-15 14:11:23+00:00,229.87241078411313,236.72159532479378,223.77524901516423,220.34006210712394,224.2195044116558,232.8581107494943,206.17788054069527,239.35748740030502,223.98958611066817,194.99113041324824,194.09997082636983,209.80744640082395,193.71885903553147,206.36076510711027,200.17357564436952,199.89838346417582
18,1987-12-24 14:05:20+00:00,241.41966947330937,248.63641910443206,234.81544264144156,230.5494708144713,228.11341035195508,252.0166291296328,228.80495761490104,254.57528954116538,246.89294651625522,215.76866595854943,206.49441941086204,226.44440788169558,219.22850887060284,231.32968782701602,227.10591507392752,211.2738607249179
19,1987-12-31 14:11:39+00:00,235.55668078671016,234.56203912637557,229.14714423872752,222.0852423390468,225.39871953739564,235.32011455158477,209.42904971022213,238.11369961814074,233.1537046794732,203.9921518715469,198.19477233174362,217.176737678997,214.7979412925705,216.3105333902391,220.58058557528364,210.66791145146976
20,1988-01-09 14:05:37+00:00,237.70844959918676,245.53747818375544,231.00262204281856,221.6582588249749,225.6237152148889,252.62750364365957,214.2021480024251,247.69693728715077,234.29920083894513,205.40143432612766,205.16878183404458,214.98907102119642,213.2142568893419,225.73792238756067,220.81692278139084,208.11170950810882
21,1988-02-01 14:12:14+00:00,234.73997109117843,245.87731010689802,234.13496896434927,222.56854332488183,222.06393960617748,242.52215563899026,210.56372667281616,239.66157781555802,234.19931799992617,198.83997527421926,197.51652287528537,214.4464791612244,212.02392769057624,219.72376684193085,218.97324721765924,211.75414295641417
22,1988-03-04 14:12:39+00:00,234.55481417219377,243.521461032641,235.5199079480359,231.69521773488333,228.00525747790334,245.38078413551776,214.62484652938022,244.7678967437418,239.73180016108847,209.88951264667526,203.37526985862937,221.06432004556672,217.97599005440975,222.51727576537064,220.19700229898123,218.15155028400795
23,1988-03-29 14:06:41+00:00,231.6022822500973,240.75580850266854,223.54189384553243,224.45488417189821,230.06499731745606,246.59179657579787,213.8594478350858,240.8385069536997,232.50492603227235,209.58553192250173,200.6748160040023,216.01757107348024,209.95421123161043,223.43024591268508,212.83766399333504,206.3400142972332
24,1988-04-14 14:06:45+00:00,237.1600760303463,241.51571333105878,231.9444738797355,226.53089033675693,232.43088751471834,246.87466083978566,219.79004785215724,247.66842370888753,234.5795037946981,210.00946414432292,199.94977431594256,217.24167875963303,216.29052569784898,227.01157571098537,218.84495204475363,214.93255090348646
25,1988-04-21 14:12:59+00:00,215.76043652180437,222.1784024995678,212.24034416343633,214.35631701628506,219.0384491322981,216.78812574042516,198.32126256090277,219.72152005869765,225.6035467289974,189.90533350829466,191.5623271063365,205.0193654722117,196.5465297221547,207.51534515025637,204.1881423578966,196.6549218552879
26,1988-05-16 14:07:03+00:00,,,,,213.37428137028786,227.15680745048653,221.42267102268337,250.18195136850497,241.00570715810883,213.47457205542952,205.5769438370065,219.81994201460807,217.76533172754384,224.8002902056741,224.899720383161,214.97619255265462
27,1988-06-01 14:07:09+00:00,235.7338378599761,236.79274289037832,,,,,210.17419611838898,233.58241451781367,235.41578044812906,203.98884818861023,190.49271637129385,196.17835888071048,187.16775444293773,209.59652491636393,212.43729785840384,206.33100344300678
28,1988-06-08 14:13:22+00:00,225.28874599945556,236.78158274859737,229.54585142565026,223.52671005057,221.1099542464109,249.34536886620046,214.6412090508396,242.06642240973335,232.46591075718658,205.9600331533298,195.3976335945639,213.55777936750764,207.8878483096748,223.95950688661608,224.55578889013088,215.63657129489042
29,1988-06-17 14:07:15+00:00,232.76157014519265,238.190388956601,227.75291542997564,232.59979303055,230.05851026357425,244.60710194683097,216.41575082737182,244.45912199015686,236.25536908977566,204.18576028461138,204.88639612071222,217.05022383169154,212.61923852422092,220.58263870951987,216.41773408010783,211.27425106789246
30,1988-07-03 14:07:19+00:00,234.3667244935846,243.11214040532937,228.78746402286205,229.92657090415943,229.14256009216902,238.55246048339313,212.72818947172925,236.640483337082,233.15808893106703,202.96713384718745,203.29134444184652,217.90818423442684,212.37679969058556,224.2296762055726,221.50076642879606,213.98044952711166
