,dates,mex0580-0000,mex0580-0001,mex0580-0002,mex0580-0003,mex0580-0004,mex0580-0005,mex0580-0006,mex0580-0007,mex0580-0008,mex0580-0009,mex0580-0010,mex0580-0011,mex0580-0012,mex0580-0013,mex0580-0014,mex0580-0015,mex0580-0016,mex0580-0017,mex0580-0018,mex0580-0019,mex0580-0020,mex0580-0021,mex0580-0022,mex0580-0023,mex0580-0024,mex0580-0025,mex0580-0026,mex0580-0027,mex0580-0028,mex0580-0029,mex0580-0030,mex0580-0031,mex0580-0032,mex0580-0033,mex0580-0034,mex0580-0035,mex0580-0036,mex0580-0037,mex0580-0038,mex0580-0039,mex0580-0040,mex0580-0041,mex0580-0042,mex0580-0043,mex0580-0044,mex0580-0045,mex0580-0046,mex0580-0047,mex0580-0048,mex0580-0049,mex0580-0050,mex0580-0051,mex0580-0052,mex0580-0053,mex0580-0054,mex0580-0055,mex0580-0056,mex0580-0057,mex0580-0058,mex0580-0059,mex0580-0060,mex0580-0061,mex0580-0062,mex0580-0063
0,1984-10-22 17:46:48+00:00,,,,,,200.89476927110064,196.51145935433914,201.07602328001076,,,203.02770945293108,,200.99917775320313,206.2217456898221,209.33284403169407,,207.80781190548885,206.24985922933394,206.2498551083982,210.34022433592983,208.04080130443123,215.21098378586663,208.85863168843065,202.98687284948772,210.8745016254826,,,,219.93269687248164,216.78476475960122,217.30833386153498,215.19551232044302,215.24172736541368,213.78507530507278,209.2252339410204,209.80682758525708,210.42300403683515,213.17268061570235,217.21153862177508,212.7928443371773,213.8225139245521,215.15384590029353,210.98018579969715,211.49900772690555,209.88050085522175,214.11532124262,218.57150456491217,216.78587018828622,211.326440252703,205.1155910858933,204.86096247389864,203.5442182313999,205.11539481054095,212.09319456850662,211.26414781176464,209.6937486225309,209.94772662634222,214.4890869497523,211.2348229700525,213.2282284235166,214.54208144097706,217.38870407407947,211.17034913878743,
1,1984-11-23 17:47:03+00:00,172.51088874107012,163.4963521053933,162.9255377996796,159.57409262312405,166.09481312534623,161.55661598456743,167.2262066474661,167.0521132630594,169.0785589666658,163.01025707915613,164.76834583074395,161.5226243013892,167.0041163830067,175.6142845294764,176.00327066618763,166.0117328867821,172.11578109452853,180.01160871204195,182.9894553447082,182.65243705377253,177.03992492827922,175.46671938170886,179.04443928005352,177.12361184464606,171.33951775613082,175.22178435665398,177.12899888018535,183.0477082654764,181.3753886090375,182.50784435488129,183.58886449798229,182.98211514718503,179.619315934065,186.38184584034542,176.9563464281802,173.906766074185,174.29875953331114,178.159768810665,181.64291748301122,183.9495667445721,177.4311898887202,179.12243537949763,173.71712592674137,185.64127943952846,188.1711835834413,189.86450348023453,188.66390524808543,185.9444225744085,190.25518633267296,179.56638380164344,186.86925031398215,187.46760271666687,184.97449457046,188.20966303514808,188.30301357960005,185.69248777381512,193.58284596356788,192.03499269730776,186.35666782270255,191.9039846465216,186.44909338038804,177.7337812983671,,82.02871273622793
2,1984-12-09 17:46:47+00:00,183.94051180378045,172.23697218365766,177.9729503793387,186.616440441109,180.51704824014502,177.97811879759104,183.22033727140035,174.4935907957552,173.58426924034225,168.28896055982582,169.84661317175113,175.1269801777346,179.7570054629697,196.24453330929117,185.42687063928244,179.18688096377716,184.21364380307955,180.08794015492344,182.96202791054344,189.88098187122134,186.85106704910032,191.17352466640614,194.3920019062958,192.21433933146773,184.3828744900972,191.85194644515883,192.1669131116949,189.14249428232037,196.2052905628164,204.37432589981657,191.432462426327,196.6443474986235,198.89229170315568,195.7130247336029,197.25444588260015,202.66160745733544,183.18062157073462,186.77924410847692,196.7150391659831,196.4118818509644,194.1896204275175,195.0474880872553,188.76544121836588,192.4511944048063,202.25113956479825,205.12029703297407,193.03078829637798,196.9398230949447,204.30024358706436,189.87790473342324,191.22927447171946,193.46252867603388,192.83759659500174,188.42781446785915,195.3128938649647,,,,194.89068036231765,191.69227885435907,192.76806996697957,196.51095226146836,,55.067671032811134
3,1985-03-31 17:47:08+00:00,226.59272856305927,213.82802833075206,216.10105074456135,216.6347576300568,219.6227192775882,211.13624610640258,215.70945910836312,217.8370999048531,213.56843890237982,220.83947091635645,226.52291314212084,222.11840184261825,222.1479537561304,222.69419778313892,223.68249168841902,219.7421613994527,214.82240410464453,212.69231183347802,209.80179433537646,218.48950742798291,215.21916464042002,216.52830950827934,220.28893123909802,218.96512172672539,220.97904879723163,229.71155293652268,232.75603738497227,226.4924979003274,229.64826264364638,229.12540254994357,223.6630630597183,232.162514922416,238.76941727875845,235.0900790826358,235.66549080206272,234.016746666399,230.9021762335022,226.5166935988598,230.12921229835464,230.30144589195913,228.4129946872074,230.75370727515593,230.39909912280893,227.5446952220127,234.24525801213665,236.4769990237611,231.04019298431115,215.9966764173903,213.89589030411383,206.8012600091148,209.44366403034917,213.66531252857212,225.28532097336085,210.57126556686228,205.6793553611058,208.1856127034174,207.6542832654999,210.33298557896882,216.52817613138177,213.93000355368287,220.45203973797373,216.88479888959904,204.9410320934726,216.0524591325969
4,1985-04-16 17:47:03+00:00,222.98130949035502,206.14539708924664,204.64032371703533,216.0900531216222,219.2143037665264,207.0494637043789,195.1460138447666,219.14119250343037,216.94536586159137,211.9435945009167,222.33162482398524,217.17769026447868,217.69387177937853,215.44995518730374,215.24971847777047,212.30397237647225,216.64679756994084,212.90121633243362,202.10285174453148,213.6574352508792,218.34269529996067,209.5978916253935,222.48879913134658,222.34759302454017,220.829280056206,203.92310960164386,234.49056070902262,226.5680752277228,219.2189151084446,232.82902635774818,221.18617567825095,234.41982242695377,233.3383089390295,235.62292094393592,231.0136488717385,224.81347225095095,221.73854008805148,226.8769581933529,226.39625074283637,223.79932145856824,225.52750146193,229.33229007589404,223.22212153760086,221.30361954941486,223.941869639446,228.71932048526352,220.4775390576023,214.14939768149947,215.71107030198598,205.2874871378227,210.55623550565474,213.79469646452785,212.71698396761815,219.25882614810547,214.059308194894,207.9187183076868,213.93911639021994,206.4108024294692,220.70326727139795,222.59001282375414,216.76404563423148,217.08954403290795,214.55756178554802,207.70073776378126
5,1985-08-22 17:46:20+00:00,237.61199688205056,232.87915466491557,232.7451259250245,227.36764995643392,231.64353410146194,234.41316155300493,,235.60258157031063,238.26266751440423,235.97310547480157,233.1257606448233,235.26580317511142,231.21664927573062,228.81240904711098,226.7468367447312,221.91776884855642,233.24259121972221,232.51605049562355,234.22840695294505,231.54251170326958,241.36301049005905,229.47912302140588,223.81672924718106,228.00440141028497,232.86820738145013,236.89897395816703,248.47118749573713,244.49684984210003,239.14034806759278,244.48759533881594,237.8683171164634,236.27349659547303,235.30146265507923,234.29296903515177,233.9114042781825,236.99198905877407,236.91483737616798,233.04731994700796,233.06547154127523,231.27450912757928,240.2044796713908,246.27025497813054,237.60736767987558,240.43210812614356,238.18583017023028,244.5899514547581,247.92630589659927,245.84992556238072,226.18860518561715,221.0062154493982,230.66172659862994,221.2212076807154,209.46047893962543,223.33146012898075,228.62331703385507,237.31425777883203,226.60261060634082,229.65791870162468,232.90435633367008,223.68152375725447,217.44668517269423,226.35957373311982,225.84700480362557,230.510319146948
6,1986-03-18 17:42:46+00:00,201.07606413497345,194.74562819162065,185.75649077830727,177.33517361241962,186.3210308653602,180.43779985852402,189.3812800357572,185.91059111974909,199.54001836541255,188.7613399027802,193.2847538005148,187.63287002654533,190.59626225315043,199.65676793237466,188.264186929533,194.20665976219323,191.66404425916582,188.9799260317584,190.10520719005575,194.81401120097806,199.98847563084053,190.23497822016486,195.44368675933387,192.58313412841525,202.5989406783102,189.901250109321,191.92287159863213,199.5834236540517,220.84769162188857,215.800826064442,214.43754144246859,206.49689356356623,205.85548533186545,205.79634325247605,201.6287600188171,193.63866297280563,195.4422339347212,202.30973119170133,191.20960784121627,188.028827990875,191.25209349593044,209.1544603177102,210.82118349399244,206.6325000290425,211.384694848288,210.7163204466956,200.57434359672754,201.14925686620188,198.97139465861596,202.8092328655321,201.69829700977184,204.74076690259852,200.58375377826664,210.6820314110541,199.25942949596538,188.6880244182415,194.3905690594698,204.9355071813227,204.07002788987776,197.8763378324087,193.07680925900905,199.52284165859032,209.21510988628773,204.56448664815315
7,1986-04-03 17:42:51+00:00,221.8984150134566,196.11597626002276,196.85298889296925,192.24444688923344,211.15079171702308,219.6733922978307,204.58001257753915,218.0706681652102,206.2554568817405,205.68075834178978,201.82424561970868,200.0584476819452,199.39411255619729,210.16398504670332,207.53008232935815,206.81920439045058,200.11470760849852,206.94342738623166,200.41956467482066,205.55915397089188,204.93852674661613,219.11897740403154,216.546887491605,202.43911381641328,200.51402190905924,216.14106623962763,215.88063508296798,210.03712990369448,221.1289730836445,233.00104525670076,214.60644906329517,217.28458390773238,209.97901002742347,204.8962729503263,211.60056382516234,205.28370224780298,215.18926346081594,194.87955030960364,203.2454317469002,203.876859143023,198.3957496461684,212.8638182070327,213.25282594588322,212.98618680554867,224.05794954984296,221.9942699446119,216.15235986790967,205.61460501785558,207.42995936641222,205.3896979938157,212.5871658459444,196.12342618779869,202.51472027189374,206.21628306365977,196.0962116438883,193.51054491807798,204.74860188740402,221.95112640066213,211.20211908647516,206.08791116385038,210.15949238754777,204.58648232412529,206.65944879085214,212.95631866376493
8,1986-04-19 17:42:05+00:00,214.82856197631463,207.55187482420823,200.85657535973846,191.93758606411123,230.89818515522376,224.59902643054863,219.5863770604819,218.71320136819918,215.91373105871466,220.34455001001783,211.1599062861618,205.10222957787937,201.73557436215083,211.29280290039927,217.88543784617013,208.3473682522997,208.16781592868372,209.46409973888234,222.1247346541805,216.17834458616994,204.95128505907905,215.87621394991857,231.9870274333245,223.54357212354537,206.65558485099746,221.6617928027602,235.57172577820103,229.52943172982518,235.14792676296545,244.0164470239144,235.7186829596747,214.35289152780962,217.5269116395703,212.51908675750977,215.71759258437856,216.07158728213858,210.86091346141518,213.14973078649905,205.29194294965134,213.83525130219817,219.12202120559834,216.40822025830943,222.01360827678678,220.95677441296107,223.97642107840392,219.79907502369502,227.66495740934116,223.17741520480627,215.24046035844185,212.15270887188558,215.24890753722283,204.4798538431092,205.70766991257952,205.68420464128022,202.98317143505128,208.23445201809278,220.28909526366186,220.9871229351551,220.34898581087282,212.79996474004153,217.73356596145823,221.87589885250208,216.8824507564455,219.6307376553227
9,1986-05-05 17:41:41+00:00,196.06399788841793,192.7738312264126,183.4387464434204,174.37010160426922,202.27843828696842,204.55337277927129,199.8890121617628,202.73295181057574,203.9496833986688,197.89363105432562,209.85089859730618,198.79091575715435,188.7543978072369,191.6188385979525,195.64640306010932,197.75248264247335,192.0685377060775,194.33238750849836,201.99599106587655,199.55613186766527,199.66834216661917,206.03365733239625,216.73486502416324,199.3735948063303,202.4720671721551,206.12338325753984,210.91630086348954,211.24414300120375,217.10090176150848,215.56830290570807,220.62056309435366,202.61534335377092,201.4758794788232,190.4133420750414,190.90829600981905,197.4969073749118,195.8404215611342,194.71546278363508,194.3591287022694,195.60550801583827,201.51167016069894,206.09474613163476,197.1644928323433,193.66135831220168,197.927442588674,205.13815486180394,205.89702739116157,206.05558326056402,205.18612092537205,204.9366047424683,201.96850118849824,202.43518271330944,202.3008132025054,197.13687671563594,196.99220991151782,196.76234055633535,209.37007807587554,209.64546443340328,204.08082488330712,204.12097279940394,208.25841616795776,207.67766140137172,196.28853052689772,203.27080690625326
