,dates,per0129-0000,per0129-0001,per0129-0002,per0129-0003,per0129-0004,per0129-0005,per0129-0006,per0129-0007,per0129-0008,per0129-0009,per0129-0010,per0129-0011,per0129-0012,per0129-0013,per0129-0014,per0129-0015,per0129-0016,per0129-0017,per0129-0018
0,1986-04-10 14:42:40+00:00,157.9808114712813,154.5976685371265,152.0149933136416,152.02922694538626,134.38799129277476,145.35121433407716,136.62170606715458,160.09404433101668,150.37493293660344,147.81094651239385,154.63625074359922,161.60341274525285,176.63797363671668,179.14895993883013,164.0962680677992,167.65315595290392,179.72252617549447,182.05938816289748,190.85324564073562
1,1986-12-15 14:29:44+00:00,,,,,,,,,,,,,,,,,,,
2,1987-03-28 14:39:28+00:00,,,,,,,,,,,,,,,,,,,
3,1988-01-26 14:46:24+00:00,153.2033696353436,146.7513420362656,148.5989277245997,159.7474725536253,155.7330312711523,159.52302475574933,159.16276490190802,165.55436343969063,155.35756920386046,156.1677924560763,163.48753910704275,175.44922336885026,180.1233581591929,176.23574953080566,167.48446786374626,174.48602637406867,178.2114941822448,182.74411250210477,193.80481520124948
4,1988-03-30 14:47:10+00:00,136.79610037644835,,,126.97524303291304,127.40519165619448,135.4725835403127,125.85400882435066,141.9791032543988,138.32663797424243,130.82312110627436,134.17629603584516,153.72374663582184,160.13294363814524,165.7265816971195,151.4761293405339,157.7006955654725,165.29292084447167,177.18430181675484,177.6679092361228
5,1989-03-01 14:46:53+00:00,156.87810441927547,148.5820840319427,147.37997672844304,152.19159821508197,139.95579027524582,155.64002339345643,166.40041058488274,178.42748362010633,165.23615933354714,164.88229071957804,165.60365175098863,175.06180623679893,181.22656138877417,180.32976590061782,172.80143505115947,180.68257081733194,187.15142916287797,192.00015900665875,194.68859417116462
6,1989-05-04 14:45:53+00:00,,,,,,,,,,,,,,,,,,,
7,1990-10-14 14:36:43+00:00,133.95571923483197,142.00247570154497,129.05668562318124,136.9467873218032,127.53683880671791,130.2171756846666,133.73750048631942,143.97387858175844,130.1129257600321,132.63995746699496,135.88362823588542,151.37332420683552,160.8224438563498,160.30778354168538,153.6144580340868,156.04306348441915,153.4853806548717,162.43783600782052,167.38457606689974
8,1991-06-04 14:33:43+00:00,,,,,,,,,,,,,,,,,,,
9,1991-06-20 14:33:54+00:00,,,,,,,,,,,,,,,,,,,
10,1991-07-06 14:34:09+00:00,,,,,,,,116.3735496721417,,,,,,,,,,,
11,1991-08-30 14:40:48+00:00,,,,,,,,,,,,,,,,,,,
12,1991-09-15 14:41:02+00:00,,,,,,,,,,,,,,,,,,,
13,1991-11-18 14:41:20+00:00,,,,,,,,,,,,,,,,,,,
14,1991-12-13 14:35:24+00:00,,124.91731207991862,,133.59360467572063,132.44591173784602,142.93665313465863,153.76497977587994,148.5366773434528,130.34821843565143,127.55709066192733,111.91984917233455,129.1528162478588,131.04213937366458,,118.08037286212723,139.3889825390843,151.8540977627192,154.75491907585064,172.82749187224232
15,1992-03-18 14:35:08+00:00,,,,,,,,,,,,,,,,,,,
16,1992-06-06 14:34:26+00:00,,,,,,,,,,,,,,,,,,,
17,1993-10-06 14:39:23+00:00,147.802391345393,147.28215544330115,139.1281240364257,151.96373375335344,140.15591622784387,144.70535713043688,141.3900682913009,161.20105111542006,151.62039452754917,154.29150307200115,158.19745493765282,166.00152971281835,172.8346808023157,172.39341558122783,163.9546526813677,170.77600993028958,179.48074118221655,182.62857806983584,195.48228455353214
18,1995-04-03 14:26:34+00:00,147.11644347971404,145.9372174394426,,120.10855519843507,124.56603134877606,140.60066875616667,135.94574709822555,152.15094970958722,138.81650028194773,140.19833301230906,154.0961202477648,159.10717504488406,170.27295745124405,173.6099634931895,159.7453530865062,157.52742721665064,169.94378172813393,174.42905727850024,181.87126461798923
19,1995-05-05 14:25:11+00:00,,,,100.7990171067349,116.20984473075445,128.6628775405851,126.73336671042698,138.44060134442003,117.82985022234506,124.58334576659557,140.36179437959683,148.03456536072667,155.27434916537493,165.29279898188943,158.74072322451306,154.27682616047954,155.5147184908883,162.09705510199942,171.33900069465082
20,1995-12-31 14:19:22+00:00,,133.39007628337828,123.14615751982501,143.968061890648,136.91948209792525,142.1773721207293,140.97645317934263,155.66322236090576,143.66770111089374,154.62937140021117,150.8297735185454,158.22419491584404,171.51268729690753,166.46333063660254,159.61856991939482,167.4241497445401,178.94805346012038,174.50427286772953,184.85270742486472
21,1996-03-04 14:23:47+00:00,,136.84938359720195,136.4495997072154,143.06713419817905,124.82531294141111,129.10584073189253,124.2279437609549,126.48402737799832,104.63132408404644,140.9288041019194,138.63290512993416,149.5197316910283,149.9249440114288,151.88328184246137,143.23458959093122,152.35744873156617,149.81035670754724,158.11807269547643,175.70998694288622
22,1996-03-20 14:24:50+00:00,145.55190806507628,144.3171338704926,143.12855272217467,128.98293820114375,134.32135357220338,145.04566781435292,144.30591775174904,149.02625240113176,146.12555385738713,144.6738687726909,145.7721856353685,154.11824921958248,169.0875101905153,170.24321472269546,156.8974417653068,163.31923045791777,174.04441850200013,169.79551431041892,182.4259441513946
23,1996-04-14 14:20:13+00:00,152.41925683044022,145.04252608081586,139.91199142274277,115.70723950238747,120.78328967268487,132.92621009010577,,,,,,,,,,,,,
24,1996-04-30 14:21:10+00:00,,,,,,,,,,,,,,,,,,,
25,1996-05-16 14:22:06+00:00,,,,,,,,,,,,,,,,,,,
26,1997-01-18 14:40:58+00:00,145.22177030498196,135.7000748116377,137.67304598132597,147.52479917538983,137.41388324394498,149.61975391564673,149.3659526934225,153.7647786459219,151.6408213993736,154.66092640631308,156.0161949801772,163.54535600998818,173.6442220294868,168.93940182793824,163.73518782134073,172.68680048245915,176.08863713226904,176.67312724064823,186.54349444698195
27,1997-02-03 14:41:41+00:00,159.10335814890084,151.46358333076634,151.82839152187236,164.61044768273638,159.1688236061553,162.79757899997998,163.69702676278473,174.20428534362676,161.44263746628394,164.815963607423,168.16652226375476,180.75013714547103,187.34826203974694,186.0557216590314,174.43116525880987,182.2864399789996,189.4491804209975,188.77074952447714,199.13992355369248
