,dates,usa_CA_0302-0000,usa_CA_0302-0001,usa_CA_0302-0002,usa_CA_0302-0003,usa_CA_0302-0004,usa_CA_0302-0005,usa_CA_0302-0006,usa_CA_0302-0007,usa_CA_0302-0008,usa_CA_0302-0009,usa_CA_0302-0010,usa_CA_0302-0011,usa_CA_0302-0012,usa_CA_0302-0013,usa_CA_0302-0014,usa_CA_0302-0015,usa_CA_0302-0016,usa_CA_0302-0017,usa_CA_0302-0018,usa_CA_0302-0019,usa_CA_0302-0020,usa_CA_0302-0021,usa_CA_0302-0022,usa_CA_0302-0023,usa_CA_0302-0024,usa_CA_0302-0025,usa_CA_0302-0026,usa_CA_0302-0027,usa_CA_0302-0028,usa_CA_0302-0029,usa_CA_0302-0030,usa_CA_0302-0031,usa_CA_0302-0032,usa_CA_0302-0033,usa_CA_0302-0034,usa_CA_0302-0035,usa_CA_0302-0036,usa_CA_0302-0037,usa_CA_0302-0038,usa_CA_0302-0039,usa_CA_0302-0040,usa_CA_0302-0041,usa_CA_0302-0042,usa_CA_0302-0043,usa_CA_0302-0044,usa_CA_0302-0045,usa_CA_0302-0046,usa_CA_0302-0047,usa_CA_0302-0048,usa_CA_0302-0049,usa_CA_0302-0050,usa_CA_0302-0051,usa_CA_0302-0052,usa_CA_0302-0053
0,1984-04-14 18:24:25+00:00,,181.72871144698883,189.11371022075681,193.1816121983482,190.75763934748434,184.06516348311692,,173.6919956012269,170.10799930810214,176.94505628422817,182.30743145924305,183.96915912432968,183.64872448292493,186.85612649237135,187.02376542787727,190.17205530912932,183.81350737876926,181.3598779207358,186.97154590036632,195.69352829887924,200.8244737441999,191.599346078325,188.5808785377986,188.46310425272355,184.34420993414255,180.61217267391825,179.0286685192471,184.32371181757063,182.08727073790536,,,,,,,,,,,199.12196895445024,,,,,,,,,,,,,,
1,1984-05-16 18:24:53+00:00,,195.1752153818681,198.3230768785389,212.8333290257309,201.91178549781253,198.41719606462618,195.7259479658933,189.21660219970587,192.5473709611294,198.13517134528473,201.8455885371881,197.28883687708438,193.60508612847934,192.1694740809327,191.36367217877802,195.13663241869236,196.78080897303786,199.56619625617338,195.4163669995739,200.2995810852829,199.6362866160341,193.28400292855332,197.73552105960576,195.7462514034465,196.2359629879206,195.81865522061267,195.73023702655595,198.98797016839873,192.57399124130777,195.5931207943889,205.2049662025077,212.6424725594548,212.543318805218,210.38163097553746,205.63330871710028,206.69158151844186,210.813371416262,214.26817078810546,216.0696869259593,210.24822162113628,208.08329320517186,218.27949585690294,210.3498550294276,204.89635783860405,209.20765732367448,210.60907039743734,214.1940397844158,216.44313858973067,212.60946198516945,218.33879502414604,223.6953955195261,222.48590370705443,,226.81490215260325
2,1984-06-01 18:25:17+00:00,205.2808819453689,195.71232371252847,193.93042489115237,207.47498412343631,205.26137570577617,206.74818532712285,190.05117918271145,190.8332910483541,195.46496120964952,196.58528165975804,197.6694814157648,199.7572901844376,187.62970619797608,185.12940965593313,187.75675214708215,195.66919614265973,194.09093145256352,188.02088415935435,194.1306248315292,195.56027762334165,186.32148406352854,185.80398928789904,196.4292625092521,186.55845454875578,194.77226928826167,193.61644173204283,189.49901904328422,190.5243877296355,190.8861117099881,194.1548705423058,199.65792933380317,202.579499920344,206.84221111211156,206.66711690872268,200.7704695047921,199.77403030596207,212.2355279265829,218.73319361099468,217.732702645031,207.38634146827357,182.31991604220678,215.4859956220132,205.80331575197096,210.23085833324225,210.27059925980905,212.00371411748694,214.6586732854635,211.65565330510674,216.01567527064748,219.4849477985125,226.27673970381505,230.04265219461536,,234.0171395416295
3,1984-06-17 18:25:35+00:00,219.10177976073973,195.30089280384843,196.34608012172643,207.67302042601912,215.38113353898157,194.4075332195671,182.55410874391555,184.727879600495,213.24942327491613,205.1619096018372,199.98807278988104,192.8162735899423,192.3261502474707,200.77297114929596,199.85174137112764,193.336539209387,190.25078870296264,207.16240499148736,218.25614160321334,199.5270957593584,200.78509719064854,212.25842276259502,210.39395250834326,214.23445473403794,,235.33571331464444,217.28142316362795,227.9921272258901,218.42164733558414,226.5858246509645,224.19166037434672,,237.34220624901283,234.48577844906438,231.01671314456004,222.87216588541898,,,,,,,,,,,,,,,,,258.0018513576045,
4,1984-07-03 18:25:46+00:00,209.8581219594664,187.793554649407,202.59157996771776,211.94049224033373,201.59978228006295,196.77818632033467,186.72754633510647,186.408775736464,200.51036297213489,196.02103972602802,192.31510719528956,193.30785064343624,201.12701092959077,207.4249302757074,214.60374208586703,206.51778462636148,213.3080757495832,219.8999131754038,215.61110600038953,211.42739150125774,190.45996514907785,210.60832111107283,201.89194444456209,219.9222874392133,,223.96119833995044,221.01916072148686,227.68793579745676,219.00581787416598,224.339336759117,237.84435330832724,,234.9933557030385,227.48379577484292,223.3325775137463,243.68696669480346,,,,,,,,,,,,,,,,,263.7230316523104,
5,1984-09-21 18:27:21+00:00,201.3154083553397,226.16149608540834,234.20351558660266,233.9876694463444,227.0775588890387,220.95568317462218,211.79009218212013,201.74962490041068,206.5147583737858,211.3097575600843,208.16889642158435,206.56445480424853,211.53428876600498,210.20067741242076,219.28000525772043,217.59729393437988,214.22015301596733,209.50763890905057,205.97138543248695,210.71939256569038,215.12903679533625,217.09754554854368,215.9984823311307,223.35526639764848,225.207476986495,226.8726260913634,228.70567697582217,228.39385793712208,228.95007138494344,227.8342836515906,227.96249142828822,236.6429698355,241.25037099571176,234.55977924044228,232.44476449322937,,237.26621388729316,240.65713037957326,236.57055019813302,238.87113455228874,245.79631184632026,240.1970549152892,237.9045155418479,237.5829987698664,248.01349821933553,248.554153033995,245.2988494002641,233.72736648453812,241.61194544369428,227.65918342677045,233.36882694666883,242.29897271389927,,246.25223405431578
6,1984-10-23 18:27:16+00:00,,,211.5215151628945,222.82522271451015,213.51443196923017,209.2784204432073,189.8287938330127,192.98192515853157,195.3503553478456,196.56419154795276,194.0178988640594,195.53690954919944,196.5041929191602,199.9234771505165,197.788721457965,205.62072551924314,205.32668924488033,200.64673655420395,198.90376311927133,199.7051295372424,211.05558580838783,213.92226490825834,204.8912458348242,204.896996477524,,202.0425854931438,200.16069758219186,206.0341086010617,209.99858651816066,210.79911069815233,211.42871468891764,222.03562200948062,227.0913009877137,218.33058489006487,217.90003728153582,,,,212.85115122590287,226.66005891943806,,,227.45443244543964,216.02920226909532,227.8107495935448,,229.46557021202827,233.11077187631983,234.10130636737443,232.07873803283553,240.2141652443521,241.54038849500674,,231.35357838831857
7,1985-02-28 18:27:41+00:00,,203.8854262020746,199.30611447202062,220.636605391467,210.88111424887646,198.52036164169817,199.71225944099228,,183.9483586489424,203.53891982331595,208.05676157321741,197.2707158970542,,205.86418438201733,203.37086822701963,200.9228412623765,203.92622446586125,196.7834319194107,197.25644245510628,192.6302840370553,195.38216641566797,187.36883904709913,,,202.2437681625588,186.37407970798574,194.3979806734081,210.10935541046857,206.26657579555766,211.03800964049444,206.55411475518758,,,206.17992927590356,214.01010254501176,221.41605088341095,220.54958979859816,211.2412164681107,204.25781722328404,200.05218325095353,204.37524897951505,230.1213354860396,214.06567742054193,212.5294915939564,211.96501067933585,219.06609555212043,,220.30470400359889,220.53384196520724,222.02584678248945,219.4895008730391,,222.20968355697173,
8,1985-04-01 18:27:36+00:00,,,,,189.01692849307977,195.8894588355667,192.3911713816254,175.4915534785603,152.88031624860594,175.6120858132488,191.8241574312023,180.5475061327513,172.47834064962166,189.95430411141592,188.5749519724276,187.94537759132538,200.3538841215322,192.04041381218096,180.32713511793702,193.15645969877835,202.4002900213351,,,166.8332364542546,156.23540778457397,180.47308639133593,181.83583945949573,189.8439014632405,195.96696031622264,194.67645889539423,,,,,227.75911595557054,,,,183.36486798701742,200.7130437954081,168.6705219765978,,190.27677103993096,191.97794397437912,197.08045059736395,197.49638563971172,192.07610356926546,,190.78506865775728,204.582020633274,223.4782732947991,183.10935564354625,201.97675703133424,198.43466103721823
9,1985-04-17 18:27:31+00:00,,,,,,,,174.84603223432032,185.2471588694477,207.80315721122804,207.00398866411632,202.09125789769547,205.18761782109755,207.37759875566172,206.38698060361833,204.8269171309073,209.67820919029003,194.0342858607171,190.54705708341203,191.77208515608038,193.10983131731152,193.30487236934553,190.35155569657226,188.49356122273076,186.40521419443343,185.34253536396182,193.3073119539991,216.77753167187592,217.21468281447721,210.37618163805558,208.7100079725045,208.3909119091353,207.35387593698653,200.76634968347543,205.89941557947452,,,202.06782606630998,196.81378951813542,201.90699117094778,186.86242911942537,,207.03096005237575,203.30833708815948,212.3666646328324,206.51243479528557,205.40097472983607,,205.3343468707412,209.68657309529254,213.979719734774,210.9872157442864,196.189087855585,204.63771894270698
10,1985-05-03 18:27:24+00:00,,,,,,,167.6104317458104,146.96914536697128,163.65238060763124,172.78367459175513,173.48915877444136,172.39838975387264,174.30982239939462,188.83423984499655,191.82456715595197,191.30451200872142,192.6330405581594,185.50162993878325,182.53691838400403,190.961760028152,195.4947034862447,199.22632777138267,189.93783116797437,185.78495643393825,183.89921133064587,190.60039214360177,193.12647103432124,197.3979427008328,198.39851605503316,199.8749644806457,203.35563767057238,211.27000447055258,216.19195981175469,221.84698172132175,217.70512163062264,,,192.52202774714334,196.95217347854287,203.64825106390398,188.79397481116774,,200.94005935816034,198.1594134934262,203.64231031917913,198.88829875516763,199.92289788953084,,189.07052665228358,198.99728409156899,203.84210828894072,205.8629142010243,189.6618050013013,193.1503291365098
