,dates,usa_CA_0302-0000,usa_CA_0302-0001,usa_CA_0302-0002,usa_CA_0302-0003,usa_CA_0302-0004,usa_CA_0302-0005,usa_CA_0302-0006,usa_CA_0302-0007,usa_CA_0302-0008,usa_CA_0302-0009,usa_CA_0302-0010,usa_CA_0302-0011,usa_CA_0302-0012,usa_CA_0302-0013,usa_CA_0302-0014,usa_CA_0302-0015,usa_CA_0302-0016,usa_CA_0302-0017,usa_CA_0302-0018,usa_CA_0302-0019,usa_CA_0302-0020,usa_CA_0302-0021,usa_CA_0302-0022,usa_CA_0302-0023,usa_CA_0302-0024,usa_CA_0302-0025,usa_CA_0302-0026,usa_CA_0302-0027,usa_CA_0302-0028,usa_CA_0302-0029,usa_CA_0302-0030,usa_CA_0302-0031,usa_CA_0302-0032,usa_CA_0302-0033,usa_CA_0302-0034,usa_CA_0302-0035,usa_CA_0302-0036,usa_CA_0302-0037,usa_CA_0302-0038,usa_CA_0302-0039,usa_CA_0302-0040,usa_CA_0302-0041,usa_CA_0302-0042,usa_CA_0302-0043,usa_CA_0302-0044,usa_CA_0302-0045,usa_CA_0302-0046,usa_CA_0302-0047,usa_CA_0302-0048,usa_CA_0302-0049,usa_CA_0302-0050,usa_CA_0302-0051,usa_CA_0302-0052,usa_CA_0302-0053
0,1984-04-14 18:24:25+00:00,,155.05254220822476,165.77206213683826,172.43348056819838,172.0843208803495,163.3170318529671,,152.94386397107706,151.4346808409673,156.19692465407834,161.55929982909322,163.22102749417985,162.9005928527751,166.10799486222152,166.27563379772744,166.83040722521076,163.06537574861943,160.61174629058598,168.2982274332315,174.94539666872942,174.14830450543585,160.47714863310026,161.90470929903455,161.7869350139595,157.6680406953785,153.9360034351542,152.35249928048304,157.64754257880656,155.4111014991413,,,,,,,,,,,167.9997715092255,,,,,,,,,,,,,,
1,1984-05-16 18:24:53+00:00,,194.70442730102118,197.91113730779784,212.46716051840554,201.5822338412197,198.0510275573008,195.35977945856794,188.8504336923805,192.21781930453656,197.76900283795936,201.47942002986272,196.922668369759,193.23891762115397,191.80330557360733,190.99750367145265,194.7246928479513,196.4146404657125,199.20002774884802,195.08681534298108,199.93341257795754,199.1654985351872,192.73475016756527,197.26473297875884,195.2754633225996,195.76517490707369,195.34786713976575,195.25944894570904,198.51718208755182,192.10320316046085,195.122332713542,204.7341781216608,212.1716844786079,211.99406604422995,209.91084289469055,205.08405595611222,206.1423287574538,210.34258333541507,213.79738270725855,215.5988988451124,209.69896886014823,207.42418989198617,217.7302430959149,209.80060226843955,204.42556975775713,208.65840456268643,210.05981763644928,213.64478702342774,215.8938858287426,212.0602092241814,217.86800694329912,223.2246074386792,221.93665094606638,,226.2656493916152
2,1984-06-01 18:25:17+00:00,210.58222042135813,202.52833032451463,199.89443067664024,212.77632259942555,210.03258033416648,212.0495238031121,195.3525176587007,196.13462952434335,200.23616583803982,201.88662013574728,202.97081989175405,205.05862866042685,192.93104467396532,190.43074813192237,193.0580906230714,201.6332019281476,199.39226992855276,193.3222226353436,198.9018294599195,200.8616160993309,193.1374906755147,193.7559970018829,203.24526912123827,193.37446116074193,201.58827590024782,200.43244834402898,196.31502565527038,197.34039434162165,197.70211832197427,200.97087715429194,206.47393594578932,209.39550653233016,214.7942188260954,213.48312352070883,208.72247721877594,207.72603801994592,219.05153453856906,225.54920022298083,224.54870925701715,215.33834918225742,191.8623252989874,223.43800333599705,213.7553234659548,217.0468649452284,218.2226069737929,219.95572183147078,222.61068099944734,219.60766101909059,223.96768298463132,226.30095441049866,233.0927463158012,237.9946599085992,,241.96914725561334
3,1984-06-17 18:25:35+00:00,236.94317594332108,218.23983075288157,216.41765082713044,225.51441660860047,231.43839010330478,212.24892940214846,200.3955049264969,202.56927578307634,229.30667983923934,223.00330578441856,217.8294689724624,210.65766977252366,210.16754643005206,218.6143673318773,217.693137553709,213.40810991479103,208.092184885544,225.0038011740687,234.31339816753655,217.36849194193974,223.7240351396817,239.02051703646703,233.3328904573764,237.17339268307109,,258.2746512636776,240.2203611126611,250.93106517492325,241.3605852846173,249.52476259999764,247.13059832337987,,264.10430052288484,257.42471639809753,257.77880741843205,249.634260159291,,,,,,,,,,,,,,,,,290.1163644862509,
4,1984-07-03 18:25:46+00:00,233.02700341312539,217.58211651839716,228.65657160308413,235.10937369399272,222.45177558835604,219.94706777399367,209.89642778876546,209.577657190123,221.36235628042797,219.18992117968702,215.48398864894855,216.47673209709524,224.29589238324976,230.5938117293664,237.77262353952602,232.58277626172784,236.4769572032422,243.0687946290628,236.46309930868262,234.59627295491674,220.248527018068,245.36164329156134,231.68050631355223,249.71084930820345,,253.7497602089406,250.807722590477,257.4764976664469,248.79437974315613,254.12789862810715,267.6329151773174,,269.746677883527,257.27235764383306,258.0858996942348,278.44028887529197,,,,,,,,,,,,,,,,,305.4270182688966,
5,1984-09-21 18:27:21+00:00,192.32100705913993,214.5972658474372,224.0848141283779,224.99326815014462,218.98259772245888,211.9612818784224,202.79569088592035,192.7552236042109,198.419797207206,202.31535626388452,199.17449512538457,197.57005350804874,202.5398874698052,201.20627611622098,210.28560396152065,207.47859247615511,205.22575171976754,200.5132376128508,197.87642426590713,201.7249912694906,203.5648065573651,203.605943604244,204.43425209315956,211.79103615967733,213.64324674852386,215.30839585339226,217.14144673785103,216.82962769915093,217.3858411469723,216.27005341361945,216.39826119031707,225.07873959752885,227.7587690514121,222.99554900247114,218.9531625489297,,225.70198364932202,229.09290014160212,225.00631996016187,225.37953260798906,229.60638951316065,226.7054529709895,224.41291359754823,226.01876853189526,234.52189627503586,235.06255108969532,231.80724745596441,220.23576454023845,228.1203434993946,216.0949531887993,221.8045967086977,228.8073707695996,,232.7606321100161
6,1984-10-23 18:27:16+00:00,,,183.10848902151838,197.5691994777314,190.7840110561293,184.02239720642854,164.57277059623394,167.7259019217528,172.61993443474472,171.308168311174,168.76187562728063,170.28088631242068,171.24816968238144,174.66745391373775,172.53269822118625,177.20769937786702,180.07066600810157,175.3907133174252,176.17334220617045,174.44910630046365,178.5835559325294,176.0382300530902,172.41921595896576,172.42496660166557,,169.57055561728538,167.68866770633343,173.56207872520326,177.52655664230224,178.3270808222939,178.9566848130592,189.5635921336222,189.20726613254556,185.85855501420644,180.01600242636766,,,,180.37912135004444,188.7760240642699,,,189.57039759027148,183.5571723932369,189.92671473837666,,191.58153535686012,195.22673702115168,196.21727151220628,199.6067081569771,207.74213536849368,203.65635363983858,,193.46954353315041
7,1985-02-28 18:27:41+00:00,,219.38988794426288,212.87251849643536,232.69563119094676,221.73423746840825,210.57938744117794,211.77128524047205,,194.80148186847418,215.59794562279572,220.11578737269718,209.32974169653397,,217.9232101814971,215.4298940264994,214.48924528679123,215.98525026534102,208.84245771889047,208.10956567463808,204.68930983653507,210.88662815785625,205.4573777463188,,,217.7482299047471,201.87854145017403,209.9024424155964,225.61381715265685,221.77103753774594,226.54247138268272,222.05857649737587,,,221.68439101809184,232.09864124423143,239.50458958263062,236.05405154078645,226.745678210299,219.76227896547232,218.1407219501732,226.08149541857864,248.20987418525928,232.1542161197616,228.0339533361447,230.05354937855552,237.1546342513401,,238.39324270281855,238.6223806644269,237.53030852467774,234.9939626152274,,243.91592999603532,
8,1985-04-01 18:27:36+00:00,,,,,186.75879727869864,193.380424152921,189.8821366989797,172.9825187959146,150.6221850342248,173.1030511306031,189.3151227485566,178.0384714501056,169.96930596697595,187.44526942877022,186.0659172897819,185.12271357334896,197.84484943888648,189.53137912953525,178.06900390355588,190.64742501613264,199.17438828650492,,,163.60733471942441,153.00950604974378,177.24718465650574,178.60993772466554,186.61799972841033,192.74105858139245,191.45055716056405,,,,,223.995563931602,,,,180.13896625218723,196.94949177143957,164.15425954783552,,186.51321901596242,188.75204223954893,193.3168985733954,193.73283361574317,188.3125515452969,,187.02151663378874,201.3561188984438,220.2523715599689,179.3458036195777,197.46049460257197,194.6711090132497
9,1985-04-17 18:27:31+00:00,,,,,,,,160.80015659679208,172.6058707956723,193.7572815736998,192.95811302658808,188.04538226016723,191.1417421835693,193.33172311813348,192.34110496609009,189.02530703868806,195.6323335527618,179.98841022318885,177.90576900963663,177.72620951855214,175.05084835477524,172.2360589130532,172.29257273403599,170.43457826019448,168.34623123189715,167.28355240142554,175.2483289914628,198.71854870933964,199.15569985194094,192.3171986755193,190.65102500996824,190.33192894659902,186.2850624806942,182.70736672093915,184.8306021231822,,,184.0088431037737,178.75480655559915,180.83817771465544,161.57985297187457,,185.96214659608341,185.2493541256232,191.29785117654006,185.44362133899324,184.33216127354373,,184.26553341444887,191.62759013275627,195.92073677223772,189.91840228799407,170.9065117080342,183.56890548641465
