,dates,usa_HI_0009-0000,usa_HI_0009-0001,usa_HI_0009-0002
0,1991-11-10 20:18:16+00:00,184.32084427359007,189.2825617869063,186.27281713339025
1,1991-11-26 20:18:23+00:00,177.34650176259467,185.41692348318662,177.22166910311992
2,1991-12-12 20:18:31+00:00,168.87706436267902,177.73806411014553,178.36852278415432
3,1999-07-03 20:46:48+00:00,175.96026576048408,191.18815748766443,193.99575556421897
4,1999-09-05 20:46:59+00:00,,,
5,1999-11-24 20:46:49+00:00,183.54031636706947,194.8506754548091,186.67387005940148
6,2000-01-11 20:46:54+00:00,165.465929601333,178.06056369446478,185.8717488898921
7,2000-02-12 20:46:47+00:00,207.94331184447674,203.28909592652093,198.36436847429113
8,2000-03-15 20:46:37+00:00,189.23251402581232,194.54901674384004,191.4084148311624
9,2000-05-18 20:46:08+00:00,177.9589401268282,188.06733681216176,197.94769372591648
10,2000-06-03 20:45:56+00:00,181.4676411149617,197.12088310091383,194.27748042308755
11,2000-06-19 20:45:53+00:00,176.6606383425098,182.07150804387044,190.81432946965012
12,2000-09-07 20:44:48+00:00,175.03147351663972,191.06851710283178,190.35494086869465
13,2000-09-23 20:44:31+00:00,173.15136263326968,194.1598743344731,201.19029026659518
14,2000-11-26 20:44:25+00:00,178.44361838350432,193.51578242489202,186.1490010825113
15,2000-12-28 20:44:30+00:00,203.10664592936973,185.24412249179045,191.19210140932833
16,2001-03-02 20:44:23+00:00,181.6365991529604,191.7554740881479,187.90380595209868
17,2001-04-03 20:44:06+00:00,,,
18,2001-07-24 20:43:19+00:00,174.6088806852439,191.9541034760294,184.35401361401142
19,2001-08-25 20:42:49+00:00,179.10464862793285,183.9847979803813,184.88950997226294
20,2001-09-10 20:42:38+00:00,175.1346327685522,188.45991611304564,191.08645996642537
21,2001-09-26 20:42:29+00:00,181.44242866778814,187.4406285485101,185.1107653217403
22,2001-11-29 20:42:36+00:00,194.88767569716418,196.1899870675582,194.52445314090497
23,2002-01-16 20:42:50+00:00,187.69798507675978,190.12534673740052,184.21451409949728
24,2002-02-01 20:42:53+00:00,167.24480318794897,168.68913058624986,168.9748085604238
25,2002-02-17 20:42:54+00:00,173.96790785439288,179.38135056574276,176.99264984749905
26,2002-04-22 20:42:49+00:00,,,187.53542818590753
27,2002-05-24 20:42:43+00:00,185.83557633669997,196.67171271753625,201.39810270280026
28,2002-06-09 20:42:36+00:00,184.15658276964533,194.77555334960977,192.7357705816398
29,2002-06-25 20:42:29+00:00,174.3891904224594,186.54558668758577,192.43231664130573
30,2002-11-16 20:42:04+00:00,189.80405812715708,191.26822800441477,
31,2002-12-02 20:42:19+00:00,187.45272499129177,187.51888011078438,176.27107997559372
32,2003-02-04 20:42:40+00:00,203.93858937976404,200.9772670791559,208.11311585461132
33,2003-03-24 20:42:41+00:00,186.0089897096669,195.75548781580966,197.48975332248094
34,2003-04-25 20:42:48+00:00,,181.37931090434017,
35,2003-07-30 20:42:30+00:00,,,
36,2003-08-31 20:42:24+00:00,179.74080487325116,191.55501571219548,187.72503186341544
37,2003-10-18 20:42:18+00:00,,,
38,2003-11-03 20:42:27+00:00,179.04338217064048,190.75361016842933,188.81760923171805
39,2004-01-06 20:42:58+00:00,,,211.28350963683536
40,2004-01-22 20:43:05+00:00,190.46252995565763,182.0748800061016,179.79374595705463
41,2004-02-07 20:43:10+00:00,,,
42,2004-04-27 20:43:12+00:00,,,
43,2004-05-29 20:43:12+00:00,,,187.7017704075613
44,2004-08-01 20:42:53+00:00,186.3895760690373,197.78566308607367,199.66571090955136
45,2004-09-02 20:42:47+00:00,,,193.41842242338657
46,2004-09-18 20:42:41+00:00,177.07519391717798,193.35146341775103,191.56240601211286
47,2004-11-21 20:43:04+00:00,181.84307151849103,193.46050085013192,183.36299165561945
48,2004-12-23 20:43:20+00:00,183.6937804115826,197.66299042334902,
