,dates,usa_HI_0009-0000,usa_HI_0009-0001,usa_HI_0009-0002
0,1991-11-10 20:18:16+00:00,184.1793432778572,189.15018988767235,185.9571610659862
1,1991-11-26 20:18:23+00:00,176.71610125547556,184.82719397652681,175.81539104877731
2,1991-12-12 20:18:31+00:00,168.61789163862585,177.495612206999,177.79036824588184
3,1999-07-03 20:46:48+00:00,177.50475618397496,192.63300336770428,197.44115727816018
4,1999-09-05 20:46:59+00:00,,,
5,1999-11-24 20:46:49+00:00,184.0943903262782,195.3690027069721,187.90988119917478
6,2000-01-11 20:46:54+00:00,165.85589902934265,178.42537380453834,186.74168069083674
7,2000-02-12 20:46:47+00:00,208.52034079290848,203.82889720086033,199.65158689771582
8,2000-03-15 20:46:37+00:00,189.3667169024704,194.67456137039113,191.7077904790919
9,2000-05-18 20:46:08+00:00,178.93823489339076,188.98345127120413,200.13227435901754
10,2000-06-03 20:45:56+00:00,183.3294955927742,198.86261793499648,198.4308481043616
11,2000-06-19 20:45:53+00:00,178.48107799302198,183.77449997499474,194.87531022848498
12,2000-09-07 20:44:48+00:00,173.60954289962456,189.7383239449789,187.18294179996855
13,2000-09-23 20:44:31+00:00,171.22774059743523,192.36035694611184,196.89913341742601
14,2000-11-26 20:44:25+00:00,178.85851642024954,193.90391284636337,187.0745428567891
15,2000-12-28 20:44:30+00:00,203.5490122267912,185.65794902808796,192.17891853434548
16,2001-03-02 20:44:23+00:00,182.61992150196497,192.67535628560378,190.0973711921858
17,2001-04-03 20:44:06+00:00,,,
18,2001-07-24 20:43:19+00:00,176.21538784661965,193.4569650140906,187.9377603586189
19,2001-08-25 20:42:49+00:00,178.0377915956663,182.98677043406747,182.509598131053
20,2001-09-10 20:42:38+00:00,173.9074166623566,187.31187523950783,188.34882403721983
21,2001-09-26 20:42:29+00:00,179.89756813473358,185.99543643694292,181.66453797877244
22,2001-11-29 20:42:36+00:00,194.85582596792963,196.1601921595646,194.4534037449202
23,2002-01-16 20:42:50+00:00,188.28996940544488,190.67913852875108,185.53509452502556
24,2002-02-01 20:42:53+00:00,168.2173477180711,169.598930307977,171.14433097377315
25,2002-02-17 20:42:54+00:00,175.054926036256,180.3982385423244,179.41753656088602
26,2002-04-22 20:42:49+00:00,,,187.52189801842647
27,2002-05-24 20:42:43+00:00,185.5664395350641,196.41993958052205,200.7977206068433
28,2002-06-09 20:42:36+00:00,184.3133942381189,194.92224794914955,193.08558078054233
29,2002-06-25 20:42:29+00:00,175.87491406202668,187.93545718911645,195.7466232218789
30,2002-11-16 20:42:04+00:00,189.13852990950934,190.64563709113142,
31,2002-12-02 20:42:19+00:00,187.11830429830238,187.20603494637496,175.52506458354048
32,2003-02-04 20:42:40+00:00,204.88692886689816,201.8644233735717,210.2286424028336
33,2003-03-24 20:42:41+00:00,187.37412541709196,197.03255025178794,200.53505605442916
34,2003-04-25 20:42:48+00:00,,181.49858959559353,
35,2003-07-30 20:42:30+00:00,,,
36,2003-08-31 20:42:24+00:00,180.40491618951427,192.17628113708676,189.20651095354083
37,2003-10-18 20:42:18+00:00,,,
38,2003-11-03 20:42:27+00:00,177.44864158888345,189.26175607581789,185.2601110108754
39,2004-01-06 20:42:58+00:00,,,212.10484136982583
40,2004-01-22 20:43:05+00:00,191.24409787419197,182.8060241879563,181.53724362147733
41,2004-02-07 20:43:10+00:00,,,
42,2004-04-27 20:43:12+00:00,,,
43,2004-05-29 20:43:12+00:00,,,186.040849249195
44,2004-08-01 20:42:53+00:00,188.1097314708195,199.39484071999897,203.5029806519886
45,2004-09-02 20:42:47+00:00,,,195.12462878587155
46,2004-09-18 20:42:41+00:00,177.26559619079444,193.5295816737148,191.98714954556493
47,2004-11-21 20:43:04+00:00,180.47985878332642,192.1852373236876,180.32197863102147
48,2004-12-23 20:43:20+00:00,183.74160057502712,197.70772541495842,
49,2005-01-08 20:43:27+00:00,205.37728486753988,191.07889738403307,186.74896254568185
50,2005-04-14 20:43:37+00:00,171.57077397764593,189.73461887373432,198.76452067701763
51,2005-07-19 20:43:29+00:00,163.68963836852993,183.09272745996194,
52,2005-08-04 20:43:26+00:00,179.4061260080869,195.07702559497645,198.18938080841914
53,2005-08-20 20:43:21+00:00,184.41788504572702,201.1473628911299,195.99773072365122
54,2005-12-26 20:43:45+00:00,204.1814247219102,192.77697375515814,193.750359390322
55,2006-01-11 20:43:54+00:00,,,179.119931478711
56,2006-02-12 20:44:07+00:00,,,
57,2006-04-01 20:44:07+00:00,190.62978980267917,,
58,2006-04-17 20:44:03+00:00,172.16515252024374,187.74718052953696,188.73119592289646
59,2006-05-19 20:44:07+00:00,190.35948383764742,184.9114559958987,185.51618885836643
60,2006-06-20 20:44:01+00:00,165.57283623773378,182.6694028390934,
61,2006-07-06 20:43:55+00:00,165.57838199922963,184.94286939386836,186.22839313334146
62,2006-07-22 20:43:46+00:00,,,192.2914499098253
63,2006-08-07 20:43:44+00:00,166.81138215867531,,
64,2006-10-10 20:43:27+00:00,188.69773118093798,201.03269134001746,206.03874394008028
65,2006-10-26 20:43:43+00:00,177.75686087331587,183.81374488287378,
66,2006-11-27 20:44:07+00:00,179.47021665244554,184.59952268222708,194.11437508359663
67,2007-01-14 20:44:16+00:00,176.09146676362008,183.8586188414092,182.31298024587483
68,2007-03-19 20:44:35+00:00,,,
69,2007-05-06 20:44:29+00:00,,,
70,2007-05-22 20:44:22+00:00,,,
71,2007-06-07 20:44:19+00:00,184.2721173321664,192.86122555520208,192.34896906681232
72,2007-06-23 20:44:19+00:00,172.26692950603945,190.7600185237844,192.79085072881423
73,2007-10-13 20:43:49+00:00,189.14945854571084,194.29818147088776,199.87470709084246
74,2007-11-14 20:44:10+00:00,167.7716720182726,174.37114181163966,
75,2007-12-16 20:44:22+00:00,175.545030436292,182.12561421923988,
76,2008-01-01 20:44:24+00:00,,,
77,2008-04-22 20:44:09+00:00,177.5692073620743,191.66544664920335,
78,2008-05-24 20:43:59+00:00,,,
79,2008-06-09 20:43:51+00:00,,,
80,2008-07-11 20:43:30+00:00,191.73083116059473,198.57141349123344,206.1172234142083
81,2008-08-28 20:43:07+00:00,181.66300158811808,199.83336534455884,194.57097435551282
82,2008-09-13 20:42:59+00:00,,,198.98104897692684
83,2008-09-29 20:42:49+00:00,200.78349346023478,200.34279761375154,204.50867190387976
84,2008-10-31 20:43:00+00:00,,189.5010182677787,183.26969016032575
85,2008-12-02 20:43:25+00:00,185.01612535810682,192.71273984856975,188.91615422764696
86,2009-01-19 20:43:47+00:00,,190.78574196749304,190.59675427056072
87,2009-03-08 20:44:10+00:00,175.55990067467548,180.35710663867656,180.34518413474322
88,2009-04-25 20:44:27+00:00,181.4337550832196,184.697655418587,196.45174747065613
89,2009-05-11 20:44:29+00:00,184.96413772082735,198.17367427073262,
90,2009-06-12 20:44:29+00:00,183.52751883614,196.0274696481352,196.421367681465
91,2009-06-28 20:44:27+00:00,160.99739662804106,186.907370675422,195.20666631670775
92,2009-08-15 20:44:13+00:00,181.1852560523389,192.0940448971254,200.10520130503485
