,dates,jap0112-0000,jap0112-0001,jap0112-0002,jap0112-0003,jap0112-0004,jap0112-0005,jap0112-0006,jap0112-0007,jap0112-0008,jap0112-0009,jap0112-0010,jap0112-0011,jap0112-0012,jap0112-0013,jap0112-0014,jap0112-0015,jap0112-0016,jap0112-0017,jap0112-0018,jap0112-0019,jap0112-0020,jap0112-0021,jap0112-0022
0,1984-04-26 00:41:47+00:00,,,190.38526679419422,,,,,,,176.4516619414685,,,179.2751828429742,194.08924040461622,174.19840736081034,137.2014931708724,115.46140939468958,122.77220154272096,159.1920927175964,181.99385437267546,182.08233814673008,180.13093067077543,
1,1984-07-31 00:43:53+00:00,265.0251740443519,,,252.39661211604502,249.5713861555601,230.65788613467282,222.80471637556593,225.7775482143136,222.27893129574036,200.6429644419954,183.7170191367171,185.45923799524076,187.66838596708916,182.11266819004513,147.848469713199,121.2982325398805,111.3417264978765,124.88477840320752,152.99746905180163,166.44051562413392,168.90335086117122,168.5390027125049,169.95166463722504
2,1984-08-16 00:44:25+00:00,273.1715579674257,,,251.6338995400842,253.29500109550352,232.88408996484767,225.48051184644132,226.91810715806213,224.0260986910492,206.23107100269738,186.4233998379513,187.0104007476879,186.3228935938412,186.5942363566418,159.46826410319477,123.15218844057227,121.68427939339105,135.55166073437863,162.4102439955618,172.31664979841153,173.2709928931557,175.726857208422,177.62974218412734
3,1984-09-17 00:44:44+00:00,219.81518008547593,,219.07295648683285,218.61961991206115,222.28325532156066,208.06773627488136,204.6996537298224,208.22150186993352,206.44450451927048,190.59043677014057,184.01775763898826,180.52160143402594,188.38588509393065,186.1702037590636,160.2894856133218,145.04793504091825,135.16639847337512,143.6738475982409,168.60420139069072,176.21577202628922,174.288545544999,176.07043253084586,
4,1984-12-06 00:44:37+00:00,215.96998943557168,,,,,,,,,,,,,,,,,,,,,,
5,1985-05-15 00:44:44+00:00,206.67097461708485,,223.45612457345584,223.79976610112755,222.67077683043334,208.09798494927452,203.5275030032313,206.77273206655295,197.5802832937609,190.1609656570337,183.7196985223861,182.33649402071572,180.95538245904763,181.57166901273774,160.71277364925825,145.60722436900332,144.31756232000282,154.4172635700389,179.0111295425985,181.2451578018072,177.54302243911897,175.18553518817174,181.10353205331631
6,1985-06-16 00:44:43+00:00,251.43216839467536,254.41931251043815,262.68017163811885,263.6378781577563,260.2406840704694,242.34179421376786,225.98712390950152,226.2777143540032,217.7587902394822,205.21525437391182,191.06171583228527,182.86081412365058,182.26160414043838,188.69763500658053,164.3240189787159,153.50025410851785,152.4664643959972,165.91750939465697,181.41337978038663,184.51325403598054,178.85571411611747,,179.2200224891514
7,1985-07-02 00:44:39+00:00,255.7774668479663,251.94486808880464,265.87947319985756,256.99729584827844,250.85436810715868,235.93619111432162,224.7509074895849,225.7361259790774,217.22080275845528,202.439910180117,186.01671289834204,179.93711469428445,178.21304588924073,178.3702090782155,167.08133204266056,145.57619667323297,145.50302367609058,166.24624877614423,177.04301215844177,186.05173183117236,189.35996763288526,185.87076874043495,181.8314367704321
8,1985-08-19 00:44:15+00:00,279.93134293976107,278.3173425183684,290.8524101563915,285.9924087549473,281.03888621615624,261.2220079588854,245.11461178839625,244.48729496584937,231.73731870179122,215.9054986419677,188.78830841435055,182.363679940015,,195.1663217218173,183.5423372426949,160.24209521631056,159.70417143342053,168.84684443011125,176.527140297291,177.1541062873653,178.50398095534874,186.1742833771787,
9,1985-10-22 00:43:30+00:00,239.78260189997337,217.02397133795816,226.57114410648674,244.92426285541,237.42822914224556,225.71914933019525,215.79937821611023,217.4981320880129,213.7721101886634,209.38718244470093,200.967671196425,202.14527374588917,,200.8496353830213,184.72989437586355,165.5960235913913,167.2366946062078,173.93763150450948,179.2226230441775,184.03219457776345,174.58967453336442,162.9469629911185,
10,1986-01-10 00:42:07+00:00,217.23508794686325,215.27571342149213,223.45029865710868,218.77034504398793,221.6681907288124,214.58481875348727,208.09894697433103,203.1615436978566,200.85927810823188,201.5031701084706,192.08517673867092,202.49282660935032,214.84107676661128,211.1674454884793,199.92247636936344,193.33513535443257,202.7123790776121,204.85016686856252,218.92277299633733,213.68762030444145,208.18822403177694,196.07905302677207,
11,1986-09-23 00:34:56+00:00,217.04154891548336,209.54062674419677,234.33605454101502,,223.565658740279,203.40306821116428,192.89231057413943,210.4660364835512,214.2883426832336,211.07531787680892,189.04025946969375,188.59848463245143,191.02924871295212,194.74363243063408,179.48005307837707,174.0811465685719,184.24119437407126,183.84661957513552,179.48517433806325,189.68663477297963,192.2077620371895,174.07328009227405,
12,1986-10-09 00:34:26+00:00,184.50264647743862,188.8604672069567,194.51019493051353,192.33087998088112,191.68198802612307,178.71989771743142,177.01378652415394,,,,156.13602943703347,160.5577159559822,170.68933379048798,175.56695234113064,157.51408391885508,139.21713269177027,155.19433291266324,,,169.1748690799094,170.76499389272126,164.44324019602166,
13,1986-11-26 00:32:52+00:00,214.09024132403542,212.96854597241486,229.1234676041676,235.70199415727257,227.76891659173165,207.8275386283651,212.23372999998324,223.94627520880724,220.33918189400484,207.27723327255907,195.4999565412294,195.8512321559491,196.29847686885063,188.03417367976047,176.6359907650002,169.7722786270722,168.72157604573806,176.23956759347186,170.04419201597858,188.8255871807758,195.2269828726949,172.87744128367945,
14,1986-12-28 00:33:49+00:00,210.42731163556047,208.32380003049263,227.586996882082,,226.5714227591893,209.1571540173957,212.2334577379124,225.4087446255362,226.87556725580697,220.34027462355385,205.21455396330816,197.24375097696316,194.86181533426907,203.0253443267447,184.17372045821472,173.78260780904284,187.0543298464204,199.0550651170488,189.39886121641146,195.3789969811403,220.98984111539082,190.5935951590797,
