dates,nzd0146-0000,nzd0146-0001,nzd0146-0002,nzd0146-0003,nzd0146-0004,nzd0146-0005,nzd0146-0006
1999-08-26 22:04:44+00:00,142.95092882142944,162.5410435557419,165.40077050535726,166.09819701492606,170.5619373237157,168.5817379082644,169.00285884802116
1999-09-20 21:58:32+00:00,231.9763518945568,183.9101679623344,167.56910293338802,171.49842659744672,172.0008892644242,167.74907328123766,169.0703575305985
1999-09-27 22:04:48+00:00,162.46401844802625,179.37811272569007,177.9437932869391,182.2384865970165,181.8573863136858,180.432451315617,177.73028849266936
1999-11-14 22:04:42+00:00,,150.0795047297619,158.46093050414495,158.86298990124405,174.23491131856758,174.02263874909582,169.35639040148624
1999-12-09 21:58:33+00:00,168.63269382019638,177.58843208997286,177.53073939001186,178.14257002679483,178.38510601836572,177.09409807714118,166.4600172754614
2000-02-18 22:04:29+00:00,156.24440521952576,155.49550227287406,164.10703018598528,164.56742648619397,169.9187528880468,165.56814599526354,167.68675729678074
2000-03-30 21:58:33+00:00,196.54421325127285,165.41980078469985,160.52452381998484,156.35146794440243,159.85171093390932,162.71803710526723,166.97650907795196
2000-05-24 22:03:46+00:00,151.43283215607806,162.59043670242784,166.1541147193133,167.98076167751978,168.9221405387215,170.64653412914396,160.8965675550274
2000-07-04 21:57:14+00:00,,,,,,,
2000-07-11 22:03:17+00:00,102.10051374524748,141.36936739620518,147.7968817824839,146.11426497620977,153.10596982404186,154.14003369319312,167.074808911694
2000-07-20 21:56:59+00:00,138.5764365190427,163.0259963512494,160.21735969690886,164.5973041478712,163.99571444477394,167.47589377570668,156.83127230352105
2000-08-12 22:02:54+00:00,138.44139420901666,152.79879673752964,156.67964439759908,157.23445068160882,160.17928807381105,162.87044940436306,158.8669651331423
2000-09-13 22:02:26+00:00,147.2875421280202,159.4468465578903,164.87567821169083,160.7097108090035,166.83971142417118,166.95728510780134,159.87261372352617
2000-10-15 22:01:56+00:00,159.39819744897088,174.71898270748437,173.7499821652936,176.77353194956854,174.05534324456988,173.20764542243364,171.75581030730694
2000-12-11 21:56:24+00:00,,,162.291606224579,159.89421792336876,157.3694989274361,157.32429736046146,153.110358900412
2001-01-28 21:56:32+00:00,144.9600880847957,169.0859550566477,169.58662564373236,174.2359648957937,175.05241181538165,168.93681426598826,174.12847109191495
2001-02-13 21:56:27+00:00,152.03104926139966,170.23140412913222,171.36992542173266,173.61583669765298,175.54173107244966,175.10832153154556,167.90685909311472
2001-03-17 21:55:52+00:00,185.61148523630803,155.81911843851265,162.49868057496872,161.14595765785788,163.4057139998145,164.7177299052891,164.0085007171197
2001-03-24 22:01:59+00:00,145.8875474583462,162.16091379098188,166.9409304047293,163.79387685850725,168.52366903765392,166.7105351596546,165.50916882437903
2001-06-12 22:01:24+00:00,144.40781940525002,159.00228447095284,162.48533563362926,156.18334016013233,163.09975250480775,160.3300296201287,160.96786530941972
2001-06-28 22:01:09+00:00,143.65472544717042,153.86526938847027,159.3741695387328,158.03538717040095,168.17146408954628,166.94994808872045,166.9434704751668
2001-08-08 21:54:37+00:00,134.80505337772988,167.44027491941995,165.71860842879923,171.44483945745617,173.9161382402993,173.28710523936047,170.04004283244333
2001-08-15 22:00:38+00:00,129.47450823760667,140.7325756296317,143.36454452650304,144.2932584487207,151.2741451511498,167.7191128334515,168.4177009282609
2001-08-24 21:54:48+00:00,136.36698874791884,162.30142794775927,163.81453776661485,159.28179793147828,162.42948887590623,160.51701642171454,154.4889657917637
2001-09-09 21:54:36+00:00,149.77469273816956,166.28427192058825,167.04518287047887,165.27977210509636,170.39467088423484,168.8910984009159,161.13478900017668
2001-09-25 21:54:04+00:00,218.5563296947044,174.5555744671708,172.8936807006385,164.60061452068481,169.68127226332393,167.93411795447494,165.98365987306119
2001-10-11 21:54:09+00:00,234.6452832688668,191.9071786609777,174.96507797753478,171.8574133168332,167.72609993063756,168.7239809094241,169.17886735181068
2001-10-18 22:00:06+00:00,154.14675637181614,170.551956144228,169.88838537360814,172.9156815440094,173.27804360055822,173.84597263802866,165.5332081604832
2001-12-05 22:00:18+00:00,154.72086373097034,162.4784476558971,168.36997348558535,169.64178361947896,172.71310307148624,171.37487646463097,168.83612641828248
2002-01-06 22:00:31+00:00,217.67477248264444,159.31495165311168,164.19830022433345,161.78648852638725,165.8231713856639,168.47054316771678,157.8285698541687
2002-02-16 21:54:54+00:00,166.07771400304475,173.44058582294707,170.73151811035112,173.577225430737,172.3017284044327,172.87599413051817,168.45444075521726
2002-04-28 22:00:38+00:00,139.7487597329449,166.27917954715522,165.0089010719823,166.295098486491,171.0568272352678,173.9075556972332,167.04447441354796
2002-06-24 21:54:28+00:00,,147.96767052024444,158.9451189755374,162.71672839721148,163.9602503602231,168.2246339313957,166.93102523399924
2002-07-01 22:00:15+00:00,,,155.89407748752026,158.68664970652335,164.02919597720867,166.57220186424934,163.9936794451472
2002-07-17 22:00:08+00:00,137.11937756960748,159.20830051803378,164.42849236594884,160.03668441465646,169.43694915222153,169.33824713556334,172.37366109167195
2002-08-18 21:59:57+00:00,132.25845612840226,140.61347501541002,142.92341839301585,144.95251120077327,151.64281703396904,160.7518294443704,162.19565872127686
2002-08-27 21:53:36+00:00,152.58105101581603,169.38481964615485,173.71440090796358,174.37567645079255,178.55803622404812,177.66438035627013,176.06820128983574
2002-10-05 21:59:31+00:00,167.92460829749658,153.47683256684553,158.38664466742807,158.7680788206219,162.93868886124343,161.47698030012282,158.1834758756376
2002-10-14 21:53:43+00:00,212.29405876617258,182.57714301827787,175.34204063437426,171.10125642291368,166.25383693566778,168.95525318840149,166.5005093530105
2002-10-30 21:53:49+00:00,151.50494219448674,142.68881968879356,145.77411828874054,146.01721545215568,168.72587731933416,173.2600167564919,171.0908556534734
2002-12-24 22:00:09+00:00,161.65207772522075,172.69547131593976,175.76949094951414,175.03843851611262,179.240119951116,177.58058786747313,171.27223792081895
2003-01-18 21:54:30+00:00,161.35505436060592,169.28087647269007,173.45607002629475,172.00884345755185,176.6044539672616,174.56598453974806,169.22962258958543
2003-01-25 22:00:18+00:00,173.2197919720048,159.29444947586163,165.90837053749974,163.95769930607287,168.4426218972891,167.4909292132277,164.35243701456304
2003-03-23 21:54:40+00:00,143.07070127326708,168.3243331291835,172.34233231088677,168.9205495499589,174.14783498958525,173.40587543710092,167.59685199660817
2003-04-15 22:00:34+00:00,140.45617748494473,149.68754371797982,155.60688154326326,155.74753682079623,159.0690197436998,161.0918754670224,155.04071418978643
2003-05-10 21:54:46+00:00,142.7661629794025,159.28534969559743,163.85408423231902,156.09547012473504,162.7017120087493,160.78831739067948,167.65634506243651
2003-07-21 21:42:33+00:00,151.07878823484924,167.60958435330284,157.16565922276519,157.99532490985493,165.86301957003008,164.1784546300833,161.865832602678
