dates,satname,nzd0146-0000,nzd0146-0001,nzd0146-0002,nzd0146-0003,nzd0146-0004,nzd0146-0005,nzd0146-0006
1999-08-26 22:04:44+00:00,L7,344.29,363.69,368.07,367.49,371.72,369.45,370.05
1999-09-20 21:58:32+00:00,L7,447.49,412.01,,395.99,389.32,384.67,388.94
1999-09-27 22:04:48+00:00,L7,344.04,354.96,351.81,356.26,359.37,356.82,352.72
1999-11-14 22:04:42+00:00,L7,,343.32,342.83,343.74,361.08,360.20,355.60
1999-12-09 21:58:33+00:00,L7,355.28,359.30,359.25,359.46,361.91,360.57,348.04
2000-02-18 22:04:29+00:00,L7,359.22,357.12,365.12,365.90,370.71,366.57,368.28
2000-03-30 21:58:33+00:00,L7,414.98,379.73,374.02,369.75,372.37,375.13,380.50
2000-05-24 22:03:46+00:00,L7,346.93,357.77,359.83,361.89,363.01,363.75,354.63
2000-07-04 21:57:14+00:00,L7,612.09,659.15,,,,,
2000-07-11 22:03:17+00:00,L7,356.47,436.83,382.99,378.14,380.77,394.24,402.13
2000-07-20 21:56:59+00:00,L7,326.31,345.45,342.83,347.43,348.20,351.49,339.42
2000-08-12 22:02:54+00:00,L7,348.86,366.18,370.04,370.80,372.49,375.21,372.66
2000-09-13 22:02:26+00:00,L7,345.52,357.06,362.64,358.22,364.82,364.76,357.65
2000-10-15 22:01:56+00:00,L7,608.47,655.81,348.24,353.80,353.65,352.29,349.16
2000-12-11 21:56:24+00:00,L7,,,345.94,342.13,341.80,340.34,334.32
2001-01-28 21:56:32+00:00,L7,328.87,346.58,347.11,351.82,355.16,348.53,351.92
2001-02-13 21:56:27+00:00,L7,340.82,354.63,355.66,357.90,361.64,361.13,352.13
2001-03-17 21:55:52+00:00,L7,390.47,362.01,368.79,367.45,369.09,370.45,370.21
2001-03-24 22:01:59+00:00,L7,341.22,355.66,360.58,356.89,364.67,360.82,358.91
2001-06-12 22:01:24+00:00,L7,340.54,353.55,357.23,351.53,358.52,355.65,355.83
2001-06-28 22:01:09+00:00,L7,356.39,364.40,369.76,368.45,377.58,376.41,376.51
2001-08-08 21:55:01+00:00,L7,327.77,350.10,349.32,353.48,358.17,356.83,353.46
2001-08-15 22:00:38+00:00,L7,467.92,389.63,377.84,378.49,,443.66,423.80
2001-08-24 21:54:48+00:00,L7,329.25,350.58,352.42,347.83,351.90,349.96,342.22
2001-09-09 21:54:36+00:00,L7,344.27,357.93,358.67,356.48,363.02,362.00,352.91
2001-09-25 21:54:28+00:00,L7,426.32,385.75,383.48,375.81,379.14,378.49,377.93
2001-10-11 21:53:46+00:00,L7,450.63,409.97,392.97,386.73,380.68,381.26,383.22
2001-10-18 22:00:06+00:00,L7,336.72,346.56,345.98,348.69,351.94,351.86,341.94
2001-12-05 22:00:18+00:00,L7,335.66,338.73,344.65,346.00,351.61,349.93,343.85
2002-01-06 22:00:31+00:00,L7,417.48,361.55,366.43,364.86,367.88,370.77,360.59
2002-02-16 21:54:54+00:00,L7,349.67,353.82,347.78,351.99,353.64,353.67,346.86
2002-04-28 22:00:38+00:00,L7,324.65,345.33,343.87,345.57,351.67,354.56,346.68
2002-06-24 21:54:28+00:00,L7,325.98,353.77,359.77,364.14,364.75,369.47,368.00
2002-07-01 22:00:15+00:00,L7,310.95,351.09,354.36,357.85,362.93,365.40,362.89
2002-07-17 22:00:08+00:00,L7,356.36,373.38,373.67,368.65,377.29,377.55,380.43
2002-08-18 21:59:57+00:00,L7,496.08,411.99,377.84,377.56,385.88,420.07,408.62
