,dates,chi0352-0000,chi0352-0001,chi0352-0002,chi0352-0003,chi0352-0004,chi0352-0005,chi0352-0006,chi0352-0007,chi0352-0008,chi0352-0009,chi0352-0010,chi0352-0011,chi0352-0012,chi0352-0013,chi0352-0014,chi0352-0015,chi0352-0016,chi0352-0017,chi0352-0018,chi0352-0019,chi0352-0020,chi0352-0021,chi0352-0022,chi0352-0023,chi0352-0024,chi0352-0025,chi0352-0026,chi0352-0027,chi0352-0028,chi0352-0029
0,1985-01-25 14:04:27+00:00,256.13013882247327,155.15205966368893,193.31756062990675,,,,161.21593606510078,162.363013407197,156.18497004939215,152.9265070752194,156.14218616902613,137.6886713112978,143.52063878261274,155.01113542765265,158.75471896430147,138.63394526905475,157.24275312996318,148.55004774359796,158.65226724609445,140.4453086104128,136.50306475228643,141.64088198318922,154.52985237371223,129.99545776370496,125.38940625344635,132.19296826789457,140.7359098234456,142.95530457574156,,152.99839947557157
1,1986-01-28 14:01:10+00:00,261.9089451793907,148.61720548013213,182.07725063404044,,,120.13797340830757,131.5256523760984,134.104043565735,130.43928215140056,128.0923440897678,145.3866635015909,140.59698576041245,132.21529095504587,133.35298992753064,123.62399167423834,121.80295576787063,138.89647273005434,133.1447491848534,126.42973166815591,122.20270082478781,127.54646817023767,123.98356220767388,127.00394791516548,130.18418743491873,121.1139312931639,112.78122464202626,120.79791340441146,113.51719685600018,121.06175385122704,127.94999211968734
2,1986-03-17 14:00:06+00:00,263.1969945157581,172.0463764612349,197.4287199775111,,185.2939225845048,151.11881211845787,140.423334138523,147.57581919170892,158.992564532686,142.13626939064756,124.51628102397063,145.5063452218885,148.9619964123545,145.53312517744791,156.5373842087427,156.92024393332323,165.15094801023554,147.51753467584342,145.96232130921135,154.49481718941897,151.70316985131302,135.35770207968403,147.5473437490013,161.6951971944564,149.06303227068582,,138.2110174023103,135.94909077010382,149.86437900433853,
3,1986-05-04 13:59:02+00:00,240.964163110599,,,154.69165045428372,156.3982323626082,,,132.85864585754172,,,,123.47317493078496,103.05546927185331,,,,138.7484151542134,128.9625347958445,116.8229382391514,133.773548517752,120.2037796525712,132.80183965026018,119.04302309638915,113.07810734499519,107.68127802234255,,,,,
4,1986-08-15 14:01:53+00:00,256.4701763797004,,,168.31282175865303,166.80983939835468,172.5556354779769,151.20714850302616,143.869889555974,155.02395505116107,136.279503115728,,148.02340972955795,137.25654186528558,119.10848898935257,122.89562468734097,128.14403797231952,135.41592982078745,126.1717797102565,119.65343908829429,120.32905290334429,122.11843797912259,102.47256057410708,107.21583190616535,123.0820717003406,141.93701990165113,,,,,
5,1986-09-16 14:00:46+00:00,238.4607386658318,126.849698783414,,152.29486778120406,144.30563227530024,142.70906217845194,141.81928698409436,137.2217978653984,136.42183670094298,,,125.70841500057365,113.5486596689857,102.10425749533232,113.78072809171198,128.22085347304002,128.5145073083812,127.95974799009674,120.25019769311582,126.62501237869233,110.1745349050178,101.2984772725679,103.67115850682413,,83.21966270006914,,,,,
6,1986-10-11 13:53:47+00:00,253.2050773226239,153.65555510999877,194.376814911993,180.82861438860243,171.8123638280598,174.75610808999187,158.58362931540273,160.19354731661332,145.69440366834544,140.05209814783484,,129.1112593202501,125.58484337770491,134.5244590433724,139.6426286573904,140.82203867534997,148.16739278906647,147.51908166532922,133.552830051355,126.6798954777044,114.94195081677543,119.43558653983169,123.7333476146306,117.39123864702673,103.08104521818801,76.15474046322042,77.69177554673398,104.86112439077557,140.9806624292892,
7,1986-11-03 13:59:10+00:00,273.4050015717361,162.69752176460608,184.4820364676682,170.42987164359056,177.29998960438488,165.74266386410918,169.26914747034334,170.51445592115536,155.5625493147269,152.92675110236988,154.5648938097087,155.532551802811,136.65539331873597,124.76906818001986,127.47778710890174,129.87402058667308,145.23338367411566,143.11876757944927,147.2013000238791,140.28188348923644,129.34589535080096,119.39487199282466,131.9990618199565,127.442656065353,90.9579319808986,80.60461202544006,89.01477318891563,109.0837593679164,138.16103028861522,146.3778149251724
8,1986-12-21 13:59:13+00:00,249.4089275091048,160.4324559560529,180.35044992265605,158.3517923414079,148.7541617289111,155.2912047388518,157.29778249148302,156.32008897934773,162.5908593432968,147.5364158682523,150.75029765815017,149.78999120951806,150.25196547391002,134.73767836292635,143.882102407421,138.1889641011181,134.94512977259893,142.66678486171233,141.33523176557912,133.25837154854767,134.72038206849817,133.75293135062878,131.00773537905968,,102.77718854387359,104.37263176103212,115.91028432288269,124.46682868573787,150.75408026118566,136.6136306887626
9,1986-12-30 13:53:19+00:00,262.45715735805925,154.929814081577,176.33861695488778,162.75189310867881,169.43279322364876,166.44722759698885,153.89905466209336,150.98317722533486,167.7515837982437,154.860477145161,142.55018063044457,147.99110676569148,141.88618646338622,133.80264180930772,134.89153667432387,141.9459890064146,151.1400722228102,141.09688958522847,140.51467238188658,131.89032729721004,140.931738909057,125.2649551898306,117.17189532887194,,102.48708566337307,106.23951449787269,104.6867359765903,132.34390958564975,154.62516389843594,147.86438631475133
