,dates,mex0383-0000,mex0383-0001,mex0383-0002,mex0383-0003,mex0383-0004,mex0383-0005,mex0383-0006,mex0383-0007,mex0383-0008,mex0383-0009,mex0383-0010,mex0383-0011,mex0383-0012,mex0383-0013,mex0383-0014,mex0383-0015,mex0383-0016,mex0383-0017,mex0383-0018,mex0383-0019,mex0383-0020,mex0383-0021,mex0383-0022,mex0383-0023,mex0383-0024,mex0383-0025,mex0383-0026,mex0383-0027,mex0383-0028,mex0383-0029,mex0383-0030,mex0383-0031,mex0383-0032,mex0383-0033,mex0383-0034,mex0383-0035,mex0383-0036,mex0383-0037,mex0383-0038,mex0383-0039,mex0383-0040,mex0383-0041,mex0383-0042,mex0383-0043,mex0383-0044,mex0383-0045,mex0383-0046,mex0383-0047,mex0383-0048,mex0383-0049,mex0383-0050,mex0383-0051,mex0383-0052,mex0383-0053,mex0383-0054,mex0383-0055,mex0383-0056,mex0383-0057,mex0383-0058,mex0383-0059,mex0383-0060,mex0383-0061,mex0383-0062,mex0383-0063,mex0383-0064,mex0383-0065,mex0383-0066,mex0383-0067,mex0383-0068,mex0383-0069,mex0383-0070,mex0383-0071,mex0383-0072,mex0383-0073,mex0383-0074,mex0383-0075,mex0383-0076,mex0383-0077,mex0383-0078,mex0383-0079,mex0383-0080,mex0383-0081,mex0383-0082,mex0383-0083,mex0383-0084,mex0383-0085,mex0383-0086,mex0383-0087,mex0383-0088,mex0383-0089,mex0383-0090,mex0383-0091,mex0383-0092,mex0383-0093,mex0383-0094,mex0383-0095,mex0383-0096,mex0383-0097,mex0383-0098,mex0383-0099
0,1986-03-15 17:14:19+00:00,252.2215452880865,253.64625964754114,251.23738903567596,262.2398601733285,273.1123594605098,285.8523788449732,290.9573820782326,286.8188638579019,300.62779492618625,306.66431622200145,304.2086376337281,307.8983510497037,291.3803963510187,281.47518815482,265.00463727044547,260.27245483116,256.80271949871377,252.65710427756838,246.56370365343557,258.5817326294373,292.22152471364257,,,,,275.3130437227022,251.4364982039567,243.96324520122215,241.99680604233978,233.15531384121675,233.35896980967928,231.7231632890825,236.35639703187186,246.5522275740793,245.73515792711493,250.09691459457127,250.46292406495076,249.1621024791448,246.32195821141448,242.13281154320623,234.84055321941034,221.78457318557156,220.6491221573128,225.32316747970842,225.14790815997463,226.7465308614442,234.4940721283473,236.81666877581597,236.3817359314262,233.75442292812605,236.08098288312075,242.43733158316172,229.62245956712516,229.98504237919826,226.61935696179944,240.07087711623572,244.787800237713,249.23890413489946,250.59841127751716,245.3299225075422,240.67973421250014,227.74151601789092,226.70604615508236,226.9752850884925,216.8932417407264,216.41392092773864,205.1972696549606,209.40275125993944,216.25065685640004,210.69788923258005,206.20806158711216,207.3314303077617,204.2721332945226,206.6997770333475,199.4922801750637,196.17615351964236,194.35552524231247,186.15630413578532,187.54703490746581,180.0674759784739,176.7073448654497,176.48331494696188,183.5982897932293,190.06427409542732,197.16138150757465,203.0659607537417,200.5803279990316,197.22842830333266,196.1545714612249,186.01367085185817,181.85023093119437,,,,,194.32703583188987,199.8378202969787,203.27107294895723,211.97945983779795,221.55793714514456
1,1986-04-09 17:07:37+00:00,257.14111865022534,260.95534372546325,262.640401023685,265.41367954768685,267.6647638254005,269.40694559976134,276.67017088067445,278.3231124040348,279.3994994548863,284.5327171102748,288.2799374135451,288.08191180136146,294.0888020308347,283.93306327079375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1990-03-26 17:08:27+00:00,269.3319425724889,274.94183210400195,284.7103083581285,285.14255629333627,283.31024479016776,273.66551896240117,266.9198345958278,266.31537581795106,248.54053939097392,245.78869533167085,260.69916922703834,272.6038779496494,270.11582447651426,268.9750278211805,262.5001757433523,260.0304930719973,247.24404770751192,249.60788827194622,256.7482459600744,251.93668781391875,263.7647217849616,265.8899119755994,277.81292716434956,266.6666794834905,261.1207147890001,245.93665548050606,234.76314664060632,224.4057014113595,222.9937094741491,210.0590753774238,207.19554608607683,202.43078274933623,211.60641735396055,,227.0752516226432,236.01669358350742,,246.80774322832232,244.43544434248776,243.3149845076213,243.82416227957845,242.5138449055285,240.3404627423856,242.11437384401935,247.50646929677063,246.88769587089797,247.86706656757664,245.8107341772876,247.2748157827093,248.74211978688174,257.23384733507265,250.67972718912824,255.1821961147468,252.67565986926306,253.42410185921054,250.37592157908816,252.5249463345059,254.55284632432372,250.47040650289446,266.6824424326221,253.47390222282203,252.10778143950802,250.51344299746378,239.6880462515886,236.14348997524638,240.75517962174686,234.42763934876345,230.95275802582282,230.78467263299223,233.11165861341118,224.1105256755534,229.15544984428493,223.77232630644713,225.77849081672755,219.80085845986548,221.32406566899297,214.45790778015783,212.86300131940254,212.2891340166651,212.91868150247686,207.89538508048938,216.31052792627068,217.72913945620158,212.48782886924766,218.8185207494311,221.23018341726043,220.08003878539708,220.23374041543596,223.84906412429413,220.3813667491046,222.97744155843702,223.3932046539337,218.39074356970156,,,,222.9480195047121,233.38772031094612,237.41044992272126,241.4356979649294
3,1990-04-11 17:08:26+00:00,290.2280231229239,298.07246499665376,294.65089476509434,289.17482033130835,283.1106063827447,277.4679748324971,261.3089690615181,252.34339664454896,260.5813149258298,271.193517578351,274.57470877693805,272.93519585156974,278.5920111464244,282.9757770917411,274.1100157146086,273.88857693569,271.3373829318406,267.99819562129903,261.7086784341261,260.2641443427497,264.30719780670273,272.43534948838106,282.9428166961005,283.59715748047086,268.4982679117622,251.68902472230488,246.65335736281273,238.47453548935948,229.9692735898357,221.96903534757902,219.61707611945303,223.79966225744195,228.26410561844844,236.58259015521472,249.31633638957953,251.56564179920375,256.4723077247576,250.22731125920185,251.71892046539492,252.94505609894165,252.04753540847443,236.53727636395126,247.91356549257785,255.3744819801636,255.93430828878545,265.77713035472294,260.35523775715376,264.6092789713886,266.567867520721,267.094517269492,263.85547102424897,258.4646965592713,263.7677354124038,266.3228766229901,264.6895686977163,262.20208906462153,260.2588041867746,266.0979323774365,267.96536573033796,269.0823517744771,264.1565601658015,273.2853386345077,268.4383162458052,259.1629018592799,254.9807175116835,238.58329226522332,238.18140013955093,235.74424689274798,238.30929031131163,246.3138675933469,241.6279982325074,243.56160990835573,240.01278651132858,241.64951313056065,234.97922020800902,226.40891138645824,223.77932893029904,229.15868524622763,223.09111356367663,220.67336333978642,215.2585905028037,222.98914862099207,218.9900278349812,221.5061654152721,231.02916311821227,229.03590749113096,232.75507788694253,231.14205190259435,232.40783188892775,227.71811934621954,220.020396511378,228.2572181015951,237.6188319839652,235.0286002372516,231.58157791374757,232.8272925302294,238.52946398395383,236.81481060549118,239.22549461797934,251.40733537349738
4,1990-05-13 17:08:31+00:00,299.812339640968,310.4217064937747,306.6305281201027,310.68932865631587,298.07635052804204,286.37335498471873,294.0650210569851,283.4075702009816,267.34455478323946,263.5727647013379,265.7778283402468,277.368535333036,284.43459958901195,286.33250375395625,276.09456407618734,276.75938998365416,269.7319262027365,272.6868119163282,263.3108558893957,274.1938724693076,271.0948438911335,270.0736159716658,277.0372474522023,269.0960983248105,274.74053997473834,264.5253730473275,250.80880955535304,240.5403779967145,231.04466465363504,222.9306129035713,235.28213334550452,225.6089740658215,232.83565035834363,232.17401153673742,244.2779608027242,257.8774730723806,256.2852816368548,260.1178803594255,263.54041755911464,262.491342081312,259.6414634489794,262.8551553516855,256.0828914070876,256.45663116577293,253.441894698188,258.80160695311514,260.6420024060826,264.9269225070281,269.73897089398906,260.35012863452926,257.3015454975824,267.53592334256837,266.11877342553095,267.45850520934135,267.73894728976467,267.77230985508766,267.2279934130165,269.480469692295,270.7848284476355,268.0905763598174,268.1201227188544,266.74737323441,263.0589097734879,261.5991092479454,254.77552733506067,240.51995985681594,235.62221442085539,228.70893460404344,236.1709639926966,239.03819480353317,235.8694250109379,234.09916159029456,235.89061263841907,236.6281624870816,231.2754950227546,234.72473808305895,226.92282549887568,223.11675760741747,221.79677442044246,220.11985820986365,216.45372379601648,219.86672356254005,227.63318071737712,226.6945364816385,228.31511535211865,233.02169826619172,224.93789752399906,227.83683007277799,230.69572400224305,232.39490093294054,233.60354292559492,233.7906760383521,227.69296167731267,224.79707145586977,223.75949426102886,222.99620564159616,224.43530439646779,233.87218053330915,236.934720360315,239.99361698126577
5,1992-08-31 17:04:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1992-09-07 17:10:28+00:00,216.45124253109793,219.2101327632227,231.15783633794234,233.24999555489444,233.33031489125267,232.41847239580935,231.48997914049357,236.63559228243517,239.55523326676087,237.5423206392112,237.00350218414764,248.2238133120045,252.4389795351397,254.26545453505676,260.2889485107575,263.2139487946453,263.79021646971484,255.28857764463945,251.79388704338652,253.24216284353378,250.3616071089689,256.7131070985816,254.56799193449493,259.1078894198705,252.87269090333942,254.11218231631233,241.00221780276078,227.70936935602393,211.0296797375716,201.54639552108407,193.99314507521262,186.0139643391729,183.85597547789246,188.3238689182455,188.75049878221935,209.34315462925332,221.3028290988615,226.16707332883735,233.78716506251098,234.1244622142926,230.26076075575813,222.48479665480338,227.30380330268102,231.2623944241357,236.5698259820922,242.23035732245663,245.92645139417118,254.29798284785625,249.80480227684896,250.25757366090372,248.3889464041891,250.07383625233896,245.0293391588767,242.94397378481102,242.38237443446428,229.79691859167846,244.6036212087209,249.03636833018555,245.8067750146595,252.62719924038848,253.95820385554396,250.15353043680972,255.35554521424677,251.79523937428826,247.69178717722872,240.78930809573637,234.17441837785188,221.51992161399102,228.04496343637004,230.16655013599961,228.65000150615893,223.396690192374,228.35883487508025,229.78105309063886,221.90795217762602,217.41666657986286,211.58895534635408,205.90970513826855,204.31213986754332,201.234007115092,201.61400757394497,211.5150759642435,205.9019516981919,208.49993728801846,213.2977411608172,221.1176663663737,220.06904242513608,226.0897117969369,221.04533921075864,228.07487762711193,224.24139149608718,223.19392860531931,223.99671299582732,228.42472899269023,234.18621521525725,237.39227488738248,242.90543846241727,251.40759472745816,262.6007068474527,279.67160213512096
7,1993-01-13 17:09:51+00:00,227.69505180270554,232.25094361527056,252.0610935167822,252.85508756994557,253.13962468912322,256.9702224897778,259.1845642605302,257.52282819981895,264.05216518083745,267.6211222238447,273.78267511752347,276.3346781785101,276.91221095385333,275.644050533896,269.51007751387027,268.24535908421655,270.37672434789044,269.8000377782069,273.7195374004031,271.0894432378698,274.65638357506697,283.9319683303798,286.78033311872906,272.18178696932364,261.62389110524686,249.3884246827734,239.01451163513832,233.4307015563684,224.49145963469786,217.4344896268571,220.2116758842572,223.5148530946512,219.2416904007134,223.4459180265986,225.1905602427793,230.78610471345903,234.89454131678715,241.05065491660994,240.30523814643874,242.56950549980934,251.2288900757009,244.57032035258322,242.01709243654167,251.14647171677396,248.40942316492342,250.08898828274286,247.6895360859243,252.19142628784562,263.11653692784483,262.31599685219726,271.5830944724912,265.68297686947017,267.7318095476223,263.8564627306061,263.21575165011876,257.69042605591545,261.97896768252474,266.2914624961702,264.39627541932595,273.5964072890938,265.09966462036834,259.4367863591006,256.5976527173056,254.015229658957,248.54394426592214,245.47782164507984,241.6787895958794,243.06620400112396,245.07850471669744,249.79036722472432,249.7603265426808,243.49716146965173,235.262436655541,237.9269228815354,236.1990874576356,225.35409265892045,230.84399276610378,220.43571566364326,224.7316915968048,223.72719835408338,224.1088685641266,226.6793974099343,238.2440417025368,237.19433492703365,241.00467342433936,244.99057722789644,240.97136103810726,243.50203333057473,243.89402957368102,242.7240017064266,241.06079705708558,238.3022099187175,236.97932915775647,236.92732916184067,235.17991052300096,238.85081834876644,237.85455727402723,247.543474343734,246.11725102225887,252.39724444008806
8,1993-01-29 17:10:02+00:00,261.09782757307704,254.11459063902652,253.81205988985218,253.2763049917446,260.0840118820956,251.72078553953787,250.76979069093346,250.1716484671254,266.26661993657865,261.96798226920197,279.3829092082221,278.8711750348712,286.3562014797127,278.42109539020294,275.2445174925231,271.1022240697108,279.3165851342715,272.81583410038377,274.9049545793249,275.83778469944406,283.4544648609005,296.78546566371966,294.8831889066862,267.96258977177683,261.38923938692,247.62663294197355,253.75369436089548,246.18752765450515,233.7387190438781,228.8532319129288,219.4095214280674,218.0401504394249,218.85489613612242,231.76788766773885,235.18666728787625,236.74386549205434,240.77130364899594,248.23084039323692,259.0109735397015,257.6660434306374,252.77718915779516,244.24280822953963,249.35260250697846,251.63482783787737,249.78746960748697,248.749801364909,256.48519932872836,268.5877835638906,274.8287862390037,270.84951407576835,271.45094796413946,271.0216913041245,270.5440842705912,269.0203997540119,272.0830486071035,265.11936058277865,263.22833851326453,270.30438602325785,267.8954916082458,275.05652614948906,263.8022047067857,264.252028907136,258.4025142839449,253.48243983699618,257.2422486232377,262.2704308568528,252.76794716807802,250.21724959509544,249.4177796487526,251.25098705273385,248.6392054202003,244.56787736448067,242.82410622871208,246.04797064217985,237.1065440257616,228.29379331568117,235.84962298129395,231.4855504930163,222.3935624692112,224.81700290848102,234.18261062923835,237.09858083197486,241.51673290297214,243.20475126682027,236.2256319080339,240.07167290856424,245.26732446359256,241.7573655201395,244.92691139387418,241.0145247414321,238.60034581358343,239.5667618481808,235.29622120103895,239.9972304492328,240.0828696535206,247.07182657578494,245.02995520443497,249.58719861484983,244.66806565634022,250.5117033476838
9,1993-03-02 17:10:19+00:00,257.68235574852105,255.7665494943621,259.58297210680126,256.79147907574435,252.99297097325794,249.82439708397445,248.3256420827186,245.3635455580706,253.10971444924405,252.14607971035514,252.6673586443429,261.6174030821007,277.4663494001464,278.81029182488993,271.12475229962695,264.39895205398653,260.5600970198219,264.51571080311123,268.39229164011846,269.7502126754898,279.6643651613954,287.57848073194486,289.20999730450046,279.2099929266093,261.4679492037367,245.90866310658885,239.27251071243919,228.5808355177506,219.5031632417648,215.0597562719833,217.95538305664567,219.7880114928805,224.5602147282719,228.00971739611074,241.74755208193665,240.58231525537042,245.04197832777456,251.44955082039166,247.12271355467428,246.251134075899,236.72216571640013,235.2904192553724,234.10581932590364,242.87686688848456,242.58540247926805,245.25676664484106,252.1246755788933,249.92116185572414,250.4646422659653,254.08921403885154,257.221484178186,253.28584182119272,247.97670249848684,249.17842975908422,256.01054780171415,249.37403248138477,251.79869619472095,254.48357457688462,258.45812706349017,256.16842955984754,254.72616445164908,250.3397890870597,245.15088733454922,239.75748488737784,239.77324810424696,240.09364635145243,228.40280258982065,231.4381264571889,222.67062509319982,229.0404203528561,228.4162672690251,229.0582220731259,228.61141451854627,224.19004865180636,220.6318549690695,214.92186832837984,214.739709049063,213.87463983372905,215.31445390518326,214.56066847839227,212.31917202887362,214.10619340857954,214.55988171833164,214.57727855325948,218.62264195726323,228.45794389015427,231.36683753138996,227.3256093121013,221.7874642458125,220.4008020998482,217.7229737648231,217.20308276510582,217.7910953264776,215.95339858456614,212.22100728279705,212.21454372891927,213.71826631823774,213.3322259137692,215.97256960978206,217.9793790333822
