,dates,per0055-0000,per0055-0001,per0055-0002,per0055-0003,per0055-0004,per0055-0005,per0055-0006,per0055-0007,per0055-0008,per0055-0009,per0055-0010,per0055-0011,per0055-0012,per0055-0013,per0055-0014,per0055-0015,per0055-0016,per0055-0017,per0055-0018,per0055-0019,per0055-0020,per0055-0021,per0055-0022,per0055-0023,per0055-0024,per0055-0025,per0055-0026,per0055-0027,per0055-0028,per0055-0029,per0055-0030,per0055-0031,per0055-0032,per0055-0033,per0055-0034,per0055-0035,per0055-0036,per0055-0037,per0055-0038,per0055-0039,per0055-0040,per0055-0041,per0055-0042,per0055-0043,per0055-0044,per0055-0045,per0055-0046,per0055-0047,per0055-0048,per0055-0049,per0055-0050,per0055-0051,per0055-0052,per0055-0053,per0055-0054,per0055-0055,per0055-0056,per0055-0057,per0055-0058,per0055-0059,per0055-0060,per0055-0061,per0055-0062,per0055-0063,per0055-0064,per0055-0065,per0055-0066,per0055-0067,per0055-0068,per0055-0069,per0055-0070,per0055-0071,per0055-0072,per0055-0073,per0055-0074,per0055-0075,per0055-0076,per0055-0077,per0055-0078,per0055-0079,per0055-0080,per0055-0081,per0055-0082,per0055-0083,per0055-0084,per0055-0085,per0055-0086,per0055-0087,per0055-0088,per0055-0089,per0055-0090,per0055-0091,per0055-0092,per0055-0093,per0055-0094,per0055-0095,per0055-0096,per0055-0097,per0055-0098,per0055-0099,per0055-0100,per0055-0101,per0055-0102,per0055-0103,per0055-0104,per0055-0105,per0055-0106,per0055-0107,per0055-0108,per0055-0109,per0055-0110,per0055-0111,per0055-0112,per0055-0113,per0055-0114,per0055-0115,per0055-0116,per0055-0117,per0055-0118,per0055-0119,per0055-0120,per0055-0121,per0055-0122,per0055-0123,per0055-0124,per0055-0125,per0055-0126,per0055-0127,per0055-0128,per0055-0129,per0055-0130
0,1985-03-04 14:58:44+00:00,263.387161842772,260.06948800710836,258.73113749802246,255.98488176085834,251.73909402747609,249.90069354924518,247.32233773169335,250.22048981925158,246.46126552931605,246.96191217862867,247.30898629745172,247.96240601240558,245.98011521178512,243.42561918092014,242.42520606322378,241.90426760047643,237.63089345770345,234.97339940322348,240.29010805430875,235.5897936663754,235.57957667062036,230.47167402837852,231.03415279414858,232.6763373861701,237.05850170037385,238.26467300197857,241.1212468078083,240.30276229599457,240.55822771817935,244.4293647664498,240.99199037494517,235.28096781143427,225.5014483793833,225.08738341785534,218.1109014399093,217.1982831214595,221.31929024971177,222.42827761092505,217.1798273757065,214.21846217546755,216.52815309405898,208.91117335963796,209.5302681993615,207.16372473041355,215.68986064414506,216.72586101578128,214.41220063058094,212.57392545693722,210.29113797195893,212.84268192768428,207.89232408464767,214.79598053926776,217.21426625840778,219.19758737132344,214.9350467825788,217.32071728367367,211.48728936015493,210.9391829827421,207.42140738522173,207.47583472837434,206.60383184572763,199.13478906882472,198.84188236175834,193.2713013823692,198.66266163483505,192.61051712132786,196.6527521630798,194.8988632554748,197.6612446358481,197.03730290166746,201.0866037584409,198.8707969782622,197.52995889280763,202.35090337036928,201.17947477442647,204.627001505335,204.29553057661488,210.14710350812567,214.56494104491594,221.85017090207353,219.40657011876917,222.40317738339036,222.35935037594345,220.14281560391478,218.66423665527944,218.2574202910838,223.6904525970064,219.4732765723869,222.66665738945204,219.80044159841705,223.80564921236822,221.50022385342177,227.94165192378074,224.3067687351972,222.2551028068376,226.39637282230197,227.0793269848695,227.96992522226628,227.34495719732183,228.11125639916926,229.8049937868718,227.87266144101886,227.51688577531337,232.7037732637383,231.09769441583057,231.8954061283967,234.49211400886298,237.37104711873206,235.29309092770353,233.13671114743252,235.01679047458325,230.01748394144016,231.92859620446262,229.22290383080139,233.49843300439508,231.33039816634198,232.85847592333823,230.40830051043216,228.84987009928372,229.97622869591814,229.42123049621534,233.43330851653184,228.38102712657064,230.391979728763,226.70026726077654,227.54043982915053,223.95282466309405,225.24778544286494,220.74251755988638,223.50683430352012,218.0701148928926
1,1986-02-19 14:54:53+00:00,253.59940647460124,256.8451727879047,247.56063538162124,250.30363924729716,242.87051822940893,250.76610209782223,244.43844378403443,252.53742422101465,248.6239658491494,247.4260969556436,248.56936169494986,244.7186402463609,245.08360380639505,241.66980205037356,248.27119175320132,240.47691177754132,242.0058612295232,233.54568310552804,231.12997291851673,236.36710860279834,230.52711067329716,232.14427701099874,232.7970151902686,233.7531368621944,233.229358243128,234.4229519555094,232.77148793875307,234.40550784575657,239.3180169939044,236.66308614823186,239.57275032084974,233.9966285964048,234.58794581682687,225.29573544687372,220.06908173089013,212.7167640345035,211.52686084571033,211.77610492503175,211.67798345329697,213.16613499289886,204.57525448755857,204.3679411550521,197.7898115566017,199.62496510425706,198.88057669439013,206.44954705860914,202.84825394898635,203.38328575491477,201.64787658479787,202.74800820076865,205.9932165941517,198.95106931482064,202.41316340220894,198.75395977537988,202.80564893183,200.87203365443565,195.5102983156007,190.74783872595196,190.59993859522405,190.26458685344068,191.61972325387188,188.48646235120282,189.05880181933236,183.16196013479038,181.68158040711128,180.37382404689686,173.19475718998143,175.3524171967496,178.47325858834753,181.77107068746346,187.46578451199863,199.82126699205168,198.34618173787482,193.84680416234264,195.41211739395442,194.5511622880101,197.42574592678915,199.25823472822026,203.11150083059135,201.09057324100087,206.24246950094488,208.80339100154822,212.1804805733958,215.55438366144267,208.20188642852995,209.11064400903695,203.49905226816225,207.3766666598267,204.447015675791,214.3109545554836,211.65349114346208,211.47496085767898,207.7712383258422,211.19394291616268,208.7441240193849,209.47119700094242,211.00193818830786,213.97634465059906,219.71882496250242,224.43678925127094,234.078103282159,229.52673139875623,230.89728378151256,225.3701570729112,226.72255206028868,228.78359370207886,229.38595096303,236.38246920832367,230.76454369506064,229.90868609034084,224.07516364625243,231.9161246002903,226.4858705154272,226.59100495466163,228.67236513271155,234.79701529854495,230.42003009343446,228.45113792897038,222.69229627512664,225.72508407082785,224.538215810016,221.13392846534984,224.0508082859372,216.71299555519658,218.69381662222176,214.9986545605004,216.82327149236312,208.51182642739252,218.6631534871554,212.17508028007524,211.4821309290042
2,1986-04-08 14:53:52+00:00,242.73435454617928,237.45696207482092,239.83439945027388,240.1762774716249,239.4567329022336,235.42232835665317,237.12163306968387,237.50458669702897,237.00319798137423,238.75176778066063,234.78469489953216,238.1647914439266,230.63492893953972,229.3075139253031,228.9469545550172,226.31460865069417,223.9977511024364,228.78427313569338,234.9602653281653,230.49321829635045,219.4120959127015,217.1830203139663,221.95621882964207,221.15946261410605,221.5912796607932,217.94002840986704,220.2984890110327,218.27014722171697,222.21084278392922,226.91316365656877,230.33594470931865,225.6674521484248,216.6376548096452,214.0259543099482,207.17431455429934,204.2198305299985,198.9809544152124,198.01309947095268,197.23012110026025,193.5545754819487,196.2486311226957,189.29734564319162,196.38449341170906,194.2565067852664,198.9913524923627,193.97491752812408,196.1851854774739,198.8973738908284,197.45674977898244,190.41453153641453,188.7722666665427,189.983353900364,187.7811871386186,191.15624144259644,187.9638234153208,194.21106806011332,190.2076440955907,185.27574704403995,184.92288687105474,183.62625664760546,183.7294719441649,179.53602842793987,175.01267140778936,171.40531298633528,172.83207412257246,164.67248773628825,169.03544399052004,165.90270728758713,169.92360320632108,178.49549862495877,180.12455705012889,180.78281939777588,178.9844507094195,183.73693632677598,181.30898076377332,187.02892297448173,187.7919331681964,191.0184478424272,190.8289211860602,188.43673468985435,193.33304661676,192.73472179109854,194.10984729678052,198.79986832357972,201.86287488058522,200.41577978750914,195.70475442511622,185.94563784314192,194.62090119306174,196.96714480270236,200.63878058193603,197.29296116396927,195.0720775406693,196.2829754789422,197.77433260666987,201.28919850873424,200.68108211569455,212.3419741961326,209.8924546122546,215.3639081557028,213.23191347785303,216.28940688415247,211.42993068411778,215.9811061367057,213.59135442180002,217.19394508898944,218.3232382356077,214.27148521784557,219.39742915016092,215.2320779461411,213.83305286047397,218.39008204711735,220.6927165671532,216.6563951783583,216.5274655844192,213.7006920100656,212.64880034163093,214.93534296751022,209.49994798899417,208.1365316147061,207.88512949297458,208.50412397178914,201.49812514568129,204.84144246480759,197.42343360155502,209.50164789250803,205.77072839008548,210.71115998918307,205.97707171377544,207.07319227726555,201.7120557886522
3,1986-09-15 14:48:50+00:00,233.20442442113585,217.88648638769297,219.7047977282199,220.93516435920554,228.50976795069292,212.01219903717396,211.63887734461844,207.1821956075783,221.409405486801,213.2675323459248,210.52444401379523,220.2281350899421,211.74003949469733,211.39060398785912,215.54563848408145,215.91218592544516,204.9435186878183,209.81275333622565,209.660742006884,207.15550781180582,203.96502994177507,201.10610453082353,199.13260677303532,198.5937054467551,206.41498364518074,202.53282867187647,201.54200234810912,200.6024840275607,201.7872205525251,200.24265575147388,202.649139179199,194.93314477552633,194.72150088330358,193.49359312029875,182.1848764638258,183.36075979835388,183.14256452812674,175.32409724341102,177.49759774436552,173.323190921375,173.4390993944455,172.90140083701814,173.30723424774538,174.30622356531913,185.90010448487374,180.16624270074766,177.0121184113513,176.93816979735607,178.77341842390456,173.1617682773326,182.69720263590708,177.43773412536905,182.3173877548591,184.53963676536992,179.46250427112204,175.11041737854958,165.59781034264114,173.79679103346598,173.8348506307275,174.10233527574866,165.40336911585263,162.4542941599034,158.78143808593862,160.97433383910152,157.66137574509156,156.4670388793802,154.29132919853194,150.75309161480763,157.8646140659119,151.50682820954611,161.53232879523608,167.97985179163427,172.72024809770312,172.7635632805884,170.500959533823,175.46275174864715,174.8922989796068,176.61645424446078,179.51845127243834,182.93014939599126,185.0875331657313,187.1109880297388,187.63553410239285,183.78083006664463,182.27310013333442,180.15566289690202,183.77648022106644,186.71539836366037,181.29923350050524,180.31119679623552,182.7148225235963,179.74737624624157,,,,,,,,,,,,,,,,,,,,,194.84550352922867,203.54791185212446,200.66266895967036,198.10078182184878,190.86583473919978,198.86126597587383,198.34652311383093,199.46427978974106,197.3609611476945,,,,,,,,194.08640275022108,192.80023741909247,178.94717980102433
4,1987-02-06 14:48:45+00:00,248.2801343639705,250.40708583950664,243.28729267810837,246.27392536154082,241.78056713624392,242.59490700345802,240.68061141578468,238.4471974229673,237.6668266346003,237.6427110705674,237.2648074396641,234.00239833901588,233.24990904695656,232.4034079887074,230.1254230590898,226.87005333174744,230.3157512062945,228.43863072289636,222.42148726272137,216.02761484455115,216.28409312042368,212.42378939802893,219.69895982693663,216.90147279546028,212.9866363402155,218.68842149089826,223.23809418743662,230.36587396827966,224.18146054375904,230.56923907470912,225.0489714608506,225.98853414408458,214.22688301273553,212.40528291882333,206.18777107728556,204.50793143231542,201.12950470023975,192.18169537628265,192.19629327026192,200.01301539917176,200.92838312151497,202.15665190337762,200.60432791990613,194.76371714602092,197.91854441383754,194.4704009095645,195.5091740894166,189.80584776327413,193.11975904114007,196.40684815842144,195.021403941404,195.00433275925246,202.02465424378354,205.01466129159923,204.52055699623153,202.36617855961572,199.53569870337287,200.57106641515514,193.27304634372769,194.64937400546773,186.3013792380269,187.0274384809597,185.60504071036664,187.08554918988568,181.7149906621394,177.56273447247864,183.0722143457844,184.5317928586972,190.66330806444637,184.70184122425854,185.4125522946594,178.2314004252147,181.98710522839073,185.6127547672817,185.48840993296412,192.29591898952162,192.53826051098952,199.28753341185578,197.49197110783277,203.82085274322682,207.1234680648709,203.6440808982927,207.5565649687976,202.50138333781481,199.14422666976697,201.67287364622558,201.18586252482658,205.83044128115034,205.57049510520744,202.86949601626853,206.61216345493304,203.1209359012282,206.97978312296425,207.69738363666988,212.9016269721107,214.92977842335083,219.47510863477174,216.6263918327153,220.17158253609273,216.3394949021747,217.07239154689327,216.26173231902175,216.3842477311718,218.6019058640315,215.56116488651986,218.40406030558208,221.31552255058912,222.16038052299623,226.72806215828808,229.35184234103457,227.9709946662419,221.82834764612855,217.05830768782548,220.7136576153159,218.41849880931568,223.914608490519,220.70557444181094,220.5259742637439,222.5926691821506,221.80138273384514,220.38305795841154,213.0613943116271,215.5653533488561,215.69893901430643,212.82487982290536,210.28928653783032,208.05855114261155,204.022175783315,211.24398399717728,207.89108861742983,207.93289180389394
5,1991-04-22 14:50:18+00:00,237.53830213798335,232.04822842823478,229.46441309203382,221.82616142028365,219.69448751810296,224.99393942822738,222.5349914529626,226.0180985879246,223.1030591051417,226.5061498321325,224.22822090392654,227.47666952018736,226.30595117348983,222.72132652254146,217.34292133793875,219.773441919088,216.9882875282015,222.08137175631413,221.73621774084802,215.88537904571118,206.2412420864619,201.44103052330252,202.2245051976744,208.90800168118375,215.0778143175291,214.89217103719275,212.78587043653044,212.2562602255994,210.81530050630641,211.23294908352304,212.59069858364046,208.34347221960888,211.88896924051983,204.94761640171038,201.5318009867068,195.67253636770698,196.9264304827239,194.9305825786622,195.10165410564082,195.36766710521636,198.23547776835807,198.9032180088172,199.25808796189733,196.80303212974627,200.37618566837892,199.20793045401206,195.68188120982379,199.2623397206491,192.0357770935111,197.98561580460276,205.93659400661744,206.22617379751335,203.75734023464935,205.1410258088859,205.50104891606978,200.24589408655388,198.79177418342394,193.49081173426296,192.16465747318898,186.48184622670163,185.38636469814102,180.94880715372426,178.40449149706072,180.73839829270574,179.57873082055656,177.4949308530406,180.57466559576778,176.22388069474883,182.71607808614021,178.28247439963323,181.6100938637417,177.9820911470947,183.45403062703613,183.37961157901262,183.2974315076271,184.7735159784283,187.61497147940867,195.21533070496645,196.04992780218285,200.55241260218875,204.52535469474608,204.28846308397792,195.8929271226202,198.85772981311064,199.81657380970861,205.07954774745593,199.7457349873558,202.79962630023306,200.89586761933398,202.66164915798035,199.90478002086698,202.64412779119715,203.08400430776666,203.40131823631117,204.0725516219911,208.11155628113244,206.02016606656022,203.57577683929702,205.5952212027095,203.82671968372546,207.7505772311788,207.84130691228933,210.7888651843406,208.60768495048427,211.2774632730768,215.13646652807984,223.06443399195658,220.9539980761771,221.40691175719792,216.03122511250785,210.7544175502909,209.97777270200254,207.9246178179951,210.48846209230675,207.71550616079043,211.73035956260674,206.81509763008563,207.38948487719293,204.73764421700236,205.8916835048707,213.30911260958823,211.0316928344856,208.4070184510846,208.51905454420603,206.75658984809547,205.56878924645,204.71294468300522,197.5606973706342,200.31496345239898,196.7843502261648,200.4269429730748
6,1991-07-11 14:51:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.81389081849142,174.61677205340223,179.14101917847188,173.46561770716113,173.03292292474856,170.01687792341505,178.95617284420453,177.08452738506284,173.75185852701054,174.47498368119545,174.51611774345113,176.4495342067657,169.10677783522976,169.2701014858271,170.41314340816018,173.20177700380742,174.02358874159137,167.16901968499624,170.26018970112676,177.10492745976927,176.68640623210564,177.12377086910777,178.01931915092592,173.11767379765638,166.4688706670721,164.72312458993855,157.35674799042863,156.0951528507053,153.36374697119405,150.16892664650732,147.51503843278593,141.3711375562995,147.31360342871787,153.4234653959889,157.29387935378486,152.38902809931426,151.81251036491855,159.14306129733842,154.33726530953635,154.569824962808,153.95353686791412,153.10504091351513,156.45693900038606,161.8479781215001,160.51000332740097,165.69378081282676,165.90837722599073,170.88950474568279,177.75175981324415,173.13758894402335,173.0713327045318,170.21650628499415,176.07804845929292,169.05769520458222,171.60790850321297,168.30515495774281,172.7920446427661,172.87564227466828,167.99209109834732,170.38684095687384,177.6699283243112,181.1881745638542,181.1105327042584,179.84629392554746,180.62431649701085,184.01720316187988,183.6843350019259,180.43005114219758,178.1357051144061,177.98053765203667,184.9524423990688,183.29205666205806,180.2438311482917,184.39399288871238,184.77760376406906,182.7431530347649,179.04466740818978,185.60273722640687,190.17143637827868,182.47183226479274,178.47113434771876,176.75586324746192,181.73613628738875,182.11952430731495,182.46689928012148,176.8541412267126,176.98265897434757,178.44268601854085,176.5182385635439,182.27967855825972,186.07898704036563,177.8672969295751,178.54025424862283,174.54476760129913,175.3816528340979,179.93055996672874,173.01374971794064,168.02097080617023
7,1991-11-16 14:52:30+00:00,218.98371535197856,212.82052179912534,205.5201005694687,204.08337544489433,198.58476668887954,203.2894966018763,200.0136544382492,204.6530068942972,206.34413563276678,199.78408172345968,196.1441748180027,201.05850366845416,200.91928232149445,202.5964670009082,198.9730080631668,200.73584585258897,194.91887557146208,193.86943255624112,188.76281060815143,185.7893728427305,184.32748955022942,179.13437122302196,183.20290699353683,183.22047028650093,193.08253950535737,195.43641079349698,195.77982868362432,192.59622876283623,194.75292589806747,192.47197788071952,194.25762440072862,184.3803331260332,183.17750390626244,176.3278762189248,171.74179591263976,171.81229382277286,171.70086099031852,169.1036690621629,178.37219523409,182.85819860173913,173.2864975156931,176.42216937647999,171.79488654825354,177.01136339325976,173.7311191279391,175.04745217133973,171.71976627658523,176.26411637461078,182.26184882249328,177.6654757223472,176.67484087714521,184.66442232835067,183.4554315308986,182.54739624171626,179.92308421008045,173.6335371862187,173.03450393548906,168.23401333959782,162.60306377848744,163.44068844517017,163.09112677750275,157.35272433960176,156.23506929488875,154.87001253711173,160.86119549280377,158.3924207988364,155.3792761418208,157.73270828139619,159.9932473177011,164.09782666419545,157.8707845131534,164.6716935512403,161.96826531776375,167.73221803882512,160.9684208012333,164.03379150251686,165.2372913614662,162.77585769614603,168.53393328316776,169.97015799542672,172.46793649421778,174.69468594289918,173.17171243896007,176.61010138133952,179.92908359996238,175.80210632985256,180.13904659196157,177.05410015549253,180.23339271410094,176.75887136360006,174.0647181009649,175.93825688390172,183.17909322085137,180.54887693976553,187.09938140469615,188.48516954255217,187.12367405540974,188.56507453786156,188.64458721176163,188.23197016013052,185.70226569789037,184.49119747755392,180.21095145994627,187.79121677829488,183.87055543700995,184.95606003295285,191.57273113106635,196.31156437818598,194.41883416634704,195.58066442242733,185.70808161561644,192.6342433722711,191.05004740398724,191.79856697886416,192.1564647659647,188.0543629351921,191.0198083370068,183.59018307742843,190.67097805848064,187.58196009203022,186.46696885620665,191.70887822934463,191.29464671039193,185.59990003769445,188.15095128933245,181.47307885220548,183.68001327427686,175.56676849787362,173.0887147316333,174.78092873455722,171.1895289072322
8,1993-04-11 14:50:35+00:00,217.16837965084284,217.4573781548495,217.29562173040108,214.12585399945635,208.87653045174739,200.49286359154357,200.9720141604016,203.31152319467782,199.0885724033304,202.7935938610653,201.9884208773032,200.04170601553503,195.36014229768455,197.51022217821668,205.13347781070672,200.37796592583499,200.1741125864958,193.82535211375045,193.82315518580708,195.79051632515333,193.75674025237717,192.03604034817207,192.25842772161138,197.91541099001205,194.45178303141063,193.35757814527443,187.80851922445612,199.4766104588976,201.627825802691,199.87738551270564,198.14362874173486,196.20762697582367,187.44832440754627,186.34060452100147,187.30563431976074,186.1358096848865,183.4324710327889,179.92287335880013,184.3118401530819,174.26324407718346,175.3895920620066,183.06045033782118,183.68526932293463,182.7268967438427,181.51584554505024,177.50970132027675,179.52676249441117,173.25528718409566,175.6397437952669,178.63356605979027,180.15504951865984,178.4360046867847,172.8512240751994,176.0499763509312,184.51946355569027,179.6885742107441,180.39556354444832,176.40952936221856,172.29830157139776,167.92238039300895,166.24486778011303,164.65703791582877,163.18928281819905,162.40730370144615,154.48963749832808,156.70825951883057,152.1966722865807,162.40523800892544,166.2457891495759,164.31851510040403,167.3734563965346,172.87686305631607,170.26441339444187,172.69458057642407,171.54257687474723,177.64491522075733,176.3363739053308,170.69198436822978,173.30631573774434,176.10312472478535,179.36208869603388,186.66328635627968,188.90361451744332,187.25275629854673,189.49465782781,188.07104276663455,188.0995119649169,185.1815952237155,187.9084586140537,189.21762291453223,189.68297467561143,189.4526988870718,186.34808923247238,193.86811173423092,189.8393789306008,191.6830909468664,194.69506041502365,199.424344410345,195.57604119418124,193.9759834498531,192.96482104681897,198.08105624036926,196.11802031556064,200.34140001089833,200.0297609527736,197.0202385803078,191.57017267615572,197.35789030212237,195.0535059073643,188.8911110996401,202.52794893344594,199.2855583596459,199.37389422329272,201.90129315317424,203.89630158644349,202.35391397159685,202.72935729972875,199.70481891495442,203.60773616180487,197.86234020951855,198.7926039720674,198.31256722329434,195.58982836605492,189.50215110871738,188.52800900020884,190.9021210908286,190.47535517076108,192.66005770971628,188.19386104647327,188.44456313693047,186.25980223879407
9,1993-10-04 14:50:33+00:00,236.6320446281215,235.51196238918016,230.44924441568182,220.60560381363314,225.941679458066,224.46735593851116,216.42982418380365,214.30787206685315,214.73061349335973,215.3670312338839,214.72941203728504,218.585858692292,213.16622122870973,214.92718024690453,204.8366628484402,210.5485383217375,211.45582934609163,201.53545167881165,202.02220700187965,197.96541740680038,195.10581299887866,196.9815902756052,199.98286621520748,206.1528416542764,209.6399865490099,207.9521579783132,209.35088132075165,206.40833556718215,208.74423754130123,205.29679247915743,208.51427497583197,206.87524071512462,208.326017213196,200.6566386660343,195.50125471841247,198.17065806883167,204.47288140386215,205.319114733944,202.11054683652026,202.12709052811022,198.35975471956726,196.48389036514402,193.49761074875522,192.19379726178428,193.1424358962406,189.89413737784216,188.87862827056873,187.5912815690032,188.1330497190099,193.63107014857837,192.84699949471775,196.27097403828685,192.3085541573539,195.26652830516332,197.96845293790832,196.95360936150115,196.05444542788769,185.67034201854173,179.95203451027578,178.17733064012094,177.4083835568565,170.71327246536057,174.17343120344435,176.33925298809254,176.23569364892802,175.25848547262163,177.03420146499116,172.2299419026978,178.90510961367582,177.76866714063306,176.93444238856853,180.72025489241184,178.72221741165936,181.00590415740476,177.85534286258047,186.3263733999953,192.44176374277026,194.57562838093764,191.52129256457698,194.98260648241518,194.36144996763713,195.4679048693158,191.63965492264433,197.380009968284,196.28115671971528,189.3132803800296,189.0235710857354,187.20618251028006,192.4713839977429,194.19450962277645,201.271987108041,200.72215371222984,207.28958039314006,204.4324141272469,208.6227953220286,208.16320925923708,209.37513639552145,209.2151688753695,210.73355318681214,210.36524492531473,212.79168034658835,212.73564895218192,209.7868657354061,208.76037838235982,215.62330712721788,214.12375340155026,212.49919133931883,209.26246445188445,209.09399177995164,209.95392042291823,208.38824504252398,213.22434471641034,209.2233518476209,212.23186330350822,210.61177504745746,214.3173482078004,211.0822626785412,210.64743675253118,210.04356675311436,216.10822964293826,216.47689651224198,214.74612370101104,208.39698257343397,204.29215982648947,200.93015132020406,199.1464155060043,201.59119416610562,200.4453975971434,198.8645599735319,201.5876121173555,198.66334077734226
