,dates,mex0182-0000,mex0182-0001,mex0182-0002,mex0182-0003,mex0182-0004,mex0182-0005,mex0182-0006,mex0182-0007,mex0182-0008,mex0182-0009,mex0182-0010,mex0182-0011,mex0182-0012,mex0182-0013,mex0182-0014,mex0182-0015,mex0182-0016,mex0182-0017,mex0182-0018,mex0182-0019,mex0182-0020,mex0182-0021,mex0182-0022,mex0182-0023,mex0182-0024,mex0182-0025,mex0182-0026,mex0182-0027,mex0182-0028,mex0182-0029,mex0182-0030,mex0182-0031,mex0182-0032,mex0182-0033,mex0182-0034,mex0182-0035,mex0182-0036,mex0182-0037,mex0182-0038,mex0182-0039,mex0182-0040,mex0182-0041,mex0182-0042,mex0182-0043,mex0182-0044,mex0182-0045,mex0182-0046,mex0182-0047,mex0182-0048,mex0182-0049,mex0182-0050,mex0182-0051,mex0182-0052,mex0182-0053,mex0182-0054,mex0182-0055,mex0182-0056,mex0182-0057,mex0182-0058,mex0182-0059,mex0182-0060,mex0182-0061,mex0182-0062,mex0182-0063,mex0182-0064,mex0182-0065,mex0182-0066,mex0182-0067,mex0182-0068,mex0182-0069,mex0182-0070,mex0182-0071,mex0182-0072,mex0182-0073,mex0182-0074,mex0182-0075,mex0182-0076
0,1985-09-26 16:41:31+00:00,236.00085929255275,223.91869071153425,227.45344861482644,227.56311021835268,222.64064103896158,219.9943629639509,222.09346277499353,214.242801464484,224.7723821566677,215.13080627624956,211.44647769087587,222.63391336139568,217.5432409791499,213.52810390669077,220.8482067714317,215.5410522799412,204.5812466227843,212.19925492907754,208.83268557083986,203.29782395108361,210.21675208619388,213.2703341011809,216.91633365434808,202.74731776341483,,219.10068595301328,216.58258503860122,219.77116055535703,219.69597677443687,217.53611211713283,220.86640645897384,227.40565864789934,223.93826480929826,222.78819377233253,216.83674468665217,209.48672460386712,209.485072810082,212.9143520204939,212.23571439234067,213.12763594733968,214.02996804905635,222.84750350454112,225.33383568827105,224.6137749171955,236.91950137796076,221.466281591403,228.51240157465577,,,251.81107253245443,251.29024928192823,249.1541977119049,219.2951975917742,231.98485429053474,237.3035476025122,234.2129232116387,232.04906171848114,225.86629080073666,223.13281317331888,,223.7501493221729,,,,,,,,,,224.2070491449362,220.06517689295708,,225.25773136473356,220.23728926318933,231.74755778911396,218.86517019201005
1,1986-04-06 16:38:23+00:00,243.43478792362487,234.3149763105148,240.7175308572897,238.0876471357307,231.86191049491003,228.68206950967144,237.6769624267498,246.97653578487208,252.5326465246716,246.29915390923247,247.27858199613513,242.66892151063763,227.75281743027452,227.20469329694293,247.8540633519167,251.6600148682617,239.87341083670523,231.51222948090845,231.6276684419055,227.86928434403987,228.8211279716189,233.58130172452368,239.25309987602733,240.90336113768814,236.54812202735891,233.15708513307112,230.23261312645928,238.58541040661433,243.66155215363634,241.47987149228095,243.6612989005155,242.56146015539863,240.51987380606602,238.95893372929154,237.98717665115694,233.8463378445295,232.04728165950397,234.97585232650314,238.81400314274802,244.15341567409368,244.50180394972293,251.58756338208806,247.21844007632518,251.22438103350208,252.6147268761039,259.23010199201536,256.94635838697195,255.94350608859966,267.3759520661784,265.18039939082917,261.28517117578156,258.810313415337,256.1620636984439,253.0317689971165,253.98576600519743,251.26415309242984,255.54830460166687,257.01723275012733,247.13749242157192,251.82060023971917,260.155184553853,262.0644910696,261.867353064856,256.157130316063,256.4179703251931,262.616348193702,261.522660627969,260.0864979008509,255.31147019333955,258.75875178186425,260.4792283404345,254.93371842389348,255.39134302269767,248.22363042817068,246.33679830353628,251.3799380913239,244.5669623192712
2,1986-04-22 16:38:01+00:00,244.12990508656745,234.31406885059255,241.97053015782376,234.78266368211703,232.24519244286586,228.14542177155445,238.248742611847,248.85074943249285,251.44262651075587,243.7464041166337,250.47871661223346,239.4653721044708,228.93253829863286,228.45158809775523,243.5465228436776,242.09535807962445,228.067351734391,227.54320757543456,227.83255358778473,227.70188859492544,231.8919739690199,232.52071875116866,239.73837288796418,241.04407579264628,240.90060236519366,229.28556627885328,234.7108115898536,238.27981361062356,237.98228780728513,242.62281612825578,240.8904135929211,242.268914111482,235.73696212907888,239.63647549379007,238.3789899062712,234.9532925066511,229.64778155844678,235.1909168206488,241.0102281829738,238.98600207107307,245.39700021201108,243.75639842657762,244.5215030535226,246.96157727241822,251.14278653821626,,258.6349870992495,261.4254668007362,263.97401964279345,267.3524587149898,256.93901384968257,257.1756924689004,254.93006209590285,252.08074202331014,251.08033370837592,250.15085632885973,256.7402261465255,254.5866512898248,250.14313988009818,,257.8069283893487,255.0933875276062,261.20557221784037,254.52721856017044,250.56355258310063,250.58715103306125,259.8747592268452,254.5569886568829,253.64953813089437,249.26924008675823,251.23301101591238,251.31900078715964,248.07444471219586,247.0959415193505,245.80755528758272,249.90145479076463,242.73466378378376
3,1987-09-16 16:39:39+00:00,226.85640932706298,219.2487174811467,222.3228710391631,224.1546835373091,217.65458452299288,220.76737619764043,223.09738093359638,219.21227116260758,224.16967616219534,213.2732277443493,214.3391121359165,217.8850501426614,211.20388119778104,213.753299571086,221.63026736085956,220.18323254032325,218.06692683765394,214.98116287099376,206.7582977868475,199.28601509524742,210.59777965271013,213.6690711618267,216.11880592342203,207.28017703270302,217.9107878963072,219.23263529429448,211.560327632711,217.42530413312608,210.0112303614108,212.1702910698295,213.36600705576754,219.8678578660809,216.64163027028897,217.46816898524008,215.2002916611661,212.0388504279243,206.57526883339833,210.46982472412094,210.45412004796663,208.4599969143794,212.10269113912733,217.61987772124812,222.18289563211283,226.87101075329764,219.35991819525466,233.35226200511198,235.87781962153184,238.8085095143844,231.69590532164824,,232.24966280484134,239.80334759013704,231.4344960936398,235.11028946586734,234.09581856256398,233.6088700808271,233.42540710503235,227.04377520227575,230.95473582562846,223.25052873246082,226.30779802428205,209.61834443939443,219.26572804358602,215.38558813932653,207.90385874711274,203.72624851755614,206.03868143348745,,197.81950751621244,205.49963714879988,204.57205371434682,197.92838631394528,197.96532970318938,204.94282081344656,203.1377901159385,213.36161292676053,217.4849047304894
4,1990-01-27 16:34:51+00:00,235.6030898834693,235.63976069619696,233.13620102315576,234.4225880299567,232.62635021005258,227.99723633389863,236.22015158987648,235.28333750311415,238.55806316898472,229.63806217096936,224.03012950761533,231.92780952210478,220.11698507933824,220.07364078081284,235.94999398941013,231.5182987990225,224.09194794138546,221.19393474258453,225.76337488179954,247.7292323086492,231.73547320428227,232.44317355448626,231.83416477394093,229.97005340079696,237.67568806762816,230.8592899312409,228.67197334277105,236.37236023300875,241.81730238043673,238.33488276405285,240.95653020602475,236.66935307277345,237.71571461803396,237.65512927454054,229.34482204907368,229.47365964844252,223.50641550564,228.4272663721025,230.80753211363455,235.48321119618208,234.61714694733405,234.47405945613116,237.63009419790174,240.3844072344179,240.52652784482098,247.03483948824478,256.2433040297463,257.1984448615019,266.7397828494212,258.6035399005311,258.5388797527705,258.39837939100846,254.4670803979008,254.74551329641275,248.52066913852144,249.19461716020334,246.1851110066147,247.41098275851144,239.80763850931635,241.04936561250963,243.61555262404272,232.7234395734152,251.25798424375895,248.04195049405143,241.75638101867477,240.42961979709665,242.44833705541214,245.83682848258144,232.1054958759654,230.66049313875666,235.68893236996666,234.2005842485815,229.86710643493126,232.97627969984177,225.0334369999068,235.13032265343585,229.2067709100436
5,1990-02-28 16:33:25+00:00,238.41536005961103,236.26597263247513,231.97533587810358,237.30943963373716,243.29769786325863,231.55162888967635,238.14377402370434,226.37115938393276,236.95106127626104,224.88490523975685,218.55755335315106,227.2335288352331,221.7006913565983,223.69851395582774,232.93149568538396,229.76512108394644,224.37861633405967,225.48901614055504,236.11776510539278,231.89985363539168,237.25469234469534,239.85655894893068,236.2101106698658,239.10398717631583,233.23555379115035,234.05206120706197,231.32295077582168,232.57150452044414,231.71392036741022,230.82038120815014,239.1881868532889,240.93095747046127,239.0805864077733,237.408502825704,234.24766898811313,232.10307375166022,230.69962144054819,229.84354977152776,236.1763763864751,233.67534238060995,236.62609968379303,237.91205337841154,238.00249919281688,245.04947727759267,240.78170783048196,247.42128405483427,249.2742998113496,246.15455808731033,239.53979891081545,244.45573809298466,257.26320900948883,251.87784335913216,251.55787080626482,252.44457541611425,250.118632542089,243.7816208432399,250.17359183272234,247.34357350405844,246.98665019790369,248.5367837443573,253.1680284752139,254.32102196422804,255.46381277586121,249.33078509516994,238.58071078521212,235.16986285834756,234.83736128987317,224.42224569595837,218.00176792248809,215.00999033702732,227.70984278350488,221.07597046248964,223.5762644389434,229.59843222916103,224.03650489088272,231.38391675102736,235.15268497870298
6,1990-03-16 16:33:16+00:00,241.42392021501578,242.860169898725,243.14599858605428,238.7250589494613,236.94995509004,230.75963785393947,242.79543722555022,246.05783720393376,247.69208698734138,242.2888713066011,236.86423953274644,238.69564033839717,226.39894834215647,228.34192477284856,239.14164909964413,242.7156438999231,236.6342397395088,231.44939721077665,239.60490229081907,242.39143148462867,245.73006399777094,243.7220836316515,247.84866710806614,244.52608116117833,240.967759689604,236.54146984668716,238.91554114985738,240.3647052796943,239.33556738093617,239.88127536582434,241.55134267056863,242.05648013944975,237.22024281249927,247.55269502897036,241.95349807998969,240.3003840928971,237.20085741975527,235.93376239199338,240.16869166693397,237.59412880098625,242.091184118298,240.61157776246625,245.98169762709773,251.7300332003554,245.81616502982916,252.3124855351838,252.63516343559104,253.48502210508147,250.40781166506662,247.54091150462764,252.04995075445004,248.83870774570906,243.62119246124718,248.57738943826612,252.7464821965963,250.0119249025782,262.8879527886923,256.84499898891795,256.6053104657283,258.05457734230316,260.93575927139995,262.97770953004016,268.05982615712463,266.2250227441391,256.55310692191415,253.50428931174412,252.08971239333897,241.7108701688296,231.88938408704627,234.62807652660604,244.65412583206594,244.7908807497863,241.7053368728508,240.7914842919926,238.2912559933188,245.11636163474773,243.40415732516664
7,1990-05-03 16:32:29+00:00,244.6970590177207,240.55783622499087,246.650497191192,244.38895583286322,241.74118928282053,231.774079478783,242.19491292871606,245.84334700334605,250.28793673886423,242.2422269992258,240.85380256292518,242.18024324310662,226.81573211340745,228.9965372035144,232.6689085028754,240.69146593929682,235.47304423776924,241.09987660457628,249.7269667674995,252.4936674741753,253.384085925519,249.85820841719573,254.70693849008688,247.42058402794257,248.75838991451317,244.11465035724538,241.02213235583235,243.62309886118788,240.85981481037544,243.65367436528052,241.56006399834675,243.42290149955568,245.82455996035688,244.96905595105187,242.93049768709787,242.98683983097897,242.1808816131324,245.26388353879838,248.13296137974558,243.03932888053546,246.68382830801912,246.3434065548561,249.90472469416318,250.6578702461275,252.27250075348377,257.5844212089061,256.53147561443785,257.5113589967557,256.94891734736865,255.65660550393778,252.6621818500012,257.7908363424423,251.40290893511082,253.12589135432668,248.0068030127082,241.42094238188582,244.9975350289835,251.09986267377644,251.51572848350645,258.55261953781536,261.44377175209456,267.0528227682153,273.6759962395285,267.99071109622577,264.7963078097217,252.24198745849884,250.45768954732026,248.31675762086152,248.69614627524606,245.5035656652173,246.55517108872087,245.7537394172255,237.51868397226707,238.09209275580108,239.53307542201495,247.9804275747687,241.88067867105516
8,1993-01-03 16:33:52+00:00,226.04551324687856,223.86682141504156,226.69452404882577,234.9324730121622,229.66000015989067,226.98441002172743,231.76278103256405,229.28027493988495,236.26331271867352,230.23385565974678,220.97201688180655,231.86500492741024,225.17660405728773,224.83778303902804,232.90046761465672,234.17946571436974,221.8708718293964,223.07154133680942,222.2043222440987,218.91183950937736,219.88990438690658,219.547338982844,224.67363890863257,217.5094314014515,216.68187720070958,213.90305884393976,216.53810106589503,218.5000356047214,209.1687839141494,227.40383751029415,225.40456983376524,223.53362721632047,224.47697700870899,230.6582151558471,228.08881230158204,227.16480583003602,222.3645871752545,225.98063598518482,226.68965932638412,229.9845767031586,230.33347999003243,223.89527784267736,232.66887368366815,230.07152965141742,235.8456926471365,236.6442623752696,231.0103971819456,215.26530647030722,244.4958976289856,244.5298132864171,249.01820823938874,244.67599427892867,245.45112797909294,248.3176471912099,248.88260107560555,245.31168635281944,244.21745501811947,244.70959940549963,234.3168450699834,236.94364965992264,231.7184935165726,228.06591510814405,228.39745432043645,230.12905962749298,226.10544151318766,226.9126936067915,232.9674394813161,233.4247694333252,228.55573279546866,228.26940236342912,238.14870255033182,236.23675377417004,248.6162029270387,249.33408675512774,246.0061413329331,247.81447699161174,238.05068076126986
9,1993-01-19 16:34:27+00:00,235.274981215698,231.04721235304334,228.6902180487595,228.23405505754914,229.34623315467465,225.16334350532748,233.2106907411089,240.32897727765146,245.11738170176935,236.3387172399277,233.04894524889048,238.53289430767686,227.18129488328736,228.66215747407355,239.91962498087693,235.34767652881277,227.81094191969552,228.68330083319086,235.0750146030855,229.18236319965803,224.88011066068077,226.46143463477097,226.3092321451423,229.9223331139248,224.5911805252292,225.92891424634007,222.40349184727307,224.04938137348282,226.5572415166393,219.7999839628689,225.1556150821561,223.32766735410743,228.4903539832739,224.27985413106202,225.2528025429295,234.70064431192498,237.06325194973073,233.6621336163071,237.52452412724276,236.5045916512436,236.40713389454834,233.69618696333558,237.20436658888207,241.68986873910612,240.0060403909918,245.4370813648522,240.24928054069238,240.8339166030329,246.49591287738056,243.2014844253767,244.96702728277816,245.38686435402187,246.81929095781027,243.9592074839963,251.2619170166658,,242.53772276660905,241.65252945916933,244.4542848767904,241.08157302411925,239.6792952299884,237.3851791644871,238.16889165985452,235.18772388714913,231.31800470870493,234.31479066080075,238.49205366711178,240.71279416174826,230.810202592092,234.9514652622805,236.93768474853445,245.28193788277227,256.7419292966288,257.7336355248462,253.71114798950393,256.85198709630953,245.11365790523814
