,dates,per0216-0000,per0216-0001,per0216-0002,per0216-0003,per0216-0004,per0216-0005,per0216-0006,per0216-0007,per0216-0008,per0216-0009,per0216-0010,per0216-0011,per0216-0012,per0216-0013,per0216-0014,per0216-0015,per0216-0016,per0216-0017,per0216-0018,per0216-0019,per0216-0020,per0216-0021,per0216-0022,per0216-0023,per0216-0024,per0216-0025,per0216-0026,per0216-0027,per0216-0028,per0216-0029,per0216-0030,per0216-0031,per0216-0032,per0216-0033,per0216-0034,per0216-0035,per0216-0036,per0216-0037,per0216-0038,per0216-0039,per0216-0040,per0216-0041,per0216-0042,per0216-0043,per0216-0044,per0216-0045,per0216-0046,per0216-0047,per0216-0048,per0216-0049,per0216-0050,per0216-0051,per0216-0052,per0216-0053,per0216-0054,per0216-0055,per0216-0056,per0216-0057,per0216-0058,per0216-0059,per0216-0060,per0216-0061,per0216-0062,per0216-0063,per0216-0064,per0216-0065,per0216-0066,per0216-0067,per0216-0068,per0216-0069,per0216-0070,per0216-0071,per0216-0072,per0216-0073,per0216-0074,per0216-0075,per0216-0076,per0216-0077,per0216-0078,per0216-0079,per0216-0080,per0216-0081,per0216-0082
0,1985-03-01 14:30:13+00:00,208.70583167190424,195.2788460295977,197.15300675881247,206.30631114434703,201.27195849614077,200.31718912810373,206.72225313215174,204.56144337499654,197.7613337008945,194.9827676598889,199.3955117307497,193.64809122518784,200.49626906697694,191.19849825123617,192.3754268776519,181.2616332857269,185.8567230086052,172.28236800702172,176.3148476145901,170.33969238342698,173.65456317959777,168.03039017287935,175.59666402907587,179.0147778969793,176.65034526305865,167.18831551318632,172.74767709462859,173.4045600795977,182.25414892671753,189.00925804353855,196.15190729368928,205.01522193238557,200.6846357427276,196.1336403750989,194.80305270698412,188.62929514816486,189.0136220755473,183.6385215589206,171.34260833802585,170.02355213945347,174.30044903150352,192.87351883069422,193.58220077945398,194.42874116156037,196.1568522188143,192.2560862627419,181.3751094554341,173.29792658235795,172.2128762774495,180.60392548247611,196.81547217628204,199.14671455794124,194.54550560828986,191.28478912316316,190.95899048400872,167.7077796207789,174.10463859336696,176.89157912037064,173.2521433345673,171.8632965628079,176.3806535894821,175.9361366500106,179.89686100848175,189.89524087641374,182.12070508128468,177.57365776331358,169.42363770746107,174.10599237681333,185.69754671864084,176.61043635104724,171.9430150922521,180.31067259769864,177.94480083306618,178.0178348718648,177.73299519123793,176.84246762999473,171.27475191079583,171.16225570931536,177.75085704063355,174.15731820277855,174.37115495046464,186.8689817580501,185.0972848651269
1,1986-10-30 14:18:50+00:00,200.63649473279676,186.77843036262294,187.39509155530973,200.9313822431077,197.30038455974378,198.87147095359384,200.1582645605194,191.93216004572776,203.92797841462644,198.08518276849412,187.5415836238273,188.17356342484854,,,,,,,,184.2816470920608,164.24371728568244,189.26667285842586,188.94145314594982,188.3819623080052,168.0234670805334,160.6227388607087,159.29379329629054,174.86883506069137,180.43304837479795,181.71741949330675,185.9876738651871,190.08178118889182,188.5073379967477,189.9315269876157,190.15613548100106,181.89820531728117,178.62620459266515,173.34257721168825,165.31523197931864,160.26598398958618,166.9778291732237,172.18293024018382,171.8274941479007,171.35508723669665,181.0513790988736,180.97284481402735,179.4195309330282,169.29971563304417,164.47268932036027,164.4902615984177,189.63477414524414,190.42276535251625,188.4184483135026,186.8479605442878,193.33664019068988,168.78286835548076,166.37825240016963,167.59564571837015,157.17742351954877,157.05769944065108,171.32299039756222,185.82991656377635,177.01347622903666,179.12008145736777,171.12173151149545,170.0703136083887,166.45111533603622,170.59672669228655,169.7146495709003,169.35150997997147,167.0845953841828,178.24394086728827,173.00928325025106,175.12110067365748,176.1303473871112,176.8875509072696,179.7174261773737,176.43714802516246,176.98418227809788,170.26570778239406,175.95156357012874,178.3647183562174,179.25626391509797
2,1986-11-15 14:18:13+00:00,195.30235021633496,184.22771743537436,190.704124693106,199.49411164349212,198.48770765314424,194.7951718461193,195.04177197987153,201.6861177701471,204.86257528725776,202.88920510290663,189.37102287469529,193.04141494227002,197.28951862389204,189.27942463910466,180.27635128789075,182.35124266894786,193.90494933316646,191.16423002311322,197.29974335964243,201.46693236131662,202.86025974708207,203.09139674272438,204.72409823067997,197.48952163792933,189.97027379969268,173.9675362717928,182.38881811472876,177.7227847959223,180.08392021027228,179.51549775412477,185.5508057507154,186.81201296202573,189.58145255157206,193.36217195740406,190.39337782700292,181.3732624905472,177.57532044126253,180.1268668624268,174.81562292746895,169.35991014200667,174.07310925400506,178.4683259789823,177.39928665141815,177.31144016525326,178.8241887040449,183.29327171273832,181.5806689605359,172.71907475238098,161.38365509425475,160.77707918784483,188.63120600087566,191.55730132328424,187.97199043033044,191.13214309138132,200.21926681102659,180.32099766104298,172.72564182721734,166.38623276368088,160.78755273439901,164.1224718098064,173.84415812170255,176.50023172433782,178.61288927050504,173.7956702405614,172.7143801555972,168.7599274244889,166.52827520084904,166.75528746270564,163.98913876813887,167.6969509335965,177.32006323206394,185.19114868670633,181.2515226725556,182.1609469544614,179.4548909188425,181.430599625257,178.53538477844828,179.15954432325395,173.97903348355885,171.897076452179,173.356987686434,180.66493751984072,178.20672242368596
3,1988-02-06 14:29:16+00:00,207.0218739336279,197.44159921953036,194.73163634999304,213.37418859699986,217.9757789645125,216.45276730915842,215.49710286922797,212.94625349047908,204.27843015362242,207.04618032690476,212.5069303809651,219.84957124503308,205.3775130833116,200.8784473803585,198.3054660328033,174.8863117854573,174.41403492619366,184.23425089790803,213.3923891470385,228.3979485006996,230.03962834119557,230.54573463216926,228.2692443224959,223.13706541347332,202.46833108203668,173.7887863817318,178.16606707198983,202.9038471438243,221.62450184079955,221.36074642761847,223.21920279174284,215.56060412205,193.65792294985252,189.6598080469178,204.08202789407162,207.22409823751306,186.1231220077717,183.12059861122896,187.5528776256673,191.76431007192613,203.6469610447,196.44186714783575,206.73854462098961,214.3289044959803,195.3510619617003,180.8079097659768,184.50445327600914,184.0320562135986,192.77521510664968,187.95290518998056,204.1861422544159,202.79002421157531,199.3472370494237,219.62173042196008,218.5368917055412,196.564405986649,185.79336116518058,183.6673389901394,193.15799562443345,191.5794744990202,193.37599555835288,190.99294913321438,189.3033804210813,194.07624958045767,178.4327098008584,182.62861188662507,188.1684865315699,200.78143324072758,182.22900161169608,198.25022707919837,210.8473045364472,214.94625186193028,194.8800433997538,180.11206974433483,182.0061779588885,177.94424941307966,178.52344144842593,181.90586109574375,186.61311991319818,190.26346416606842,186.131815975622,187.67352160335804,182.56790398053522
4,1988-02-22 14:29:30+00:00,207.1070543107374,201.45374534674244,221.56694499279388,211.40621380629588,204.73901197783098,228.98972650885685,224.91412309373047,212.68372621495192,212.9646494491701,223.20784771350247,223.40845941179919,217.45503748532326,213.90993420278215,193.992159793129,203.6033795593557,205.33274194553357,189.78566903058228,189.45172309846515,205.57460261296717,212.3583544246798,222.8550982868721,232.80877394183534,222.08991197829087,227.182966710363,229.15041272227717,193.23106543721886,179.0391149984788,188.41682342064553,219.49443425208813,239.6018856011105,203.78953173834338,225.93035215110984,226.97389519134686,197.97341239040657,205.4055754647216,219.7888586358546,192.48560243929649,183.74300449855843,182.49449785056822,193.90320709200248,208.61438796469673,208.58361237960193,202.16348270887346,210.9305567741894,195.7529501253806,179.9435015044614,177.46980401299942,183.68180371599584,189.9809541578349,195.42230058486703,210.94365606353603,219.6596248877499,204.82331561040792,232.86925260052595,234.45292823965917,238.68723052375498,221.87103986674032,202.72537384758567,191.22485009092026,186.07376686153825,193.8175663184441,192.77904333872854,192.6463791891067,194.663839926522,184.08136666257454,179.56008324430937,178.12481886434918,187.77342389958477,211.45059079494035,204.7736912355683,194.2675122007963,218.26573581380399,212.4888925865279,178.9953240002641,181.97217066012928,179.95218733241947,173.46842074520234,182.45912898114952,192.41474772164162,200.84702502457824,193.721000115191,188.58625299872605,190.84036612963428
5,1988-03-25 14:29:47+00:00,203.332348816786,196.43577351912728,205.82497426306915,215.58104666751208,215.42713083982113,205.60751610944473,217.8685769349911,205.5650167400819,205.00914997280861,219.81221390009614,218.57266003911792,209.2821275932728,199.88272732744562,192.3368356640398,202.35306358760553,197.0638251465999,194.82878318668168,189.66647507754993,188.3577342285175,202.69372883568641,205.63966155939218,202.1610362696035,203.2135182272199,211.53535801249348,210.05464670417405,197.2347715071561,181.85520864222116,183.57636014992346,212.00698760014018,220.10005768438722,217.9316676822085,218.693159913214,221.21878026726307,216.49559014210587,198.94923518114285,192.29881871257987,202.95232887063702,191.55437463836083,174.78986946858288,181.3343868228804,188.60209821434853,192.0374222258509,194.46518106233245,198.07108200279413,191.40750921296777,193.98160457913465,188.0099940343273,193.40801955913568,220.31650254520116,199.53544659376593,200.20874860070555,199.23474310354644,190.72769938924623,202.03194138464323,201.7220949571902,196.2570807175179,227.12654965185556,220.02139288973348,201.63663207280638,202.0665790519394,202.76489013396042,203.30477067086005,211.31991509602034,201.40683389792645,190.75786553080678,181.64346672209106,180.54112992798932,194.0808040252499,204.79722701335908,,,,,,,,,,,,185.70044758960267,185.91817392257778,181.8616572839801
6,1988-04-10 14:29:52+00:00,202.85446900647077,194.3747539244323,192.2098260938039,214.5019188797712,218.25227526464704,204.95731944698974,206.1720829498923,210.74950370212264,218.4983249537939,221.65286914992242,215.48765264051943,210.55178023537624,211.8645819567952,202.97548016636998,212.43755526162172,202.3641554401161,202.27844451302974,198.88209916722943,207.50606561332984,216.26383409426026,217.94738117118916,206.28940547071406,203.88212143675625,205.5803459900148,192.32944068306347,205.01490152733348,190.8498320035748,184.2589337897083,216.87090398266994,217.41758395261536,215.92225612651708,203.48416825721483,217.34932263213562,222.857480620928,217.77100501654027,206.1352680901417,202.4153456521329,193.88636957825548,187.90041120716074,177.64578270886398,194.5228364255451,196.91171220286444,193.3721790168868,191.29105790789475,190.393712995149,201.707444515995,209.87208295659093,198.36878202814415,210.89757338299052,202.1029120004611,204.5808452028653,200.86776660640692,197.62077633794237,202.3321303646575,204.7069100389769,184.68789102529215,211.34691073268232,224.32127557792543,205.26622914632378,192.32070845018032,184.5708364850988,191.17554586365748,206.08543004846098,197.268951823187,181.51786189133406,178.1905829650063,175.748734691799,199.8762692829657,198.51452976720216,192.80529281530187,196.27209211232523,200.45271684372125,188.04777573162363,181.23988435080224,179.9800579821953,180.39293345928309,176.20389036652665,187.11612373919456,202.7654394057578,189.3349882445182,183.56813991268191,183.62903027196748,184.74567742133198
7,1988-05-12 14:30:08+00:00,202.68173746394845,190.56538688249663,207.1597588825077,208.6259296948614,,,204.51666146716335,195.06256742087243,220.73549382162935,235.43503614628978,215.19501362014057,187.38870908051854,198.03075035825714,198.42573718816828,213.55680507121227,205.0830482031676,188.29601705473888,176.16660504583004,189.05202498462964,213.67094256912011,226.90789321941088,215.53531822726816,190.68065745924633,182.5119375585896,195.04081838145086,172.08024748104373,176.5758295207697,186.54087201616736,234.35782924365776,228.77406088086826,203.7318468368536,191.51878694090007,199.76482177360504,206.406481009845,209.25227606875583,200.3561274544848,200.76530889807162,197.50988269387616,184.19878705629333,184.34460228708994,198.57258299181657,189.39135614946983,185.0991352098478,181.48302574657444,190.51349016243867,227.90269294792128,197.9856994104202,181.81322678866655,207.72371031925726,198.15122533644077,195.58109294427743,200.44211527191405,196.0302536330523,202.9999294172299,204.35048476168487,180.23357499153562,190.725191246361,226.55438876946926,214.31229193599037,205.11942021864203,201.5191339454962,190.98842996795966,177.18555284398775,180.77164664809925,177.58075554064604,172.49079734296194,206.51507917831856,213.70200656649732,200.0489758140671,172.11050657041844,176.53468606464764,195.72031144349327,,,185.35842085221057,,,193.0274864076491,187.59559989764608,,189.31975546074435,182.04073987221565,182.71560846605954
8,1988-06-13 14:30:21+00:00,,,,,,,,,,,,,,,,,,,,,,181.8646647162605,179.80455494750845,,,,,,,186.92291621414861,193.46552833855617,,,,,186.78566992318267,183.92003328705957,178.9001156427912,,,,,,,,,,,,169.55892611055296,194.2630416856637,194.2920483251163,184.6979069761928,188.3116986715195,198.2235226792401,173.9530020265057,177.74478890700794,184.10580495584142,187.8507108706249,196.16347236323296,192.3208107200388,179.8072613852235,,,176.46747638344763,180.8168905875379,187.04421594459697,173.83669696290792,178.2103517983308,177.82094348652137,174.94965200625666,179.67823950961275,,,,,,186.79892527822074,188.53281190616624,,,,
9,1988-11-04 14:30:24+00:00,203.67278082241543,193.19178604982818,192.95452405086405,190.154154075924,197.23927177873554,195.29984408866446,196.45459880384152,197.2293917551086,201.79328631839897,197.25341101612204,189.229408584075,185.79681784649225,191.14414359894272,174.09054584429552,,171.83440833368297,191.04167938876668,199.53786009502966,189.10252798338468,175.34605779547817,178.76681627592603,189.2945191333681,199.2705262409851,192.20016499555823,173.52305515643133,172.9410425805476,172.39518603992002,181.01067847169784,189.25937587085696,190.06645038906308,187.40463742904294,192.30667988760615,191.716209759862,195.0425770860229,190.6426587119384,186.39776100298735,191.37795077662582,189.5242409699684,187.34796641895363,184.45437346493995,183.04117331970943,195.07153093048905,188.5047651527529,181.1534878309399,186.7542750116684,194.9651130338035,179.52624562711944,176.98008990530718,190.7439075409351,182.2366425003446,190.274100757421,188.72090304545878,187.88778575415427,198.40007686495406,203.7586559482469,186.6252810398838,178.11324069892927,176.417353072353,178.29301573363355,175.17999693390257,173.55232447227758,176.50041063438965,176.20845620778516,178.37283693947958,183.90093222536888,186.99786183757837,190.57030847889538,183.62820857211116,184.87542064039997,184.29448855234708,181.78266316388832,183.84296238324148,195.00200324444697,180.5974561973055,179.10985608888257,177.9356883014812,180.6176911272363,174.93627620814667,175.342129702159,176.77131203637913,175.35597116055126,175.67807661159048,176.14785695537034
