dates,nzd0482-0000,nzd0482-0001,nzd0482-0002,nzd0482-0003,nzd0482-0004,nzd0482-0005,nzd0482-0006,nzd0482-0007,nzd0482-0008,nzd0482-0009,nzd0482-0010,nzd0482-0011,nzd0482-0012,nzd0482-0013,nzd0482-0014,nzd0482-0015,nzd0482-0016,nzd0482-0017,nzd0482-0018,nzd0482-0019,nzd0482-0020,nzd0482-0021,nzd0482-0022,nzd0482-0023,nzd0482-0024,nzd0482-0025,nzd0482-0026,nzd0482-0027,nzd0482-0028,nzd0482-0029,nzd0482-0030,nzd0482-0031,nzd0482-0032,nzd0482-0033,nzd0482-0034,nzd0482-0035,nzd0482-0036,nzd0482-0037,nzd0482-0038,nzd0482-0039,nzd0482-0040,nzd0482-0041,nzd0482-0042,nzd0482-0043,nzd0482-0044,nzd0482-0045,nzd0482-0046,nzd0482-0047,nzd0482-0048,nzd0482-0049,nzd0482-0050,nzd0482-0051,nzd0482-0052,nzd0482-0053,nzd0482-0054,nzd0482-0055,nzd0482-0056,nzd0482-0057,nzd0482-0058,nzd0482-0059,nzd0482-0060,nzd0482-0061,nzd0482-0062,nzd0482-0063,nzd0482-0064,nzd0482-0065,nzd0482-0066,nzd0482-0067,nzd0482-0068,nzd0482-0069,nzd0482-0070,nzd0482-0071,nzd0482-0072,nzd0482-0073,nzd0482-0074,nzd0482-0075,nzd0482-0076,nzd0482-0077,nzd0482-0078,nzd0482-0079,nzd0482-0080,nzd0482-0081,nzd0482-0082,nzd0482-0083,nzd0482-0084,nzd0482-0085,nzd0482-0086,nzd0482-0087,nzd0482-0088,nzd0482-0089,nzd0482-0090,nzd0482-0091,nzd0482-0092,nzd0482-0093,nzd0482-0094,nzd0482-0095,nzd0482-0096,nzd0482-0097,nzd0482-0098,nzd0482-0099,nzd0482-0100,nzd0482-0101,nzd0482-0102,nzd0482-0103,nzd0482-0104,nzd0482-0105,nzd0482-0106,nzd0482-0107,nzd0482-0108,nzd0482-0109,nzd0482-0110,nzd0482-0111,nzd0482-0112,nzd0482-0113,nzd0482-0114,nzd0482-0115,nzd0482-0116,nzd0482-0117,nzd0482-0118,nzd0482-0119,nzd0482-0120,nzd0482-0121,nzd0482-0122,nzd0482-0123,nzd0482-0124,nzd0482-0125,nzd0482-0126,nzd0482-0127,nzd0482-0128,nzd0482-0129,nzd0482-0130,nzd0482-0131,nzd0482-0132,nzd0482-0133,nzd0482-0134,nzd0482-0135,nzd0482-0136,nzd0482-0137,nzd0482-0138,nzd0482-0139,nzd0482-0140,nzd0482-0141,nzd0482-0142,nzd0482-0143,nzd0482-0144,nzd0482-0145,nzd0482-0146,nzd0482-0147,nzd0482-0148,nzd0482-0149,nzd0482-0150,satname
1999-08-17 22:13:13+00:00,,,,,,,,,,,,,,,,,,,,323.8071428571428,328.585,330.2835294117647,,,318.7371428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.12333333333333,327.12454545454545,333.56333333333333,330.61,335.3671428571428,326.64111111111106,322.52454545454543,307.14,315.8833333333333,307.0611111111111,314.315,314.4611111111111,320.1433333333333,313.15999999999997,315.50454545454545,306.26666666666665,319.47999999999996,312.56666666666666,314.1611111111111,312.14454545454544,314.1957894736842,319.12666666666667,324.1876923076923,323.72,313.27454545454543,317.4476923076923,319.4711111111111,315.52714285714285,321.77,329.07,305.67,327.6870588235294,313.19111111111107,297.9911111111111,302.8,326.8411111111111,326.06,328.5442857142857,310.28999999999996,328.04769230769233,327.25,325.62,333.65999999999997,340.3966666666667,345.66,,,,,340.7845454545454,338.1170588235294,341.0566666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-08-26 22:07:08+00:00,299.4688888888889,309.28,327.1114285714286,330.44,317.58,303.43,302.9488888888889,298.53,305.72,318.91,321.9657142857143,319.86333333333334,324.5957142857143,333.36333333333334,336.4984615384615,334.21846153846155,331.86571428571426,331.49571428571426,329.34846153846155,321.3457142857143,326.35,329.16,324.31571428571425,326.03333333333336,326.5757142857143,318.79846153846154,317.19,312.84333333333336,319.41333333333336,321.4057142857143,329.4757142857143,327.87571428571425,324.7863636363636,318.7788888888889,313.81666666666666,308.68636363636364,308.08,304.59999999999997,307.87,302.84,306.83,309.05636363636364,314.4563636363636,315.53999999999996,313.93636363636364,324.71,326.37636363636364,318.6457142857143,315.3333333333333,310.02,312.4981818181818,319.0981818181818,319.2633333333333,320.73636363636365,331.7857142857143,322.6366666666667,327.4663636363636,332.3866666666667,340.27,342.93571428571425,333.0388888888889,325.68636363636364,315.96999999999997,317.5166666666667,308.0188888888889,318.75,315.3488888888889,325.69666666666666,326.35999999999996,325.2863636363636,328.36333333333334,322.01,331.73333333333335,318.1588888888889,326.73636363636365,326.31210526315795,327.8233333333333,325.0084615384616,317.33,323.7763636363636,329.42846153846153,324.9388888888889,325.6957142857143,330.17999999999995,334.09,322.45,330.14,320.48888888888894,324.8388888888889,325.63,331.7288888888889,326.97,323.9214285714286,331.53,344.40846153846155,336.97999999999996,337.03,341.03,335.1433333333333,334.68,345.37454545454545,333.38,335.79888888888894,352.42999999999995,349.4663636363636,341.01,336.1933333333333,338.75666666666666,335.85,343.6,348.76,332.38,350.8388888888889,352.06,344.93,348.0788888888889,339.5733333333333,348.73999999999995,347.3533333333333,347.18142857142857,348.0733333333333,346.93142857142857,345.4633333333333,355.71,351.1933333333333,362.0333333333333,356.41,374.9233333333333,371.7933333333333,364.96,363.25,364.1,366.18142857142857,370.4733333333333,376.9814285714286,373.7033333333333,365.56142857142856,359.6,363.17,354.06142857142856,352.66,348.72142857142853,352.08,359.33142857142855,359.78142857142853,369.62142857142857,367.7733333333333,369.68333333333334,385.8833333333333,371.40142857142854,382.7,L7
1999-11-30 22:06:59+00:00,300.0566666666667,314.11,325.26,307.97,311.46,306.75,312.0166666666667,312.16,308.84,316.27235294117645,319.38,316.51,319.27,336.76,333.64307692307693,326.9130769230769,322.42,324.63,321.4230769230769,318.01,315.16,320.65235294117645,326.4,325.11,317.25,308.9030769230769,308.48,313.65,315.46999999999997,319.86,325.2,322.15,328.3027272727272,326.18666666666667,320.95,322.91272727272724,320.52000000000004,309.7,324.95,323.85,318.41,321.38272727272727,318.29272727272723,322.92,314.45272727272726,328.87,333.50272727272727,323.31,316.37,311.97999999999996,314.1363636363636,321.0963636363636,321.78999999999996,327.84272727272725,329.56,333.53,334.1127272727272,343.32,332.25,326.93,329.5266666666667,330.39272727272726,323.69,318.63,317.2166666666667,321.87,326.50666666666666,329.29,331.49,334.46272727272725,322.28,332.15000000000003,322.95,327.0866666666667,326.27272727272725,323.2921052631579,321.28,330.2930769230769,338.63,340.23272727272723,332.8830769230769,333.2766666666667,331.55,336.46000000000004,337.97,330.12,337.3347058823529,324.9666666666667,323.99666666666667,323.59000000000003,335.3066666666667,336.51,339.67,336.49,346.08307692307693,337.90000000000003,336.53000000000003,344.46000000000004,359.59,357.09,351.7290909090909,346.41,337.3966666666667,349.6,350.75272727272727,350.0347058823529,358.05,332.99,348.54,351.45,352.52,359.87,345.50666666666666,353.38470588235293,362.14,349.3966666666667,354.53,338.03000000000003,352.76,350.86,360.62,353.31,363.38,359.82,364.61,366.71,373.41999999999996,380.3,379.15,365.23,361.85,359.0,362.65,371.84,372.29,373.0,361.39,352.12,360.57,356.76,361.54,362.78,360.89,372.26,370.39,370.59,372.95,372.7,382.8,372.81,385.66,L7
1999-12-16 22:07:33+00:00,310.42555555555555,323.6,332.74,311.69,319.72,320.88,317.09555555555556,320.11,317.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.86,348.02,353.77923076923076,348.33,348.28,350.07,365.87333333333333,360.44,358.0609090909091,350.42,348.3355555555555,354.56,356.76727272727277,354.83058823529416,363.4233333333333,351.8266666666667,361.48,357.76,364.98,369.61,357.86555555555555,362.98058823529414,370.14,357.3955555555555,367.30333333333334,350.45,363.9233333333333,360.52,373.68333333333334,361.82,369.3233333333333,371.52,371.8333333333333,375.9033333333333,384.34,392.6733333333333,390.0333333333333,376.96,374.49,368.18,371.48,376.3933333333333,378.2,380.1033333333333,371.38,361.38,368.42,367.79,367.52,374.61,374.47,377.82,383.26,380.53,382.7333333333333,381.7033333333333,392.37333333333333,377.63,387.72,L7
2000-05-08 22:06:44+00:00,302.93444444444447,307.71,299.9328571428572,298.075,314.92,316.96,314.78444444444443,310.43,309.565,315.40411764705885,322.53142857142853,320.32666666666665,328.93142857142857,342.90666666666664,341.45230769230767,333.0023076923077,328.82142857142856,333.14142857142855,327.58230769230767,320.9814285714286,324.445,328.85411764705884,327.1114285714286,326.56666666666666,317.1014285714285,316.6723076923077,314.295,312.72666666666663,312.70666666666665,320.08142857142855,327.56142857142856,323.7914285714286,333.79,326.7344444444445,325.3533333333333,319.1,318.58,309.01,317.12,318.44,313.38,318.29,317.95,321.87,318.68,330.725,330.96,323.3514285714285,312.77666666666664,310.5,315.68,322.9,319.8066666666666,325.76,329.28142857142853,332.7233333333333,330.73,340.6633333333333,339.84,345.69142857142856,339.2944444444445,336.01,331.34,323.00333333333333,318.06444444444446,324.995,321.12444444444446,326.5433333333333,327.67,330.81,329.40666666666664,331.76,331.3566666666666,326.40444444444444,334.09,332.5278947368421,335.75666666666666,330.78230769230765,338.03,339.02,338.58230769230767,336.49444444444447,340.91142857142853,343.14,345.19,332.78,347.7182352941176,325.88444444444445,328.76444444444445,336.69,346.89444444444445,335.38,340.3628571428572,343.34999999999997,351.6223076923077,348.61,345.17,347.78999999999996,348.6066666666667,349.12,347.53,344.35,342.93444444444447,351.12,357.77,360.9182352941176,361.3666666666667,344.0233333333333,350.59,353.91,359.76,352.73999999999995,357.06444444444446,359.19823529411764,363.68,362.74444444444447,360.06666666666666,358.81,360.7766666666667,360.5528571428572,363.94666666666666,361.10285714285715,355.6366666666667,362.01,362.99666666666667,365.8966666666667,369.60999999999996,383.4566666666667,381.4266666666667,376.87,372.36,371.99,373.89285714285717,379.0966666666667,382.8828571428572,385.1666666666667,376.35285714285715,363.46,368.83,367.54285714285714,369.35,367.59285714285716,370.77,374.7528571428572,374.98285714285714,376.90285714285716,,,386.5366666666667,372.22285714285715,380.85,L7
2000-05-31 22:12:18+00:00,272.42888888888893,288.66,,273.16,291.75,293.63,298.8888888888889,290.87,299.43,303.50529411764705,307.05857142857144,304.03333333333336,310.4585714285714,326.21333333333337,319.66692307692307,315.1369230769231,310.1985714285714,315.33857142857147,313.66692307692307,307.15857142857146,307.49,311.92529411764707,307.09857142857146,309.35333333333335,302.80857142857144,297.3169230769231,294.58,291.77333333333337,296.93333333333334,303.5785714285714,306.65857142857146,296.37857142857143,308.9318181818182,296.6488888888889,309.4166666666667,299.6718181818182,302.42,,299.06,295.63,285.20000000000005,297.3518181818182,296.1218181818182,292.1,298.0918181818182,313.23,311.8518181818182,308.6985714285714,302.5133333333333,300.5,310.12090909090904,310.2609090909091,309.72333333333336,308.0018181818182,312.83857142857147,308.8966666666667,313.6918181818182,318.31666666666666,315.69,320.0185714285714,311.7688888888889,314.8518181818182,310.98,306.5466666666667,300.5888888888889,310.37,300.35888888888894,309.7966666666667,306.5,313.1018181818182,310.8233333333333,306.85,306.24333333333334,303.9388888888889,312.6018181818182,317.17157894736846,315.67333333333335,317.8969230769231,309.8,318.2318181818182,315.5769230769231,310.8488888888889,318.27857142857147,327.18,314.02,302.78,,303.7088888888889,306.9688888888889,305.22,313.2088888888889,312.43,315.7571428571428,322.46000000000004,333.8869230769231,326.74,322.43,326.29,326.74333333333334,327.90999999999997,329.52272727272725,321.81,315.60888888888894,327.98,331.2218181818182,325.64058823529416,322.3833333333333,,,324.42,322.76,316.33,322.1888888888889,328.78058823529415,339.65,335.4988888888889,328.4633333333333,329.42,327.5833333333333,328.01714285714286,335.6033333333333,327.4871428571428,330.2933333333333,331.87,323.5433333333333,327.3933333333333,,,,338.2,336.92,333.52,339.35714285714283,345.3633333333333,353.7471428571428,348.1633333333333,338.59714285714284,335.8,341.13,333.72714285714284,333.89,330.91714285714284,334.53,338.2571428571428,339.9871428571428,337.65714285714284,,,,,,L7
2000-06-25 22:06:19+00:00,302.3011111111111,301.38,,248.655,317.78,317.41,319.38111111111107,312.02000000000004,309.785,315.0911764705882,323.9585714285714,312.9266666666667,322.50857142857143,337.3366666666667,340.0969230769231,335.5069230769231,332.55857142857144,337.46857142857147,332.3169230769231,328.09857142857146,331.285,331.9511764705882,332.56857142857143,330.64666666666665,320.2085714285714,314.2169230769231,311.785,314.5566666666667,317.68666666666667,319.04857142857145,334.7085714285714,329.5785714285714,339.08727272727276,329.6011111111111,334.9133333333333,328.17727272727274,332.35,,327.57,324.52,318.45,322.9372727272727,324.10727272727274,322.22,329.1372727272728,338.775,346.33727272727276,333.12857142857143,327.89666666666665,320.23999999999995,328.0336363636364,332.01363636363635,323.1666666666667,335.71727272727276,332.58857142857147,336.74333333333334,337.3872727272728,341.6333333333333,340.02000000000004,348.00857142857143,346.5211111111111,344.72727272727275,331.22,331.55333333333334,325.5511111111111,332.965,328.7511111111111,335.0433333333333,335.6,338.40727272727275,327.70666666666665,335.83,329.76666666666665,335.5811111111111,338.72727272727275,336.41052631578947,346.1666666666667,346.1269230769231,347.47,345.2572727272727,343.1869230769231,347.39111111111106,341.0185714285714,348.53000000000003,351.15,343.3,354.03235294117644,333.7311111111111,342.7911111111111,337.93,348.2911111111111,346.32,352.07714285714286,351.69,352.7869230769231,351.40000000000003,346.3,349.84000000000003,363.9166666666667,361.39,362.46090909090907,353.24,351.8011111111111,355.66,362.74727272727273,353.02235294117645,360.1666666666667,,,355.26,357.34,368.03000000000003,355.3111111111111,366.58235294117645,370.48,359.8411111111111,374.9066666666667,355.21000000000004,369.8466666666667,365.1971428571428,375.4766666666667,367.03714285714284,366.9166666666667,366.84,365.8966666666667,368.9066666666667,376.14000000000004,381.37666666666667,379.0766666666667,372.62,371.41,365.73,371.39714285714285,383.4766666666667,383.4871428571428,384.2966666666667,371.9871428571428,365.64,369.69,365.3771428571428,366.56,369.58714285714285,368.75,375.16714285714284,375.95714285714286,373.59714285714284,,,398.9066666666667,385.83714285714285,389.98,L7
2000-08-03 22:11:31+00:00,293.5166666666667,298.73999999999995,296.81142857142856,306.405,302.24,298.63,303.6166666666667,301.9,305.255,308.40764705882356,315.4157142857143,316.91,318.87571428571425,337.11,335.3530769230769,326.58307692307693,324.61571428571426,329.93571428571425,324.6330769230769,322.1957142857143,323.695,329.36764705882354,330.9157142857143,326.27000000000004,319.0957142857143,306.6230769230769,307.635,306.76000000000005,307.20000000000005,316.6357142857143,320.1657142857143,317.8257142857143,320.45,314.4866666666667,314.49,305.54,305.01,301.78999999999996,305.33,300.0,302.10999999999996,309.11,310.21,309.39,310.96,327.755,328.25,321.18571428571425,320.22,316.67,322.45,326.38,328.3,323.7,326.3857142857143,325.16,323.25,332.58,329.71999999999997,335.7657142857143,332.5966666666667,324.4,325.25,321.97,318.0866666666667,321.035,313.0366666666667,323.97,319.95,326.12,320.06,320.71999999999997,319.34000000000003,317.75666666666666,326.11,329.2963157894737,332.89000000000004,333.5330769230769,329.07,338.29,332.3430769230769,321.06666666666666,328.99571428571426,340.34,340.52,337.23,341.07529411764705,331.5466666666667,333.9766666666667,334.73999999999995,341.2266666666667,330.74,330.68142857142857,341.23999999999995,345.7930769230769,344.14,340.62,342.09999999999997,338.53,344.97,350.3,346.24,343.44666666666666,350.78999999999996,342.72,350.43529411764706,353.83,343.77,347.02,350.36,351.76,338.72,344.2766666666667,349.2252941176471,354.98,359.0366666666667,353.03,353.71,350.43,353.71142857142854,353.4,353.4814285714286,347.17,355.78,358.12,361.16,360.90000000000003,369.42,369.49,364.99,365.66,361.03,372.56142857142856,373.28,376.89142857142855,374.89,367.9214285714286,361.6,362.98,354.82142857142856,359.43,358.33142857142855,359.47,366.51142857142855,365.28142857142853,364.1014285714285,362.15,359.43,382.44,371.1014285714285,372.32,L7
2000-08-12 22:05:17+00:00,284.6644444444445,299.39,294.79714285714283,292.655,292.59,291.49,296.33444444444444,296.4,300.635,306.93882352941176,312.02857142857147,306.7866666666667,315.48857142857145,332.1766666666667,329.7238461538461,324.13384615384615,320.50857142857143,324.42857142857144,320.9938461538461,316.23857142857145,319.025,322.0488235294118,322.3985714285715,319.7266666666667,314.91857142857145,305.7838461538461,303.255,305.6766666666667,304.06666666666666,313.84857142857146,319.27857142857147,321.43857142857144,318.37454545454545,310.28444444444443,311.3233333333333,303.81454545454545,298.58,287.54,305.11,304.74,300.36,304.26454545454544,308.2845454545454,308.48,306.7845454545454,323.475,323.87454545454545,319.1385714285714,316.3966666666667,310.43,315.1872727272727,320.6872727272727,318.8866666666667,313.20454545454544,317.66857142857145,317.3633333333333,319.95454545454544,327.9033333333333,325.58,330.68857142857144,323.24444444444447,319.1645454545454,319.33,315.5433333333333,306.51444444444445,318.125,309.7944444444445,318.2033333333333,316.75,322.36454545454546,317.2666666666667,316.2,319.8266666666667,314.07444444444445,322.94454545454545,322.36842105263156,329.9566666666667,331.25384615384615,327.69,334.07454545454544,327.44384615384615,325.80444444444447,327.85857142857145,334.98,333.53,327.77,335.03764705882355,327.47444444444443,330.76444444444445,326.78,337.00444444444446,325.33,325.1871428571428,331.58,341.9338461538461,339.93,330.11,337.71,338.4866666666667,336.73,345.21181818181816,338.84,340.71444444444444,339.6,344.74454545454546,340.1276470588235,346.69666666666666,334.75333333333333,339.14,343.92,345.01,332.89,339.6744444444445,347.28764705882355,352.79,350.32444444444445,346.7266666666667,340.85,344.0366666666667,343.5071428571428,348.87666666666667,339.77714285714285,341.5466666666667,348.02,344.62666666666667,347.81666666666666,349.14,356.87666666666667,364.6566666666667,361.55,360.58,354.8,358.1371428571428,365.0466666666667,367.3171428571428,367.93666666666667,358.65714285714284,348.53,357.81,348.2571428571428,351.38,351.15714285714284,353.36,353.5671428571428,357.59714285714284,356.40714285714284,354.1066666666667,354.2166666666667,370.8866666666667,358.6771428571428,367.43,L7
2000-09-20 22:10:50+00:00,303.09,315.90000000000003,322.9,305.705,307.63,306.44,311.3,307.32000000000005,309.535,313.6017647058824,319.41,311.52,320.11,334.82,334.5523076923077,331.0123076923077,324.06,327.99,324.83230769230767,321.75,323.375,325.1317647058824,327.17,325.95,316.44,310.46230769230766,312.045,310.34999999999997,312.58,321.94,324.94,320.36,333.3445454545454,326.72,324.81,320.1645454545454,320.04,314.5,322.61,323.91,312.89000000000004,319.82454545454544,316.8545454545454,317.90000000000003,298.71454545454543,327.055,334.57454545454544,323.06,318.4,308.87,318.77727272727276,321.1872727272727,324.35999999999996,325.99454545454546,325.19,318.72,332.4145454545454,333.56,339.66,338.01,337.04,330.7845454545454,322.40000000000003,325.75,318.87,317.725,323.42,323.7,325.91,330.39454545454544,319.88,325.43,321.72999999999996,323.75,324.24454545454546,322.4015789473684,322.60999999999996,329.8723076923077,327.76,329.77454545454543,327.1723076923077,329.38,326.04,333.01000000000005,337.27,322.49,331.4235294117647,327.5,321.82,324.83000000000004,334.71,334.32,332.93,331.31,341.8223076923077,339.06,336.64000000000004,341.62,353.96,352.97999999999996,352.52181818181816,345.13,340.96,348.75,345.9845454545454,346.4035294117647,350.98,326.43,330.0,344.37,343.42,347.05,341.45,350.9335294117647,362.81,348.91,352.02,343.11,347.94,346.36,362.57,353.6,357.17,352.46,357.35,357.33,358.76,355.18,364.17,354.32,353.1,351.53,355.79,362.11,366.34,367.15,355.47,346.29,349.86,344.65,342.56,348.61,350.1,357.45,356.95,356.85,357.9,358.5,378.2,368.94,379.82,L7
