dates,satname,sar2236-0000,sar2236-0001,sar2236-0002,sar2236-0003,sar2236-0004,sar2236-0005,sar2236-0006,sar2236-0007
1984-06-07 09:34:18+00:00,L5,208.63,259.00,196.22,225.98,199.38,233.57,217.41,217.89
1984-06-14 09:40:12+00:00,L5,215.38,257.85,206.36,240.44,215.74,226.35,218.55,223.24
1984-06-30 09:40:25+00:00,L5,195.42,241.83,195.43,220.71,208.32,225.88,214.89,216.48
1984-07-16 09:40:39+00:00,L5,6.58,-86.01,,,,,,
1984-08-26 09:36:09+00:00,L5,185.14,222.57,159.69,,199.59,220.71,211.82,227.33
1984-09-11 09:36:14+00:00,L5,184.25,224.56,173.67,205.87,198.30,213.92,209.02,222.36
1984-10-04 09:42:01+00:00,L5,205.35,150.72,191.82,244.17,229.03,220.28,206.69,243.56
1984-10-13 09:36:13+00:00,L5,201.46,248.44,193.85,231.82,214.13,219.04,212.94,215.17
1984-10-29 09:36:08+00:00,L5,,334.74,,231.44,198.76,140.33,187.18,228.66
1984-12-07 09:41:55+00:00,L5,219.14,266.11,206.43,239.16,216.06,236.73,215.13,220.66
1985-04-30 09:42:06+00:00,L5,162.84,124.49,158.78,,179.13,207.09,207.77,227.30
1985-05-25 09:36:15+00:00,L5,206.26,247.43,190.74,219.23,200.06,226.06,213.80,225.03
1985-06-17 09:42:00+00:00,L5,165.31,207.66,166.05,,180.20,209.55,195.18,222.10
1985-07-28 09:35:58+00:00,L5,,307.59,,,202.53,74.92,52.96,50.12
1985-08-04 09:41:41+00:00,L5,192.32,239.38,177.75,205.99,202.42,218.68,211.45,228.35
1985-08-13 09:35:48+00:00,L5,214.45,263.68,201.56,232.00,204.53,237.01,219.61,225.56
1985-08-20 09:41:31+00:00,L5,212.75,254.87,196.76,230.48,213.35,221.62,208.55,216.65
1985-08-29 09:35:38+00:00,L5,,112.68,535.85,,470.42,,,
1985-09-05 09:41:19+00:00,L5,176.76,241.12,174.33,,198.43,223.83,220.90,230.51
